time,MIROC6,MRI-ESM2-0,IITM-ESM,KACE-1-0-G,MPI-ESM1-2-HR,CNRM-ESM2-1,UKESM1-0-LL,TAIESM1,IPSL-CM6A-LR,CESM2-WACCM,EC-EARTH3,CNRM-CM6-1,CANESM5,GFDL-ESM4
2039.0,10224106000.0,8978221000.0,13498241000.0,4405672400.0,11241768000.0,10766750000.0,6974581000.0,8214236000.0,8193551000.0,7308452000.0,9275074000.0,10389415000.0,7327870000.0,11294632000.0
2040.0,9974922000.0,8512285000.0,13095863000.0,3954685700.0,11428405000.0,10407203000.0,6554746000.0,7670542000.0,7843293700.0,7198939000.0,8800182000.0,10010794000.0,6784324000.0,11051353000.0
2041.0,9535145000.0,8083520500.0,12570143000.0,3608978400.0,11266505000.0,9982539000.0,5946382300.0,7246298000.0,7905433600.0,6758532000.0,8146657300.0,10266408000.0,6376511000.0,11040261000.0
2042.0,9352187000.0,7724265000.0,12310125000.0,3427615000.0,10882229000.0,9797469000.0,5568111000.0,6719112000.0,7162458600.0,6275966000.0,7909336600.0,9751515000.0,6087061000.0,10749049000.0
2043.0,9003215000.0,7341410300.0,12269462000.0,3159826200.0,10617800000.0,9367379000.0,5255185000.0,6256301600.0,6864924700.0,5971376600.0,8577198000.0,9290758000.0,5925320000.0,10434703000.0
2044.0,8708134000.0,6924374000.0,12007694000.0,2976558300.0,10366592000.0,9010106000.0,4934967000.0,5782231600.0,6497261000.0,5745042400.0,7924880000.0,9090825000.0,5414060000.0,10101938000.0
2045.0,8469197300.0,6527086600.0,11800786000.0,2773831200.0,10073930000.0,8737888000.0,4567287000.0,5344876000.0,6050296300.0,5398180400.0,7310450000.0,8757574000.0,4994131000.0,9688686000.0
2046.0,8258353700.0,6208335400.0,11523005000.0,2554270200.0,9929970000.0,8540687400.0,4318843000.0,5033501000.0,5734396000.0,5114452500.0,6990467600.0,8620496000.0,4668226000.0,9516462000.0
2047.0,7850882600.0,6012499000.0,11336601000.0,2290826000.0,9746786000.0,8201367600.0,3958694100.0,4674485000.0,5532138500.0,4881237000.0,6651156500.0,8225592300.0,4468256000.0,9370427000.0
2048.0,7643704300.0,5811949000.0,11461341000.0,2158354000.0,9505800000.0,8076895000.0,3689145000.0,4298649600.0,5279219700.0,4669131300.0,6168569300.0,8022844400.0,4115861500.0,9079190000.0
2049.0,7433846000.0,5424283000.0,11394995000.0,2007892400.0,9155527000.0,7806379000.0,3320761600.0,3924061000.0,5054883300.0,4283691300.0,6202185700.0,8424890400.0,3875138300.0,8835052000.0
2050.0,7085154000.0,5190942700.0,11326520000.0,1884489700.0,9026421000.0,7522220500.0,3147336400.0,3676725800.0,4665527000.0,3968985000.0,5768607000.0,7671415000.0,3719966200.0,8542073300.0
2051.0,6562006500.0,5013756000.0,10735213000.0,1802812000.0,8720924000.0,7239972000.0,2964928000.0,3482944500.0,4492751000.0,3936981000.0,5534365700.0,7413467000.0,3504957200.0,8358382600.0
2052.0,6304701000.0,5978602500.0,12842593000.0,1660950800.0,8551888400.0,7327242000.0,2686919400.0,3286495200.0,4174106600.0,3780442400.0,5287115300.0,7212862000.0,3265315300.0,8179307000.0
2053.0,6290610000.0,4646711300.0,12474934000.0,1597383700.0,8405429000.0,6809491500.0,2427820500.0,3012504600.0,4183551200.0,3623997200.0,4892980700.0,7083951000.0,3098253300.0,7944367000.0
2054.0,5971192300.0,4507969000.0,12083202000.0,1491499900.0,8194151400.0,6645946000.0,2319248000.0,2797572400.0,3761985800.0,3322485500.0,4934356000.0,8142078500.0,2928949500.0,7644881400.0
2055.0,5787544600.0,4343025700.0,11139430000.0,1362572000.0,7902829000.0,6530792000.0,2183189800.0,2626101500.0,3502161700.0,3125287000.0,4627236400.0,6916936000.0,2696787500.0,7515896000.0
2056.0,5560510500.0,3989357300.0,10638665000.0,1216975200.0,7611958000.0,6210397700.0,1981877600.0,2388430800.0,3234225000.0,2972193300.0,5043873300.0,6653825000.0,2527639300.0,7225486300.0
2057.0,5294604300.0,3767638500.0,10467470000.0,1140192900.0,7397658000.0,5942868000.0,1813735200.0,2294158300.0,3044593400.0,2788207900.0,4343914000.0,6412034600.0,2327518500.0,6973607400.0
2058.0,5111812000.0,3581611500.0,10064327000.0,1013249400.0,7109235000.0,5793516500.0,1696122000.0,2087774800.0,2807527000.0,2627175000.0,4123917600.0,6883140600.0,2154288600.0,6697964000.0
2059.0,4960601600.0,3418285600.0,9821172000.0,990058940.0,6864957000.0,5461337000.0,1556396700.0,1902218600.0,2661689600.0,2502934300.0,4012660500.0,5968684500.0,2043679200.0,6603866600.0
2060.0,4812785000.0,3210334000.0,10414829000.0,857221800.0,6668637000.0,5288070000.0,1349452800.0,1697103900.0,2476970000.0,2344229000.0,3775928300.0,5706330000.0,1906013800.0,6294445000.0
2061.0,4608760300.0,3077956000.0,12415892000.0,773610560.0,6475435000.0,5086868500.0,1206803100.0,1509846300.0,2347177200.0,2133535100.0,3621676300.0,5470136300.0,1777643100.0,6034863600.0
2062.0,4517734400.0,3050211300.0,11587680000.0,706192060.0,6183923700.0,4953168400.0,1064225340.0,1394070400.0,2174734800.0,2061495900.0,3464197600.0,5285201400.0,1640667400.0,5798316500.0
2063.0,4245535200.0,2847421700.0,10177587000.0,615983040.0,6033846000.0,4716731000.0,918055360.0,1327001000.0,2006334800.0,1900537900.0,3253213700.0,5046388700.0,1525027500.0,5609003000.0
2064.0,4010679800.0,2725725200.0,11843122000.0,532152160.0,5798518000.0,4551642000.0,757215550.0,1374874800.0,1877293200.0,1796614700.0,3141201400.0,4859923500.0,1416828500.0,5416159700.0
2065.0,3870238500.0,2716038400.0,9662905000.0,481862900.0,5652136000.0,4384135000.0,573805630.0,1169727200.0,1743195300.0,1638845300.0,3073320000.0,4573757400.0,1341437300.0,5265940000.0
2066.0,3818593500.0,2513475800.0,9333122000.0,558153800.0,5234595300.0,4243687200.0,490458780.0,1030853950.0,1612558000.0,1501989000.0,2935379200.0,4333635000.0,1263197400.0,5047870500.0
2067.0,3555331000.0,2434272300.0,9170847000.0,442758940.0,5125690400.0,4019362300.0,435169730.0,884379200.0,1429634200.0,1397843200.0,2768976100.0,4153121800.0,1113136000.0,4849976000.0
2068.0,3388280000.0,2255330000.0,9052455000.0,396868740.0,4962093000.0,3805701600.0,370109700.0,712797500.0,1263150100.0,1265839000.0,2577149000.0,3929369300.0,994070400.0,4719689700.0
2069.0,3278480100.0,2185792300.0,8947919000.0,343987200.0,4808434700.0,3589636600.0,335837500.0,657222700.0,1095662800.0,1160876500.0,2463882200.0,3667584300.0,896440300.0,4568143000.0
2070.0,3086412800.0,2474274600.0,8558214000.0,274684400.0,4511039500.0,3465500000.0,237357090.0,571134700.0,976468900.0,1023391900.0,2297144600.0,3514499800.0,756918850.0,4432802300.0
2071.0,2974294500.0,2025532500.0,8572603000.0,225045550.0,4287515000.0,3378445300.0,178647260.0,509771400.0,877331650.0,857812500.0,2157419500.0,3317981200.0,678317900.0,4164438800.0
2072.0,2854670000.0,1918528900.0,8399109000.0,195107440.0,4103978200.0,3164267300.0,111944380.0,460573150.0,769552700.0,765494600.0,1990231300.0,3215910000.0,598703740.0,4297595400.0
2073.0,2689553000.0,1761310000.0,8198446000.0,170786640.0,3908875300.0,3049883100.0,92739510.0,406327200.0,695647900.0,696977150.0,1822712700.0,2939861000.0,498783200.0,3945855700.0
2074.0,2580504300.0,1669171300.0,8040222700.0,135872860.0,3741741600.0,3029699800.0,72161060.0,346183520.0,653469250.0,615994300.0,1670944800.0,2721356500.0,447308060.0,3836004000.0
2075.0,2393345800.0,1558460000.0,7895029000.0,130181960.0,3544839700.0,2793169400.0,64862132.0,288465060.0,564802600.0,521321200.0,1504004600.0,2522136300.0,400571520.0,3677012500.0
2076.0,2264236800.0,1398855000.0,7754612000.0,113787200.0,3431655000.0,2661071400.0,60410220.0,208163400.0,492457860.0,451656540.0,1334603100.0,2373597000.0,356685150.0,3543739400.0
2077.0,2192696800.0,1322203400.0,8310949400.0,103007750.0,3188326000.0,2535809800.0,49897504.0,173064460.0,450236740.0,395419100.0,1268926800.0,2257738800.0,292366300.0,3473961000.0
2078.0,2232132000.0,1252386200.0,7524587000.0,97021810.0,3086867000.0,2385865200.0,46267236.0,152162900.0,355529020.0,339101500.0,1132704100.0,2093126300.0,257321680.0,3356724200.0
2079.0,2119302000.0,1208280200.0,7326371000.0,87526720.0,2914149600.0,2275273500.0,42436530.0,122928920.0,313902980.0,278402850.0,1012089200.0,2005155300.0,232775790.0,3205441300.0
2080.0,1930438000.0,1157399200.0,7091784000.0,78606970.0,2814751000.0,2170088000.0,37085624.0,107775860.0,276566300.0,214373920.0,912022700.0,1837400400.0,164047000.0,3084839000.0
2081.0,1807896200.0,1044067260.0,6916674000.0,75733336.0,2685681200.0,2089814700.0,29810300.0,100822530.0,236504370.0,184033900.0,866578400.0,1687266600.0,140908350.0,2965722400.0
2082.0,1765098400.0,986469000.0,6673658400.0,71810930.0,2505918500.0,1955484800.0,28038456.0,89168410.0,183388930.0,164814740.0,771945400.0,1549209100.0,129759450.0,2880882200.0
2083.0,1597716700.0,959800770.0,6540174300.0,61110676.0,2342741200.0,1856283900.0,27576708.0,82106240.0,163537780.0,144112370.0,670875500.0,1356272900.0,118919710.0,2758023200.0
2084.0,1441981700.0,849324800.0,6864341000.0,58569504.0,2225630000.0,1705237000.0,24836210.0,77959200.0,147428020.0,112388390.0,596092900.0,1254196600.0,105648910.0,2672096000.0
2085.0,1418149200.0,796044740.0,7171996000.0,56056730.0,2076373900.0,1441022800.0,24090204.0,68403220.0,130863730.0,103868040.0,564979260.0,1160014500.0,71690600.0,2586823000.0
2086.0,1275425400.0,764317500.0,8918076000.0,53630690.0,2001803800.0,1338395000.0,23550284.0,60965610.0,118102400.0,92593630.0,499052930.0,1059319200.0,64112196.0,2498100700.0
2087.0,1173482800.0,747066500.0,6402694700.0,50468710.0,1968468900.0,1278624500.0,22054472.0,55408224.0,96154070.0,86256330.0,426757060.0,925664060.0,61171588.0,2386384400.0
2088.0,1079737000.0,701909760.0,6102637000.0,45476384.0,1788075900.0,1190563300.0,20357024.0,52128404.0,86449610.0,78938710.0,378669120.0,793012200.0,56198544.0,2297275600.0
2089.0,1024926600.0,658071300.0,6063607300.0,43564228.0,1626199700.0,1091284600.0,19329300.0,50051824.0,72835900.0,72981080.0,355166100.0,703921600.0,50773916.0,2214219300.0
2090.0,938578050.0,649855800.0,5771141600.0,43905396.0,1463180200.0,1010600900.0,17084306.0,45703350.0,64759028.0,70722670.0,321492500.0,662141500.0,47584280.0,2117112300.0
2091.0,845744260.0,599066400.0,5752119000.0,39479692.0,1299862300.0,911390400.0,15776120.0,40918790.0,59855820.0,62158132.0,232292110.0,612055800.0,42130950.0,2045709600.0
2092.0,768481400.0,582083650.0,5598296000.0,36508610.0,1173168500.0,836564160.0,14483634.0,39598564.0,57454050.0,57964904.0,201108600.0,575848900.0,38085430.0,1961995500.0
2093.0,738324800.0,531763200.0,5468932000.0,33883300.0,1076917100.0,767408400.0,12377476.0,38630172.0,52445040.0,53907940.0,183554190.0,530416400.0,35737660.0,1864936300.0
2094.0,670903740.0,501638200.0,5093946400.0,33430290.0,1003342850.0,720969800.0,12088411.0,33719590.0,44504550.0,50704970.0,164325060.0,464138300.0,32130168.0,1803715000.0
2095.0,618551800.0,464974140.0,5116949000.0,32702800.0,917957060.0,701546800.0,11886241.0,33055948.0,40984504.0,47323436.0,143006200.0,420728670.0,30874932.0,1730590200.0
2096.0,593635400.0,448211780.0,4894523400.0,31506876.0,860089200.0,620362700.0,11531269.0,32113970.0,39035830.0,42791896.0,133641400.0,354533200.0,29836230.0,1664860200.0
2097.0,568325900.0,411733860.0,5265135600.0,30418222.0,767892740.0,583297800.0,10716977.0,29213142.0,36094960.0,40827460.0,99789300.0,329356400.0,25220582.0,1593138200.0
2098.0,502515360.0,363614560.0,4672706000.0,29019620.0,706863600.0,556404000.0,9471930.0,29012848.0,32535222.0,39826948.0,92061100.0,282265920.0,24839634.0,1544981100.0
2099.0,438144500.0,361540380.0,4872203000.0,26474218.0,653589000.0,475454000.0,9156074.0,28512620.0,29025158.0,38540880.0,87678900.0,251647580.0,22498956.0,1430770000.0
2100.0,406195400.0,333981100.0,4700445700.0,25328278.0,619916000.0,428818200.0,8699410.0,27701762.0,26472960.0,34741388.0,84253620.0,172516820.0,21830244.0,1326056000.0
