time,CNRM-ESM2-1,UKESM1-0-LL,MRI-ESM2-0,IITM-ESM,KACE-1-0-G,MPI-ESM1-2-HR,MIROC6,CANESM5,GFDL-ESM4,EC-EARTH3,CNRM-CM6-1,TAIESM1,IPSL-CM6A-LR,CESM2-WACCM
2039.0,11252485000.0,6443740000.0,9603992000.0,12392346000.0,5004192300.0,11136602000.0,10943826000.0,8165309400.0,10581499000.0,9406543000.0,10607358000.0,7207205000.0,9243500000.0,7478376000.0
2040.0,11092600000.0,6208675300.0,9330181000.0,12080245000.0,4727960000.0,10930885000.0,10336760000.0,7880639000.0,10219234000.0,8983276000.0,10241290000.0,6748193300.0,8721582000.0,7045296600.0
2041.0,10805164000.0,5928117000.0,8943863000.0,11876972000.0,4393472000.0,10984858000.0,10033477000.0,7432968000.0,10051806000.0,8628721000.0,9977176000.0,6540645400.0,8447278600.0,6621955000.0
2042.0,10648762000.0,5651909600.0,8650400000.0,11680155000.0,4182606800.0,10632517000.0,9959522000.0,7214568000.0,9707062000.0,8410688000.0,9834061000.0,6071816700.0,8039552500.0,6270505000.0
2043.0,10450608000.0,5231404500.0,8489544700.0,11680790000.0,4044546000.0,10785564000.0,9623206000.0,6885431300.0,9422298000.0,8359096000.0,10615608000.0,5835454000.0,7708532700.0,6029068300.0
2044.0,10175822000.0,4992337400.0,8087489500.0,11305799000.0,3841138400.0,10201297000.0,9307720000.0,6649430500.0,9189801000.0,7958903300.0,9428365000.0,5243133000.0,7454338600.0,5754990600.0
2045.0,9928931000.0,4701600000.0,7798440000.0,11203111000.0,3996658000.0,9981835000.0,9006681000.0,6333154300.0,8977330000.0,7742299600.0,9260579000.0,4750634500.0,7335236000.0,5477502000.0
2046.0,9976944000.0,4373883400.0,7446984700.0,11171975000.0,3433480200.0,9762225000.0,8740290000.0,6139726000.0,8623005000.0,7422489000.0,8799991000.0,4553220600.0,6943466500.0,5306437000.0
2047.0,9645964000.0,4129600500.0,7388720600.0,14793847000.0,3294060500.0,9659279000.0,8574520000.0,5852933000.0,8640394000.0,7141080000.0,8522194000.0,4265736400.0,6751415000.0,5096116700.0
2048.0,9483586000.0,3894037200.0,7054814000.0,11385388000.0,3112036600.0,9501447000.0,8212331500.0,5618160600.0,8571791000.0,6756004400.0,9220981000.0,3956614000.0,6411185700.0,4837756000.0
2049.0,9192817000.0,3727365600.0,6871218000.0,10955837000.0,2908132600.0,9665349000.0,8036025300.0,5561167000.0,8180767000.0,6650422000.0,8241696000.0,3642056400.0,6318951400.0,4663715300.0
2050.0,9009325000.0,3625935000.0,6850970600.0,10852388000.0,2797186800.0,9378488000.0,7829803500.0,5365610000.0,8109160400.0,6385601000.0,8390487000.0,3435868700.0,6062418000.0,4530080000.0
2051.0,8747309000.0,3467462000.0,6528847400.0,10577795000.0,2580692700.0,9486812000.0,7610605000.0,5185392000.0,7876573700.0,6188237300.0,8388988000.0,3233043500.0,5700411400.0,4275263000.0
2052.0,8536067600.0,3258123000.0,6226384400.0,11089616000.0,2421395500.0,9809196000.0,7401689600.0,5086823000.0,7831739400.0,5913080000.0,7726424600.0,2988139800.0,5504756700.0,4072196900.0
2053.0,8251990000.0,3189402000.0,6093296600.0,10329745000.0,2302214000.0,9029847000.0,7244192000.0,4841883000.0,7622810000.0,5696034000.0,7619403000.0,2917068000.0,5379730400.0,3875676700.0
2054.0,8053581000.0,2938911500.0,5922592000.0,12779216000.0,2192617500.0,8642035000.0,8811377000.0,4685293000.0,7542536700.0,5493412400.0,7364733400.0,2619461600.0,5275191300.0,3706657000.0
2055.0,8128270300.0,2741345300.0,5652351000.0,11219497000.0,2119061200.0,8642553000.0,7134593000.0,4486021600.0,7338918400.0,5261828600.0,7179971600.0,2399001600.0,5035736600.0,3529452300.0
2056.0,7803493000.0,2493958400.0,5558544000.0,10323492000.0,2046261200.0,8400661500.0,6968092000.0,4373905000.0,7179931600.0,5231192600.0,7200859000.0,2287413200.0,4892937700.0,3585298000.0
2057.0,7856369000.0,2338743300.0,5434649600.0,10054454000.0,1941375100.0,9058714000.0,6815507500.0,4277614300.0,7002448400.0,5239716400.0,6863831000.0,2154745900.0,4714310000.0,3250844000.0
2058.0,7979815000.0,2310177800.0,6050192000.0,10039642000.0,1847929500.0,8448422000.0,6547948500.0,3965436200.0,6876719600.0,4922386400.0,6754918000.0,2006475800.0,4853569500.0,3085454300.0
2059.0,7424656400.0,2171241200.0,5225755600.0,9564451000.0,1717689200.0,8331041000.0,6565248000.0,3781154000.0,6687652400.0,4737009700.0,6518196700.0,1876678500.0,4409505300.0,2970804200.0
2060.0,7275581000.0,2044934500.0,5053176000.0,9490630000.0,1628370200.0,7987494000.0,6425319400.0,3584850200.0,6555471000.0,4576507400.0,6945410000.0,1742291800.0,4157656600.0,2831643000.0
2061.0,7151844400.0,1872206700.0,4941977600.0,9252655000.0,1555578000.0,8185176600.0,6130856400.0,3464259600.0,6402097000.0,4637778400.0,6293046000.0,1653684600.0,5737825300.0,2734369300.0
2062.0,8493523000.0,1761782900.0,4980921300.0,9306243000.0,1385921500.0,8180819500.0,5896701000.0,3350832400.0,6190986000.0,5156286500.0,6334392000.0,1523919700.0,4094568400.0,2624588000.0
2063.0,8514524700.0,1670200700.0,5026143000.0,9188431000.0,1289239800.0,7669885000.0,5676552700.0,3248797700.0,6093870600.0,4347793400.0,5959522300.0,1444461700.0,3796857600.0,2781301000.0
2064.0,10460457000.0,1578465700.0,5098800600.0,8881406000.0,1263722000.0,7965381600.0,5456065500.0,3131932700.0,6082950700.0,4897153000.0,6526845400.0,1344454500.0,3613536800.0,2512403200.0
2065.0,8581215700.0,1598435600.0,4622640600.0,10840979000.0,1428621600.0,7770387500.0,5947531000.0,2995848000.0,5875056600.0,4104773600.0,5789639700.0,1280038300.0,3544024600.0,2340782600.0
2066.0,8005369300.0,1487869300.0,4459473400.0,8869681000.0,1233564400.0,7455505000.0,5935627300.0,2928915700.0,5970299000.0,4171842600.0,5614128600.0,1090953700.0,3438644700.0,2238535400.0
2067.0,7033927000.0,1428853200.0,4337010000.0,8677671000.0,1077289900.0,7257506000.0,5306777600.0,2871169300.0,5670751700.0,3829078300.0,5498297000.0,1000241600.0,3465419300.0,2182736100.0
2068.0,8152704500.0,1253476600.0,5219007500.0,8487230500.0,955145000.0,7149615000.0,5089296400.0,2741686800.0,5822770000.0,3756472800.0,5361902000.0,972530500.0,3290446300.0,2057988200.0
2069.0,6813887500.0,1167852800.0,4218794200.0,8672623000.0,954805300.0,7059653600.0,4990961700.0,2671978200.0,5520042000.0,3756882200.0,5644866000.0,824719400.0,3154947600.0,1936123600.0
2070.0,6578308000.0,1139870700.0,4113152300.0,9607940000.0,793184200.0,6890190000.0,4883045400.0,2601338400.0,5401643500.0,3530614500.0,6623609300.0,804257000.0,2970835000.0,1887745700.0
2071.0,6403411000.0,979029900.0,4344634000.0,10928420000.0,1176441100.0,7032222000.0,4760638000.0,2510255600.0,5268489000.0,3470034000.0,5229368300.0,735996160.0,2885213200.0,1993766300.0
2072.0,8607329000.0,920637000.0,4557579300.0,8369623000.0,1362545000.0,7505724000.0,4802136000.0,2420632600.0,5217354000.0,3279243300.0,5241107000.0,671102400.0,2755682000.0,1816247800.0
2073.0,7096048000.0,885703740.0,4217264000.0,8152610300.0,784041540.0,7050451000.0,4723006500.0,2295482000.0,5133293000.0,3250754300.0,5125655600.0,644146940.0,2678295600.0,1876294700.0
2074.0,6311809000.0,918782200.0,5338701000.0,8001648000.0,706681600.0,6656574500.0,4540349400.0,2248997000.0,5043540000.0,3058861300.0,8579913000.0,683950600.0,2550866000.0,1903554000.0
2075.0,6060139000.0,781662900.0,4061943800.0,8047770000.0,833646400.0,7076329000.0,4404860400.0,2195024100.0,4932178000.0,2879200300.0,5138377700.0,581987840.0,2470902800.0,1693904900.0
2076.0,6071367000.0,732517300.0,3846978800.0,8646593000.0,659662850.0,6690318000.0,4745690600.0,2396676900.0,5004858400.0,2709011200.0,4829284400.0,602913660.0,2481064400.0,1929627900.0
2077.0,5926734300.0,698620800.0,3733459700.0,8002355000.0,1250005100.0,6507820000.0,4300610600.0,2098304400.0,4983461000.0,2653760500.0,5183352300.0,1112776000.0,2393353500.0,2004725400.0
2078.0,5797506600.0,647432300.0,3694057200.0,7801210400.0,1043073300.0,6192379000.0,4073588700.0,2050577400.0,4868739600.0,4154767600.0,4688077300.0,540232770.0,2286467600.0,1614711900.0
2079.0,6054088700.0,590296600.0,3539062500.0,7663619000.0,764157500.0,6068494300.0,4007278300.0,1985440000.0,4793668600.0,2879826200.0,4808166400.0,477091420.0,2500463900.0,1532994300.0
2080.0,5782847500.0,560420030.0,3394730500.0,7534366000.0,648911040.0,6139143700.0,3933943300.0,1925027600.0,4727096000.0,3030843400.0,4547722000.0,417655600.0,2148549000.0,1397536800.0
2081.0,5561795600.0,568666800.0,4084542200.0,8047821300.0,595027800.0,5984923600.0,3773041700.0,1851963400.0,4597358000.0,2732037000.0,5768366600.0,397532060.0,2148615200.0,1369920800.0
2082.0,5412429000.0,496972450.0,3373597400.0,7732714500.0,498732160.0,5879746600.0,3812501500.0,1782153700.0,4510981000.0,2510600700.0,4479710700.0,399813100.0,2051082800.0,1806714900.0
2083.0,5352171000.0,525941220.0,3558287600.0,7632129000.0,500511070.0,6923143000.0,3572246800.0,1984710300.0,4486854700.0,2352392000.0,4406525000.0,353691550.0,1971453200.0,1757409200.0
2084.0,5290256400.0,464550880.0,3257709000.0,7305273300.0,492606180.0,5718669300.0,3499301600.0,1671901000.0,4721489400.0,2246243000.0,4509512700.0,354360060.0,1873128100.0,1319259300.0
2085.0,5192056300.0,433643700.0,3204588000.0,8549612500.0,475234800.0,5739793000.0,3565832400.0,1594826000.0,5080360000.0,2414233600.0,4222861600.0,301346600.0,1769208300.0,1294322400.0
2086.0,5258658300.0,415915260.0,3140035600.0,7643670500.0,451881820.0,5576260600.0,3367183400.0,1579594400.0,5026710500.0,2155891000.0,4148987400.0,923778400.0,1934892300.0,1192505900.0
2087.0,5089010700.0,424748380.0,3054137000.0,7871017500.0,422393200.0,5464601000.0,3241470500.0,1513199500.0,4248109000.0,3067123700.0,4230779000.0,402068670.0,2342161000.0,1116469500.0
2088.0,4980911600.0,363805120.0,3063213300.0,10871434000.0,415953470.0,5457043000.0,7516813000.0,1854246400.0,4175287600.0,2330065700.0,4013084400.0,266009810.0,1760278500.0,1370694800.0
2089.0,4895124000.0,369784830.0,2986036700.0,8272987000.0,398294400.0,5789661700.0,4979375000.0,1535339000.0,4068695600.0,2197772500.0,4640618000.0,283959460.0,1757589600.0,1069922560.0
2090.0,4864496000.0,325764700.0,2986304300.0,7391146500.0,729771300.0,5613070300.0,3792168000.0,1530927600.0,4200224500.0,3322886000.0,4042253000.0,249995040.0,1696647800.0,991308800.0
2091.0,4740726300.0,341736030.0,2845614000.0,7292734000.0,622687940.0,5308793300.0,3253103900.0,1345745500.0,3978992400.0,1942860800.0,3895872300.0,259971340.0,1549430500.0,1046304260.0
2092.0,4604503000.0,499992930.0,2785155800.0,7093634000.0,379710080.0,5509040000.0,3276034600.0,1317639800.0,4320987000.0,1937366700.0,3767897000.0,240182140.0,1460638100.0,994854600.0
2093.0,4547072000.0,345389630.0,2698441200.0,6813929000.0,395652030.0,5239488500.0,3042406400.0,1875082200.0,4336774000.0,2874354000.0,4750764500.0,227600750.0,2181697300.0,921074240.0
2094.0,5708707000.0,330218500.0,2904733200.0,7004404000.0,362053150.0,7795828000.0,3096769500.0,1343278800.0,4409440000.0,1986283400.0,3677755100.0,221172670.0,1575667000.0,953156000.0
2095.0,5038621700.0,276258980.0,2816599300.0,6707473000.0,369690300.0,5852991000.0,3680603000.0,1235666800.0,3967306000.0,1763681400.0,3605061000.0,219085060.0,1552734200.0,879690400.0
2096.0,4587382300.0,267146860.0,2481435100.0,6644693000.0,340451800.0,5495365000.0,4535101000.0,1228466200.0,3882275800.0,1802956700.0,3604472300.0,210964500.0,1443465200.0,837373630.0
2097.0,4346172000.0,303517340.0,2629446000.0,6643120600.0,337083070.0,5329905000.0,3351966500.0,1191888800.0,4165329200.0,1703570000.0,3579871200.0,215639980.0,2459053300.0,836695000.0
2098.0,4268343300.0,253578610.0,2559884500.0,6505479000.0,305555620.0,5523527700.0,3060341200.0,1175363500.0,3768301000.0,1660364800.0,4471390000.0,226183790.0,1783583200.0,886253250.0
2099.0,4621175300.0,253485800.0,2465122600.0,6445168000.0,311505250.0,5207265300.0,2853570300.0,1194343000.0,3832234500.0,1646783500.0,3880297700.0,220385040.0,1319045500.0,782125060.0
2100.0,4252102700.0,250531460.0,2619871700.0,6934145500.0,296268350.0,4919183000.0,2709016800.0,1211780500.0,3753207000.0,1781733200.0,4118427100.0,230777400.0,1287051800.0,808331970.0
