time,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR
2034.0,9446122000.0,11039067000.0,11842457000.0,11076306000.0
2035.0,8967290000.0,10728930000.0,11730125000.0,10516710000.0
2036.0,8426901000.0,10301748000.0,11744266000.0,10312385000.0
2037.0,8010193400.0,10058108000.0,11371379000.0,9829191000.0
2038.0,7633296000.0,9927301000.0,11097008000.0,9346586000.0
2039.0,7177667600.0,9619722000.0,11200079000.0,9012543000.0
2040.0,6878850600.0,9274958000.0,11138229000.0,8873130000.0
2041.0,6443911700.0,9310642000.0,10780155000.0,8528141300.0
2042.0,6097401000.0,9070602000.0,10528990000.0,8264513000.0
2043.0,6016347000.0,8722224000.0,10260681000.0,8035083000.0
2044.0,5651606500.0,8524792300.0,10100170000.0,7702102000.0
2045.0,5317489700.0,8154439000.0,9929402000.0,7941843000.0
2046.0,5063762000.0,7962763300.0,9669607000.0,7131471000.0
2047.0,4831783000.0,7580063000.0,9422609000.0,6824546000.0
2048.0,4550736400.0,7545323500.0,9251231000.0,6693615600.0
2049.0,4279468300.0,7264866300.0,9466023000.0,6417112600.0
2050.0,4318409700.0,7028311600.0,10045065000.0,6204820000.0
2051.0,3964281000.0,6817224700.0,9181799000.0,6098321000.0
2052.0,3831913200.0,6638731000.0,8855842000.0,5812026000.0
2053.0,3507988700.0,6387138600.0,8773183000.0,5893254700.0
2054.0,3297281800.0,6259113000.0,8453335600.0,5505217500.0
2055.0,3154964000.0,6200261600.0,8165266000.0,5706559000.0
2056.0,2971028500.0,6115397000.0,8462519300.0,5166361000.0
2057.0,2899365400.0,6117279000.0,7922513400.0,5134132000.0
2058.0,2726521000.0,5779599000.0,8116850000.0,4943034000.0
2059.0,2513775900.0,6135953400.0,7786339000.0,4818610700.0
2060.0,2413855500.0,5589126000.0,7669013500.0,4681816000.0
2061.0,2366705200.0,6366528000.0,7502870000.0,4484619300.0
2062.0,2186754600.0,5422917000.0,7375912400.0,4256472600.0
2063.0,2029430000.0,5280467000.0,7256677400.0,4306822700.0
2064.0,1969937800.0,5254764500.0,7327133700.0,4057633300.0
2065.0,2109267500.0,5012798500.0,7156831000.0,4447720000.0
2066.0,1885108400.0,4927134000.0,7000932000.0,4082121000.0
2067.0,1801772500.0,4746988500.0,6878412000.0,3890164200.0
2068.0,1647298800.0,5002395600.0,6764649000.0,3893237000.0
2069.0,1543195900.0,4972417500.0,6652757500.0,3687704000.0
2070.0,1497149600.0,4496067000.0,6530518000.0,3561785600.0
2071.0,1450879500.0,6348739600.0,6559208000.0,3557037300.0
2072.0,1407887700.0,6771047400.0,6442977300.0,4048848100.0
2073.0,1350537300.0,6098045400.0,6316364000.0,3408007200.0
2074.0,1262945400.0,5031959600.0,6309364700.0,3870883300.0
2075.0,1921008100.0,4684396000.0,6148318700.0,3623160800.0
2076.0,1158218600.0,5418081000.0,6002526000.0,5258411000.0
2077.0,1114356100.0,4513889300.0,6132486000.0,3248875800.0
2078.0,1004643900.0,4318678500.0,6548351500.0,3083938800.0
2079.0,963198200.0,4643817500.0,5980966400.0,3030470000.0
2080.0,885969660.0,4177300500.0,5915149300.0,5102605300.0
2081.0,823639400.0,7465543000.0,5676124000.0,5205957000.0
2082.0,787148600.0,4543057000.0,6224051700.0,3376908000.0
2083.0,750817000.0,4186480400.0,5676287500.0,3565992400.0
2084.0,699262500.0,3978458400.0,6302236700.0,2978318800.0
2085.0,689195100.0,4388731400.0,5483795500.0,3564028400.0
2086.0,665756900.0,5140745700.0,5564265500.0,3243462100.0
2087.0,1049573600.0,3969197000.0,5407753700.0,4425277000.0
2088.0,818211100.0,3873025300.0,5315758600.0,3312409000.0
2089.0,664954000.0,6993869300.0,5168084500.0,2890649000.0
2090.0,665966000.0,4612015000.0,5119188000.0,3151615000.0
2091.0,559250100.0,3808532700.0,5714296300.0,3223294200.0
2092.0,538383360.0,3726088700.0,6663033300.0,2909767200.0
2093.0,533082020.0,5527175700.0,5518544400.0,3039053800.0
2094.0,500546850.0,5149088000.0,5417882600.0,2555265000.0
2095.0,475694850.0,3881375000.0,5367811000.0,2693776100.0
2096.0,489405660.0,4353001000.0,5705256400.0,3468223500.0
2097.0,457226400.0,4389873700.0,5547189000.0,4313685500.0
2098.0,515829440.0,3634671400.0,5863386000.0,3247869200.0
2099.0,462499900.0,4055514600.0,5210071000.0,2763866000.0
2100.0,447008220.0,3757478700.0,5181923300.0,2657288700.0
