time,MPI-ESM1-2-HR,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,UKESM1-0-LL,CESM2-WACCM,IPSL-CM6A-LR,TAIESM1,GFDL-ESM4
2069.0,6269424000.0,8102791700.0,611933060.0,3170003500.0,789574660.0,2303093500.0,2326562600.0,1514508800.0,4815887000.0
2070.0,6304729600.0,9130552000.0,547276100.0,3407124200.0,727439300.0,2212563500.0,2187944400.0,1433766000.0,5159007700.0
2071.0,5988172000.0,8509369300.0,601169900.0,2987968300.0,667144900.0,2158212400.0,2083609100.0,1277377500.0,4758519300.0
2072.0,5971804000.0,7714891300.0,501808060.0,2819376600.0,591245400.0,2009740200.0,1969860900.0,1110001700.0,4621096400.0
2073.0,5849154000.0,7491591000.0,474320100.0,2732173300.0,530060800.0,1863841000.0,1885111300.0,1083638500.0,4481454000.0
2074.0,5620143000.0,9916755000.0,411076500.0,2741838000.0,484386980.0,1832605200.0,1873833200.0,963009660.0,4371176400.0
2075.0,5566999000.0,8194324000.0,387812900.0,2557776000.0,431106100.0,1764189600.0,1751049900.0,812995260.0,4354510000.0
2076.0,5394921000.0,7277911000.0,358001120.0,2540198700.0,403603680.0,1711508500.0,1542052600.0,762702800.0,4503027700.0
2077.0,5229588500.0,7026570000.0,599855800.0,2387241500.0,355516500.0,1567127200.0,1436915600.0,702808770.0,4425323500.0
2078.0,5159663600.0,6962751000.0,384251840.0,2329459500.0,326001570.0,1526046700.0,1335879700.0,600842240.0,4083261000.0
2079.0,5041990000.0,6777835500.0,702230140.0,2468447000.0,290803840.0,1385045600.0,1255503200.0,641299140.0,4016538600.0
2080.0,4947931600.0,6568200000.0,319448130.0,2261795300.0,249930290.0,1432577300.0,1177089900.0,574042940.0,3876499500.0
2081.0,5044447000.0,6544178000.0,553894660.0,2155410200.0,195522800.0,1284461700.0,1111404800.0,516933300.0,3768333000.0
2082.0,4753449500.0,6124761000.0,310493920.0,1991731600.0,169957860.0,1158223100.0,1046311900.0,460244350.0,3748307000.0
2083.0,4613010000.0,5887920600.0,264302530.0,1925668200.0,146577180.0,1073417500.0,982137300.0,399249340.0,3774222800.0
2084.0,5096316400.0,5761475600.0,238442700.0,1835393700.0,170961440.0,1080598500.0,906416900.0,367718000.0,3555975000.0
2085.0,4522651600.0,5754668000.0,213777840.0,1787766900.0,137930240.0,912506300.0,839166140.0,342686180.0,3436402400.0
2086.0,4404063700.0,6565412000.0,201256420.0,1747728500.0,133573140.0,862760700.0,768241300.0,320148100.0,3423108400.0
2087.0,4228161500.0,5565951000.0,216104740.0,1669197300.0,113272940.0,858810750.0,713540160.0,255400290.0,3305396200.0
2088.0,4132615400.0,5412030000.0,187385630.0,1577701600.0,109731110.0,800987460.0,693433150.0,266579700.0,4159575600.0
2089.0,3975739600.0,5446218000.0,184155410.0,1544010800.0,92493600.0,767978560.0,651231100.0,215403380.0,3180671700.0
2090.0,3957861400.0,5284356000.0,177346660.0,1529618400.0,90612056.0,761611100.0,632788400.0,196722940.0,3181730600.0
2091.0,4266738000.0,6457629700.0,173642530.0,1559219200.0,82319630.0,659543100.0,564064700.0,187737520.0,3026580200.0
2092.0,3812133600.0,5764917000.0,171424900.0,1456258700.0,79919510.0,629214140.0,535096700.0,180485580.0,3149969000.0
2093.0,3691819000.0,5279110000.0,166352940.0,1413883800.0,95823736.0,660320450.0,490561600.0,176140660.0,2974411500.0
2094.0,3581044200.0,5701910000.0,162436500.0,1353158300.0,75811060.0,576197000.0,513135000.0,155196720.0,2909937000.0
2095.0,3501761800.0,5295325700.0,158576750.0,1276394900.0,73918830.0,548207740.0,463337020.0,148289380.0,2951908900.0
2096.0,3263322600.0,4959551500.0,137701180.0,1229087200.0,74272680.0,609875900.0,419375870.0,142920940.0,2952271600.0
2097.0,3326378200.0,4997895700.0,138659330.0,1211326000.0,68053450.0,557104800.0,408225120.0,125476950.0,2754297300.0
2098.0,3542833400.0,5563388000.0,135143520.0,1176636800.0,68240660.0,474016060.0,347505180.0,150431900.0,2648806400.0
2099.0,3078523400.0,4779671600.0,142817300.0,1176593700.0,63879964.0,471507200.0,352548700.0,125191576.0,2736776200.0
2100.0,3514578200.0,4779072500.0,132738296.0,1131292000.0,63093388.0,440210400.0,321503460.0,106946550.0,2706866700.0
