time,MPI-ESM1-2-HR,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,UKESM1-0-LL,CESM2-WACCM,IPSL-CM6A-LR,TAIESM1,GFDL-ESM4
2000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0
2001.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0
2002.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0
2003.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0
2004.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0
2005.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0
2006.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0
2007.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0
2008.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0
2009.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0
2010.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0
2011.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0
2012.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0
2013.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0
2014.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0
2015.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0
2016.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0
2017.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0
2018.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0
2019.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0
2020.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0
2021.0,13952680000.0,14271193000.0,13768086000.0,13806576000.0,13762641000.0,13818633000.0,13831925000.0,13862877000.0,13848077000.0
2022.0,13806273000.0,13989025000.0,13495530000.0,13638816000.0,13937575000.0,13676179000.0,13779265000.0,13637676000.0,13619756000.0
2023.0,13575459000.0,13982972000.0,13016660000.0,13477276000.0,13587104000.0,13532801000.0,13650105000.0,13519978000.0,13437818000.0
2024.0,13625964000.0,13954473000.0,12561381000.0,13283531000.0,13373865000.0,13454979000.0,13782391000.0,13272888000.0,13177825000.0
2025.0,13315117000.0,14119410000.0,12258745000.0,13072861000.0,13141380000.0,13272361000.0,13527278000.0,13021690000.0,12978513000.0
2026.0,13323046000.0,13520182000.0,11606814000.0,12831276000.0,12908716000.0,13212977000.0,13424898000.0,12752690000.0,12981803000.0
2027.0,13047684000.0,13416735000.0,11228882000.0,12607340000.0,12440570000.0,12878135000.0,13083587000.0,12440435000.0,12543917000.0
2028.0,13017217000.0,13327856000.0,10543382000.0,12518844000.0,11979713000.0,12732664000.0,12849107000.0,12141012000.0,12531658000.0
2029.0,12912629000.0,13023755000.0,9938916000.0,11926548000.0,11593547000.0,12409016000.0,12670424000.0,11788240000.0,12174541000.0
2030.0,12640671000.0,13249987000.0,9445175000.0,11439232000.0,10980064000.0,12223357000.0,12418924000.0,11362981000.0,12081895000.0
2031.0,12387632000.0,12901626000.0,9035959000.0,11279788000.0,10421205000.0,12251655000.0,12280300000.0,10893915000.0,11825911000.0
2032.0,12509519000.0,12694256000.0,8467181600.0,10902510000.0,9430327000.0,11826125000.0,12121661000.0,10499193000.0,11596911000.0
2033.0,12087887000.0,12481937000.0,7936245000.0,10605347000.0,8678391000.0,11457324000.0,11874704000.0,10085036000.0,11285455000.0
2034.0,11822044000.0,12930142000.0,7430232000.0,10317063000.0,8180502500.0,11074096000.0,11536644000.0,9506549000.0,11064440000.0
2035.0,11815774000.0,12498398000.0,6953924000.0,10043040000.0,7603734500.0,10814863000.0,11252008000.0,9075523000.0,10789805000.0
2036.0,11549422000.0,13565459000.0,6441546000.0,9756991000.0,7301319000.0,10505372000.0,11087752000.0,8723426000.0,10498668000.0
2037.0,11441483000.0,13659776000.0,5980794000.0,9396545000.0,6781326300.0,10421254000.0,10734982000.0,8405258000.0,10252546000.0
2038.0,11292261000.0,12479716000.0,5619028500.0,9036367000.0,6473100000.0,10071363000.0,10391854000.0,7952031000.0,9989910000.0
2039.0,11008240000.0,12146174000.0,5174450700.0,8871673000.0,6169944000.0,9706295000.0,10508747000.0,7659305500.0,9820547000.0
2040.0,10730153000.0,12235302000.0,4847288300.0,8579481000.0,5889348600.0,9415180000.0,9767770000.0,7930785000.0,9641181000.0
2041.0,10812672000.0,11810183000.0,4547432400.0,8349093400.0,5582620000.0,8979432000.0,9241844000.0,7273094000.0,9217587000.0
2042.0,10504392000.0,11778057000.0,4230183200.0,8127505000.0,5178248700.0,9006895000.0,8914286000.0,6810476000.0,8964895000.0
2043.0,10278018000.0,11611202000.0,3825117400.0,7794659000.0,4828241400.0,8500182000.0,8479704600.0,6526644000.0,9097360000.0
2044.0,10440865000.0,11411988000.0,3607671600.0,7649722000.0,4542026000.0,8063849500.0,8147115000.0,6255797000.0,8735184000.0
2045.0,9886830000.0,11409122000.0,3338999300.0,7346614300.0,4333211600.0,7664072700.0,7765663000.0,5931891000.0,8472883700.0
2046.0,9635487000.0,10994692000.0,3077603800.0,7091619000.0,4098264600.0,7217859000.0,7419784000.0,5572771000.0,8343219000.0
2047.0,10108791000.0,10939335000.0,2858556200.0,6741250000.0,3796591400.0,6773538300.0,6992806400.0,5289002500.0,8235203000.0
2048.0,9653758000.0,11124144000.0,2758189800.0,6629098500.0,3495938300.0,6381999000.0,6594708000.0,4867617000.0,8001380400.0
2049.0,9455952000.0,11704696000.0,2565615600.0,6140039000.0,3248500700.0,6031844000.0,6334728000.0,4583941600.0,7817383000.0
2050.0,9532002000.0,11563132000.0,2440388000.0,6012467700.0,3085969700.0,5865957000.0,5906429000.0,4424299500.0,7626335000.0
2051.0,9074326000.0,10618238000.0,2315649800.0,5685823500.0,3047518000.0,5393185000.0,5639711000.0,4179291600.0,7468848000.0
2052.0,8729462000.0,11476030000.0,2203575000.0,5517074000.0,2829092000.0,5096631300.0,5380337700.0,4003102500.0,7498995700.0
2053.0,8537577000.0,11394730000.0,2092367000.0,5285921000.0,2771242200.0,4804405000.0,5152914000.0,3628865300.0,7327672000.0
2054.0,8293832700.0,10598415000.0,1987508700.0,5215940600.0,2509124600.0,4614299000.0,4866292700.0,3461227800.0,7105700000.0
2055.0,8186665000.0,10550977000.0,1909202600.0,5015852500.0,2290683000.0,4535893500.0,4667937300.0,3302802200.0,6733585000.0
2056.0,8074249000.0,10603159000.0,1776383000.0,4924371000.0,2183470000.0,4271035400.0,4486659600.0,3189605600.0,6475652600.0
2057.0,7981118000.0,10107033000.0,1695186000.0,4742430700.0,2045545300.0,4267218000.0,4409924600.0,2992924200.0,6235943400.0
2058.0,7755107000.0,9875171000.0,1566790500.0,4611994000.0,1926203400.0,3934743800.0,4156571000.0,2834495700.0,6151632000.0
2059.0,7506651600.0,9628529000.0,1415760500.0,4418011600.0,1818487000.0,3761942000.0,3962216000.0,2646704000.0,6160830500.0
2060.0,7344200700.0,9446618000.0,1312652400.0,4229157000.0,1671577600.0,3522307800.0,3790318300.0,2484884000.0,5980350000.0
2061.0,7439523300.0,9279760000.0,1235398100.0,4122662000.0,1549990400.0,3321832000.0,3633901300.0,2379850800.0,5878695400.0
2062.0,7091547000.0,9074901000.0,1193114600.0,3932975600.0,1454050000.0,3236914400.0,3426772200.0,2183225900.0,5587296000.0
2063.0,6867096600.0,8812061000.0,1132623900.0,4427695600.0,1392538000.0,3044772400.0,3226979000.0,2051818000.0,5396322000.0
2064.0,7397000700.0,8804895000.0,1026747840.0,3996923600.0,1272531600.0,2930743600.0,3049865700.0,1930910300.0,5268062000.0
2065.0,6730813400.0,8435256000.0,904936300.0,3680600800.0,1238684200.0,2778784500.0,2908484400.0,1860120000.0,5194625000.0
2066.0,6577953300.0,8134727000.0,837278800.0,3526019600.0,1096763300.0,2648716500.0,2823329000.0,1734482700.0,5179446300.0
2067.0,6443045000.0,7976121300.0,744336640.0,3414549500.0,1001158200.0,2501977600.0,2604502800.0,1652978700.0,5077729000.0
2068.0,6484645400.0,8252546000.0,640781200.0,3276086800.0,865372400.0,2389694700.0,2454242800.0,1552360700.0,4915919000.0
