time,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0,GFDL-ESM2G,CCSM4,IPSL-CM5A-LR,GFDL-CM3,GISS-E2-R
2029.0,2698322600000.0,2636931400000.0,2702788000000.0,2648054000000.0,2667675600000.0,2664331500000.0,2517243500000.0,2664764000000.0
2030.0,2705408700000.0,2617976800000.0,2688192600000.0,2610553700000.0,2666509400000.0,2642175600000.0,2489600200000.0,2654944000000.0
2031.0,2704937000000.0,2608149600000.0,2663760800000.0,2602518200000.0,2675189200000.0,2631767400000.0,2444814500000.0,2642093300000.0
2032.0,2710280300000.0,2596859000000.0,2643796400000.0,2595953300000.0,2674682000000.0,2623351000000.0,2403487200000.0,2616985400000.0
2033.0,2693200300000.0,2599323200000.0,2634564000000.0,2584406400000.0,2659192000000.0,2637332700000.0,2381740200000.0,2600729800000.0
2034.0,2683240400000.0,2577799600000.0,2617008200000.0,2555669400000.0,2637973000000.0,2602023300000.0,2348438800000.0,2589368800000.0
2035.0,2667953500000.0,2548824500000.0,2603785000000.0,2549298500000.0,2630345300000.0,2553890200000.0,2314658000000.0,2568301000000.0
2036.0,2666463200000.0,2536160400000.0,2603518500000.0,2521834700000.0,2620065800000.0,2530107200000.0,2272928000000.0,2545124600000.0
2037.0,2656861700000.0,2509552700000.0,2596019000000.0,2533863500000.0,2610328200000.0,2506568500000.0,2240113500000.0,2538231000000.0
2038.0,2634115000000.0,2502717900000.0,2582411200000.0,2529232200000.0,2581839700000.0,2487040900000.0,2198103900000.0,2508265600000.0
2039.0,2617436800000.0,2498956000000.0,2560390300000.0,2517856400000.0,2559263400000.0,2452829500000.0,2156349900000.0,2491786000000.0
2040.0,2595995800000.0,2498033000000.0,2562533400000.0,2510268400000.0,2545721800000.0,2398931400000.0,2123809600000.0,2483763500000.0
2041.0,2583480200000.0,2484227000000.0,2549514200000.0,2493401500000.0,2528416400000.0,2404349600000.0,2083362600000.0,2442218400000.0
2042.0,2548605600000.0,2453716600000.0,2546697200000.0,2452997800000.0,2516534000000.0,2383400400000.0,2044027200000.0,2413561600000.0
2043.0,2533244000000.0,2437741500000.0,2555145000000.0,2439501300000.0,2500711400000.0,2369488400000.0,2007924100000.0,2396086900000.0
2044.0,2517858300000.0,2411421200000.0,2543498000000.0,2413145000000.0,2504109600000.0,2335375400000.0,1952593900000.0,2385369600000.0
2045.0,2501105000000.0,2394026400000.0,2527628400000.0,2388486500000.0,2466039000000.0,2312245000000.0,1913991300000.0,2378115300000.0
2046.0,2475865400000.0,2388322400000.0,2514657700000.0,2376978100000.0,2445668000000.0,2273749800000.0,1875058400000.0,2359746600000.0
2047.0,2460255800000.0,2358455300000.0,2508860700000.0,2373835000000.0,2431778600000.0,2250628400000.0,1848173800000.0,2333115700000.0
2048.0,2443700300000.0,2343016300000.0,2498002700000.0,2343596500000.0,2422492400000.0,2213219400000.0,1818050000000.0,2309954000000.0
2049.0,2420144900000.0,2310436300000.0,2493193400000.0,2335766500000.0,2404264700000.0,2142325400000.0,1774788800000.0,2295818400000.0
2050.0,2403619800000.0,2285495400000.0,2506659700000.0,2316297300000.0,2370477500000.0,2120121800000.0,1750149900000.0,2270529600000.0
2051.0,2368911200000.0,2273806600000.0,2493699600000.0,2306658000000.0,2342146000000.0,2094852700000.0,1720768900000.0,2252582200000.0
2052.0,2339863300000.0,2263144200000.0,2476044200000.0,2295720800000.0,2327990800000.0,2086429900000.0,1687474500000.0,2239107400000.0
2053.0,2325703800000.0,2239499900000.0,2456526800000.0,2274644200000.0,2309172500000.0,2061463700000.0,1650268000000.0,2217774400000.0
2054.0,2327283000000.0,2215970900000.0,2430929000000.0,2249590800000.0,2281689000000.0,2038720200000.0,1628490600000.0,2203199000000.0
2055.0,2293208000000.0,2204750600000.0,2418761300000.0,2228719500000.0,2264674300000.0,2008719600000.0,1592982400000.0,2182668900000.0
2056.0,2253154200000.0,2219398000000.0,2414256600000.0,2217147400000.0,2259198100000.0,1972224900000.0,1559485500000.0,2167692600000.0
2057.0,2234900300000.0,2201517300000.0,2373602200000.0,2193693300000.0,2241612200000.0,1938988100000.0,1524120000000.0,2145057500000.0
2058.0,2199791600000.0,2172507700000.0,2349070800000.0,2162245800000.0,2226614400000.0,1918303300000.0,1492324800000.0,2130462400000.0
2059.0,2192339100000.0,2177931700000.0,2330056000000.0,2146918100000.0,2200382500000.0,1912415000000.0,1466034800000.0,2124372000000.0
2060.0,2173005300000.0,2162991400000.0,2303402200000.0,2107875900000.0,2165529000000.0,1895976800000.0,1435334700000.0,2108923000000.0
2061.0,2160411800000.0,2146133500000.0,2270331100000.0,2074069700000.0,2136744400000.0,1871096800000.0,1397696900000.0,2089818700000.0
2062.0,2142107000000.0,2111053100000.0,2232176600000.0,2053755900000.0,2116423300000.0,1837374100000.0,1368887100000.0,2081277100000.0
2063.0,2136525200000.0,2090769200000.0,2204824500000.0,2037716000000.0,2095295600000.0,1813270100000.0,1334824000000.0,2066770400000.0
2064.0,2121661400000.0,2084538300000.0,2180315600000.0,2007874500000.0,2078797100000.0,1794216200000.0,1295617400000.0,2053935000000.0
2065.0,2103227400000.0,2064647700000.0,2155819400000.0,1990156200000.0,2056002900000.0,1766088400000.0,1267977300000.0,2038845700000.0
2066.0,2098001700000.0,2043231200000.0,2140095100000.0,1969422500000.0,2029348800000.0,1740044200000.0,1243158000000.0,2031922800000.0
2067.0,2059893300000.0,2025568300000.0,2111603100000.0,1954770700000.0,2006406800000.0,1717579400000.0,1209711500000.0,2015985500000.0
2068.0,2052575200000.0,1996733800000.0,2076847400000.0,1931916900000.0,1976238600000.0,1701063300000.0,1176082800000.0,2001042700000.0
2069.0,2022663000000.0,1972554700000.0,2058240700000.0,1902086800000.0,1949346200000.0,1674252000000.0,1147572200000.0,1988547700000.0
2070.0,1989351000000.0,1947551800000.0,2020860100000.0,1888869300000.0,1929065300000.0,1640764900000.0,1107979400000.0,1963524500000.0
2071.0,1965512500000.0,1923583400000.0,1973721000000.0,1860548700000.0,1906423100000.0,1622906000000.0,1082947140000.0,1954148300000.0
2072.0,1941380000000.0,1896135800000.0,1952188200000.0,1834316900000.0,1881234600000.0,1596547400000.0,1052967800000.0,1938976500000.0
2073.0,1915675300000.0,1878951700000.0,1950370900000.0,1798009000000.0,1849666700000.0,1567188000000.0,1021469100000.0,1916063300000.0
2074.0,1900695300000.0,1859155100000.0,1926250100000.0,1793972000000.0,1835825200000.0,1536077900000.0,991567940000.0,1907955500000.0
2075.0,1869996500000.0,1831648900000.0,1889233400000.0,1773665100000.0,1816918800000.0,1502290100000.0,962198300000.0,1889344400000.0
2076.0,1821961900000.0,1792988000000.0,1856464600000.0,1753384400000.0,1780351400000.0,1463949100000.0,929010600000.0,1862757100000.0
2077.0,1801085900000.0,1764836200000.0,1845622500000.0,1727256100000.0,1753054400000.0,1440775900000.0,890483400000.0,1841832000000.0
2078.0,1783740600000.0,1742932500000.0,1820959000000.0,1710076200000.0,1733146200000.0,1402399600000.0,861100100000.0,1826847700000.0
2079.0,1757512300000.0,1721020300000.0,1804570700000.0,1676050000000.0,1707717600000.0,1360978800000.0,825616800000.0,1819879900000.0
2080.0,1724960300000.0,1681017300000.0,1786082600000.0,1644957900000.0,1697091000000.0,1329997300000.0,796007460000.0,1798063500000.0
2081.0,1691364500000.0,1652468500000.0,1759605600000.0,1613220300000.0,1682479800000.0,1310371200000.0,763944570000.0,1780128700000.0
2082.0,1667466400000.0,1620025000000.0,1730232700000.0,1602011400000.0,1648071800000.0,1287394600000.0,734366400000.0,1741813800000.0
2083.0,1638449700000.0,1591194400000.0,1704586600000.0,1575637600000.0,1629916200000.0,1265412300000.0,700417400000.0,1718545000000.0
2084.0,1615241300000.0,1561545500000.0,1700016700000.0,1537133600000.0,1608556700000.0,1235295300000.0,677486800000.0,1699280600000.0
2085.0,1591691200000.0,1518764200000.0,1686381500000.0,1528089300000.0,1575964000000.0,1210443200000.0,643322150000.0,1673763400000.0
2086.0,1586261800000.0,1484514700000.0,1672285900000.0,1510776200000.0,1566458000000.0,1178593800000.0,615250500000.0,1646276900000.0
2087.0,1555223700000.0,1472255000000.0,1666117100000.0,1496525200000.0,1546032900000.0,1154830800000.0,593893500000.0,1632468100000.0
2088.0,1526525700000.0,1451452400000.0,1640274000000.0,1480422300000.0,1525908100000.0,1133843800000.0,568693000000.0,1611789400000.0
2089.0,1510105700000.0,1424968900000.0,1614587500000.0,1461088600000.0,1517563700000.0,1112802900000.0,542631700000.0,1586648400000.0
2090.0,1492637300000.0,1398436700000.0,1594155200000.0,1450883700000.0,1494390100000.0,1085773300000.0,518528040000.0,1571404600000.0
2091.0,1466369700000.0,1387670700000.0,1552054400000.0,1425902100000.0,1474011700000.0,1064836700000.0,490204900000.0,1538793100000.0
2092.0,1452867500000.0,1362460400000.0,1527405500000.0,1414399700000.0,1452241000000.0,1040450800000.0,470922430000.0,1514812300000.0
2093.0,1432332100000.0,1328123700000.0,1498260600000.0,1400442600000.0,1432847900000.0,1007289040000.0,442450120000.0,1493869300000.0
2094.0,1416566000000.0,1304657500000.0,1484570900000.0,1363851100000.0,1411236100000.0,977142400000.0,421715020000.0,1494838500000.0
2095.0,1391256500000.0,1288079100000.0,1460086400000.0,1347875400000.0,1392272000000.0,952180400000.0,402648560000.0,1469273600000.0
2096.0,1371379700000.0,1258531200000.0,1440997200000.0,1348660800000.0,1375533500000.0,921678500000.0,383901760000.0,1451012300000.0
2097.0,1347254200000.0,1220703800000.0,1421942600000.0,1341621000000.0,1358131200000.0,899230800000.0,362469060000.0,1437793500000.0
2098.0,1319205900000.0,1189218200000.0,1399429300000.0,1329138500000.0,1334243500000.0,881475650000.0,345442200000.0,1415038900000.0
2099.0,1297459200000.0,1170750300000.0,1385414700000.0,1308760900000.0,1319254900000.0,877472000000.0,327052200000.0,1393553800000.0
2100.0,1280557700000.0,1154742500000.0,1362242200000.0,1302550800000.0,1301505800000.0,846814600000.0,311862700000.0,1375543500000.0
