time,GFDL-CM3,MPI-ESM-LR,CNRM-CM5,GISS-E2-R,NORESM1-M,CANESM2,CESM1-CAM5,GFDL-ESM2G,CSIRO-MK3-6-0,IPSL-CM5A-LR,CCSM4
2044.0,2018813700000.0,2348971700000.0,2285681800000.0,2389109000000.0,2241461200000.0,2186734300000.0,2408126300000.0,2388069200000.0,2284924400000.0,2131115100000.0,2407457600000.0
2045.0,2000687200000.0,2317576800000.0,2268708500000.0,2367454700000.0,2211884000000.0,2142397800000.0,2386078000000.0,2366263300000.0,2261246500000.0,2099443500000.0,2399862500000.0
2046.0,1964700200000.0,2275638800000.0,2246994300000.0,2353936200000.0,2200518300000.0,2096853000000.0,2350758800000.0,2336410000000.0,2228057000000.0,2066225700000.0,2384164000000.0
2047.0,1916237900000.0,2243419700000.0,2227168600000.0,2335338700000.0,2163185400000.0,2080985300000.0,2334441300000.0,2307576300000.0,2192026200000.0,2019403000000.0,2344690000000.0
2048.0,1864745100000.0,2219298500000.0,2208317600000.0,2319995600000.0,2121202400000.0,2051319800000.0,2334617200000.0,2295684700000.0,2164531800000.0,1999735100000.0,2321509300000.0
2049.0,1819032400000.0,2190585000000.0,2170164200000.0,2270933300000.0,2101883400000.0,2012152600000.0,2299978800000.0,2274811400000.0,2137675100000.0,1974363400000.0,2305277300000.0
2050.0,1777242600000.0,2161963400000.0,2152861500000.0,2243384000000.0,2056647900000.0,1982431800000.0,2264409600000.0,2257369000000.0,2112991100000.0,1944717900000.0,2279322700000.0
2051.0,1751836500000.0,2126286200000.0,2121905500000.0,2207438900000.0,2026012100000.0,1937818000000.0,2252827000000.0,2235931300000.0,2090500500000.0,1916041000000.0,2254040000000.0
2052.0,1705803600000.0,2104245700000.0,2097380900000.0,2169688700000.0,1993278000000.0,1922521900000.0,2238550400000.0,2202951500000.0,2079247200000.0,1878650000000.0,2235162000000.0
2053.0,1663750800000.0,2082804000000.0,2075899200000.0,2147646200000.0,1964712300000.0,1872544100000.0,2219312700000.0,2177606100000.0,2049063900000.0,1852756300000.0,2231071400000.0
2054.0,1620855800000.0,2048603000000.0,2058654800000.0,2121516300000.0,1950582600000.0,1854017200000.0,2192193700000.0,2164630000000.0,2033456400000.0,1823885500000.0,2226636500000.0
2055.0,1567798300000.0,2029197600000.0,2026108200000.0,2102227200000.0,1925010000000.0,1803227800000.0,2171414100000.0,2160060000000.0,2014427100000.0,1794428800000.0,2222039500000.0
2056.0,1524292100000.0,2001529000000.0,2005316700000.0,2077670600000.0,1904459100000.0,1760779200000.0,2163836200000.0,2150532900000.0,1972644500000.0,1761542700000.0,2198278200000.0
2057.0,1482517800000.0,1971261800000.0,1984411900000.0,2058820100000.0,1883594000000.0,1733297600000.0,2134562800000.0,2128744500000.0,1930444000000.0,1727605800000.0,2174285800000.0
2058.0,1447508600000.0,1935129400000.0,1973219400000.0,2029538200000.0,1862285000000.0,1706233200000.0,2110219400000.0,2101273400000.0,1899723500000.0,1691734500000.0,2157449200000.0
2059.0,1400068200000.0,1916894400000.0,1940750000000.0,2010562700000.0,1843280200000.0,1668951300000.0,2086315600000.0,2098507300000.0,1865326400000.0,1678054100000.0,2137973500000.0
2060.0,1348854700000.0,1879161400000.0,1904116800000.0,1995074400000.0,1828057300000.0,1657531400000.0,2053982400000.0,2060797700000.0,1842287500000.0,1642910300000.0,2117042600000.0
2061.0,1309627400000.0,1853483600000.0,1870570500000.0,1961399700000.0,1817471100000.0,1638773400000.0,2039728300000.0,2036488000000.0,1835132000000.0,1606331900000.0,2093005400000.0
2062.0,1261382700000.0,1831461800000.0,1852567700000.0,1925050900000.0,1805152200000.0,1602313300000.0,2018155400000.0,2033222800000.0,1796638200000.0,1577926000000.0,2078487000000.0
2063.0,1222261700000.0,1809882000000.0,1843885500000.0,1907472600000.0,1781935000000.0,1564690400000.0,1967293700000.0,2012242400000.0,1761393000000.0,1559584300000.0,2051261000000.0
2064.0,1176854600000.0,1789430000000.0,1825000100000.0,1887055100000.0,1762774600000.0,1523948300000.0,1936984000000.0,1979288500000.0,1737894800000.0,1533482900000.0,2032632300000.0
2065.0,1133781000000.0,1773395600000.0,1824614600000.0,1867723000000.0,1730753000000.0,1496231000000.0,1915953000000.0,1970114300000.0,1710713300000.0,1495768600000.0,2012900600000.0
2066.0,1089496800000.0,1744973200000.0,1819821200000.0,1839228000000.0,1704022600000.0,1463206200000.0,1900406200000.0,1952631400000.0,1679346200000.0,1464766700000.0,1988528200000.0
2067.0,1041000200000.0,1730186800000.0,1785443500000.0,1821198600000.0,1689189600000.0,1440154800000.0,1881369000000.0,1943489300000.0,1661327600000.0,1435951400000.0,1961669400000.0
2068.0,998830830000.0,1699723200000.0,1774063800000.0,1800597400000.0,1668070800000.0,1412771900000.0,1868451500000.0,1947658900000.0,1626997700000.0,1411974800000.0,1950269600000.0
2069.0,957564450000.0,1679809700000.0,1747662900000.0,1782414200000.0,1630852900000.0,1381577800000.0,1853524100000.0,1925084300000.0,1605096000000.0,1384406700000.0,1941806900000.0
2070.0,924075560000.0,1675877000000.0,1721892000000.0,1762556900000.0,1612065400000.0,1357903300000.0,1830225600000.0,1914081500000.0,1579485100000.0,1371825900000.0,1917797700000.0
2071.0,892276800000.0,1659833300000.0,1711588400000.0,1751589000000.0,1595098300000.0,1333499800000.0,1815667400000.0,1911618300000.0,1572432500000.0,1354755700000.0,1905701700000.0
2072.0,856779400000.0,1625726100000.0,1701622000000.0,1728338300000.0,1582665000000.0,1312058200000.0,1800390700000.0,1903241700000.0,1537600300000.0,1326110600000.0,1899377500000.0
2073.0,826150550000.0,1608216100000.0,1684011200000.0,1722063800000.0,1558889600000.0,1280009300000.0,1791203600000.0,1890181200000.0,1531254000000.0,1284707800000.0,1881052800000.0
2074.0,802615100000.0,1578356800000.0,1675743600000.0,1708037000000.0,1540069100000.0,1262111300000.0,1777009700000.0,1900938800000.0,1514279300000.0,1256569700000.0,1857457100000.0
2075.0,767003500000.0,1563513800000.0,1645145200000.0,1689230600000.0,1529144300000.0,1234870100000.0,1764779600000.0,1882884100000.0,1483343700000.0,1251539600000.0,1850263700000.0
2076.0,739224600000.0,1539454700000.0,1634495600000.0,1667436000000.0,1509176400000.0,1215852000000.0,1737937800000.0,1876676600000.0,1468489100000.0,1232991400000.0,1845191600000.0
2077.0,709759300000.0,1523347800000.0,1606710200000.0,1647829500000.0,1489572600000.0,1205738000000.0,1706208700000.0,1866057900000.0,1447986700000.0,1215886100000.0,1834235700000.0
2078.0,676948300000.0,1508366700000.0,1592641800000.0,1631436100000.0,1470806000000.0,1182214400000.0,1687132600000.0,1855564500000.0,1442599800000.0,1191150200000.0,1825468800000.0
2079.0,640967800000.0,1491292700000.0,1567750900000.0,1606865000000.0,1451335000000.0,1165846600000.0,1676785400000.0,1840869300000.0,1427437900000.0,1171945000000.0,1823017900000.0
2080.0,613226600000.0,1472174900000.0,1540542400000.0,1588790200000.0,1429903900000.0,1136741300000.0,1644694300000.0,1830054300000.0,1408210700000.0,1149405200000.0,1803465500000.0
2081.0,587350740000.0,1459743600000.0,1524975700000.0,1570179900000.0,1406907600000.0,1140998900000.0,1624162400000.0,1838601300000.0,1391826700000.0,1138504100000.0,1786265300000.0
2082.0,559954660000.0,1458855300000.0,1516665600000.0,1551167100000.0,1389461500000.0,1129822000000.0,1598598500000.0,1835487300000.0,1386392800000.0,1129606500000.0,1789566000000.0
2083.0,538164000000.0,1438912100000.0,1489251600000.0,1526591500000.0,1367887600000.0,1103545000000.0,1580829500000.0,1810929200000.0,1386842300000.0,1116510900000.0,1773961300000.0
2084.0,517250480000.0,1407470400000.0,1477210900000.0,1507911700000.0,1340109100000.0,1089176400000.0,1564402900000.0,1788812000000.0,1359124200000.0,1101237800000.0,1761708900000.0
2085.0,495283630000.0,1395069000000.0,1457934000000.0,1495265700000.0,1324684500000.0,1066908060000.0,1534575600000.0,1781216400000.0,1341356600000.0,1085429700000.0,1750192200000.0
2086.0,470781700000.0,1379851200000.0,1445329200000.0,1485721000000.0,1307622100000.0,1044432950000.0,1515268700000.0,1775415500000.0,1332946500000.0,1070214600000.0,1740659000000.0
2087.0,453287840000.0,1367027600000.0,1431631400000.0,1473270500000.0,1287726000000.0,1039446970000.0,1498530800000.0,1753593400000.0,1315214100000.0,1049517000000.0,1733288800000.0
2088.0,439046700000.0,1344996800000.0,1412745800000.0,1460221000000.0,1261833200000.0,1021874540000.0,1474486600000.0,1751494300000.0,1302984700000.0,1031342200000.0,1726778700000.0
2089.0,418691380000.0,1330845600000.0,1388472000000.0,1445633900000.0,1239084700000.0,1001821500000.0,1450401000000.0,1744638700000.0,1289066400000.0,1006107100000.0,1722789700000.0
2090.0,400158300000.0,1301508500000.0,1374596900000.0,1431975400000.0,1227618500000.0,991384900000.0,1436319900000.0,1736364900000.0,1276138200000.0,991144700000.0,1719526100000.0
2091.0,386512360000.0,1286189400000.0,1358979900000.0,1420262100000.0,1211049700000.0,979398700000.0,1418532100000.0,1728049300000.0,1259803100000.0,970329800000.0,1704079700000.0
2092.0,366957040000.0,1265217200000.0,1350128900000.0,1418079400000.0,1192547600000.0,960899200000.0,1393324200000.0,1723162200000.0,1236684800000.0,962626300000.0,1691142200000.0
2093.0,351506630000.0,1239152000000.0,1325846000000.0,1410681400000.0,1182998500000.0,933913950000.0,1386381800000.0,1717674000000.0,1226496800000.0,967679930000.0,1682731200000.0
2094.0,335687580000.0,1225771600000.0,1303895100000.0,1398496200000.0,1154156100000.0,919333300000.0,1378061300000.0,1712999500000.0,1210197000000.0,941537400000.0,1669519000000.0
2095.0,322771350000.0,1219193500000.0,1287918000000.0,1386207500000.0,1134213600000.0,908877040000.0,1356358600000.0,1710727000000.0,1191733400000.0,930170860000.0,1656136800000.0
2096.0,311570240000.0,1218716900000.0,1278011000000.0,1369137200000.0,1121190300000.0,894195860000.0,1341879000000.0,1708282500000.0,1182284100000.0,914932000000.0,1649308100000.0
2097.0,301254640000.0,1205584000000.0,1258600500000.0,1360456800000.0,1118521000000.0,882141200000.0,1327839600000.0,1695837200000.0,1180443700000.0,908951600000.0,1643093000000.0
2098.0,291889770000.0,1189894400000.0,1241267300000.0,1347086200000.0,1101918600000.0,864444700000.0,1316872300000.0,1683597800000.0,1180254900000.0,893285240000.0,1625588200000.0
2099.0,281699780000.0,1178189200000.0,1224797700000.0,1333407900000.0,1080314950000.0,853900070000.0,1302056400000.0,1676586800000.0,1170449000000.0,873774700000.0,1609162700000.0
2100.0,272236230000.0,1165136900000.0,1214453400000.0,1327129700000.0,1067782300000.0,834935260000.0,1287212100000.0,1670893900000.0,1161816000000.0,866794340000.0,1608568800000.0
