time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,882016060000.0,882016060000.0
2001.0,881917700000.0,881917700000.0
2002.0,879667800000.0,879667800000.0
2003.0,877702700000.0,877702700000.0
2004.0,873681800000.0,873681800000.0
2005.0,870013300000.0,870013300000.0
2006.0,860405960000.0,860405960000.0
2007.0,848194960000.0,848194960000.0
2008.0,838017550000.0,838017550000.0
2009.0,835887100000.0,835887100000.0
2010.0,817928140000.0,817928140000.0
2011.0,805588800000.0,805588800000.0
2012.0,800196460000.0,800196460000.0
2013.0,787352200000.0,787352200000.0
2014.0,783158300000.0,783158300000.0
2015.0,771620140000.0,771620140000.0
2016.0,766358060000.0,766358060000.0
2017.0,756771500000.0,756771500000.0
2018.0,748870300000.0,748870300000.0
2019.0,737321940000.0,737321940000.0
2020.0,729959370000.0,729959370000.0
2021.0,707981900000.0,712429100000.0
2022.0,693315100000.0,692445700000.0
2023.0,690884700000.0,681556300000.0
2024.0,676028940000.0,667616000000.0
2025.0,649110100000.0,646110200000.0
2026.0,636896600000.0,637700600000.0
2027.0,618768100000.0,623984500000.0
2028.0,610538950000.0,617124200000.0
2029.0,605219400000.0,606178440000.0
2030.0,591492550000.0,593910300000.0
2031.0,580803170000.0,580759500000.0
2032.0,565088940000.0,567236700000.0
2033.0,556483600000.0,549546620000.0
2034.0,535569300000.0,537317570000.0
2035.0,528348700000.0,531022600000.0
2036.0,514155100000.0,514120300000.0
2037.0,501076100000.0,502122600000.0
2038.0,485486400000.0,484304520000.0
2039.0,474058030000.0,471487050000.0
2040.0,465352230000.0,453422780000.0
2041.0,450428930000.0,445109080000.0
2042.0,440511170000.0,434078680000.0
2043.0,429802500000.0,420955850000.0
2044.0,415909180000.0,411283750000.0
2045.0,396693730000.0,403237300000.0
2046.0,382298980000.0,388132340000.0
2047.0,375295930000.0,383190200000.0
2048.0,369637620000.0,373329330000.0
2049.0,352472330000.0,365680750000.0
2050.0,339690060000.0,359253050000.0
2051.0,324596240000.0,348859730000.0
2052.0,314253930000.0,336730520000.0
2053.0,306620920000.0,328641500000.0
2054.0,302620740000.0,323207140000.0
2055.0,295244300000.0,313387580000.0
2056.0,291446800000.0,300565430000.0
2057.0,282487850000.0,284657350000.0
2058.0,276179940000.0,279845670000.0
2059.0,265309040000.0,269684410000.0
2060.0,254373170000.0,262727710000.0
2061.0,249288110000.0,258437380000.0
2062.0,247268770000.0,251720730000.0
2063.0,240353560000.0,238448700000.0
2064.0,227529850000.0,232031370000.0
2065.0,223245240000.0,224562480000.0
2066.0,218952140000.0,217023500000.0
2067.0,216620680000.0,205548440000.0
2068.0,215914870000.0,196351150000.0
2069.0,209352430000.0,192589150000.0
2070.0,205119860000.0,190467600000.0
2071.0,202886890000.0,183191450000.0
2072.0,197383770000.0,175427080000.0
2073.0,192588860000.0,167800850000.0
2074.0,188448000000.0,159744340000.0
2075.0,187520390000.0,154549550000.0
2076.0,185671680000.0,146875480000.0
2077.0,181043990000.0,141714130000.0
2078.0,179949030000.0,136513720000.0
2079.0,173444380000.0,133696740000.0
2080.0,167971270000.0,129884226000.0
2081.0,168870690000.0,127491310000.0
2082.0,164442140000.0,122433740000.0
2083.0,160618600000.0,115296910000.0
2084.0,153245420000.0,109986820000.0
2085.0,149836170000.0,106723310000.0
2086.0,147971780000.0,100784110000.0
2087.0,145672810000.0,100268070000.0
2088.0,142209430000.0,98093290000.0
2089.0,142512640000.0,94530350000.0
2090.0,140090520000.0,91597685000.0
2091.0,137670670000.0,89486330000.0
2092.0,134835120000.0,90947760000.0
2093.0,134188890000.0,90168540000.0
2094.0,133091615000.0,86864260000.0
2095.0,132781646000.0,85922550000.0
2096.0,128805110000.0,83445146000.0
2097.0,129243980000.0,79184990000.0
2098.0,127544230000.0,75972350000.0
2099.0,123239514000.0,69936520000.0
2100.0,120467120000.0,67563385000.0
