time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5
2000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0
2001.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0
2002.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0
2003.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0
2004.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0
2005.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0
2006.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0
2007.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0
2008.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0
2009.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0
2010.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0
2011.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0
2012.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0
2013.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0
2014.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0
2015.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0
2016.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0
2017.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0
2018.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0
2019.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0
2020.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0
2021.0,711578750000.0,722634400000.0,713796940000.0,721793300000.0,699334260000.0
2022.0,709275200000.0,703913000000.0,697644200000.0,716017040000.0,680741200000.0
2023.0,704487100000.0,680205900000.0,685272100000.0,697263260000.0,643496200000.0
2024.0,684253900000.0,658806000000.0,671345500000.0,684564000000.0,604184640000.0
2025.0,667194900000.0,638752400000.0,661073900000.0,679738540000.0,582909170000.0
2026.0,648727900000.0,620544800000.0,641341200000.0,668006900000.0,554477600000.0
2027.0,626226800000.0,607706700000.0,628246300000.0,657069600000.0,526920900000.0
2028.0,606509330000.0,586545700000.0,609611000000.0,641218450000.0,498487230000.0
2029.0,583083750000.0,563958450000.0,595923040000.0,627393230000.0,474377980000.0
2030.0,578335340000.0,551927350000.0,573476300000.0,617659900000.0,454562680000.0
2031.0,563488160000.0,549958200000.0,553381660000.0,599513500000.0,430084900000.0
2032.0,546017150000.0,539368850000.0,542065500000.0,588344900000.0,406825140000.0
2033.0,535421320000.0,521911070000.0,528879450000.0,583968360000.0,383598460000.0
2034.0,516830400000.0,502432630000.0,508193470000.0,568854500000.0,367882930000.0
2035.0,516565170000.0,480332400000.0,489600500000.0,560921600000.0,344243900000.0
2036.0,510411870000.0,460723900000.0,470562960000.0,554965800000.0,330132980000.0
2037.0,500489220000.0,444825930000.0,462283080000.0,540434530000.0,315448750000.0
2038.0,491822780000.0,431664760000.0,452763800000.0,533087650000.0,294959050000.0
2039.0,482437430000.0,419635000000.0,435586500000.0,517753100000.0,279488170000.0
2040.0,474844760000.0,414207150000.0,420700700000.0,507335540000.0,271582700000.0
2041.0,459081680000.0,403363170000.0,396378180000.0,489586300000.0,264945700000.0
2042.0,438529400000.0,386218600000.0,385044280000.0,479500960000.0,248153500000.0
2043.0,415729580000.0,372849100000.0,370103580000.0,475376000000.0,233512600000.0
2044.0,399235650000.0,360025950000.0,356571480000.0,468678150000.0,220965500000.0
2045.0,389677250000.0,335297900000.0,339907670000.0,449944700000.0,208581260000.0
2046.0,372759460000.0,316925840000.0,321393230000.0,428893800000.0,198384830000.0
2047.0,365373980000.0,297251830000.0,306268860000.0,428175620000.0,189100050000.0
2048.0,346597300000.0,288567360000.0,285912370000.0,407654800000.0,185458180000.0
2049.0,335541530000.0,277725580000.0,273345660000.0,399068270000.0,171990840000.0
