time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5
2050.0,324218850000.0,259214500000.0,256113310000.0,383568500000.0,166578010000.0
2051.0,314626440000.0,252126460000.0,247269330000.0,375607820000.0,161372000000.0
2052.0,311704400000.0,239149550000.0,232518500000.0,368701440000.0,149422200000.0
2053.0,300021450000.0,228787570000.0,220078690000.0,350429380000.0,143175760000.0
2054.0,290969900000.0,219048540000.0,219534750000.0,334486370000.0,142018890000.0
2055.0,284250050000.0,204158420000.0,212438160000.0,317824860000.0,140712640000.0
2056.0,276383100000.0,193517010000.0,211858550000.0,310340450000.0,132742960000.0
2057.0,261249860000.0,183446110000.0,207605840000.0,305169530000.0,125891690000.0
2058.0,247601530000.0,174806070000.0,202289920000.0,296409000000.0,122459130000.0
2059.0,236516590000.0,171109660000.0,193754990000.0,290164570000.0,116374390000.0
2060.0,222461720000.0,163277160000.0,189951520000.0,281208850000.0,114318340000.0
2061.0,210151720000.0,157337880000.0,187723600000.0,275944300000.0,110902810000.0
2062.0,201994980000.0,151386210000.0,184420750000.0,272470000000.0,108468580000.0
2063.0,194797000000.0,146762470000.0,184220100000.0,264202240000.0,104928650000.0
2064.0,193076850000.0,141704740000.0,184627560000.0,253298050000.0,99712200000.0
2065.0,185062950000.0,136831360000.0,183599740000.0,246296480000.0,99247370000.0
2066.0,177580210000.0,128933650000.0,180276870000.0,238444610000.0,99261850000.0
2067.0,168435610000.0,123767140000.0,182723900000.0,230449870000.0,95078515000.0
2068.0,162246130000.0,122478370000.0,181960690000.0,224328200000.0,92533375000.0
2069.0,161548260000.0,120193600000.0,184406310000.0,220350300000.0,89948450000.0
2070.0,153686880000.0,117164010000.0,179302190000.0,216259120000.0,89306980000.0
2071.0,150780800000.0,115821490000.0,179509620000.0,215754240000.0,84609210000.0
2072.0,147647250000.0,113424310000.0,177914450000.0,214697180000.0,81290310000.0
2073.0,144800700000.0,112672440000.0,179057980000.0,210594900000.0,78988760000.0
2074.0,143582150000.0,108301980000.0,176750800000.0,201499120000.0,78384720000.0
2075.0,142981230000.0,105725360000.0,178542760000.0,196178280000.0,75539710000.0
2076.0,141708050000.0,105493530000.0,177779830000.0,195196160000.0,73027440000.0
2077.0,142094610000.0,107174590000.0,180044150000.0,191450840000.0,70599960000.0
2078.0,140583080000.0,107275610000.0,176651350000.0,188037920000.0,73261340000.0
2079.0,141949670000.0,105978990000.0,176366140000.0,191513890000.0,73844350000.0
2080.0,146414450000.0,104826040000.0,175842530000.0,188080700000.0,75059480000.0
2081.0,145787550000.0,104084360000.0,177516700000.0,184818610000.0,74375995000.0
2082.0,145980300000.0,104196735000.0,177465500000.0,187971760000.0,75577840000.0
2083.0,142998810000.0,104787330000.0,176098310000.0,188281930000.0,76715190000.0
2084.0,144163770000.0,103912150000.0,176634330000.0,182778990000.0,76652390000.0
2085.0,139899140000.0,103342280000.0,179113530000.0,180126630000.0,77683150000.0
2086.0,142942650000.0,104714040000.0,180586360000.0,180191330000.0,76891046000.0
2087.0,144449140000.0,105066330000.0,184015630000.0,178352770000.0,78961140000.0
2088.0,144544380000.0,105966360000.0,183876900000.0,178796950000.0,79490840000.0
2089.0,148070060000.0,105954296000.0,184557760000.0,177198270000.0,78883810000.0
2090.0,146975470000.0,104446700000.0,184692670000.0,178292020000.0,80409720000.0
2091.0,147726500000.0,103768990000.0,186946320000.0,175121870000.0,82005350000.0
2092.0,148550700000.0,102022970000.0,188049030000.0,170626070000.0,80377190000.0
2093.0,150879800000.0,100370690000.0,188593980000.0,168809600000.0,82260980000.0
2094.0,149587230000.0,101399945000.0,191326960000.0,166530380000.0,80809590000.0
2095.0,149821590000.0,99767090000.0,190399900000.0,166090800000.0,80321500000.0
2096.0,150328230000.0,99784290000.0,192219140000.0,165867600000.0,79235900000.0
2097.0,150984310000.0,101943165000.0,196092260000.0,164839980000.0,79368140000.0
2098.0,148841970000.0,102044710000.0,197370530000.0,163567000000.0,80291910000.0
2099.0,148199800000.0,102590350000.0,199751320000.0,165096370000.0,80685250000.0
2100.0,145813980000.0,102902970000.0,201921330000.0,164830350000.0,80175420000.0
