time,IITM-ESM,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,TAIESM1,CESM2-WACCM
2000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0
2001.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0
2002.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0
2003.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0
2004.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0
2005.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0
2006.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0
2007.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0
2008.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0
2009.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0
2010.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0
2011.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0
2012.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0
2013.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0
2014.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0
2015.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0
2016.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0
2017.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0
2018.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0
2019.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0
2020.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0
2021.0,728384300000.0,718610900000.0,716177150000.0,718284000000.0,724008960000.0,713717650000.0,718365700000.0,709336000000.0,716224140000.0
2022.0,721728050000.0,707991200000.0,696584040000.0,703501430000.0,723403900000.0,703916000000.0,709360750000.0,698747900000.0,692794360000.0
2023.0,714054100000.0,695432400000.0,686507000000.0,696147250000.0,717449270000.0,682201500000.0,692209900000.0,685415300000.0,681264350000.0
2024.0,705634400000.0,679771640000.0,673919140000.0,691996700000.0,698150900000.0,655796700000.0,673596900000.0,670036500000.0,665838200000.0
2025.0,691320060000.0,659760100000.0,658000100000.0,668599450000.0,681619160000.0,651370230000.0,667447260000.0,656737700000.0,646730900000.0
2026.0,684618800000.0,643546900000.0,647063670000.0,651375500000.0,679793100000.0,647704740000.0,655096350000.0,642863140000.0,631512600000.0
2027.0,680283700000.0,624654600000.0,627961230000.0,639848800000.0,675851000000.0,631946600000.0,644055760000.0,614721200000.0,617419640000.0
2028.0,670045630000.0,622154800000.0,618425100000.0,637010640000.0,660060700000.0,619161300000.0,644262260000.0,605902400000.0,609676030000.0
2029.0,660527640000.0,608837960000.0,614458850000.0,617708100000.0,636260500000.0,610364700000.0,632516800000.0,589727140000.0,599297900000.0
2030.0,651300300000.0,591083900000.0,608137250000.0,615123650000.0,622599540000.0,593396960000.0,622526330000.0,576930600000.0,586180660000.0
2031.0,645543950000.0,572006800000.0,595855150000.0,613834700000.0,616066500000.0,585867100000.0,612981340000.0,564243600000.0,565887760000.0
2032.0,629721200000.0,545510950000.0,587379600000.0,599871260000.0,610900400000.0,567940500000.0,603791160000.0,547869360000.0,547469400000.0
2033.0,618055140000.0,528573860000.0,574653800000.0,583756800000.0,605835900000.0,552358400000.0,597658240000.0,532485300000.0,535153180000.0
2034.0,614683600000.0,505286900000.0,564688850000.0,570658060000.0,595868200000.0,558996850000.0,590401700000.0,523229700000.0,518228970000.0
2035.0,604449730000.0,487190300000.0,548092770000.0,567522200000.0,581955800000.0,537477740000.0,571777940000.0,508836120000.0,519887320000.0
2036.0,595570070000.0,470820950000.0,535659900000.0,560296560000.0,573584800000.0,533371750000.0,556907040000.0,491848630000.0,506737100000.0
2037.0,597688600000.0,452029940000.0,523928760000.0,544852250000.0,577134700000.0,526310640000.0,545454800000.0,481047250000.0,492634440000.0
2038.0,588684900000.0,437181580000.0,509227730000.0,536023530000.0,574815400000.0,502057170000.0,531749960000.0,470404560000.0,479676400000.0
2039.0,589104400000.0,428818170000.0,494140900000.0,526420870000.0,551686440000.0,479230260000.0,518772030000.0,459142230000.0,465970330000.0
2040.0,583340200000.0,413780150000.0,472677680000.0,505673780000.0,532495070000.0,453885600000.0,509180700000.0,451398730000.0,448327320000.0
2041.0,574470800000.0,398615580000.0,452249160000.0,491583140000.0,531535900000.0,433230120000.0,503929340000.0,439594680000.0,438596930000.0
2042.0,570711800000.0,384194800000.0,438709850000.0,480931300000.0,517366870000.0,423890520000.0,496596550000.0,426500880000.0,432206540000.0
2043.0,566010700000.0,369167500000.0,427694330000.0,471464840000.0,509827800000.0,406526430000.0,495574020000.0,413683580000.0,424588180000.0
2044.0,562387100000.0,359410040000.0,414418270000.0,461773050000.0,499272420000.0,394246200000.0,483935750000.0,402015030000.0,411825500000.0
2045.0,550634600000.0,346421920000.0,404638920000.0,454517160000.0,490235660000.0,377673060000.0,473651640000.0,382493030000.0,399967220000.0
2046.0,540574880000.0,335469540000.0,389068900000.0,442376620000.0,482110500000.0,368738800000.0,470569160000.0,374086040000.0,385172500000.0
2047.0,533902070000.0,320964900000.0,373621330000.0,438349820000.0,466926400000.0,346609320000.0,460742330000.0,363192350000.0,374970020000.0
2048.0,532725300000.0,312657500000.0,361856830000.0,430417250000.0,457237860000.0,332731000000.0,450866300000.0,353365230000.0,362398420000.0
2049.0,526022000000.0,299679350000.0,346294800000.0,425220900000.0,446195730000.0,325850370000.0,429263000000.0,337143600000.0,351255900000.0
2050.0,518762270000.0,286465200000.0,342721950000.0,414498060000.0,442849560000.0,313389220000.0,426907960000.0,322344750000.0,337889230000.0
