time,IITM-ESM,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,TAIESM1,CESM2-WACCM
2051.0,520194130000.0,275892080000.0,333214350000.0,406206780000.0,426618850000.0,302577120000.0,418426300000.0,310859040000.0,324413550000.0
2052.0,518807880000.0,269811560000.0,324799370000.0,399010920000.0,412382560000.0,294302150000.0,414257300000.0,308640700000.0,315391200000.0
2053.0,511555960000.0,260595320000.0,311486220000.0,394684070000.0,400927700000.0,291432270000.0,407748350000.0,292829330000.0,305353750000.0
2054.0,508860760000.0,253173740000.0,308407500000.0,386865800000.0,387647830000.0,290910730000.0,401479570000.0,281888360000.0,295206000000.0
2055.0,494712300000.0,244117590000.0,305138140000.0,379790130000.0,378595150000.0,278508600000.0,396814700000.0,269379130000.0,284777120000.0
2056.0,490454060000.0,235693920000.0,299777160000.0,376834500000.0,367456940000.0,271366750000.0,392727230000.0,257489450000.0,273043700000.0
2057.0,480961820000.0,228323200000.0,297876850000.0,368484680000.0,351053450000.0,266136500000.0,392705100000.0,246074360000.0,264237880000.0
2058.0,482683980000.0,221105490000.0,292785460000.0,364785270000.0,346995980000.0,258647620000.0,388874340000.0,238310330000.0,257832010000.0
2059.0,479328500000.0,211362580000.0,287333220000.0,363858950000.0,332209100000.0,248102900000.0,382747770000.0,229866370000.0,245867130000.0
2060.0,470312520000.0,200760120000.0,283499500000.0,358897000000.0,317980280000.0,242876610000.0,373906150000.0,223008620000.0,242047710000.0
2061.0,464746150000.0,196580100000.0,274031180000.0,353329600000.0,311970170000.0,235358390000.0,366729720000.0,216706740000.0,230223690000.0
2062.0,462558400000.0,191161830000.0,266855070000.0,344519600000.0,306316050000.0,225456360000.0,355803530000.0,211681430000.0,226339540000.0
2063.0,454748900000.0,185886050000.0,261512950000.0,338640570000.0,298073100000.0,214855070000.0,353777520000.0,206770720000.0,217171460000.0
2064.0,444459250000.0,182657810000.0,258384170000.0,327551650000.0,285362000000.0,205032160000.0,342551950000.0,201897030000.0,212808500000.0
2065.0,430874330000.0,176011580000.0,247780210000.0,320156370000.0,271889350000.0,192420300000.0,343420860000.0,195632610000.0,205415860000.0
2066.0,427920850000.0,170311420000.0,238300170000.0,314359250000.0,264969860000.0,184422000000.0,346777620000.0,187612790000.0,205245430000.0
2067.0,425451600000.0,163954340000.0,232142550000.0,311524400000.0,257026180000.0,175258260000.0,338530300000.0,179582190000.0,201923120000.0
2068.0,421652400000.0,167003130000.0,224655100000.0,302623820000.0,250876670000.0,173026310000.0,335267100000.0,177730540000.0,198898400000.0
2069.0,413242850000.0,160612900000.0,220192930000.0,299492340000.0,240231610000.0,168510670000.0,327415730000.0,178183720000.0,201894790000.0
2070.0,413550940000.0,160054580000.0,211421790000.0,289012800000.0,240305860000.0,166187660000.0,320722300000.0,174028080000.0,197964000000.0
2071.0,411699000000.0,160739690000.0,206387840000.0,284089420000.0,234528560000.0,163688660000.0,311659200000.0,167814120000.0,195336180000.0
2072.0,407618320000.0,159128980000.0,203465470000.0,278153300000.0,232154450000.0,160129680000.0,304102000000.0,160422870000.0,199938640000.0
2073.0,403745730000.0,154833860000.0,198435290000.0,269139330000.0,228071440000.0,158870670000.0,298902780000.0,158398330000.0,196584850000.0
2074.0,403598150000.0,147357190000.0,198151780000.0,261585980000.0,222600540000.0,157177300000.0,289156270000.0,149073990000.0,188873650000.0
2075.0,401866160000.0,144173020000.0,193839070000.0,258438220000.0,222500730000.0,154694090000.0,285454700000.0,145415850000.0,186662190000.0
2076.0,394989570000.0,140703920000.0,189702910000.0,255816680000.0,221387950000.0,154224950000.0,278907900000.0,142737310000.0,180592690000.0
2077.0,393414570000.0,136988156000.0,184037980000.0,249204080000.0,215547480000.0,150945710000.0,272429070000.0,141020860000.0,181876880000.0
2078.0,388908550000.0,131687110000.0,180643480000.0,242201920000.0,209465620000.0,149863240000.0,263257670000.0,137898380000.0,177796100000.0
2079.0,392681720000.0,126817500000.0,177549930000.0,236272520000.0,203073010000.0,145681530000.0,259248730000.0,137932600000.0,173869270000.0
2080.0,391242870000.0,125048775000.0,177018200000.0,234310430000.0,198421020000.0,143775100000.0,254189650000.0,135927920000.0,169332330000.0
2081.0,386980120000.0,122244555000.0,174566160000.0,229545720000.0,196624970000.0,141195850000.0,251127870000.0,131765756000.0,165310640000.0
2082.0,378845300000.0,118078505000.0,171483280000.0,223391190000.0,194507570000.0,140547060000.0,248645630000.0,128553790000.0,162160500000.0
2083.0,374006800000.0,116853100000.0,167763460000.0,216372020000.0,188230940000.0,137067870000.0,241912730000.0,127755624000.0,159261970000.0
2084.0,369387770000.0,112003060000.0,170026020000.0,207630090000.0,184700630000.0,136288410000.0,234856190000.0,121410765000.0,154693390000.0
2085.0,359453620000.0,107087766000.0,170229480000.0,201267130000.0,180242730000.0,131148990000.0,232267370000.0,120383685000.0,157488460000.0
2086.0,355904620000.0,101188110000.0,165507000000.0,199386250000.0,181107500000.0,126411930000.0,229697240000.0,118751320000.0,153934870000.0
2087.0,353643600000.0,98043994000.0,161538540000.0,194257810000.0,182594910000.0,122969950000.0,230080090000.0,117158460000.0,153586650000.0
2088.0,352376900000.0,93175685000.0,160449870000.0,195986930000.0,182326970000.0,123792300000.0,228892880000.0,117797940000.0,152037670000.0
2089.0,354104740000.0,89542050000.0,159025870000.0,197118660000.0,177720200000.0,125956360000.0,225250030000.0,112988594000.0,152659200000.0
2090.0,345403600000.0,88614090000.0,156263190000.0,195439670000.0,176874550000.0,123444806000.0,222262890000.0,112704710000.0,147890390000.0
2091.0,348949940000.0,87887266000.0,152052480000.0,189749600000.0,173470810000.0,122296500000.0,218358450000.0,110484050000.0,147769600000.0
2092.0,345178830000.0,87802175000.0,149410070000.0,188970090000.0,166973960000.0,118374620000.0,212945780000.0,108453855000.0,143108150000.0
2093.0,340346800000.0,86086730000.0,151437510000.0,187916010000.0,162998980000.0,114823770000.0,213027680000.0,107448720000.0,145411000000.0
2094.0,337859020000.0,85403845000.0,146090080000.0,186140740000.0,159785620000.0,115209626000.0,211482570000.0,107084220000.0,144148760000.0
2095.0,334514160000.0,83237540000.0,144502520000.0,185405780000.0,152781780000.0,111772490000.0,206965080000.0,106640770000.0,140856260000.0
2096.0,334976840000.0,81403390000.0,143000830000.0,182276210000.0,148960000000.0,108231470000.0,205510020000.0,103232365000.0,141005200000.0
2097.0,332509680000.0,81405720000.0,143514520000.0,186293980000.0,144386650000.0,102344900000.0,202408760000.0,101525210000.0,140359830000.0
2098.0,324768300000.0,79304330000.0,147363250000.0,185703270000.0,143458450000.0,100836410000.0,200482140000.0,102687980000.0,136120934000.0
2099.0,317462870000.0,79521610000.0,147590940000.0,182398450000.0,147235260000.0,99655370000.0,198989500000.0,101286630000.0,132093380000.0
2100.0,310529750000.0,78665020000.0,145872100000.0,179259460000.0,147523170000.0,99888865000.0,201626370000.0,99543020000.0,130544380000.0
