time,MRI-ESM2-0
2000.0,707243351700.0
2001.0,707207321400.0
2002.0,706239784800.0
2003.0,705755904700.0
2004.0,706146876500.0
2005.0,705380858700.0
2006.0,705326299100.0
2007.0,704339903600.0
2008.0,703388792800.0
2009.0,703493567600.0
2010.0,701774614000.0
2011.0,702707051100.0
2012.0,701077266900.0
2013.0,700883436100.0
2014.0,701659224300.0
2015.0,699827862200.0
2016.0,700572181200.0
2017.0,697064400000.0
2018.0,696760410800.0
2019.0,697854300100.0
2020.0,695208106800.0
2021.0,692990711100.0
2022.0,694750192100.0
2023.0,690716705400.0
2024.0,688711560460.0
2025.0,686704799640.0
2026.0,685594312000.0
2027.0,683832584300.0
2028.0,682528140300.0
2029.0,680456153460.0
2030.0,678759364300.0
2031.0,676317586380.0
2032.0,673721386700.0
2033.0,672069664560.0
2034.0,669170035800.0
2035.0,667097155400.0
2036.0,663656669800.0
2037.0,660683665100.0
2038.0,658392230450.0
2039.0,656283479470.0
2040.0,653528163760.0
2041.0,649749169330.0
2042.0,646599103320.0
2043.0,643575361440.0
2044.0,640151755460.0
2045.0,637011738050.0
2046.0,633022155840.0
2047.0,629699440090.0
2048.0,626208458320.0
2049.0,622262043260.0
2050.0,619938904240.0
2051.0,615030513600.0
2052.0,611132445400.0
2053.0,607525834650.0
2054.0,603799297740.0
2055.0,600000164380.0
2056.0,596239003080.0
2057.0,592883414790.0
2058.0,589375263200.0
2059.0,585555536180.0
2060.0,582659934230.0
2061.0,578461041840.0
2062.0,574309104500.0
2063.0,570426019530.0
2064.0,566288773580.0
2065.0,562742095350.0
2066.0,559173666090.0
2067.0,555500932730.0
2068.0,551923383500.0
2069.0,549972151230.0
2070.0,544899547340.0
2071.0,541338682540.0
2072.0,538598833420.0
2073.0,534194027510.0
2074.0,530781653210.0
2075.0,526969211320.0
2076.0,523361730670.0
2077.0,520427820690.0
2078.0,516367281360.0
2079.0,511823972720.0
2080.0,508748366870.0
2081.0,506495464230.0
2082.0,502116906940.0
2083.0,498958195270.0
2084.0,495258287150.0
2085.0,491748051580.0
2086.0,488140907900.0
2087.0,486463758170.0
2088.0,481123561070.0
2089.0,476775722070.0
2090.0,473551584550.0
2091.0,469516289910.0
2092.0,465777728620.0
2093.0,463425547290.0
2094.0,462992296080.0
2095.0,456878813150.0
2096.0,453356438470.0
2097.0,450279083140.0
2098.0,447136870080.0
2099.0,443602973290.0
2100.0,440950403350.0
