time,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0,CESM2-WACCM
2056.0,7398566000.0,6162966000.0,5453810000.0,6977151500.0
2057.0,7128726500.0,5948985000.0,5289617000.0,6846323000.0
2058.0,6897774000.0,5804612600.0,5119134700.0,6616434700.0
2059.0,6706257000.0,5607536600.0,4926991400.0,6510672000.0
2060.0,6476782600.0,5628182000.0,4793297000.0,6270228000.0
2061.0,6262032000.0,5355961300.0,4684601300.0,6125572000.0
2062.0,6075048400.0,5267683300.0,4591552000.0,5972783600.0
2063.0,5901052400.0,5094380500.0,4533319000.0,5799484400.0
2064.0,5968651300.0,4972610000.0,4588036000.0,5744710700.0
2065.0,5615561700.0,4835832300.0,4461796000.0,5541913600.0
2066.0,5332290000.0,4902556000.0,4354577000.0,5406414000.0
2067.0,4989071000.0,4621861000.0,4415414300.0,5261648000.0
2068.0,4752495000.0,4504155600.0,4341224400.0,5174157000.0
2069.0,4923009000.0,4387212300.0,4348933600.0,5065632300.0
2070.0,4379167000.0,4383800000.0,4205324800.0,4998796000.0
2071.0,4268851000.0,4202671900.0,4183469800.0,4849172500.0
2072.0,4098555100.0,4206280400.0,4135602200.0,4758723000.0
2073.0,3912513500.0,4067192800.0,4145498000.0,4648965000.0
2074.0,3899479800.0,4127629000.0,4094072800.0,4638720000.0
2075.0,3790168000.0,3935264300.0,4141904600.0,4568504000.0
2076.0,3912529200.0,3856812300.0,4080565200.0,4441496000.0
2077.0,3805238000.0,3762543600.0,4101286100.0,4376785400.0
2078.0,3514032400.0,3818512600.0,4021090300.0,4430249500.0
2079.0,4096071000.0,3682790100.0,4073343000.0,4301500000.0
2080.0,4332863000.0,3677738800.0,4006460200.0,4237975800.0
2081.0,4083196700.0,3684507400.0,4017353700.0,4203791600.0
2082.0,4027834600.0,3685324000.0,4000604700.0,4246401800.0
2083.0,3931036000.0,3998854400.0,3983415300.0,4126434300.0
2084.0,3918840800.0,3861767700.0,3995254500.0,4074982000.0
2085.0,3640386300.0,3796354000.0,4114918100.0,4138894300.0
2086.0,3840689200.0,3715357400.0,4070143700.0,4046615300.0
2087.0,3744827100.0,3735521800.0,4144405000.0,4015999500.0
2088.0,3739524600.0,3846459600.0,4234411300.0,4068508200.0
2089.0,3838261200.0,3732677600.0,4200839400.0,4116729000.0
2090.0,3733406200.0,3699178000.0,4165608700.0,4266510800.0
2091.0,3831514400.0,3707411000.0,4302933000.0,4177937000.0
2092.0,3861887000.0,3640268000.0,4254750500.0,4012012300.0
2093.0,3985359600.0,3797159400.0,4207037700.0,3960564700.0
2094.0,3826748200.0,3645429500.0,4237682400.0,4176866600.0
2095.0,3811424800.0,3620139500.0,4203903500.0,4155589600.0
2096.0,3890753500.0,3594091800.0,4357448000.0,4086790000.0
2097.0,3823315500.0,3607084500.0,4509339000.0,3961774800.0
2098.0,3710832000.0,3645628000.0,4307748400.0,3941578200.0
2099.0,3690292500.0,3667492600.0,4351302000.0,4010954200.0
2100.0,3645263000.0,3594823700.0,4400662500.0,4003289900.0
