time,MRI-ESM2-0,ACCESS-ESM1-5,CANESM5,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR
2262.0,4729693000000.0,1521752100000.0,362457830000.0,468377860000.0,513695100000.0,591566500000.0
2263.0,4727748000000.0,1510051000000.0,358089700000.0,462085700000.0,513956500000.0,590050800000.0
2264.0,4732849500000.0,1502764300000.0,354724500000.0,457639430000.0,512122260000.0,589339950000.0
2265.0,4743590600000.0,1490109000000.0,352794670000.0,451742860000.0,511105700000.0,588027660000.0
2266.0,4739588700000.0,1483133200000.0,349731130000.0,446741400000.0,508482880000.0,586713860000.0
2267.0,4735458300000.0,1475888700000.0,347657900000.0,440602100000.0,505700970000.0,584611660000.0
2268.0,4740972300000.0,1470129800000.0,344938840000.0,435939180000.0,504728500000.0,582809350000.0
2269.0,4742020300000.0,1463049800000.0,341881000000.0,429613880000.0,500858000000.0,582364950000.0
2270.0,4739242000000.0,1458464800000.0,338542100000.0,422397200000.0,495497970000.0,581479040000.0
2271.0,4734913600000.0,1453199700000.0,335304700000.0,417950240000.0,493558920000.0,579452900000.0
2272.0,4746891500000.0,1447514600000.0,333850770000.0,411245700000.0,491615850000.0,579183700000.0
2273.0,4755299500000.0,1438501200000.0,333300470000.0,405744580000.0,489269500000.0,577728900000.0
2274.0,4761632000000.0,1431842800000.0,331194560000.0,404060050000.0,485953730000.0,577337100000.0
2275.0,4767868000000.0,1424262700000.0,330020950000.0,399727030000.0,483039540000.0,576317950000.0
2276.0,4782890000000.0,1416617400000.0,327583660000.0,395345260000.0,481094570000.0,574578400000.0
2277.0,4791966600000.0,1408022300000.0,326410960000.0,392395850000.0,480305200000.0,574519840000.0
2278.0,4793867000000.0,1401881900000.0,324889940000.0,387798240000.0,478632480000.0,572701800000.0
2279.0,4814086300000.0,1393889400000.0,321452080000.0,385406440000.0,475514140000.0,570327960000.0
2280.0,4820638000000.0,1385799500000.0,320156430000.0,383284000000.0,473140800000.0,568097200000.0
2281.0,4834106000000.0,1380011900000.0,318347600000.0,381137200000.0,471895200000.0,567340000000.0
2282.0,4853293000000.0,1374640700000.0,319056740000.0,380008140000.0,469309850000.0,565131600000.0
2283.0,4871465000000.0,1366799000000.0,316697700000.0,376298470000.0,466366140000.0,564292700000.0
2284.0,4884974300000.0,1360635800000.0,313780630000.0,375047900000.0,464244400000.0,562951500000.0
2285.0,4908482300000.0,1352792700000.0,310284320000.0,372205880000.0,462026300000.0,561740640000.0
2286.0,4933631300000.0,1348599400000.0,306726100000.0,367218030000.0,461389270000.0,560040250000.0
2287.0,4947157500000.0,1342277800000.0,305216550000.0,362097970000.0,460186120000.0,560976560000.0
2288.0,4960040000000.0,1331841600000.0,303572650000.0,358909050000.0,457828630000.0,559076700000.0
2289.0,4979879000000.0,1327011600000.0,302431100000.0,356504240000.0,456516570000.0,558555800000.0
2290.0,4995721000000.0,1320115100000.0,300899860000.0,353391150000.0,454098750000.0,557613650000.0
2291.0,5017023000000.0,1314632500000.0,299250750000.0,350674780000.0,452731760000.0,555429700000.0
2292.0,5041138700000.0,1313419300000.0,298876670000.0,346799000000.0,452464400000.0,554454750000.0
2293.0,5058800000000.0,1309349900000.0,297285160000.0,343218260000.0,449359380000.0,553284340000.0
2294.0,5069274600000.0,1293941300000.0,296186200000.0,340674450000.0,446199600000.0,552154900000.0
2295.0,5083417300000.0,1295363600000.0,293648900000.0,339785780000.0,444334000000.0,550656000000.0
2296.0,5093700700000.0,1288895900000.0,292812200000.0,336209350000.0,445050420000.0,550960230000.0
2297.0,5105065000000.0,1281375300000.0,292808800000.0,333124830000.0,441665320000.0,550326900000.0
2298.0,5114289500000.0,1276300600000.0,292279780000.0,330689940000.0,437530130000.0,549628480000.0
2299.0,5122169000000.0,1273445100000.0,291934900000.0,327597030000.0,434565300000.0,548300200000.0
2300.0,5134798000000.0,1271772600000.0,289529720000.0,324407800000.0,431221100000.0,547278650000.0
