time,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,ACCESS-ESM1-5
2075.0,4573494000000.0,3887135500000.0,3452831000000.0,4323295000000.0,3626679700000.0,5355941000000.0
2076.0,4490652000000.0,3771667000000.0,3334434000000.0,4242680600000.0,3482948500000.0,5284088500000.0
2077.0,4397743200000.0,3659766000000.0,3201293000000.0,4153158400000.0,3363917000000.0,5228725300000.0
2078.0,4294676000000.0,3549034700000.0,3048922400000.0,4074131200000.0,3272669100000.0,5143240600000.0
2079.0,4213682000000.0,3443197200000.0,2925424800000.0,3972494800000.0,3161496700000.0,5072002000000.0
2080.0,4117523000000.0,3325892000000.0,2787275700000.0,3882188500000.0,3072821800000.0,5001675500000.0
2081.0,4024014200000.0,3222908700000.0,2657205400000.0,3776023600000.0,2975652400000.0,4936254000000.0
2082.0,3930265200000.0,3090793000000.0,2529689000000.0,3688454200000.0,2850871800000.0,4870868000000.0
2083.0,3841667400000.0,2974441000000.0,2423261000000.0,3589517600000.0,2749644400000.0,4785447000000.0
2084.0,3754650800000.0,2855792300000.0,2312217800000.0,3491915000000.0,2648861600000.0,4700017000000.0
2085.0,3666668400000.0,2762456000000.0,2206215700000.0,3408723200000.0,2556688000000.0,4640349400000.0
2086.0,3570075200000.0,2648124400000.0,2097147300000.0,3326488600000.0,2455941200000.0,4563146400000.0
2087.0,3464541800000.0,2539894900000.0,1981672800000.0,3249325200000.0,2357851300000.0,4487554000000.0
2088.0,3372511400000.0,2418425500000.0,1881459700000.0,3160226400000.0,2261240300000.0,4390393000000.0
2089.0,3274058200000.0,2314468000000.0,1784888200000.0,3074332300000.0,2167303600000.0,4309466700000.0
2090.0,3177562000000.0,2204979000000.0,1688570000000.0,2989939200000.0,2071829800000.0,4261152800000.0
2091.0,3080936000000.0,2101293700000.0,1587207000000.0,2897769100000.0,1970929700000.0,4182034600000.0
2092.0,2985153500000.0,1990737800000.0,1494184000000.0,2811997500000.0,1882630000000.0,4098778500000.0
2093.0,2889854200000.0,1894918500000.0,1406559700000.0,2731673000000.0,1798672000000.0,4022082500000.0
2094.0,2786326700000.0,1785586900000.0,1320853700000.0,2653487400000.0,1710913700000.0,3936759600000.0
2095.0,2688772700000.0,1680665000000.0,1240032300000.0,2580390600000.0,1631689500000.0,3868208000000.0
2096.0,2589435600000.0,1571203400000.0,1163576600000.0,2504770200000.0,1543128500000.0,3800891400000.0
2097.0,2498255400000.0,1481252400000.0,1080919500000.0,2428027500000.0,1457490000000.0,3725224800000.0
2098.0,2407430600000.0,1393059200000.0,1005568070000.0,2356159000000.0,1373972100000.0,3626381300000.0
2099.0,2309345200000.0,1303029600000.0,934941700000.0,2278401000000.0,1291591200000.0,3532395400000.0
2100.0,2217734000000.0,1209655800000.0,869834000000.0,2207286800000.0,1219423800000.0,3441486700000.0
2101.0,2123762200000.0,1126114100000.0,808193360000.0,2112792300000.0,1150497200000.0,3345947000000.0
2102.0,2032474100000.0,1039154150000.0,747795700000.0,2028845500000.0,1077600500000.0,3246144000000.0
2103.0,1934892100000.0,948445840000.0,687560260000.0,1958265600000.0,1003932350000.0,3153070400000.0
2104.0,1843895000000.0,851903700000.0,632873400000.0,1872976400000.0,935173800000.0,3068319200000.0
2105.0,1747597800000.0,772059700000.0,583123140000.0,1802243400000.0,865349860000.0,2991755000000.0
2106.0,1661932500000.0,700601340000.0,535685630000.0,1733344100000.0,801245560000.0,2914963000000.0
2107.0,1580955700000.0,630421450000.0,490309980000.0,1656991500000.0,731644600000.0,2839106600000.0
2108.0,1500974400000.0,565729700000.0,447750340000.0,1585813300000.0,667808240000.0,2752634000000.0
2109.0,1412157400000.0,505278960000.0,409438600000.0,1506803800000.0,606767600000.0,2655838500000.0
2110.0,1329448400000.0,453591240000.0,372138250000.0,1437658000000.0,549963900000.0,2564994000000.0
2111.0,1246549000000.0,398444270000.0,342812500000.0,1362154700000.0,494844350000.0,2480809200000.0
2112.0,1166714600000.0,346898170000.0,313885500000.0,1291983700000.0,443355500000.0,2383002700000.0
2113.0,1087025200000.0,302810040000.0,288179600000.0,1221300600000.0,395911300000.0,2302473400000.0
2114.0,1020768000000.0,259003330000.0,266200580000.0,1155286800000.0,348462450000.0,2210039000000.0
2115.0,951815100000.0,216730340000.0,246618080000.0,1095666300000.0,306218200000.0,2125740900000.0
2116.0,873315760000.0,179048800000.0,227593760000.0,1035105200000.0,267742940000.0,2034226300000.0
2117.0,805206600000.0,147054310000.0,210145100000.0,973044200000.0,232461290000.0,1943932000000.0
2118.0,736389500000.0,115727860000.0,195872590000.0,909655700000.0,198853600000.0,1854011700000.0
2119.0,670679100000.0,92825480000.0,183861180000.0,845244400000.0,171089020000.0,1762252600000.0
2120.0,608118500000.0,76325495000.0,173180060000.0,786485300000.0,144368660000.0,1688688400000.0
2121.0,544590660000.0,62058530000.0,164256830000.0,734758300000.0,122318370000.0,1611218300000.0
2122.0,491287940000.0,49130975000.0,154834780000.0,688288700000.0,100614480000.0,1531024600000.0
2123.0,442000150000.0,38952333000.0,147724880000.0,639600700000.0,81952330000.0,1452851200000.0
2124.0,391235270000.0,30508560000.0,140658540000.0,591640460000.0,66896232000.0,1363541600000.0
2125.0,350354050000.0,23379274000.0,132267350000.0,547352050000.0,51999056000.0,1292761200000.0
2126.0,305744840000.0,18960509000.0,124597200000.0,508923770000.0,40127123000.0,1202461000000.0
2127.0,265294460000.0,15565374000.0,117658440000.0,467916230000.0,30198948000.0,1120899600000.0
2128.0,230447380000.0,12253128000.0,110481875000.0,429158860000.0,22697822000.0,1040212030000.0
2129.0,200485800000.0,9686686000.0,102506020000.0,392288080000.0,16684886000.0,964421100000.0
2130.0,169245330000.0,7480636400.0,95411240000.0,358635200000.0,12919706000.0,897246100000.0
2131.0,142929500000.0,5862502000.0,89022280000.0,324763650000.0,10420664000.0,830948100000.0
2132.0,117846850000.0,4823835600.0,82157880000.0,293204000000.0,8500581000.0,756953800000.0
2133.0,95617450000.0,3863700700.0,76073090000.0,265575630000.0,7471994400.0,691645200000.0
2134.0,77910330000.0,3076008700.0,69774860000.0,238792840000.0,6229381600.0,627910840000.0
2135.0,64329826000.0,2308706300.0,63617593000.0,212850640000.0,4974996500.0,569645400000.0
2136.0,52964663000.0,1631965600.0,58410775000.0,187110330000.0,4041319700.0,513188230000.0
2137.0,41682174000.0,1087953400.0,53393350000.0,165862800000.0,3349710800.0,460063440000.0
2138.0,32333621000.0,626720500.0,48845420000.0,145328850000.0,2801170200.0,410568160000.0
2139.0,24451826000.0,304671700.0,44586530000.0,126974700000.0,2358086700.0,364353260000.0
2140.0,18957320000.0,190777120.0,39843033000.0,111268230000.0,1892428300.0,323110830000.0
2141.0,14290078000.0,189564160.0,35709792000.0,99464480000.0,1503838600.0,284495300000.0
2142.0,10192200000.0,182838500.0,31212882000.0,88611260000.0,1113085300.0,249577540000.0
2143.0,7463351300.0,176170560.0,26711652000.0,78464050000.0,785374800.0,218464470000.0
2144.0,5060000300.0,173214110.0,22680430000.0,69225380000.0,583212300.0,190552570000.0
2145.0,3385471500.0,168453860.0,18786142000.0,60602307000.0,462944320.0,162487220000.0
2146.0,1603691100.0,164091060.0,15408583000.0,53604893000.0,388121250.0,141415800000.0
2147.0,985008800.0,161258740.0,11901370000.0,46987067000.0,312897180.0,122714735000.0
2148.0,503787200.0,160139700.0,9175688000.0,40739033000.0,275087740.0,106155614000.0
2149.0,287006880.0,158249810.0,7201750000.0,35043414000.0,233841550.0,92089280000.0
2150.0,233391600.0,157990540.0,5799346700.0,30275150000.0,222333500.0,79980400000.0
2151.0,211646640.0,154965760.0,4679665000.0,25711645000.0,213700770.0,68928750000.0
2152.0,206430190.0,154075800.0,3481600000.0,20470809000.0,201849100.0,58295510000.0
2153.0,200180320.0,150989440.0,2469413000.0,16439354000.0,196023380.0,48577630000.0
2154.0,198119970.0,147665090.0,1685049000.0,13164664000.0,190981740.0,40401932000.0
2155.0,196027630.0,144235380.0,792099900.0,10274689000.0,184937810.0,33681046000.0
2156.0,190641470.0,143160660.0,156680940.0,8207946000.0,182765060.0,26647753000.0
2157.0,188085330.0,139438350.0,123700080.0,6374288400.0,178478600.0,20720163000.0
2158.0,187300940.0,135401280.0,118906410.0,4745851400.0,174446350.0,16523465000.0
2159.0,182601140.0,135187300.0,117913240.0,3244194300.0,168618030.0,13080505000.0
2160.0,180097740.0,132890420.0,117936660.0,1904667300.0,164728670.0,10445983000.0
2161.0,179058370.0,129899560.0,117921304.0,823904400.0,159931710.0,7990721500.0
2162.0,178106480.0,127520620.0,117954310.0,447230240.0,157013660.0,5548961300.0
2163.0,176179620.0,127071290.0,118156830.0,367576770.0,154183620.0,3531652600.0
2164.0,175507410.0,123518310.0,118167220.0,330468670.0,152567820.0,1599351700.0
2165.0,173898220.0,119920480.0,116151210.0,316651650.0,150031970.0,555712450.0
2166.0,172239520.0,116176440.0,115899080.0,307039840.0,148262880.0,365937600.0
2167.0,167693800.0,114685120.0,115643140.0,305004350.0,146852510.0,335508830.0
2168.0,164691950.0,113598170.0,115137300.0,300239200.0,144820480.0,321041180.0
2169.0,162601710.0,110217544.0,114695610.0,294061120.0,142095440.0,317212100.0
2170.0,160389760.0,107345230.0,113967950.0,293431170.0,138972220.0,311265730.0
2171.0,159265390.0,103361070.0,113865410.0,288644700.0,136746370.0,304428300.0
2172.0,156404770.0,102108340.0,112947410.0,287379900.0,134700180.0,299576600.0
2173.0,156992450.0,101159820.0,112247980.0,284443620.0,133003330.0,296225470.0
2174.0,154491630.0,101200650.0,111873320.0,281298980.0,130557490.0,292482800.0
2175.0,151667650.0,100672090.0,111709950.0,279721730.0,126778840.0,288657000.0
2176.0,150491840.0,98897700.0,110875500.0,279672260.0,122065240.0,281715200.0
2177.0,146354260.0,98200824.0,109822440.0,274947550.0,117010790.0,280550300.0
2178.0,145256370.0,96273870.0,108363540.0,273426500.0,113984744.0,277729500.0
2179.0,143540540.0,95295820.0,106508560.0,271835260.0,110999680.0,273356740.0
2180.0,142722540.0,94163690.0,106296090.0,271787840.0,107745480.0,273407420.0
2181.0,140419330.0,92854740.0,104220856.0,268389650.0,105261940.0,274170180.0
2182.0,135629950.0,92685320.0,103347270.0,266395890.0,102777250.0,271094140.0
2183.0,134192810.0,91574984.0,102592230.0,263868240.0,100710830.0,269965300.0
2184.0,132349400.0,92036960.0,103027224.0,261054270.0,98532200.0,266801570.0
2185.0,128944420.0,92027320.0,102566376.0,261149220.0,96523704.0,263636540.0
2186.0,126664120.0,90483224.0,103228696.0,258493950.0,94510270.0,263664640.0
2187.0,124019280.0,89663620.0,102689300.0,255570860.0,93548410.0,261441860.0
2188.0,124302216.0,89651590.0,101009640.0,254159620.0,91840060.0,258586300.0
2189.0,122258860.0,88621060.0,100340650.0,253947220.0,89793016.0,254147680.0
2190.0,117599840.0,87397704.0,99052570.0,252671870.0,87810850.0,252861470.0
2191.0,113461100.0,85720664.0,97495020.0,249714160.0,86285736.0,250366800.0
2192.0,110540296.0,83623976.0,96169510.0,247061980.0,82990504.0,245927620.0
2193.0,107469960.0,84207870.0,95804930.0,244406290.0,80226590.0,243411070.0
2194.0,104831340.0,83543930.0,96611820.0,244302190.0,76949920.0,243286060.0
2195.0,103438130.0,82636160.0,94916140.0,241843600.0,73791784.0,241785020.0
2196.0,103772700.0,81475090.0,94102216.0,238501280.0,69916080.0,239919410.0
2197.0,100732570.0,80272220.0,93898870.0,235514110.0,66204296.0,237830000.0
2198.0,99894170.0,80305780.0,93974790.0,234512690.0,63116630.0,237380100.0
2199.0,99835096.0,78915770.0,92110530.0,233661680.0,61933990.0,236512160.0
2200.0,99125440.0,77978800.0,91022970.0,231228930.0,60663492.0,235139230.0
2201.0,97963400.0,76545960.0,91000296.0,230293800.0,59993320.0,235581780.0
2202.0,96290580.0,75219256.0,90920936.0,229092780.0,58879100.0,233254540.0
2203.0,94404550.0,73948520.0,90868184.0,228095150.0,57775256.0,231861400.0
2204.0,92949380.0,72829860.0,90764024.0,225290320.0,57012188.0,228641250.0
2205.0,90262104.0,70499544.0,90310990.0,223146480.0,55940052.0,226198880.0
2206.0,87303250.0,68301470.0,89636080.0,223002290.0,55212412.0,226886050.0
2207.0,81482910.0,66357876.0,89729540.0,222829920.0,54209736.0,226083470.0
2208.0,78416376.0,64584150.0,90161140.0,220470900.0,53098268.0,223891150.0
2209.0,75632890.0,63981300.0,88886590.0,220126850.0,51701024.0,222721120.0
2210.0,73673230.0,63210230.0,87678530.0,221021580.0,50574308.0,223693070.0
2211.0,72126110.0,62871256.0,87044040.0,218493500.0,49345336.0,223114540.0
2212.0,73026790.0,61298180.0,86175560.0,218914030.0,48286740.0,222616540.0
2213.0,72464740.0,60259680.0,84366340.0,218303970.0,47200580.0,221343950.0
2214.0,71405330.0,58048904.0,84105740.0,217093340.0,46388116.0,220956750.0
2215.0,70023770.0,57975424.0,83045810.0,215031070.0,45655100.0,221431580.0
2216.0,69873384.0,56392936.0,80875170.0,214783800.0,44982740.0,219706930.0
2217.0,69443464.0,56489756.0,79795510.0,215263680.0,44094796.0,217071100.0
2218.0,68738776.0,56299064.0,79748900.0,211454450.0,42935732.0,214895580.0
2219.0,68627320.0,56085976.0,79049150.0,212656180.0,41496456.0,215729870.0
2220.0,69186000.0,56900700.0,79555170.0,211097940.0,40388390.0,211152160.0
2221.0,70320320.0,56406980.0,79949016.0,210798830.0,39717256.0,211273150.0
2222.0,69043810.0,57025880.0,79503610.0,208348640.0,38772828.0,209651220.0
2223.0,68750640.0,56986590.0,78177040.0,207481020.0,37458120.0,209532780.0
2224.0,67730050.0,57389644.0,79069656.0,205731380.0,36360864.0,208591970.0
2225.0,68224850.0,57088630.0,78884710.0,204582370.0,35490820.0,206117820.0
2226.0,68894800.0,56785630.0,79190960.0,202130910.0,34688740.0,203575820.0
2227.0,67664660.0,56151788.0,78792260.0,201583580.0,33963276.0,201805870.0
2228.0,67691860.0,55263860.0,77712960.0,203123950.0,33448820.0,202163740.0
2229.0,67750480.0,54136340.0,77475690.0,202817200.0,32701894.0,200726580.0
2230.0,66986444.0,53228400.0,77340870.0,199759200.0,31903726.0,201457700.0
2231.0,67545790.0,52722324.0,77642776.0,197136930.0,31098756.0,199998880.0
2232.0,66357044.0,52212856.0,76712664.0,197037420.0,30589980.0,198067410.0
2233.0,65736740.0,52269904.0,76036420.0,198606610.0,30221746.0,197418990.0
2234.0,65115764.0,52008988.0,75286664.0,197341180.0,29831100.0,198123220.0
2235.0,64453080.0,51550810.0,73821460.0,194715260.0,29507346.0,195998670.0
2236.0,63541250.0,49944236.0,73955380.0,192844700.0,29714556.0,194419340.0
2237.0,63587252.0,48824900.0,72789790.0,190213570.0,29560974.0,194631890.0
2238.0,63023492.0,47863548.0,71944550.0,190138350.0,29697992.0,191982460.0
2239.0,62544144.0,44983868.0,69844120.0,189229500.0,29563412.0,190498900.0
2240.0,62093864.0,42184324.0,67072572.0,189139600.0,29406006.0,189018480.0
2241.0,62453548.0,39086704.0,65093580.0,188981230.0,29487218.0,186569330.0
2242.0,61804350.0,37261450.0,64063610.0,190067940.0,29513614.0,185444940.0
2243.0,61610210.0,34495244.0,61528988.0,189392370.0,29382826.0,183501170.0
2244.0,61204668.0,32937506.0,58923004.0,186862370.0,29334214.0,184167920.0
2245.0,59827300.0,32423176.0,58708370.0,185647520.0,29176670.0,182027710.0
2246.0,60577876.0,32681524.0,59267864.0,186098430.0,29116088.0,181545840.0
2247.0,59928716.0,32859456.0,58803308.0,186045500.0,28993520.0,179427500.0
2248.0,58382876.0,32928088.0,59109556.0,184989630.0,29092984.0,179295740.0
2249.0,57895420.0,33082100.0,59386324.0,185471250.0,28657154.0,175917150.0
2250.0,57138044.0,33119864.0,59083896.0,185808460.0,28662982.0,175896600.0
2251.0,55097736.0,32961590.0,58836840.0,185978740.0,28808770.0,177545820.0
2252.0,51831400.0,32974148.0,58979596.0,186344270.0,28762846.0,175084400.0
2253.0,50421004.0,32727330.0,59192336.0,185470420.0,28859566.0,176331300.0
2254.0,49327212.0,32714042.0,58966850.0,184614860.0,28709092.0,176642030.0
2255.0,46572428.0,32447550.0,58530172.0,185253070.0,28682252.0,175870900.0
2256.0,44450724.0,32815520.0,58529452.0,183953870.0,28556328.0,174221600.0
2257.0,43666268.0,32490866.0,58821920.0,183250000.0,28725176.0,173439780.0
2258.0,43635188.0,32442504.0,58715572.0,182808670.0,28841974.0,174731420.0
2259.0,44160332.0,32619374.0,58627024.0,182388380.0,28789942.0,174137380.0
2260.0,43380380.0,32660758.0,58168068.0,181606240.0,28659984.0,175530900.0
2261.0,42950828.0,32329066.0,58534024.0,180400110.0,28405226.0,174696780.0
2262.0,42750468.0,32056538.0,58609348.0,181068080.0,28359920.0,173918220.0
2263.0,43605492.0,32395382.0,58598372.0,178696620.0,28269686.0,173430190.0
2264.0,43386000.0,32148048.0,58216724.0,176935260.0,28229416.0,171431580.0
2265.0,43351376.0,32382984.0,58291780.0,176639200.0,28156900.0,169548100.0
2266.0,43131440.0,32177270.0,58847788.0,177359700.0,28082562.0,167848290.0
2267.0,43223164.0,32078162.0,59329428.0,177507330.0,28245400.0,167574140.0
2268.0,43063430.0,32199440.0,58960520.0,177776030.0,28450892.0,167405440.0
2269.0,43341330.0,32308400.0,58570740.0,177582220.0,28320296.0,168206500.0
2270.0,42938870.0,32048296.0,57937260.0,176281890.0,28045572.0,170792140.0
2271.0,42773960.0,32018670.0,58021316.0,176811730.0,27957648.0,167004590.0
2272.0,42178936.0,32106340.0,58160184.0,176987630.0,27846244.0,166519060.0
2273.0,42334130.0,32189542.0,58613300.0,175657380.0,27677870.0,166586980.0
2274.0,42593644.0,31992504.0,58103136.0,175845490.0,27434676.0,166313730.0
2275.0,41781324.0,31816038.0,58168320.0,174121310.0,27497140.0,168198850.0
2276.0,41242550.0,32339142.0,58813596.0,173530320.0,27500280.0,169128690.0
2277.0,41817720.0,32361200.0,58177900.0,172415550.0,27242508.0,169410110.0
2278.0,42003190.0,32218518.0,58382016.0,171666000.0,26900384.0,167959070.0
2279.0,41540630.0,32125634.0,58289692.0,171652180.0,26165756.0,164348560.0
2280.0,40662790.0,32062536.0,57420092.0,171361420.0,25467484.0,164325630.0
2281.0,41027000.0,31948834.0,57164908.0,172629820.0,24608208.0,163716910.0
2282.0,40438252.0,32244902.0,57323028.0,172069740.0,24096466.0,164381230.0
2283.0,40179080.0,32146868.0,57028308.0,171652060.0,24200130.0,166031920.0
2284.0,39977464.0,32178158.0,56918344.0,170520670.0,24275512.0,167143870.0
2285.0,39807684.0,31819400.0,57149660.0,170039660.0,24374616.0,167176060.0
2286.0,39885876.0,32067646.0,56656676.0,169551680.0,24357498.0,166761140.0
2287.0,39605964.0,32379974.0,55773652.0,169700060.0,24400348.0,164587340.0
2288.0,39457110.0,32357320.0,56213870.0,170260260.0,24663478.0,163514500.0
2289.0,39312132.0,32168706.0,56968530.0,169313040.0,24478640.0,162170940.0
2290.0,39250070.0,32073782.0,57024924.0,167356830.0,24123290.0,162748020.0
2291.0,39319410.0,31960946.0,57212060.0,167356480.0,24156518.0,162412240.0
2292.0,38766932.0,32205228.0,56780550.0,168139020.0,24160768.0,161832690.0
2293.0,38421456.0,31974006.0,56829852.0,166133220.0,24078160.0,160542850.0
2294.0,37991708.0,31762902.0,56010492.0,167323410.0,23862820.0,158621540.0
2295.0,38618370.0,31794800.0,56312500.0,168081400.0,23862032.0,158195150.0
2296.0,38542356.0,31671020.0,56491704.0,166887040.0,23947534.0,157072960.0
2297.0,38281370.0,31666254.0,56918010.0,165093820.0,24000586.0,157969000.0
2298.0,37744470.0,31826188.0,56813852.0,165488000.0,23997208.0,155816460.0
