time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2000.0,33893410000.0,33893410000.0,33893410000.0
2001.0,33927487000.0,33927487000.0,33927487000.0
2002.0,33902645000.0,33902645000.0,33902645000.0
2003.0,33882184000.0,33882184000.0,33882184000.0
2004.0,33875892000.0,33875892000.0,33875892000.0
2005.0,33864671000.0,33864671000.0,33864671000.0
2006.0,33850233000.0,33850233000.0,33850233000.0
2007.0,33844380000.0,33844380000.0,33844380000.0
2008.0,33835747000.0,33835747000.0,33835747000.0
2009.0,33826460000.0,33826460000.0,33826460000.0
2010.0,33819498000.0,33819498000.0,33819498000.0
2011.0,33791295000.0,33791295000.0,33791295000.0
2012.0,33766679000.0,33766679000.0,33766679000.0
2013.0,33791175000.0,33791175000.0,33791175000.0
2014.0,33743743000.0,33743743000.0,33743743000.0
2015.0,33746754000.0,33746754000.0,33746754000.0
2016.0,33743130000.0,33743130000.0,33743130000.0
2017.0,33737015000.0,33737015000.0,33737015000.0
2018.0,33723025000.0,33723025000.0,33723025000.0
2019.0,33755607000.0,33755607000.0,33755607000.0
2020.0,33708114000.0,33708114000.0,33708114000.0
2021.0,33698417000.0,33691767000.0,33706269000.0
2022.0,33685434000.0,33689580000.0,33690923000.0
2023.0,33672237000.0,33673988000.0,33680450000.0
2024.0,33666036000.0,33654440000.0,33664457000.0
2025.0,33639053000.0,33636577000.0,33639460000.0
2026.0,33620648000.0,33603990000.0,33621807000.0
2027.0,33617455000.0,33586473000.0,33606023000.0
2028.0,33604708000.0,33567578000.0,33600424000.0
2029.0,33587925000.0,33531613000.0,33577634000.0
2030.0,33553975000.0,33506585000.0,33552775000.0
2031.0,33529053000.0,33484750000.0,33535437000.0
2032.0,33519325000.0,33469125000.0,33515792000.0
2033.0,33503302000.0,33441544000.0,33496013000.0
2034.0,33482607000.0,33408637000.0,33485265000.0
2035.0,33477255000.0,33371412000.0,33459750000.0
2036.0,33434480000.0,33333195000.0,33424337000.0
2037.0,33398080000.0,33301168000.0,33393439000.0
2038.0,33382664000.0,33224788000.0,33372125000.0
2039.0,33350943000.0,33196388000.0,33341571000.0
2040.0,33325089000.0,33135450000.0,33348714000.0
2041.0,33248555000.0,33073121000.0,33313266000.0
2042.0,33218212000.0,32994243000.0,33290990000.0
2043.0,33181684000.0,32908747000.0,33244300000.0
2044.0,33141182000.0,32828258000.0,33198610000.0
2045.0,33083480000.0,32763750000.0,33169529000.0
2046.0,33049616000.0,32695958000.0,33121560000.0
2047.0,32934537000.0,32633838000.0,33043053000.0
2048.0,32872559000.0,32558885000.0,32963138000.0
2049.0,32816861000.0,32499149000.0,32919351000.0
2050.0,32747598000.0,32341043000.0,32875481000.0
2051.0,32693344000.0,32223867000.0,32799107000.0
2052.0,32616227000.0,32139723000.0,32704096000.0
2053.0,32486308000.0,31999541000.0,32650693000.0
2054.0,32430014000.0,31861870000.0,32464781000.0
2055.0,32331934000.0,31771382000.0,32382898000.0
2056.0,32255562000.0,31650046000.0,32322730000.0
2057.0,32198130000.0,31478145000.0,32225860000.0
2058.0,32093565000.0,31367096000.0,32104235000.0
2059.0,32032700000.0,31212370000.0,31989176000.0
2060.0,31928540000.0,31042423000.0,31849863000.0
2061.0,31829676000.0,30901875000.0,31772994000.0
2062.0,31620942000.0,30767580000.0,31657730000.0
2063.0,31498455000.0,30569091000.0,31500417000.0
2064.0,31377558000.0,30419288000.0,31365564000.0
2065.0,31244392000.0,30243709000.0,31243946000.0
2066.0,31014111000.0,30092405000.0,31095781000.0
2067.0,30874954000.0,29902395000.0,30935013000.0
2068.0,30712754000.0,29761606000.0,30694701000.0
2069.0,30437007000.0,29551639000.0,30429585000.0
