time,BCC-CSM2-MR,EC-EARTH3-VEG,MRI-ESM2-0,INM-CM5-0,CAMS-CSM1-0,GFDL-ESM4,FGOALS-F3-L,MPI-ESM1-2-HR,NORESM2-MM,CESM2-WACCM,EC-EARTH3,CESM2,INM-CM4-8
2022.0,43920994000000.0,44294304000000.0,44284716000000.0,44321310000000.0,44329530000000.0,44172950000000.0,44169523000000.0,44109843000000.0,44206270000000.0,44312654000000.0,44003120000000.0,44263590000000.0,44266156000000.0
2023.0,43773808000000.0,44188720000000.0,44202920000000.0,44283474000000.0,44301150000000.0,44141216000000.0,44076364000000.0,44094437000000.0,44116004000000.0,44204820000000.0,43973560000000.0,44145477000000.0,44090840000000.0
2024.0,43644858000000.0,44106303000000.0,44125995000000.0,44269574000000.0,44226350000000.0,44110280000000.0,44019740000000.0,43953366000000.0,44002984000000.0,44173013000000.0,43794110000000.0,44049950000000.0,43994726000000.0
2025.0,43394454000000.0,44017730000000.0,44024250000000.0,44205318000000.0,44162687000000.0,44012810000000.0,44059712000000.0,43905815000000.0,44032470000000.0,44121406000000.0,43680420000000.0,43978140000000.0,43945780000000.0
2026.0,43234496000000.0,43971180000000.0,43939445000000.0,44162840000000.0,44148967000000.0,43997326000000.0,43940330000000.0,43911934000000.0,43989365000000.0,44063835000000.0,43606400000000.0,43939740000000.0,43794230000000.0
2027.0,43085027000000.0,43919975000000.0,43858680000000.0,44134660000000.0,44109155000000.0,43952200000000.0,43679725000000.0,43848940000000.0,43934277000000.0,43950967000000.0,43554390000000.0,43839193000000.0,43722130000000.0
2028.0,42902560000000.0,43844163000000.0,43836856000000.0,44089020000000.0,44083054000000.0,43950570000000.0,43485562000000.0,43849700000000.0,43936460000000.0,43929563000000.0,43514503000000.0,43777553000000.0,43633000000000.0
2029.0,42786426000000.0,43746450000000.0,43851427000000.0,44092660000000.0,44006583000000.0,43884705000000.0,43463130000000.0,43820587000000.0,43776567000000.0,43871535000000.0,43429296000000.0,43757387000000.0,43427440000000.0
2030.0,42560785000000.0,43629175000000.0,43760465000000.0,44050124000000.0,43935650000000.0,43818930000000.0,43485120000000.0,43804480000000.0,43698977000000.0,43788626000000.0,43320130000000.0,43683852000000.0,43298100000000.0
2031.0,42290220000000.0,43529166000000.0,43633190000000.0,43987872000000.0,43917190000000.0,43646090000000.0,43317824000000.0,43743663000000.0,43554590000000.0,43721282000000.0,43323293000000.0,43569457000000.0,43179020000000.0
2032.0,42114524000000.0,43438997000000.0,43639686000000.0,43895065000000.0,43892880000000.0,43609390000000.0,43102710000000.0,43720870000000.0,43448413000000.0,43697727000000.0,43294847000000.0,43511202000000.0,43124835000000.0
2033.0,41855308000000.0,43462674000000.0,43549735000000.0,43825760000000.0,43897020000000.0,43536550000000.0,43006053000000.0,43697345000000.0,43411840000000.0,43588420000000.0,43189205000000.0,43435310000000.0,43064520000000.0
2034.0,41629746000000.0,43247180000000.0,43475345000000.0,43757050000000.0,43826550000000.0,43489635000000.0,42772195000000.0,43582860000000.0,43418047000000.0,43457322000000.0,43165923000000.0,43319585000000.0,43026310000000.0
2035.0,41467050000000.0,43168075000000.0,43354927000000.0,43712646000000.0,43810830000000.0,43519385000000.0,42710200000000.0,43558808000000.0,43275470000000.0,43275430000000.0,43014353000000.0,43140000000000.0,42882140000000.0
2036.0,41279052000000.0,43083207000000.0,43290990000000.0,43662920000000.0,43734090000000.0,43414377000000.0,42512380000000.0,43438680000000.0,43207665000000.0,43069870000000.0,42852327000000.0,42929276000000.0,42725770000000.0
2037.0,41012416000000.0,42935043000000.0,43158430000000.0,43596015000000.0,43758683000000.0,43442785000000.0,42282830000000.0,43397386000000.0,43202110000000.0,42917820000000.0,42731490000000.0,42783570000000.0,42588522000000.0
2038.0,40744000000000.0,42757544000000.0,43038450000000.0,43517160000000.0,43663653000000.0,43392436000000.0,42170233000000.0,43271263000000.0,43076080000000.0,42911257000000.0,42585268000000.0,42694777000000.0,42550220000000.0
2039.0,40474442000000.0,42609300000000.0,42969634000000.0,43461630000000.0,43614042000000.0,43253830000000.0,42046580000000.0,43184986000000.0,43002330000000.0,42816920000000.0,42516670000000.0,42629480000000.0,42362936000000.0
2040.0,40212097000000.0,42349080000000.0,42892282000000.0,43424904000000.0,43495285000000.0,43234240000000.0,41771866000000.0,43129684000000.0,42950575000000.0,42660770000000.0,42323753000000.0,42446025000000.0,42326227000000.0
2041.0,39978424000000.0,42134190000000.0,42737244000000.0,43352150000000.0,43407443000000.0,43141140000000.0,41516800000000.0,42975296000000.0,42842844000000.0,42456595000000.0,42116273000000.0,42342660000000.0,42200948000000.0
2042.0,39694256000000.0,41987080000000.0,42626514000000.0,43292503000000.0,43315454000000.0,43055156000000.0,41202435000000.0,42810686000000.0,42692760000000.0,42342816000000.0,42048030000000.0,42199845000000.0,42073310000000.0
2043.0,39395042000000.0,41772865000000.0,42447480000000.0,43257370000000.0,43269845000000.0,42968564000000.0,40881360000000.0,42612296000000.0,42671146000000.0,42142475000000.0,41909284000000.0,41992566000000.0,42057557000000.0
2044.0,39174830000000.0,41670120000000.0,42337350000000.0,43198070000000.0,43206550000000.0,42935200000000.0,40710183000000.0,42483455000000.0,42516130000000.0,41950384000000.0,41776623000000.0,41896135000000.0,41883246000000.0
2045.0,38830015000000.0,41499610000000.0,42231840000000.0,43111200000000.0,43173397000000.0,42841896000000.0,40475870000000.0,42389030000000.0,42471580000000.0,41838224000000.0,41714650000000.0,41648118000000.0,41802680000000.0
2046.0,38437120000000.0,41392026000000.0,42130150000000.0,42938610000000.0,43189944000000.0,42742315000000.0,40404280000000.0,42284372000000.0,42377046000000.0,41673984000000.0,41619560000000.0,41465790000000.0,41703220000000.0
2047.0,38201016000000.0,41222895000000.0,42077182000000.0,42784325000000.0,43157157000000.0,42577777000000.0,40200680000000.0,42147450000000.0,42188885000000.0,41471540000000.0,41413526000000.0,41227410000000.0,41528310000000.0
2048.0,37872270000000.0,41020507000000.0,41866160000000.0,42614993000000.0,43138330000000.0,42401470000000.0,40077275000000.0,41949315000000.0,42120180000000.0,41276217000000.0,41230717000000.0,40904640000000.0,41469540000000.0
2049.0,37488987000000.0,40804358000000.0,41753650000000.0,42475335000000.0,43053335000000.0,42371656000000.0,39873336000000.0,41777734000000.0,42002536000000.0,41095850000000.0,40982783000000.0,40782540000000.0,41381578000000.0
2050.0,37197960000000.0,40638075000000.0,41620037000000.0,42437860000000.0,43022897000000.0,42229010000000.0,39617336000000.0,41578180000000.0,41850490000000.0,40911130000000.0,40776843000000.0,40684094000000.0,41151235000000.0
2051.0,36896906000000.0,40431534000000.0,41430620000000.0,42401817000000.0,42984712000000.0,42026720000000.0,39539000000000.0,41372715000000.0,41780540000000.0,40593967000000.0,40617934000000.0,40556432000000.0,40886260000000.0
2052.0,36602280000000.0,40267734000000.0,41198900000000.0,42358890000000.0,42869620000000.0,41856516000000.0,39287123000000.0,41277560000000.0,41692644000000.0,40361116000000.0,40448500000000.0,40458120000000.0,40714507000000.0
2053.0,36367350000000.0,40077544000000.0,40937707000000.0,42308163000000.0,42739245000000.0,41680854000000.0,39121435000000.0,41143966000000.0,41637594000000.0,40078794000000.0,40338715000000.0,40163580000000.0,40572130000000.0
2054.0,36019730000000.0,39885700000000.0,40827010000000.0,42235410000000.0,42725534000000.0,41571770000000.0,38911007000000.0,40989553000000.0,41490424000000.0,39855854000000.0,40155386000000.0,39958266000000.0,40446020000000.0
2055.0,35734447000000.0,39660930000000.0,40573323000000.0,42087706000000.0,42591490000000.0,41367040000000.0,38705280000000.0,40831067000000.0,41447663000000.0,39589120000000.0,39856906000000.0,39839618000000.0,40340073000000.0
2056.0,35417610000000.0,39486856000000.0,40327025000000.0,42092705000000.0,42445585000000.0,41299190000000.0,38445140000000.0,40689077000000.0,41382850000000.0,39213387000000.0,39648013000000.0,39637750000000.0,40178000000000.0
2057.0,35059577000000.0,39282526000000.0,40040270000000.0,41990897000000.0,42388345000000.0,41149740000000.0,38258620000000.0,40571090000000.0,41262900000000.0,38898198000000.0,39504160000000.0,39485000000000.0,40040370000000.0
2058.0,34689237000000.0,38996670000000.0,39736140000000.0,41820980000000.0,42367126000000.0,41048865000000.0,38008657000000.0,40453655000000.0,41161348000000.0,38570570000000.0,39368807000000.0,39294290000000.0,39892466000000.0
2059.0,34365015000000.0,38832578000000.0,39471504000000.0,41691320000000.0,42169510000000.0,40957634000000.0,37776804000000.0,40310764000000.0,41048194000000.0,38312790000000.0,39050750000000.0,39127460000000.0,39713030000000.0
2060.0,34018536000000.0,38662540000000.0,39343990000000.0,41585160000000.0,42028038000000.0,40843120000000.0,37534243000000.0,40072066000000.0,40942615000000.0,38001210000000.0,38863620000000.0,38947023000000.0,39575926000000.0
2061.0,33545075000000.0,38373067000000.0,39108005000000.0,41450864000000.0,41901944000000.0,40651380000000.0,37203120000000.0,39857024000000.0,40753535000000.0,37663790000000.0,38677160000000.0,38642780000000.0,39545260000000.0
2062.0,33210460000000.0,38099195000000.0,38903870000000.0,41226580000000.0,41842610000000.0,40533083000000.0,36812496000000.0,39738570000000.0,40610630000000.0,37395697000000.0,38506350000000.0,38338590000000.0,39427660000000.0
2063.0,32832666000000.0,37742096000000.0,38689103000000.0,41157300000000.0,41739444000000.0,40381910000000.0,36524690000000.0,39525204000000.0,40416170000000.0,37077916000000.0,38285833000000.0,37972615000000.0,39314386000000.0
2064.0,32526763000000.0,37448537000000.0,38458358000000.0,40995496000000.0,41681756000000.0,40222377000000.0,36212446000000.0,39394673000000.0,40252266000000.0,36738538000000.0,37989867000000.0,37630970000000.0,39186845000000.0
2065.0,32293228000000.0,37236900000000.0,38207425000000.0,40845902000000.0,41622264000000.0,40102030000000.0,36036730000000.0,39166746000000.0,40035670000000.0,36442740000000.0,37715526000000.0,37368620000000.0,39023913000000.0
2066.0,31965456000000.0,37026183000000.0,37947610000000.0,40825700000000.0,41628836000000.0,39903330000000.0,35807290000000.0,38966930000000.0,39792415000000.0,36242406000000.0,37453197000000.0,36911033000000.0,38852396000000.0
2067.0,31699941000000.0,36738513000000.0,37680330000000.0,40725505000000.0,41562235000000.0,39777697000000.0,35671834000000.0,38841160000000.0,39581750000000.0,35912306000000.0,37300793000000.0,36543947000000.0,38692735000000.0
2068.0,31288285000000.0,36473940000000.0,37370520000000.0,40623150000000.0,41446883000000.0,39601630000000.0,35504284000000.0,38698385000000.0,39402995000000.0,35542717000000.0,37016340000000.0,36282220000000.0,38543740000000.0
2069.0,30993342000000.0,36182940000000.0,37030017000000.0,40520592000000.0,41276610000000.0,39405713000000.0,35166527000000.0,38540168000000.0,39231636000000.0,35182248000000.0,36777365000000.0,35952228000000.0,38346100000000.0
2070.0,30729665000000.0,35839363000000.0,36701230000000.0,40393366000000.0,41198600000000.0,39176284000000.0,34926074000000.0,38349080000000.0,39094004000000.0,34787930000000.0,36603867000000.0,35599956000000.0,38127030000000.0
2071.0,30371557000000.0,35409320000000.0,36316566000000.0,40314895000000.0,41125680000000.0,38968184000000.0,34556382000000.0,38083664000000.0,39010643000000.0,34393995000000.0,36326896000000.0,35249080000000.0,37905767000000.0
2072.0,30192328000000.0,35170290000000.0,35972494000000.0,40243214000000.0,41032155000000.0,38720066000000.0,34167585000000.0,37824520000000.0,38743830000000.0,34077976000000.0,36024365000000.0,34951618000000.0,37717556000000.0
2073.0,29957103000000.0,34753785000000.0,35661430000000.0,40146390000000.0,40827213000000.0,38567124000000.0,33885178000000.0,37601610000000.0,38534040000000.0,33714115000000.0,35610460000000.0,34617800000000.0,37541510000000.0
2074.0,29631514000000.0,34350213000000.0,35292103000000.0,40016114000000.0,40699350000000.0,38268465000000.0,33539075000000.0,37381970000000.0,38304980000000.0,33323322000000.0,35358850000000.0,34231686000000.0,37318333000000.0
2075.0,29313647000000.0,34007864000000.0,34791112000000.0,39913540000000.0,40542150000000.0,38029243000000.0,33187114000000.0,37187853000000.0,38174650000000.0,32973170000000.0,35025572000000.0,33884027000000.0,37099470000000.0
2076.0,29034927000000.0,33567048000000.0,34480146000000.0,39786650000000.0,40467220000000.0,37814528000000.0,32763432000000.0,36998207000000.0,37993075000000.0,32560374000000.0,34742271000000.0,33635655000000.0,36941210000000.0
2077.0,28776874000000.0,33066054000000.0,34183978000000.0,39633027000000.0,40366920000000.0,37594440000000.0,32429474000000.0,36739373000000.0,37811450000000.0,32097679000000.0,34247113000000.0,32980018000000.0,36810185000000.0
2078.0,28483440000000.0,32706725000000.0,33831740000000.0,39527788000000.0,40265160000000.0,37444666000000.0,32144328000000.0,36533630000000.0,37610802000000.0,31619759000000.0,33719463000000.0,32623909000000.0,36652120000000.0
2079.0,28206790000000.0,32237091000000.0,33460553000000.0,39428130000000.0,40186986000000.0,37257617000000.0,31911510000000.0,36301890000000.0,37427125000000.0,31164484000000.0,33245318000000.0,32086946000000.0,36481326000000.0
2080.0,27957974000000.0,31868112000000.0,33007983000000.0,39281897000000.0,40027954000000.0,37084333000000.0,31692490000000.0,36140940000000.0,37243210000000.0,30736450000000.0,32819180000000.0,31686669000000.0,36346605000000.0
2081.0,27690185000000.0,31427498000000.0,32626799000000.0,39113697000000.0,39959583000000.0,36874390000000.0,31398279000000.0,35891125000000.0,37130668000000.0,30414213000000.0,32363336000000.0,31240892000000.0,36156730000000.0
2082.0,27292605000000.0,30888020000000.0,32348932000000.0,38958660000000.0,39992085000000.0,36591494000000.0,30961010000000.0,35703077000000.0,36988204000000.0,29994730000000.0,31960934000000.0,30722941000000.0,36069030000000.0
2083.0,27037895000000.0,30448502000000.0,31946346000000.0,38774340000000.0,39865040000000.0,36391770000000.0,30604876000000.0,35397078000000.0,36887680000000.0,29571095000000.0,31560863000000.0,30175555000000.0,35876230000000.0
2084.0,26752720000000.0,30024038000000.0,31706254000000.0,38643645000000.0,39667513000000.0,36199220000000.0,30277976000000.0,35156510000000.0,36670410000000.0,29111022000000.0,31152075000000.0,29727176000000.0,35769553000000.0
2085.0,26452550000000.0,29525784000000.0,31335211000000.0,38493910000000.0,39549100000000.0,35971800000000.0,30000527000000.0,34897775000000.0,36483610000000.0,28587772000000.0,30663367000000.0,29247876000000.0,35582743000000.0
2086.0,26164232000000.0,28945152000000.0,31002310000000.0,38317618000000.0,39493936000000.0,35717110000000.0,29505765000000.0,34675536000000.0,36216993000000.0,28048830000000.0,30276116000000.0,28839527000000.0,35409030000000.0
2087.0,25876303000000.0,28612485000000.0,30618384000000.0,38037023000000.0,39365640000000.0,35572337000000.0,29214820000000.0,34406392000000.0,36034350000000.0,27513307000000.0,29923893000000.0,28448515000000.0,35283404000000.0
2088.0,25623903000000.0,28278396000000.0,30306904000000.0,37853680000000.0,39291095000000.0,35432553000000.0,29003442000000.0,34158676000000.0,35806115000000.0,27047194000000.0,29556193000000.0,28067358000000.0,35083415000000.0
2089.0,25329253000000.0,27823171000000.0,29991600000000.0,37692290000000.0,39154633000000.0,35188710000000.0,28694110000000.0,33928218000000.0,35657090000000.0,26463860000000.0,29108671000000.0,27536573000000.0,34926100000000.0
2090.0,25064050000000.0,27327493000000.0,29585673000000.0,37527465000000.0,39069153000000.0,34907230000000.0,28368236000000.0,33718423000000.0,35451352000000.0,25872126000000.0,28491595000000.0,27042270000000.0,34755916000000.0
2091.0,24774456000000.0,26903933000000.0,29222955000000.0,37361572000000.0,38992448000000.0,34683383000000.0,28050290000000.0,33503820000000.0,35276928000000.0,25261976000000.0,27804289000000.0,26481179000000.0,34583470000000.0
2092.0,24514981000000.0,26371527000000.0,28859976000000.0,37275644000000.0,38837854000000.0,34422920000000.0,27744155000000.0,33206960000000.0,34998569000000.0,24591223000000.0,27293427000000.0,25911758000000.0,34421772000000.0
2093.0,24130500000000.0,25863261000000.0,28445367000000.0,37186666000000.0,38666330000000.0,34140353000000.0,27266560000000.0,32876312000000.0,34793070000000.0,23930423000000.0,26809341000000.0,25364554000000.0,34263366000000.0
2094.0,23762950000000.0,25295330000000.0,27978560000000.0,37005526000000.0,38451123000000.0,33941243000000.0,27015426000000.0,32498898000000.0,34673177000000.0,23372688000000.0,26322584000000.0,24886855000000.0,34045392000000.0
2095.0,23353329000000.0,24809890000000.0,27634710000000.0,36809420000000.0,38218876000000.0,33636825000000.0,26777311000000.0,32191424000000.0,34534846000000.0,22746580000000.0,25845702000000.0,24484270000000.0,33861833000000.0
2096.0,22971133000000.0,24323786000000.0,27338656000000.0,36544900000000.0,38178410000000.0,33383850000000.0,26471555000000.0,31909376000000.0,34344110000000.0,22173872000000.0,25324744000000.0,24034627000000.0,33673808000000.0
2097.0,22668942000000.0,23923289000000.0,26917520000000.0,36447930000000.0,38057634000000.0,33125715000000.0,26210359000000.0,31553804000000.0,34079127000000.0,21579280000000.0,24929165000000.0,23534118000000.0,33490270000000.0
2098.0,22332968000000.0,23278014000000.0,26597204000000.0,36273600000000.0,37933793000000.0,32933222000000.0,25895490000000.0,31301230000000.0,33897302000000.0,21131434000000.0,24512253000000.0,23029124000000.0,33236535000000.0
2099.0,22032670000000.0,22835653000000.0,26314984000000.0,35953970000000.0,37861080000000.0,32664193000000.0,25642469000000.0,31122828000000.0,33713623000000.0,20498370000000.0,24053243000000.0,22368026000000.0,33024352000000.0
2100.0,21787868000000.0,22294740000000.0,25998165000000.0,35811282000000.0,37742407000000.0,32408026000000.0,25330100000000.0,30715872000000.0,33472850000000.0,20017427000000.0,23427973000000.0,21768301000000.0,32832844000000.0
