time,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM,CANESM5
2048.0,40521444000000.0,39501160000000.0,39727864000000.0,41397660000000.0
2049.0,40298700000000.0,39352684000000.0,39428567000000.0,41159536000000.0
2050.0,40106940000000.0,39269640000000.0,39132525000000.0,40986135000000.0
2051.0,39925697000000.0,39137060000000.0,38794464000000.0,40798180000000.0
2052.0,39789047000000.0,38859547000000.0,38501440000000.0,40640306000000.0
2053.0,39575565000000.0,38530353000000.0,38145433000000.0,40500590000000.0
2054.0,39375946000000.0,38227800000000.0,37807180000000.0,40262106000000.0
2055.0,39024626000000.0,38011476000000.0,37583920000000.0,40082420000000.0
2056.0,38824915000000.0,37725747000000.0,37211100000000.0,39818510000000.0
2057.0,38520270000000.0,37473854000000.0,36810235000000.0,39478520000000.0
2058.0,38239985000000.0,37308426000000.0,36506930000000.0,39232693000000.0
2059.0,38051200000000.0,37189077000000.0,36135360000000.0,39043547000000.0
2060.0,37835625000000.0,37082647000000.0,35885550000000.0,38726420000000.0
2061.0,37624320000000.0,36854030000000.0,35695553000000.0,38503144000000.0
2062.0,37339990000000.0,36603913000000.0,35446847000000.0,38311515000000.0
2063.0,37239933000000.0,36359226000000.0,35085714000000.0,38146420000000.0
2064.0,37035373000000.0,36085904000000.0,34745927000000.0,37891007000000.0
2065.0,36642730000000.0,35813182000000.0,34403512000000.0,37531517000000.0
2066.0,36309060000000.0,35621813000000.0,34049576000000.0,37270190000000.0
2067.0,36040110000000.0,35374148000000.0,33687710000000.0,36971630000000.0
2068.0,35868463000000.0,35261080000000.0,33393065000000.0,36606287000000.0
2069.0,35663496000000.0,35045578000000.0,33147062000000.0,36276080000000.0
2070.0,35437452000000.0,34845378000000.0,32800292000000.0,36025240000000.0
2071.0,35223690000000.0,34627069000000.0,32308975000000.0,35777233000000.0
2072.0,35001639000000.0,34358633000000.0,31843892000000.0,35254207000000.0
2073.0,34765739000000.0,34023290000000.0,31482297000000.0,34947245000000.0
2074.0,34558485000000.0,33768843000000.0,31218773000000.0,34787585000000.0
2075.0,34254463000000.0,33587724000000.0,30893387000000.0,34620840000000.0
2076.0,34002031000000.0,33449797000000.0,30613206000000.0,34428630000000.0
2077.0,33741458000000.0,33151660000000.0,30297953000000.0,34082856000000.0
2078.0,33473109000000.0,32883264000000.0,30035333000000.0,33703753000000.0
2079.0,33145336000000.0,32723463000000.0,29707364000000.0,33387654000000.0
2080.0,32929542000000.0,32566470000000.0,29341902000000.0,33241963000000.0
2081.0,32683258000000.0,32470183000000.0,29131687000000.0,33035142000000.0
2082.0,32455782000000.0,32282522000000.0,28891205000000.0,32771796000000.0
2083.0,32223032000000.0,32086319000000.0,28574770000000.0,32500062000000.0
2084.0,31899040000000.0,31913608000000.0,28108816000000.0,32168774000000.0
2085.0,31600784000000.0,31717579000000.0,27864135000000.0,31883893000000.0
2086.0,31423160000000.0,31527814000000.0,27634596000000.0,31639550000000.0
2087.0,31322339000000.0,31335373000000.0,27384273000000.0,31480737000000.0
2088.0,31206016000000.0,31253332000000.0,27120787000000.0,31241894000000.0
2089.0,31061814000000.0,31094104000000.0,26802068000000.0,31020433000000.0
2090.0,30763725000000.0,30850587000000.0,26451957000000.0,30783784000000.0
2091.0,30605134000000.0,30707622000000.0,26020439000000.0,30580717000000.0
2092.0,30399049000000.0,30530855000000.0,25663233000000.0,30408008000000.0
2093.0,30209093000000.0,30266513000000.0,25387810000000.0,30119180000000.0
2094.0,29965974000000.0,30151178000000.0,25067100000000.0,29840940000000.0
2095.0,29764165000000.0,29948291000000.0,24759130000000.0,29554800000000.0
2096.0,29621020000000.0,29780938000000.0,24383730000000.0,29186914000000.0
2097.0,29455704000000.0,29623262000000.0,24029816000000.0,28906840000000.0
2098.0,29364192000000.0,29459750000000.0,23725326000000.0,28720640000000.0
2099.0,29253507000000.0,29326525000000.0,23453806000000.0,28469342000000.0
2100.0,29054994000000.0,29202263000000.0,23064197000000.0,28215708000000.0
