time,CESM1-CAM5,CCSM4
2000.0,712224990400.0,712224924400.0
2001.0,711795825500.0,711795761500.0
2002.0,710680214000.0,710680148000.0
2003.0,710199343700.0,710199273700.0
2004.0,710511241800.0,710511181800.0
2005.0,709636376700.0,709636306700.0
2006.0,709557298600.0,709557228600.0
2007.0,708530573500.0,708530503500.0
2008.0,707563831300.0,707563617300.0
2009.0,707622580000.0,707622365000.0
2010.0,706022241900.0,706022181900.0
2011.0,706868611200.0,706868545200.0
2012.0,705272392500.0,705272182500.0
2013.0,705081771200.0,705081685200.0
2014.0,705924313700.0,705924258700.0
2015.0,703898467700.0,703898411700.0
2016.0,704746254100.0,704746030100.0
2017.0,701314408900.0,701314188900.0
2018.0,700991416400.0,700991201400.0
2019.0,702148889800.0,702148659800.0
2020.0,699484687100.0,699484472100.0
2021.0,698297511400.0,698339465000.0
2022.0,696519770100.0,697419867300.0
2023.0,695963673800.0,696480953400.0
2024.0,694179390860.0,694405485500.0
2025.0,693141267550.0,693420597250.0
2026.0,691264349210.0,692678686150.0
2027.0,690088437560.0,691856895500.0
2028.0,688147375600.0,690855654220.0
2029.0,686278400450.0,689354423240.0
2030.0,683957933000.0,687835659700.0
2031.0,682679460280.0,688853732400.0
2032.0,682360613900.0,686248523040.0
2033.0,679370419140.0,683595170400.0
2034.0,675951906250.0,681083334100.0
2035.0,673536850440.0,680058361940.0
2036.0,671980629540.0,680929732900.0
2037.0,668390897900.0,677378609850.0
2038.0,666209314950.0,676397646700.0
2039.0,664037872100.0,672484750860.0
2040.0,661904097140.0,670802684900.0
2041.0,658762690400.0,668558890100.0
2042.0,656057172400.0,666382886010.0
2043.0,653505577510.0,664033899330.0
2044.0,651132285400.0,663066931860.0
2045.0,647569631900.0,660493418960.0
2046.0,644774856100.0,657794945560.0
2047.0,640413341380.0,656221732530.0
2048.0,638128371700.0,653297519550.0
2049.0,634509719880.0,650208016500.0
2050.0,630242608100.0,647804889800.0
2051.0,626451625740.0,645407893440.0
2052.0,622520968210.0,642512347250.0
2053.0,618628494200.0,640272810710.0
2054.0,615000742600.0,637025531700.0
2055.0,611814170100.0,634269689120.0
2056.0,610047208240.0,632131952450.0
2057.0,604042129100.0,629217388100.0
2058.0,600240633720.0,627060678130.0
2059.0,597722877780.0,623618462200.0
2060.0,591942734180.0,621396616300.0
2061.0,587639991700.0,618427628090.0
2062.0,583051899700.0,615264619770.0
2063.0,578533459740.0,612444877180.0
2064.0,573869738550.0,609382473210.0
2065.0,569366638160.0,606227858900.0
2066.0,563026410940.0,603365727300.0
2067.0,557821412930.0,601464352770.0
2068.0,552892451940.0,597395533290.0
2069.0,547557406990.0,594334243730.0
2070.0,542449845320.0,591348536490.0
2071.0,537415321900.0,587746518100.0
2072.0,532316438680.0,584982780760.0
2073.0,527888533720.0,581728956330.0
2074.0,522613108320.0,578340267600.0
2075.0,517427068590.0,574659326370.0
2076.0,512115004290.0,570671384610.0
2077.0,506685302820.0,567412693130.0
2078.0,501913613600.0,563795380520.0
2079.0,496434325780.0,560232988070.0
2080.0,490049188010.0,557692342550.0
2081.0,484431324080.0,554234407050.0
2082.0,479109621000.0,550188966170.0
2083.0,473233893830.0,546500151260.0
2084.0,467333334770.0,542781640700.0
2085.0,461440757130.0,538867834120.0
2086.0,455483319630.0,535534869960.0
2087.0,449866981990.0,532067969840.0
2088.0,444094308410.0,528330500750.0
2089.0,438549373990.0,525591756080.0
2090.0,433305863280.0,520875136230.0
2091.0,427737216220.0,516494201660.0
2092.0,421508461640.0,512765863070.0
2093.0,416246791930.0,508956093900.0
2094.0,410937238000.0,505288765690.0
2095.0,405682540600.0,501714031630.0
2096.0,400852021210.0,497711498350.0
2097.0,395122367050.0,494021081650.0
2098.0,389725430870.0,490441770610.0
2099.0,384692388020.0,486835030780.0
2100.0,379228476190.0,483306437210.0
2101.0,374017549710.0,479322183190.0
2102.0,368435800540.0,476197979900.0
2103.0,363896204690.0,472231807940.0
2104.0,358749119080.0,468999432220.0
2105.0,353900215700.0,464809034880.0
2106.0,349606375260.0,461523214510.0
2107.0,344029696870.0,458142164880.0
2108.0,339715232190.0,454938389950.0
2109.0,334723462370.0,451233227130.0
2110.0,329987665480.0,447539817820.0
2111.0,325667541500.0,444386829190.0
2112.0,320857425490.0,444350774720.0
2113.0,316654131030.0,439289657500.0
2114.0,312290305580.0,437202312570.0
2115.0,307969177560.0,431819235670.0
2116.0,303757641680.0,428117814370.0
2117.0,299164576470.0,425292601190.0
2118.0,295032930450.0,422026228220.0
2119.0,291119378550.0,417672759010.0
2120.0,287014984970.0,413712362400.0
2121.0,282412674760.0,410540493360.0
2122.0,278188139724.0,407868061080.0
2123.0,273578225790.0,405160301760.0
2124.0,269779861090.0,400692094530.0
2125.0,265729038366.0,397077291230.0
2126.0,261613448946.0,393716105370.0
2127.0,258402799200.0,390174637200.0
2128.0,254091488806.0,387223527270.0
2129.0,251107023690.0,384438516280.0
2130.0,246486895654.0,379875853140.0
2131.0,242310423028.0,376358678060.0
2132.0,238882946324.0,373565436520.0
2133.0,236145742696.0,370254203460.0
2134.0,232498301934.0,366774020810.0
2135.0,229079326850.0,365837610620.0
2136.0,225486259656.0,359555987520.0
2137.0,221874126418.0,356607609130.0
2138.0,218731314312.0,353603968750.0
2139.0,215262298202.0,350348215960.0
2140.0,212233018640.0,347443359580.0
2141.0,208347170944.0,344578069640.0
2142.0,205284114084.0,340748598910.0
2143.0,202171038040.0,337081785840.0
2144.0,198910922884.0,334201826576.0
2145.0,195383608550.0,331830231630.0
2146.0,192459172308.0,329482367830.0
2147.0,189535195773.0,324790905610.0
2148.0,186341043752.0,322228981020.0
2149.0,183714789493.0,318699830524.0
2150.0,180837576773.0,315695485640.0
2151.0,177817304913.0,312964541574.0
2152.0,174916931768.0,310028524860.0
2153.0,171621275640.0,308724292320.0
2154.0,168878083088.0,305674330014.0
2155.0,166038529576.5,301830416304.0
2156.0,163122568000.0,298495679350.0
2157.0,160520397358.5,296041034274.0
2158.0,157904517493.0,294014889144.0
2159.0,155405715026.5,290952086216.0
2160.0,152864472257.2,288878589506.0
2161.0,150293325689.8,285938264984.0
2162.0,149007016559.6,283292329780.0
2163.0,146567085066.8,280702277334.0
2164.0,143060639530.5,277705964636.0
2165.0,140876088614.9,275440070242.0
2166.0,138898758014.8,272328317748.0
2167.0,137273609148.5,269838104958.0
2168.0,134197744530.0,267043985406.0
2169.0,132320839131.5,264779885039.0
2170.0,129624144126.2,262692863620.0
2171.0,128219495920.5,260952676642.0
2172.0,126371914712.5,258178701436.0
2173.0,123828394982.0,257690525959.0
2174.0,121830504090.8,253319106005.0
2175.0,120087299047.1,250629115306.0
2176.0,118038192391.44,248019045738.0
2177.0,116260481520.94,246016637036.0
2178.0,114199160476.9,244244408993.0
2179.0,113417797636.6,241649935112.0
2180.0,111112001359.1,239734625574.5
2181.0,110166610758.75,237573485023.5
2182.0,107842461872.3,235267584933.5
2183.0,106363961182.8,233616160839.0
2184.0,104215979053.75,231666390633.5
2185.0,103879759083.44,229257201345.5
2186.0,101080584854.2,228912491898.5
2187.0,99466267320.25,225813248384.8
2188.0,98317261164.6,224447602783.8
2189.0,96889493234.9,222600847390.5
2190.0,95239043002.2,220205849581.0
2191.0,95520086456.1,221620415929.0
2192.0,93759789362.5,219264456362.5
2193.0,93089231080.0,219603371023.2
2194.0,90967693822.8,215128306055.2
2195.0,90110927072.2,212756672845.0
2196.0,88436457786.2,210689521648.5
2197.0,87217260166.6,208499143383.0
2198.0,86596128239.6,212926571575.2
2199.0,85322005648.6,212139015797.0
2200.0,84381713439.06,208278705752.2
2201.0,83088081246.4,203757165038.0
2202.0,81869937567.75,201189304060.2
2203.0,81561769202.5,200600891979.0
2204.0,79990567784.25,199545295570.8
2205.0,78823218437.94,198466858358.5
2206.0,77732113815.6,202835020583.1
2207.0,76595041240.2,196884263439.1
2208.0,75719649125.56,192725783889.0
2209.0,74804071889.8,190969215102.0
2210.0,73763142607.5,190319657603.4
2211.0,72945853061.75,189350516245.0
