time,MRI-ESM2-0,CESM2-WACCM,CANESM5,IPSL-CM6A-LR
2074.0,67365080000.0,68226830000.0,60419880000.0,66316470000.0
2075.0,67079545000.0,67777937000.0,59594473000.0,65657663000.0
2076.0,66304370000.0,67095724000.0,58902168000.0,65116393000.0
2077.0,65628082000.0,67557597000.0,58250072000.0,65456580000.0
2078.0,65877930000.0,66248030000.0,57715413000.0,64548196000.0
2079.0,64972227000.0,65819394000.0,57074420000.0,64835756000.0
2080.0,64523284000.0,65351890000.0,56820390000.0,63734280000.0
2081.0,63952634000.0,64924600000.0,56068170000.0,63245402000.0
2082.0,63638220000.0,65171067000.0,55543670000.0,62837805000.0
2083.0,63114820000.0,64051080000.0,55124296000.0,62175380000.0
2084.0,62755316000.0,63469978000.0,54799507000.0,61641000000.0
2085.0,62590706000.0,64840835000.0,54244594000.0,61331186000.0
2086.0,62447460000.0,63032398000.0,53864210000.0,61051720000.0
2087.0,63557992000.0,62711886000.0,53037130000.0,64434246000.0
2088.0,62885515000.0,61947400000.0,52606734000.0,61003120000.0
2089.0,62094737000.0,61295923000.0,52001186000.0,59975740000.0
2090.0,62082028000.0,61020275000.0,51693117000.0,59709880000.0
2091.0,63694074000.0,60649906000.0,51046818000.0,59165217000.0
2092.0,61298930000.0,60510704000.0,50842990000.0,59043260000.0
2093.0,62989033000.0,61317247000.0,52406686000.0,60878420000.0
2094.0,62114160000.0,59506405000.0,50228957000.0,58028330000.0
2095.0,61941764000.0,59057533000.0,49556700000.0,57576055000.0
2096.0,60589076000.0,58670110000.0,49838797000.0,57048146000.0
2097.0,62793683000.0,58429186000.0,48498684000.0,56583614000.0
2098.0,60385157000.0,58115890000.0,48111993000.0,56280916000.0
2099.0,59562197000.0,57605407000.0,48473330000.0,56592675000.0
2100.0,59585278000.0,57368523000.0,47529886000.0,56292483000.0
