time,CCSM4,GFDL-CM3,MPI-ESM-LR,GFDL-ESM2G,NORESM1-M,IPSL-CM5A-LR,CSIRO-MK3-6-0,CESM1-CAM5,GISS-E2-R,CANESM2,CNRM-CM5
2027.0,33605421000.0,33599529000.0,33590235000.0,33646864000.0,33604209000.0,33553457000.0,33604920000.0,33602574000.0,33661320000.0,33592918000.0,33625993000.0
2028.0,33593500000.0,33581079000.0,33562403000.0,33651067000.0,33590710000.0,33507300000.0,33587347000.0,33586290000.0,33632295000.0,33574742000.0,33621891000.0
2029.0,33575526000.0,33552510000.0,33525080000.0,33632336000.0,33547210000.0,33473622000.0,33580665000.0,33557381000.0,33615124000.0,33542926000.0,33601219000.0
2030.0,33535052000.0,33533161000.0,33498294000.0,33609710000.0,33530364000.0,33439275000.0,33552830000.0,33529660000.0,33575746000.0,33525338000.0,33600512000.0
2031.0,33517214000.0,33517010000.0,33472102000.0,33591128000.0,33524980000.0,33419586000.0,33548100000.0,33500910000.0,33556027000.0,33568060000.0,33563763000.0
2032.0,33487962000.0,33488153000.0,33445808000.0,33573378000.0,33503410000.0,33421152000.0,33534794000.0,33476235000.0,33543205000.0,33514713000.0,33553860000.0
2033.0,33467159000.0,33462604000.0,33439906000.0,33547910000.0,33458086000.0,33362637000.0,33529233000.0,33446020000.0,33525834000.0,33492679000.0,33544070000.0
2034.0,33444862000.0,33435838000.0,33406261000.0,33546064000.0,33421597000.0,33291030000.0,33497810000.0,33418981000.0,33508028000.0,33474361000.0,33526667000.0
2035.0,33409618000.0,33391522000.0,33379858000.0,33532928000.0,33357064000.0,33238446000.0,33471754000.0,33369920000.0,33495410000.0,33454410000.0,33504938000.0
2036.0,33388667000.0,33362311000.0,33350246000.0,33494948000.0,33321679000.0,33196230000.0,33448882000.0,33326800000.0,33484820000.0,33440120000.0,33471656000.0
2037.0,33345718000.0,33327557000.0,33324816000.0,33463160000.0,33288065000.0,33103397000.0,33415959000.0,33277436000.0,33467144000.0,33396419000.0,33460142000.0
2038.0,33318920000.0,33300388000.0,33251504000.0,33432123000.0,33258105000.0,33035200000.0,33375666000.0,33192942000.0,33428394000.0,33366495000.0,33439089000.0
2039.0,33301123000.0,33264087000.0,33202483000.0,33405503000.0,33222552000.0,32963920000.0,33352829000.0,33148006000.0,33408176000.0,33345150000.0,33392128000.0
2040.0,33215822000.0,33235442000.0,33173635000.0,33370774000.0,33203860000.0,32916556000.0,33335798000.0,33086853000.0,33374245000.0,33327884000.0,33352130000.0
2041.0,33175480000.0,33170035000.0,33130680000.0,33358813000.0,33188061000.0,32825369000.0,33279670000.0,33009154000.0,33351879000.0,33299046000.0,33330040000.0
2042.0,33131290000.0,33113364000.0,33075534000.0,33342362000.0,33152268000.0,32728990000.0,33254195000.0,32930863000.0,33332277000.0,33268070000.0,33294650000.0
2043.0,33066349000.0,33060379000.0,33051406000.0,33369625000.0,33108613000.0,32582646000.0,33206673000.0,32855097000.0,33310087000.0,33164771000.0,33280582000.0
2044.0,33005296000.0,33000081000.0,32946508000.0,33330740000.0,33028495000.0,32476297000.0,33153170000.0,32704612000.0,33309288000.0,33135653000.0,33240893000.0
2045.0,32938609000.0,32932915000.0,32887296000.0,33267970000.0,32957123000.0,32395555000.0,33123502000.0,32605288000.0,33229900000.0,33113640000.0,33196010000.0
2046.0,32847448000.0,32872372000.0,32821322000.0,33245295000.0,32923781000.0,32264548000.0,33077110000.0,32466385000.0,33188518000.0,33079930000.0,33137000000.0
2047.0,32790962000.0,32751892000.0,32768946000.0,33238321000.0,32885062000.0,32133915000.0,33046422000.0,32355550000.0,33166526000.0,33052210000.0,33069316000.0
2048.0,32751127000.0,32655755000.0,32709427000.0,33222517000.0,32835020000.0,32002513000.0,32999092000.0,32227990000.0,33121855000.0,33001644000.0,33016371000.0
2049.0,32716237000.0,32575238000.0,32633596000.0,33146968000.0,32786475000.0,31857721000.0,32910825000.0,32053692000.0,33106065000.0,32952345000.0,32937134000.0
2050.0,32629516000.0,32457898000.0,32575736000.0,33103264000.0,32708694000.0,31752215000.0,32834226000.0,31908311000.0,33080275000.0,32899740000.0,32891793000.0
2051.0,32584286000.0,32383396000.0,32460763000.0,33085560000.0,32647477000.0,31575433000.0,32797730000.0,31847318000.0,33057698000.0,32840501000.0,32832731000.0
2052.0,32530870000.0,32249862000.0,32375013000.0,33050650000.0,32556057000.0,31479026000.0,32729078000.0,31683390000.0,33007352000.0,32789498000.0,32748337000.0
2053.0,32419963000.0,32151712000.0,32325340000.0,33009877000.0,32477479000.0,31376980000.0,32696216000.0,31564005000.0,32983024000.0,32697627000.0,32692730000.0
2054.0,32389970000.0,32068610000.0,32253764000.0,32989624000.0,32407345000.0,31281859000.0,32634876000.0,31343917000.0,32937198000.0,32628988000.0,32604450000.0
2055.0,32341592000.0,31953928000.0,32162974000.0,33017450000.0,32352860000.0,31115082000.0,32586623000.0,31116468000.0,32858403000.0,32583115000.0,32501410000.0
2056.0,32307593000.0,31820847000.0,32081072000.0,32930951000.0,32293816000.0,30965418000.0,32566490000.0,30951612000.0,32807332000.0,32474212000.0,32418824000.0
2057.0,32165160000.0,31674253000.0,32036061000.0,32868655000.0,32199365000.0,30832056000.0,32489910000.0,30833650000.0,32727374000.0,32401801000.0,32375970000.0
2058.0,32104681000.0,31588686000.0,31970419000.0,32839119000.0,32119198000.0,30699422000.0,32366834000.0,30749805000.0,32795580000.0,32331119000.0,32232692000.0
2059.0,32029444000.0,31475520000.0,31868234000.0,32771623000.0,31945013000.0,30542273000.0,32327428000.0,30568372000.0,32706636000.0,32273582000.0,32128543000.0
2060.0,31976604000.0,31387267000.0,31793697000.0,32721230000.0,31855990000.0,30406515000.0,32263025000.0,30381791000.0,32674089000.0,32190851000.0,32049670000.0
2061.0,31943460000.0,31279636000.0,31716653000.0,32687706000.0,31747910000.0,30239562000.0,32220121000.0,30202243000.0,32630864000.0,32128905000.0,31920050000.0
2062.0,31862366000.0,31166288000.0,31663352000.0,32642284000.0,31636937000.0,30085704000.0,32187351000.0,30006452000.0,32600370000.0,32074099000.0,31805910000.0
2063.0,31756540000.0,31027278000.0,31558816000.0,32586467000.0,31555887000.0,29951406000.0,32129198000.0,29830128000.0,32562987000.0,32034847000.0,31683824000.0
2064.0,31770493000.0,30943672000.0,31441027000.0,32514249000.0,31471862000.0,29815510000.0,32079910000.0,29725682000.0,32513456000.0,31887993000.0,31636015000.0
2065.0,31737342000.0,30838286000.0,31368135000.0,32454273000.0,31374793000.0,29668272000.0,32041312000.0,29591423000.0,32485208000.0,31859337000.0,31496577000.0
2066.0,31716057000.0,30738858000.0,31288891000.0,32420073000.0,31301286000.0,29453943000.0,31987140000.0,29382083000.0,32428857000.0,31776188000.0,31377093000.0
2067.0,31534135000.0,30627199000.0,31230804000.0,32428925000.0,31205046000.0,29218746000.0,31923225000.0,29198811000.0,32400380000.0,31696894000.0,31252339000.0
2068.0,31499745000.0,30464141000.0,31172143000.0,32322335000.0,31074871000.0,29028844000.0,31818727000.0,29027152000.0,32381227000.0,31612006000.0,31122571000.0
2069.0,31483673000.0,30307912000.0,31067488000.0,32250440000.0,30955100000.0,28887091000.0,31765580000.0,28928506000.0,32353251000.0,31526992000.0,31001756000.0
2070.0,31398883000.0,30165720000.0,31003242000.0,32204964000.0,30799420000.0,28667510000.0,31664585000.0,28742170000.0,32318927000.0,31462994000.0,30890179000.0
2071.0,31339379000.0,29958195000.0,30860839000.0,32161560000.0,30683560000.0,28453636000.0,31592989000.0,28551522000.0,32266772000.0,31387180000.0,30746843000.0
2072.0,31275397000.0,29745260000.0,30774899000.0,32127724000.0,30571162000.0,28186333000.0,31546546000.0,28388850000.0,32225683000.0,31294409000.0,30611352000.0
2073.0,31207436000.0,29618665000.0,30722280000.0,32072688000.0,30417027000.0,28030515000.0,31427654000.0,28276527000.0,32182217000.0,31133094000.0,30468315000.0
2074.0,31137946000.0,29439860000.0,30636100000.0,32022120000.0,30240362000.0,27837770000.0,31377166000.0,28104538000.0,32110280000.0,31058184000.0,30349980000.0
2075.0,31043890000.0,29276037000.0,30548200000.0,31971525000.0,30100455000.0,27599856000.0,31245640000.0,27971025000.0,32045420000.0,31000031000.0,30189228000.0
2076.0,30992812000.0,29157556000.0,30429264000.0,31971283000.0,30001582000.0,27359042000.0,31123542000.0,27818365000.0,32033608000.0,30931843000.0,30051738000.0
2077.0,30916913000.0,28945588000.0,30304705000.0,31887493000.0,29911083000.0,27201770000.0,31009200000.0,27674866000.0,31996465000.0,30835200000.0,29888842000.0
2078.0,30793056000.0,28756707000.0,30221087000.0,31814060000.0,29702988000.0,27048808000.0,30861148000.0,27586048000.0,32015360000.0,30716246000.0,29708593000.0
2079.0,30724570000.0,28585484000.0,30169414000.0,31755203000.0,29599347000.0,26900437000.0,30802088000.0,27336440000.0,31966781000.0,30618278000.0,29622047000.0
2080.0,30629644000.0,28403327000.0,30064101000.0,31696245000.0,29437802000.0,26775058000.0,30719027000.0,27156280000.0,31901223000.0,30525490000.0,29510466000.0
2081.0,30586728000.0,28203735000.0,29989010000.0,31643025000.0,29309190000.0,26610964000.0,30629917000.0,26986674000.0,31850770000.0,30337840000.0,29363773000.0
2082.0,30522116000.0,28007055000.0,29887440000.0,31595950000.0,29191030000.0,26509070000.0,30507434000.0,26829427000.0,31787938000.0,30220902000.0,29273784000.0
2083.0,30439256000.0,27958868000.0,29816630000.0,31550597000.0,29085690000.0,26351900000.0,30431013000.0,26666353000.0,31742722000.0,30127563000.0,29162514000.0
2084.0,30376049000.0,27777606000.0,29675379000.0,31511382000.0,28950776000.0,26208854000.0,30355206000.0,26466640000.0,31734321000.0,30045690000.0,29033159000.0
2085.0,30273450000.0,27597228000.0,29611362000.0,31405935000.0,28809744000.0,26079920000.0,30229000000.0,26326092000.0,31644094000.0,29924276000.0,28878560000.0
2086.0,30170235000.0,27410213000.0,29561520000.0,31352855000.0,28639295000.0,25912326000.0,30143732000.0,26114683000.0,31606682000.0,29798316000.0,28725310000.0
2087.0,30107150000.0,27288377000.0,29476671000.0,31312663000.0,28494864000.0,25685260000.0,30049310000.0,25987656000.0,31572814000.0,29624830000.0,28555465000.0
2088.0,30016735000.0,27089043000.0,29417589000.0,31254049000.0,28367307000.0,25524759000.0,29951560000.0,25740804000.0,31538810000.0,29495063000.0,28520706000.0
2089.0,29919191000.0,26917642000.0,29464386000.0,31212028000.0,28166280000.0,25483586000.0,29750303000.0,25578686000.0,31494363000.0,29356177000.0,28377133000.0
2090.0,29798386000.0,26715908000.0,29266997000.0,31209628000.0,28035176000.0,25238256000.0,29721889000.0,25539980000.0,31418720000.0,29234903000.0,28275542000.0
2091.0,29718366000.0,26552652000.0,29126273000.0,31128470000.0,27857834000.0,25038643000.0,29523110000.0,25286574000.0,31370748000.0,29105877000.0,28083218000.0
2092.0,29562128000.0,26382210000.0,29023105000.0,31081800000.0,27707419000.0,25016586000.0,29412104000.0,25115410000.0,31329163000.0,29066768000.0,27896394000.0
2093.0,29447209000.0,26118697000.0,28890980000.0,31030966000.0,27611560000.0,24805660000.0,29309075000.0,24892840000.0,31259748000.0,28991973000.0,27761496000.0
2094.0,29365162000.0,25949827000.0,28809654000.0,31012794000.0,27459903000.0,24582265000.0,29197130000.0,24760881000.0,31307483000.0,28879794000.0,27648532000.0
2095.0,29241600000.0,25772388000.0,28716612000.0,30911599000.0,27267045000.0,24438331000.0,29089874000.0,24554793000.0,31159830000.0,28778547000.0,27494146000.0
2096.0,29175740000.0,25542630000.0,28607246000.0,30865328000.0,27069063000.0,24205865000.0,28962960000.0,24333787000.0,31091440000.0,28672860000.0,27322830000.0
2097.0,29091391000.0,25338513000.0,28439370000.0,30861758000.0,27061279000.0,24006191000.0,28865570000.0,24144777000.0,31028728000.0,28543607000.0,27192388000.0
2098.0,28995957000.0,25156940000.0,28344324000.0,30849343000.0,26925976000.0,24151910000.0,28754334000.0,23889005000.0,30958365000.0,28395524000.0,27025520000.0
2099.0,28880382000.0,25005451000.0,28212380000.0,30734752000.0,26877792000.0,23875054000.0,28550609000.0,23757576000.0,30932853000.0,28263790000.0,26822695000.0
2100.0,28826310000.0,24818320000.0,28098922000.0,30696892000.0,26775700000.0,23679148000.0,28419086000.0,23524219000.0,30860386000.0,28156772000.0,27001944000.0
