time,EC-EARTH3-VEG,MRI-ESM2-0,CAMS-CSM1-0,GFDL-ESM4
2000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0
2001.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0
2002.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0
2003.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0
2004.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0
2005.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0
2006.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0
2007.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0
2008.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0
2009.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0
2010.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0
2011.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0
2012.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0
2013.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0
2014.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0
2015.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0
2016.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0
2017.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0
2018.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0
2019.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0
2020.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0
2021.0,26702284000000.0,26728530000000.0,26747090000000.0,26716458000000.0
2022.0,26667238000000.0,26701120000000.0,26746007000000.0,26634370000000.0
2023.0,26649867000000.0,26689543000000.0,26691993000000.0,26653070000000.0
2024.0,26584528000000.0,26607301000000.0,26651067000000.0,26617888000000.0
2025.0,26421567000000.0,26478687000000.0,26591210000000.0,26602440000000.0
2026.0,26364739000000.0,26466922000000.0,26522080000000.0,26611475000000.0
2027.0,26256916000000.0,26415650000000.0,26480879000000.0,26584164000000.0
2028.0,26159230000000.0,26464418000000.0,26447675000000.0,26533664000000.0
2029.0,26070537000000.0,26429760000000.0,26426309000000.0,26539188000000.0
2030.0,25986460000000.0,26330507000000.0,26349117000000.0,26510113000000.0
2031.0,25974318000000.0,26250463000000.0,26300547000000.0,26467300000000.0
2032.0,25921803000000.0,26204313000000.0,26283669000000.0,26434817000000.0
2033.0,25795427000000.0,26135922000000.0,26279045000000.0,26409223000000.0
2034.0,25680377000000.0,26004316000000.0,26270210000000.0,26303107000000.0
2035.0,25499389000000.0,25884784000000.0,26217292000000.0,26130319000000.0
2036.0,25441922000000.0,25756927000000.0,26219810000000.0,26041236000000.0
2037.0,25358726000000.0,25590063000000.0,26233578000000.0,26021830000000.0
2038.0,25334496000000.0,25470322000000.0,26228840000000.0,25936100000000.0
2039.0,25317545000000.0,25350443000000.0,26152912000000.0,25870394000000.0
2040.0,25285487000000.0,25303410000000.0,26104134000000.0,25839058000000.0
2041.0,25126440000000.0,25189673000000.0,26077412000000.0,25825173000000.0
2042.0,24988673000000.0,25163159000000.0,26053272000000.0,25755428000000.0
2043.0,24937723000000.0,25105801000000.0,26027823000000.0,25707657000000.0
2044.0,24868662000000.0,25034498000000.0,25945660000000.0,25657386000000.0
2045.0,24756712000000.0,25007180000000.0,25878558000000.0,25644650000000.0
2046.0,24701716000000.0,24905123000000.0,25866103000000.0,25616823000000.0
2047.0,24570180000000.0,24859044000000.0,25818688000000.0,25521564000000.0
2048.0,24476215000000.0,24872005000000.0,25798071000000.0,25486218000000.0
2049.0,24432876000000.0,24707642000000.0,25804010000000.0,25405528000000.0
2050.0,24412819000000.0,24569394000000.0,25786570000000.0,25354568000000.0
2051.0,24338718000000.0,24432647000000.0,25739101000000.0,25280383000000.0
2052.0,24352645000000.0,24284834000000.0,25679555000000.0,25265017000000.0
2053.0,24273760000000.0,24115620000000.0,25659095000000.0,25284103000000.0
2054.0,24244732000000.0,24077991000000.0,25672209000000.0,25246323000000.0
2055.0,24197728000000.0,24021247000000.0,25653716000000.0,25132261000000.0
2056.0,24146453000000.0,23943604000000.0,25638457000000.0,25030075000000.0
2057.0,24068368000000.0,23843670000000.0,25605672000000.0,25051150000000.0
2058.0,24016020000000.0,23727977000000.0,25577895000000.0,25080550000000.0
2059.0,23972182000000.0,23653836000000.0,25543217000000.0,25101358000000.0
2060.0,23942490000000.0,23575803000000.0,25486700000000.0,25044424000000.0
2061.0,23841695000000.0,23510087000000.0,25447090000000.0,25013480000000.0
2062.0,23747208000000.0,23540774000000.0,25435580000000.0,24982803000000.0
2063.0,23661954000000.0,23431423000000.0,25383540000000.0,24916443000000.0
2064.0,23639085000000.0,23332116000000.0,25358512000000.0,24921218000000.0
2065.0,23567935000000.0,23327680000000.0,25330912000000.0,24875576000000.0
2066.0,23475473000000.0,23336450000000.0,25264218000000.0,24863975000000.0
2067.0,23413972000000.0,23323784000000.0,25234743000000.0,24830485000000.0
2068.0,23326297000000.0,23274930000000.0,25165577000000.0,24792890000000.0
2069.0,23273805000000.0,23243268000000.0,25161160000000.0,24703240000000.0
2070.0,23196063000000.0,23227322000000.0,25132507000000.0,24629842000000.0
2071.0,23110194000000.0,23278940000000.0,25149108000000.0,24587887000000.0
2072.0,22977340000000.0,23240756000000.0,25190868000000.0,24535621000000.0
2073.0,22896506000000.0,23170948000000.0,25205378000000.0,24456932000000.0
2074.0,22845120000000.0,23111504000000.0,25134253000000.0,24396420000000.0
2075.0,22780655000000.0,23099364000000.0,25094984000000.0,24338780000000.0
2076.0,22727128000000.0,23015098000000.0,25080466000000.0,24306044000000.0
2077.0,22620062000000.0,22933624000000.0,24983445000000.0,24321076000000.0
2078.0,22580193000000.0,22851283000000.0,24962460000000.0,24314535000000.0
2079.0,22536040000000.0,22780452000000.0,24905395000000.0,24222334000000.0
2080.0,22431685000000.0,22747307000000.0,24850001000000.0,24220768000000.0
2081.0,22331653000000.0,22659629000000.0,24861485000000.0,24199182000000.0
2082.0,22270760000000.0,22594307000000.0,24829137000000.0,24244814000000.0
2083.0,22253186000000.0,22611770000000.0,24758391000000.0,24195935000000.0
2084.0,22199210000000.0,22520988000000.0,24743070000000.0,24217130000000.0
2085.0,22114558000000.0,22439247000000.0,24692293000000.0,24179565000000.0
2086.0,22084682000000.0,22421620000000.0,24655390000000.0,24152856000000.0
2087.0,22016676000000.0,22456656000000.0,24586939000000.0,24109063000000.0
2088.0,21943097000000.0,22408510000000.0,24566640000000.0,24116724000000.0
2089.0,21873400000000.0,22429355000000.0,24553372000000.0,24159128000000.0
2090.0,21786398000000.0,22407630000000.0,24507115000000.0,24052358000000.0
2091.0,21669467000000.0,22355130000000.0,24495912000000.0,24040756000000.0
2092.0,21612043000000.0,22347275000000.0,24413350000000.0,23991850000000.0
2093.0,21547920000000.0,22282790000000.0,24367858000000.0,23885167000000.0
2094.0,21401522000000.0,22232116000000.0,24278028000000.0,23860850000000.0
2095.0,21314178000000.0,22244256000000.0,24266695000000.0,23846365000000.0
2096.0,21280360000000.0,22230707000000.0,24300862000000.0,23752390000000.0
2097.0,21188647000000.0,22190860000000.0,24272520000000.0,23678985000000.0
2098.0,21064510000000.0,22223404000000.0,24210080000000.0,23671054000000.0
2099.0,20974357000000.0,22152248000000.0,24217798000000.0,23648460000000.0
2100.0,20837793000000.0,22091252000000.0,24157585000000.0,23635734000000.0
