time,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,CESM2-WACCM,CESM2,EC-EARTH3-VEG,MRI-ESM2-0,CANESM5,CAMS-CSM1-0,GFDL-ESM4,BCC-CSM2-MR,ACCESS-ESM1-5,IPSL-CM6A-LR,FGOALS-F3-L,ACCESS-CM2,INM-CM5-0,NORESM2-MM
2000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0
2001.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0
2002.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0
2003.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0
2004.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0
2005.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0
2006.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0
2007.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0
2008.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0
2009.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0
2010.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0
2011.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0
2012.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0
2013.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0
2014.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0
2015.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0
2016.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0
2017.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0
2018.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0
2019.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0
2020.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0
2021.0,26679045000000.0,26750994000000.0,26687060000000.0,26703090000000.0,26712570000000.0,26686303000000.0,26634359000000.0,26712792000000.0,26661228000000.0,26696380000000.0,26727049000000.0,26685586000000.0,26645207000000.0,26697445000000.0,26701296000000.0,26713409000000.0,26656704000000.0
2022.0,26591837000000.0,26703890000000.0,26632530000000.0,26704207000000.0,26597130000000.0,26602772000000.0,26624718000000.0,26659162000000.0,26638717000000.0,26623072000000.0,26735860000000.0,26621558000000.0,26590220000000.0,26625295000000.0,26672920000000.0,26666332000000.0,26603451000000.0
2023.0,26455275000000.0,26687394000000.0,26626123000000.0,26768824000000.0,26531584000000.0,26530957000000.0,26587510000000.0,26637735000000.0,26567013000000.0,26594563000000.0,26656746000000.0,26520318000000.0,26486482000000.0,26633755000000.0,26635800000000.0,26557360000000.0,26574169000000.0
2024.0,26367991000000.0,26685448000000.0,26586345000000.0,26779832000000.0,26495310000000.0,26399828000000.0,26603407000000.0,26699430000000.0,26524346000000.0,26612943000000.0,26687754000000.0,26487634000000.0,26451504000000.0,26560556000000.0,26647260000000.0,26485188000000.0,26584646000000.0
2025.0,26210915000000.0,26635668000000.0,26533765000000.0,26749237000000.0,26485922000000.0,26323727000000.0,26501865000000.0,26666414000000.0,26550259000000.0,26612000000000.0,26667039000000.0,26384905000000.0,26371382000000.0,26508454000000.0,26666624000000.0,26396993000000.0,26560174000000.0
2026.0,26088766000000.0,26634269000000.0,26425107000000.0,26670080000000.0,26454702000000.0,26244484000000.0,26453368000000.0,26542122000000.0,26506982000000.0,26585357000000.0,26583660000000.0,26324330000000.0,26289472000000.0,26468713000000.0,26611322000000.0,26369294000000.0,26520293000000.0
2027.0,25964547000000.0,26661863000000.0,26390408000000.0,26620883000000.0,26433777000000.0,26120003000000.0,26395607000000.0,26476170000000.0,26521247000000.0,26596810000000.0,26518660000000.0,26233878000000.0,26232616000000.0,26407235000000.0,26541843000000.0,26272653000000.0,26446364000000.0
2028.0,25815979000000.0,26624980000000.0,26350172000000.0,26571950000000.0,26377020000000.0,26031623000000.0,26344384000000.0,26438604000000.0,26498540000000.0,26577042000000.0,26446016000000.0,26160350000000.0,26165490000000.0,26357749000000.0,26485323000000.0,26236668000000.0,26378242000000.0
2029.0,25696990000000.0,26570685000000.0,26328060000000.0,26572665000000.0,26304980000000.0,25981020000000.0,26262640000000.0,26403012000000.0,26475445000000.0,26585267000000.0,26426923000000.0,26060970000000.0,26090716000000.0,26312484000000.0,26451390000000.0,26212318000000.0,26330117000000.0
2030.0,25575962000000.0,26557614000000.0,26278130000000.0,26534455000000.0,26227590000000.0,25883608000000.0,26231865000000.0,26356186000000.0,26364135000000.0,26502170000000.0,26359204000000.0,26043646000000.0,26045453000000.0,26252992000000.0,26378892000000.0,26164465000000.0,26285594000000.0
2031.0,25438452000000.0,26507687000000.0,26270247000000.0,26510763000000.0,26170406000000.0,25759210000000.0,26092992000000.0,26283551000000.0,26298960000000.0,26437885000000.0,26318142000000.0,26003483000000.0,25976420000000.0,26238117000000.0,26361794000000.0,26107055000000.0,26225303000000.0
2032.0,25397350000000.0,26493913000000.0,26183400000000.0,26405807000000.0,26089710000000.0,25613964000000.0,26026707000000.0,26225380000000.0,26223128000000.0,26415496000000.0,26223168000000.0,25924502000000.0,25954078000000.0,26159436000000.0,26319943000000.0,26035742000000.0,26213171000000.0
2033.0,25343510000000.0,26479681000000.0,26136923000000.0,26378546000000.0,25995313000000.0,25598481000000.0,26062348000000.0,26081730000000.0,26202237000000.0,26391610000000.0,26086247000000.0,25904554000000.0,25927782000000.0,26100160000000.0,26300069000000.0,26023341000000.0,26216670000000.0
2034.0,25212632000000.0,26367243000000.0,26067681000000.0,26328480000000.0,25906611000000.0,25502507000000.0,25989197000000.0,26000245000000.0,26129012000000.0,26294130000000.0,26058112000000.0,25852380000000.0,25877820000000.0,26118952000000.0,26236313000000.0,25954130000000.0,26152442000000.0
2035.0,25039810000000.0,26316726000000.0,26027642000000.0,26267468000000.0,25827730000000.0,25431328000000.0,25889767000000.0,25933445000000.0,26139272000000.0,26236322000000.0,26010538000000.0,25824305000000.0,25785704000000.0,26040053000000.0,26215186000000.0,25907450000000.0,26099206000000.0
2036.0,24892253000000.0,26231106000000.0,25972053000000.0,26190434000000.0,25731581000000.0,25416685000000.0,25835633000000.0,25838515000000.0,26089548000000.0,26206842000000.0,25929527000000.0,25762790000000.0,25707705000000.0,25997791000000.0,26172023000000.0,25853430000000.0,26066928000000.0
2037.0,24789630000000.0,26258805000000.0,25926677000000.0,26061490000000.0,25689638000000.0,25295074000000.0,25810788000000.0,25714791000000.0,26057183000000.0,26183706000000.0,25853540000000.0,25764464000000.0,25694004000000.0,25938302000000.0,26146790000000.0,25813440000000.0,26019904000000.0
2038.0,24677404000000.0,26209251000000.0,25902323000000.0,25981994000000.0,25574672000000.0,25259095000000.0,25737696000000.0,25644868000000.0,26041007000000.0,26101072000000.0,25748084000000.0,25740362000000.0,25699149000000.0,25876274000000.0,26099916000000.0,25820704000000.0,25923814000000.0
2039.0,24469815000000.0,26125244000000.0,25832693000000.0,25995340000000.0,25425672000000.0,25247710000000.0,25620960000000.0,25583170000000.0,26031086000000.0,26030889000000.0,25729228000000.0,25724080000000.0,25655972000000.0,25798631000000.0,26026713000000.0,25764297000000.0,25867493000000.0
2040.0,24397212000000.0,26062667000000.0,25845828000000.0,25958464000000.0,25316299000000.0,25179317000000.0,25602608000000.0,25494267000000.0,26012730000000.0,25990762000000.0,25664736000000.0,25689716000000.0,25566946000000.0,25774382000000.0,25951293000000.0,25713470000000.0,25833560000000.0
2041.0,24290437000000.0,25988625000000.0,25768162000000.0,25792212000000.0,25223817000000.0,25136005000000.0,25603158000000.0,25372786000000.0,26005763000000.0,26025840000000.0,25631658000000.0,25630312000000.0,25483173000000.0,25770730000000.0,25856257000000.0,25638996000000.0,25754977000000.0
2042.0,24125022000000.0,25865610000000.0,25750042000000.0,25704702000000.0,25056510000000.0,25066107000000.0,25524116000000.0,25343320000000.0,26000570000000.0,25996590000000.0,25641831000000.0,25551518000000.0,25454540000000.0,25779144000000.0,25762760000000.0,25567127000000.0,25711290000000.0
2043.0,23982017000000.0,25778597000000.0,25721393000000.0,25662323000000.0,25043195000000.0,24992940000000.0,25393742000000.0,25264327000000.0,25920983000000.0,25907182000000.0,25567198000000.0,25555905000000.0,25412522000000.0,25753958000000.0,25692016000000.0,25552550000000.0,25550266000000.0
2044.0,23818167000000.0,25729702000000.0,25697815000000.0,25649460000000.0,24980436000000.0,24905697000000.0,25347968000000.0,25173183000000.0,25899364000000.0,25856232000000.0,25557289000000.0,25453990000000.0,25286175000000.0,25680620000000.0,25571958000000.0,25493720000000.0,25480795000000.0
2045.0,23728428000000.0,25681082000000.0,25664458000000.0,25573257000000.0,24890910000000.0,24857924000000.0,25311050000000.0,25078742000000.0,25836881000000.0,25838576000000.0,25605448000000.0,25387524000000.0,25195685000000.0,25567418000000.0,25529657000000.0,25461690000000.0,25457328000000.0
2046.0,23602257000000.0,25664703000000.0,25557062000000.0,25475687000000.0,24790855000000.0,24790970000000.0,25283280000000.0,25046282000000.0,25807676000000.0,25817833000000.0,25563857000000.0,25284496000000.0,25172490000000.0,25507935000000.0,25451817000000.0,25426220000000.0,25418980000000.0
2047.0,23411330000000.0,25609380000000.0,25529300000000.0,25366821000000.0,24783868000000.0,24675162000000.0,25271208000000.0,24993388000000.0,25790893000000.0,25768673000000.0,25586976000000.0,25229284000000.0,25113693000000.0,25504880000000.0,25332670000000.0,25355205000000.0,25360640000000.0
2048.0,23203185000000.0,25535290000000.0,25489626000000.0,25359339000000.0,24674410000000.0,24672610000000.0,25241355000000.0,24934160000000.0,25719197000000.0,25760968000000.0,25493678000000.0,25166686000000.0,25021295000000.0,25428790000000.0,25210718000000.0,25369323000000.0,25377475000000.0
2049.0,23140554000000.0,25551524000000.0,25446341000000.0,25293314000000.0,24558331000000.0,24615498000000.0,25139962000000.0,24870627000000.0,25681224000000.0,25756382000000.0,25393971000000.0,25179493000000.0,24915697000000.0,25354478000000.0,25170230000000.0,25324100000000.0,25296164000000.0
2050.0,23012823000000.0,25499030000000.0,25385740000000.0,25238832000000.0,24379113000000.0,24568303000000.0,25063892000000.0,24833753000000.0,25653156000000.0,25694982000000.0,25294776000000.0,25154390000000.0,24822468000000.0,25290248000000.0,25089332000000.0,25296676000000.0,25237340000000.0
2051.0,22885532000000.0,25452643000000.0,25269862000000.0,25132016000000.0,24302408000000.0,24492802000000.0,25012220000000.0,24689259000000.0,25646921000000.0,25588432000000.0,25164000000000.0,25033244000000.0,24803145000000.0,25229426000000.0,25028580000000.0,25249574000000.0,25124405000000.0
2052.0,22748617000000.0,25448895000000.0,25237456000000.0,25047817000000.0,24153644000000.0,24415640000000.0,24910798000000.0,24676116000000.0,25593022000000.0,25519695000000.0,25127190000000.0,24984682000000.0,24642218000000.0,25197671000000.0,24974895000000.0,25234581000000.0,25147893000000.0
2053.0,22613888000000.0,25433580000000.0,25174305000000.0,25020880000000.0,24083893000000.0,24374443000000.0,24889331000000.0,24612268000000.0,25563570000000.0,25451943000000.0,25095213000000.0,24940737000000.0,24593505000000.0,25164510000000.0,24873183000000.0,25184193000000.0,25110572000000.0
2054.0,22445497000000.0,25413236000000.0,25111382000000.0,24947244000000.0,23892910000000.0,24329438000000.0,24855943000000.0,24567922000000.0,25480437000000.0,25401101000000.0,24996599000000.0,24899289000000.0,24537731000000.0,25089842000000.0,24822464000000.0,25104738000000.0,25116354000000.0
2055.0,22391080000000.0,25360760000000.0,25068258000000.0,24805120000000.0,23785288000000.0,24266697000000.0,24772920000000.0,24448919000000.0,25499076000000.0,25382837000000.0,24936058000000.0,24889182000000.0,24558581000000.0,25039390000000.0,24718365000000.0,25101152000000.0,25076617000000.0
2056.0,22331745000000.0,25310951000000.0,24984322000000.0,24665565000000.0,23644728000000.0,24220380000000.0,24680218000000.0,24378633000000.0,25502723000000.0,25359137000000.0,24831855000000.0,24876457000000.0,24470285000000.0,25001200000000.0,24660293000000.0,25075100000000.0,25002661000000.0
2057.0,22206120000000.0,25256188000000.0,24910613000000.0,24640188000000.0,23490833000000.0,24171822000000.0,24707640000000.0,24248000000000.0,25433780000000.0,25305572000000.0,24823269000000.0,24789507000000.0,24419806000000.0,24882474000000.0,24538460000000.0,25003135000000.0,24940108000000.0
2058.0,22066390000000.0,25209157000000.0,24912673000000.0,24578722000000.0,23468102000000.0,24136143000000.0,24685933000000.0,24126675000000.0,25354066000000.0,25211970000000.0,24810780000000.0,24728370000000.0,24406510000000.0,24859493000000.0,24493580000000.0,24878430000000.0,24875457000000.0
2059.0,21981794000000.0,25179636000000.0,24858033000000.0,24448940000000.0,23302676000000.0,24013833000000.0,24676915000000.0,24069456000000.0,25351762000000.0,25166772000000.0,24796033000000.0,24609244000000.0,24268110000000.0,24835227000000.0,24457253000000.0,24821461000000.0,24803052000000.0
2060.0,21901118000000.0,25115364000000.0,24811915000000.0,24396290000000.0,23202502000000.0,23945087000000.0,24644212000000.0,23922863000000.0,25232440000000.0,25146500000000.0,24788741000000.0,24541856000000.0,24143253000000.0,24795224000000.0,24416560000000.0,24764993000000.0,24711604000000.0
2061.0,21771960000000.0,25021303000000.0,24718218000000.0,24318178000000.0,22947067000000.0,23768980000000.0,24511204000000.0,23787502000000.0,25145939000000.0,25066547000000.0,24718493000000.0,24562085000000.0,24002152000000.0,24696295000000.0,24348440000000.0,24724868000000.0,24638535000000.0
2062.0,21695623000000.0,24953615000000.0,24680453000000.0,24273645000000.0,22779720000000.0,23731220000000.0,24382578000000.0,23675995000000.0,25090450000000.0,24929397000000.0,24579852000000.0,24575425000000.0,23896166000000.0,24645013000000.0,24334480000000.0,24726815000000.0,24607468000000.0
2063.0,21594945000000.0,24928093000000.0,24633814000000.0,24102927000000.0,22659633000000.0,23631514000000.0,24292780000000.0,23593656000000.0,25068309000000.0,24851408000000.0,24520050000000.0,24532560000000.0,23860852000000.0,24606985000000.0,24206550000000.0,24674713000000.0,24526117000000.0
