time,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,CESM2-WACCM,CESM2,EC-EARTH3-VEG,MRI-ESM2-0,CANESM5,CAMS-CSM1-0,GFDL-ESM4,BCC-CSM2-MR,ACCESS-ESM1-5,IPSL-CM6A-LR,FGOALS-F3-L,ACCESS-CM2,INM-CM5-0,NORESM2-MM
2064.0,21470663000000.0,24873752000000.0,24589841000000.0,24014196000000.0,22482371000000.0,23523878000000.0,24283393000000.0,23573922000000.0,25075776000000.0,24809658000000.0,24415943000000.0,24432120000000.0,23778155000000.0,24506310000000.0,24147418000000.0,24627026000000.0,24459084000000.0
2065.0,21300488000000.0,24851276000000.0,24521814000000.0,23985692000000.0,22378240000000.0,23448856000000.0,24193970000000.0,23622802000000.0,25054193000000.0,24750837000000.0,24384450000000.0,24385450000000.0,23680376000000.0,24482025000000.0,24138968000000.0,24633047000000.0,24438953000000.0
2066.0,21219645000000.0,24781118000000.0,24458906000000.0,23788108000000.0,22269479000000.0,23290480000000.0,24105896000000.0,23499177000000.0,25003337000000.0,24726410000000.0,24250277000000.0,24317640000000.0,23611370000000.0,24446730000000.0,24054287000000.0,24577711000000.0,24407284000000.0
2067.0,21062213000000.0,24790732000000.0,24375632000000.0,23631020000000.0,22142950000000.0,23167610000000.0,24057148000000.0,23404902000000.0,24978470000000.0,24705287000000.0,24183490000000.0,24231602000000.0,23531195000000.0,24427304000000.0,23933011000000.0,24528883000000.0,24365385000000.0
2068.0,20902810000000.0,24791170000000.0,24313103000000.0,23508965000000.0,21979376000000.0,23025622000000.0,23988217000000.0,23298436000000.0,24853894000000.0,24679505000000.0,24127590000000.0,24181614000000.0,23435210000000.0,24366929000000.0,23842416000000.0,24486013000000.0,24298417000000.0
2069.0,20777466000000.0,24755892000000.0,24256086000000.0,23353010000000.0,21819450000000.0,22927080000000.0,23891242000000.0,23168234000000.0,24810820000000.0,24674184000000.0,24063280000000.0,24131767000000.0,23345970000000.0,24275500000000.0,23814447000000.0,24426528000000.0,24201602000000.0
2070.0,20663134000000.0,24761302000000.0,24200210000000.0,23201585000000.0,21774821000000.0,22832608000000.0,23812152000000.0,23111766000000.0,24787716000000.0,24668203000000.0,23975598000000.0,24138090000000.0,23282854000000.0,24244677000000.0,23670106000000.0,24349500000000.0,24148490000000.0
2071.0,20495079000000.0,24733301000000.0,24189434000000.0,23142976000000.0,21774730000000.0,22702035000000.0,23725506000000.0,23091613000000.0,24775143000000.0,24687959000000.0,23927090000000.0,24119863000000.0,23196043000000.0,24156133000000.0,23632256000000.0,24256830000000.0,24040207000000.0
2072.0,20300341000000.0,24668891000000.0,24132167000000.0,23080468000000.0,21624712000000.0,22620368000000.0,23634674000000.0,23040150000000.0,24744980000000.0,24640177000000.0,23923821000000.0,24067841000000.0,23050534000000.0,24121266000000.0,23530448000000.0,24216504000000.0,23930708000000.0
2073.0,20120846000000.0,24584790000000.0,24054790000000.0,22973832000000.0,21563282000000.0,22541863000000.0,23524249000000.0,22963657000000.0,24710730000000.0,24574660000000.0,23876000000000.0,23977840000000.0,22986485000000.0,24043491000000.0,23463058000000.0,24173007000000.0,23851539000000.0
2074.0,20010387000000.0,24606147000000.0,23958517000000.0,22788140000000.0,21438948000000.0,22378996000000.0,23491007000000.0,22857900000000.0,24648455000000.0,24527973000000.0,23786230000000.0,23969800000000.0,22878595000000.0,23953184000000.0,23424156000000.0,24115130000000.0,23753572000000.0
2075.0,19875913000000.0,24527698000000.0,23894273000000.0,22759810000000.0,21282674000000.0,22308750000000.0,23443651000000.0,22749636000000.0,24580152000000.0,24499802000000.0,23741608000000.0,23905046000000.0,22772464000000.0,23954618000000.0,23338441000000.0,24075385000000.0,23705158000000.0
2076.0,19706851000000.0,24478822000000.0,23824616000000.0,22736984000000.0,20987007000000.0,22258903000000.0,23464845000000.0,22607357000000.0,24569421000000.0,24420735000000.0,23696912000000.0,23893650000000.0,22720847000000.0,23974060000000.0,23317994000000.0,24017373000000.0,23650145000000.0
2077.0,19517713000000.0,24471818000000.0,23761653000000.0,22614521000000.0,20907320000000.0,22208118000000.0,23427270000000.0,22510853000000.0,24499806000000.0,24402276000000.0,23592062000000.0,23770815000000.0,22648900000000.0,23957862000000.0,23267890000000.0,23969740000000.0,23599306000000.0
2078.0,19380853000000.0,24432110000000.0,23743185000000.0,22596850000000.0,20816283000000.0,22047516000000.0,23427811000000.0,22408590000000.0,24448753000000.0,24391195000000.0,23567207000000.0,23773932000000.0,22573564000000.0,23885242000000.0,23213709000000.0,23932294000000.0,23514992000000.0
2079.0,19278772000000.0,24386705000000.0,23691970000000.0,22455844000000.0,20734401000000.0,21979684000000.0,23362642000000.0,22320165000000.0,24429761000000.0,24347763000000.0,23486685000000.0,23706064000000.0,22528452000000.0,23845147000000.0,23118395000000.0,23932197000000.0,23505507000000.0
2080.0,19096935000000.0,24280662000000.0,23622637000000.0,22314912000000.0,20569966000000.0,21913103000000.0,23376282000000.0,22225606000000.0,24353190000000.0,24311063000000.0,23435420000000.0,23639506000000.0,22498091000000.0,23772925000000.0,23006638000000.0,23902024000000.0,23447919000000.0
2081.0,18940802000000.0,24212600000000.0,23585328000000.0,22238036000000.0,20404878000000.0,21750341000000.0,23331475000000.0,22203028000000.0,24299020000000.0,24238126000000.0,23345473000000.0,23557596000000.0,22409093000000.0,23754063000000.0,22900602000000.0,23845860000000.0,23431230000000.0
2082.0,18816594000000.0,24219333000000.0,23557273000000.0,22183554000000.0,20219485000000.0,21641115000000.0,23305967000000.0,22113822000000.0,24314097000000.0,24197300000000.0,23263537000000.0,23531872000000.0,22354139000000.0,23754919000000.0,22815997000000.0,23791856000000.0,23409256000000.0
2083.0,18702404000000.0,24114979000000.0,23496774000000.0,22144490000000.0,20170510000000.0,21629655000000.0,23263778000000.0,22055773000000.0,24236635000000.0,24117628000000.0,23280505000000.0,23507700000000.0,22266044000000.0,23675925000000.0,22811597000000.0,23776173000000.0,23349820000000.0
2084.0,18529880000000.0,24104789000000.0,23448024000000.0,21958673000000.0,20116004000000.0,21525516000000.0,23185532000000.0,21979410000000.0,24206190000000.0,24062372000000.0,23154236000000.0,23495436000000.0,22142303000000.0,23626303000000.0,22714258000000.0,23747189000000.0,23304138000000.0
2085.0,18421001000000.0,24098072000000.0,23429009000000.0,21865572000000.0,20031732000000.0,21468704000000.0,23123307000000.0,21821504000000.0,24146340000000.0,24048153000000.0,23119813000000.0,23492972000000.0,22048928000000.0,23609830000000.0,22651806000000.0,23676360000000.0,23230425000000.0
2086.0,18267073000000.0,24081504000000.0,23370020000000.0,21788472000000.0,19967250000000.0,21433065000000.0,23100377000000.0,21760932000000.0,24113565000000.0,23933330000000.0,23059124000000.0,23406613000000.0,21944508000000.0,23520430000000.0,22584670000000.0,23623985000000.0,23171728000000.0
2087.0,18135988000000.0,24072879000000.0,23295464000000.0,21611780000000.0,19821448000000.0,21386276000000.0,23009847000000.0,21649361000000.0,24095260000000.0,23908554000000.0,22955180000000.0,23342877000000.0,21857520000000.0,23524465000000.0,22571454000000.0,23534460000000.0,23143584000000.0
2088.0,17959295000000.0,23989374000000.0,23264026000000.0,21475067000000.0,19624750000000.0,21302212000000.0,22988338000000.0,21567229000000.0,24080344000000.0,23826067000000.0,22899436000000.0,23249866000000.0,21768900000000.0,23455483000000.0,22520315000000.0,23496246000000.0,23089803000000.0
2089.0,17833463000000.0,23832948000000.0,23232320000000.0,21268372000000.0,19554204000000.0,21149240000000.0,22991186000000.0,21536598000000.0,24029912000000.0,23793785000000.0,22811060000000.0,23188430000000.0,21681650000000.0,23350910000000.0,22445166000000.0,23461274000000.0,23049670000000.0
2090.0,17751844000000.0,23791174000000.0,23150318000000.0,21102514000000.0,19418942000000.0,21014826000000.0,22938584000000.0,21489265000000.0,24013353000000.0,23720651000000.0,22773260000000.0,23142108000000.0,21555590000000.0,23314704000000.0,22366527000000.0,23424265000000.0,23039308000000.0
2091.0,17675388000000.0,23760246000000.0,23092110000000.0,21027246000000.0,19397498000000.0,20895760000000.0,22943132000000.0,21416383000000.0,23925658000000.0,23632087000000.0,22762882000000.0,23121428000000.0,21447871000000.0,23192995000000.0,22336300000000.0,23342359000000.0,22997614000000.0
2092.0,17545148000000.0,23745850000000.0,23018540000000.0,20849797000000.0,19199534000000.0,20836728000000.0,22895766000000.0,21363727000000.0,23892639000000.0,23561515000000.0,22677850000000.0,23119010000000.0,21402320000000.0,23169750000000.0,22219260000000.0,23297404000000.0,22912830000000.0
2093.0,17416051000000.0,23660966000000.0,22976225000000.0,20829940000000.0,19004643000000.0,20776766000000.0,22792330000000.0,21294180000000.0,23891141000000.0,23523536000000.0,22605631000000.0,23020380000000.0,21318456000000.0,23104785000000.0,22150935000000.0,23279805000000.0,22877424000000.0
2094.0,17228914000000.0,23638015000000.0,22948482000000.0,20687616000000.0,18828216000000.0,20676660000000.0,22779695000000.0,21271467000000.0,23794012000000.0,23512860000000.0,22500468000000.0,22939903000000.0,21294433000000.0,23097093000000.0,22070207000000.0,23264347000000.0,22848716000000.0
2095.0,17107815000000.0,23609710000000.0,22954367000000.0,20527820000000.0,18596816000000.0,20589918000000.0,22795920000000.0,21218095000000.0,23723176000000.0,23503986000000.0,22478290000000.0,22884653000000.0,21219527000000.0,23051018000000.0,21981334000000.0,23230935000000.0,22778982000000.0
