time,GFDL-ESM4,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM5-0,NORESM2-MM,TAIESM1,ACCESS-ESM1-5,IPSL-CM6A-LR,ACCESS-CM2,FGOALS-F3-L,CMCC-CM2-SR5,INM-CM4-8,MPI-ESM1-2-HR,CESM2,CESM2-WACCM,EC-EARTH3,CANESM5,MRI-ESM2-0,EC-EARTH3-VEG
2000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0
2001.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0
2002.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0
2003.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0
2004.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0
2005.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0
2006.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0
2007.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0
2008.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0
2009.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0
2010.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0
2011.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0
2012.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0
2013.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0
2014.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0
2015.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0
2016.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0
2017.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0
2018.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0
2019.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0
2020.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0
2021.0,26720556000000.0,26755794000000.0,26713537000000.0,26672783000000.0,26693815000000.0,26662738000000.0,26744113000000.0,26730075000000.0,26691422000000.0,26671663000000.0,26778647000000.0,26710016000000.0,26685334000000.0,26741410000000.0,26704555000000.0,26713157000000.0,26710425000000.0,26784484000000.0,26682692000000.0
2022.0,26671466000000.0,26681247000000.0,26716473000000.0,26624337000000.0,26691823000000.0,26579450000000.0,26754360000000.0,26625719000000.0,26628795000000.0,26566617000000.0,26706222000000.0,26684393000000.0,26669109000000.0,26704387000000.0,26702497000000.0,26699767000000.0,26652162000000.0,26796429000000.0,26580676000000.0
2023.0,26635520000000.0,26609894000000.0,26669834000000.0,26528380000000.0,26630592000000.0,26522654000000.0,26704878000000.0,26546618000000.0,26584780000000.0,26553243000000.0,26646868000000.0,26646355000000.0,26602512000000.0,26708789000000.0,26671992000000.0,26675476000000.0,26607616000000.0,26731780000000.0,26463932000000.0
2024.0,26573734000000.0,26609086000000.0,26645115000000.0,26507850000000.0,26620574000000.0,26406667000000.0,26649853000000.0,26548971000000.0,26546966000000.0,26512531000000.0,26571100000000.0,26601600000000.0,26569964000000.0,26631805000000.0,26659464000000.0,26604400000000.0,26576520000000.0,26688335000000.0,26322397000000.0
2025.0,26532054000000.0,26586936000000.0,26628988000000.0,26477000000000.0,26612475000000.0,26386656000000.0,26598017000000.0,26459520000000.0,26443975000000.0,26442570000000.0,26497421000000.0,26551347000000.0,26536864000000.0,26583897000000.0,26578738000000.0,26489255000000.0,26447203000000.0,26708825000000.0,26235682000000.0
2026.0,26513779000000.0,26504539000000.0,26496813000000.0,26430975000000.0,26575832000000.0,26302530000000.0,26542676000000.0,26374232000000.0,26404696000000.0,26460490000000.0,26426003000000.0,26502945000000.0,26473820000000.0,26513040000000.0,26531997000000.0,26458423000000.0,26434645000000.0,26721802000000.0,26177364000000.0
2027.0,26501355000000.0,26491985000000.0,26478345000000.0,26364722000000.0,26503245000000.0,26255865000000.0,26525083000000.0,26334288000000.0,26291569000000.0,26405150000000.0,26334780000000.0,26401686000000.0,26478245000000.0,26461059000000.0,26527433000000.0,26432932000000.0,26415655000000.0,26691376000000.0,26103423000000.0
2028.0,26470745000000.0,26364357000000.0,26431826000000.0,26305300000000.0,26451500000000.0,26177786000000.0,26472922000000.0,26284323000000.0,26278158000000.0,26359775000000.0,26243764000000.0,26348532000000.0,26452720000000.0,26395200000000.0,26563897000000.0,26401795000000.0,26306635000000.0,26616684000000.0,26073836000000.0
2029.0,26396960000000.0,26291321000000.0,26336823000000.0,26296046000000.0,26405086000000.0,26072018000000.0,26415838000000.0,26238085000000.0,26242170000000.0,26317880000000.0,26174074000000.0,26297384000000.0,26464452000000.0,26327904000000.0,26489781000000.0,26325018000000.0,26208417000000.0,26593888000000.0,25940240000000.0
