time,CANESM2,CSIRO-MK3-6-0,GFDL-CM3,MPI-ESM-LR,CNRM-CM5,NORESM1-M,CCSM4,GISS-E2-R,CESM1-CAM5,IPSL-CM5A-LR,GFDL-ESM2G
2026.0,762141340000.0,760117000000.0,742994200000.0,770748600000.0,786205250000.0,793324200000.0,744947100000.0,796621600000.0,775945260000.0,779539500000.0,780597800000.0
2027.0,744984800000.0,751916600000.0,721874900000.0,747847200000.0,766542500000.0,785832400000.0,730258340000.0,794460750000.0,759169900000.0,769428100000.0,758434560000.0
2028.0,733069800000.0,743417450000.0,698392000000.0,730563540000.0,755287850000.0,771316900000.0,724748200000.0,792870100000.0,736086100000.0,752238200000.0,743815400000.0
2029.0,703358760000.0,741609500000.0,703446300000.0,717418500000.0,742763860000.0,748719000000.0,707265800000.0,793202100000.0,710224700000.0,750727270000.0,734051800000.0
2030.0,686074950000.0,738586300000.0,693232200000.0,709565000000.0,727044700000.0,733159300000.0,678853900000.0,789023700000.0,685498200000.0,744671700000.0,717223360000.0
2031.0,675975270000.0,733162960000.0,667450740000.0,703425900000.0,715318400000.0,730172750000.0,665332900000.0,779749600000.0,670768600000.0,741377640000.0,710836940000.0
2032.0,667294400000.0,712746500000.0,658147050000.0,692920600000.0,713064050000.0,711312100000.0,661086100000.0,767809400000.0,667017200000.0,726950600000.0,696679900000.0
2033.0,646872000000.0,698339900000.0,642385000000.0,684408300000.0,707183840000.0,694624700000.0,648130850000.0,766128750000.0,640975200000.0,714910200000.0,685539300000.0
2034.0,621057600000.0,672359800000.0,627883970000.0,677926000000.0,697548500000.0,681339900000.0,634577350000.0,757372100000.0,616983760000.0,699807040000.0,665947800000.0
2035.0,593424000000.0,651782200000.0,604872800000.0,664894050000.0,688587540000.0,660118200000.0,618831300000.0,760337300000.0,598969550000.0,693135740000.0,651722200000.0
2036.0,573659400000.0,636636040000.0,582969100000.0,649894200000.0,678203200000.0,652350600000.0,604512000000.0,754283000000.0,581411300000.0,686968400000.0,652126200000.0
2037.0,559681900000.0,627730300000.0,555452140000.0,632311200000.0,661171340000.0,639790100000.0,596113400000.0,747250700000.0,567099000000.0,672929350000.0,642535100000.0
2038.0,544333820000.0,606910550000.0,533918120000.0,622224500000.0,655446200000.0,643699000000.0,580790900000.0,725244900000.0,547187100000.0,670982340000.0,629098700000.0
2039.0,526524580000.0,591393500000.0,524311720000.0,600411600000.0,643969200000.0,636743200000.0,576812600000.0,710085400000.0,526014580000.0,661652900000.0,609608660000.0
2040.0,518438940000.0,576695800000.0,510145530000.0,593338600000.0,640417900000.0,621808700000.0,570063400000.0,695643000000.0,512151400000.0,650187300000.0,589069400000.0
2041.0,490118120000.0,555455940000.0,491626820000.0,583328140000.0,635401540000.0,616462200000.0,564745900000.0,690679000000.0,490148630000.0,644557770000.0,563022700000.0
2042.0,467055940000.0,538492960000.0,474349900000.0,578589750000.0,630469600000.0,601942460000.0,557201900000.0,679938160000.0,477658740000.0,633712540000.0,551055070000.0
2043.0,452150070000.0,527854760000.0,470713200000.0,570178540000.0,617105900000.0,594440400000.0,540657320000.0,675235900000.0,457189820000.0,625310560000.0,535453700000.0
2044.0,436436530000.0,516173760000.0,457650830000.0,551584900000.0,603584660000.0,583080200000.0,533171040000.0,672579500000.0,442237420000.0,621038500000.0,531263130000.0
2045.0,427465870000.0,504130670000.0,441275480000.0,536564700000.0,605542300000.0,570972770000.0,523442850000.0,668717100000.0,423370030000.0,614195200000.0,517131080000.0
2046.0,423256420000.0,498601160000.0,424312500000.0,527143500000.0,602811140000.0,562733300000.0,514165600000.0,660859700000.0,410726730000.0,615337400000.0,506719040000.0
2047.0,414243800000.0,492796120000.0,407756080000.0,510028740000.0,596744860000.0,551916540000.0,500184940000.0,655544500000.0,399592620000.0,604950900000.0,491001800000.0
2048.0,397748500000.0,491766220000.0,398359900000.0,495358050000.0,597259200000.0,541410260000.0,491635400000.0,646421150000.0,387008950000.0,589680800000.0,487671900000.0
2049.0,385034750000.0,482666200000.0,383618350000.0,488235830000.0,594165000000.0,527875470000.0,482583870000.0,636322250000.0,376203300000.0,589310850000.0,481325550000.0
2050.0,371016960000.0,467482970000.0,371072370000.0,483362100000.0,595293400000.0,526034570000.0,473462640000.0,623282600000.0,364642300000.0,584986600000.0,478776560000.0
2051.0,358042500000.0,458389130000.0,359615600000.0,472965350000.0,592130600000.0,523177700000.0,467277200000.0,608807000000.0,353371030000.0,579157160000.0,478354870000.0
2052.0,353266040000.0,446883140000.0,347240700000.0,465504630000.0,586140550000.0,517761470000.0,465571200000.0,603938600000.0,340624700000.0,573309060000.0,468041270000.0
2053.0,349151950000.0,436699860000.0,326787630000.0,459894420000.0,580393040000.0,502217470000.0,459728030000.0,598149900000.0,324514250000.0,570377000000.0,462312140000.0
2054.0,334335250000.0,433261870000.0,315881700000.0,451325200000.0,572351000000.0,492361320000.0,455378400000.0,589164200000.0,314027900000.0,561373300000.0,456943960000.0
2055.0,331216000000.0,422157550000.0,305490230000.0,446869540000.0,559939600000.0,488405930000.0,446179380000.0,582880100000.0,306515600000.0,548859870000.0,454325200000.0
2056.0,320568300000.0,403158270000.0,289746200000.0,437498250000.0,557493450000.0,486335400000.0,438420770000.0,583315550000.0,297545560000.0,541943370000.0,442039960000.0
2057.0,312943940000.0,385776600000.0,276706400000.0,430945500000.0,554121000000.0,486434240000.0,429543200000.0,579531960000.0,290254750000.0,538758940000.0,433376800000.0
2058.0,307150850000.0,375424680000.0,265080620000.0,424785300000.0,538604080000.0,473586370000.0,425382800000.0,574336100000.0,283935050000.0,535077220000.0,426011620000.0
2059.0,299747200000.0,364495600000.0,258387790000.0,425705770000.0,530784700000.0,462883520000.0,421243130000.0,565536900000.0,271395050000.0,539592260000.0,415802030000.0
2060.0,295936600000.0,361287250000.0,251127250000.0,414503080000.0,526455050000.0,457890140000.0,414689760000.0,559982900000.0,261802620000.0,533681930000.0,412812600000.0
2061.0,290906670000.0,355534570000.0,239600040000.0,409985160000.0,509140800000.0,448430470000.0,407213380000.0,558168700000.0,251794230000.0,523778820000.0,420667500000.0
2062.0,285747740000.0,349248980000.0,234088760000.0,399430500000.0,499969100000.0,438651400000.0,393138080000.0,554867160000.0,239978610000.0,520740400000.0,418053620000.0
2063.0,285060240000.0,348313260000.0,223251560000.0,387879040000.0,490525850000.0,426740880000.0,384149900000.0,549534860000.0,234854150000.0,517255560000.0,411152940000.0
2064.0,280096540000.0,342077600000.0,214642480000.0,380745420000.0,477665720000.0,416289420000.0,382300320000.0,546080560000.0,231124010000.0,509554900000.0,411621500000.0
2065.0,273717580000.0,335906400000.0,211060310000.0,374453670000.0,472966270000.0,416365840000.0,371554160000.0,545638100000.0,224009450000.0,504887700000.0,407783180000.0
2066.0,265615050000.0,330494770000.0,206276430000.0,364277830000.0,466442900000.0,405676650000.0,363395380000.0,538333640000.0,217107320000.0,498067700000.0,408805080000.0
2067.0,258378600000.0,326691300000.0,197815930000.0,361867580000.0,450415000000.0,407117530000.0,355946660000.0,532063130000.0,210904060000.0,487573720000.0,407429150000.0
2068.0,252159230000.0,322808150000.0,190137680000.0,348290500000.0,450687570000.0,394050860000.0,353653980000.0,528629200000.0,203231250000.0,482020980000.0,407804380000.0
2069.0,246380540000.0,320441780000.0,179736740000.0,345089280000.0,448848040000.0,383508250000.0,347892020000.0,529843260000.0,195357100000.0,475970440000.0,401386570000.0
2070.0,241994610000.0,314472100000.0,175156690000.0,342097360000.0,443120650000.0,369854800000.0,346807630000.0,518293700000.0,187447690000.0,463739100000.0,392520600000.0
2071.0,235964350000.0,308340720000.0,170330870000.0,339374150000.0,434023730000.0,361508370000.0,343252470000.0,508673030000.0,181154230000.0,465609650000.0,381708080000.0
2072.0,234207820000.0,308844820000.0,162150270000.0,337389220000.0,426832070000.0,354510500000.0,343690770000.0,497725080000.0,172913130000.0,461658200000.0,376732420000.0
2073.0,233042230000.0,304012130000.0,154994500000.0,329032600000.0,415242700000.0,347037560000.0,337575020000.0,503830120000.0,166076240000.0,458867770000.0,368109260000.0
2074.0,231264490000.0,296031800000.0,149779230000.0,323898640000.0,404764100000.0,336542600000.0,333876260000.0,498151060000.0,158320440000.0,454691230000.0,366050540000.0
2075.0,228642880000.0,284077130000.0,143842540000.0,321814700000.0,397436450000.0,331420200000.0,325559420000.0,494404370000.0,153458870000.0,449937540000.0,367339440000.0
2076.0,225529540000.0,275514160000.0,138646370000.0,321196850000.0,383994530000.0,323680730000.0,325679680000.0,497928670000.0,147494780000.0,446482300000.0,366759540000.0
2077.0,223200170000.0,271940600000.0,133840030000.0,316448470000.0,371071580000.0,316197100000.0,325010060000.0,505033820000.0,142497350000.0,435617300000.0,362767000000.0
2078.0,219576650000.0,265431060000.0,128338230000.0,313655400000.0,362820240000.0,309890020000.0,314209570000.0,500488000000.0,137884320000.0,426480860000.0,362846420000.0
2079.0,216342630000.0,257660350000.0,125659290000.0,314072470000.0,360852230000.0,304929670000.0,313306450000.0,493173370000.0,129021490000.0,421069000000.0,358219640000.0
2080.0,211143430000.0,253456500000.0,119225970000.0,309698530000.0,357009520000.0,301065600000.0,309718420000.0,491084120000.0,124185150000.0,419001760000.0,361296130000.0
2081.0,211556830000.0,246353970000.0,115339150000.0,302916080000.0,345787860000.0,301114980000.0,311824840000.0,491084300000.0,121660800000.0,418654620000.0,362226100000.0
2082.0,209887890000.0,241227840000.0,112712696000.0,300874400000.0,343008200000.0,296113900000.0,308680560000.0,491827040000.0,118269575000.0,418115220000.0,365035400000.0
2083.0,207258760000.0,233801000000.0,109637480000.0,300064400000.0,340519300000.0,292162500000.0,304942020000.0,495337240000.0,114583240000.0,411307400000.0,358688060000.0
2084.0,204596950000.0,229069180000.0,107067400000.0,297584460000.0,336785740000.0,290497720000.0,300553600000.0,497178480000.0,112497656000.0,401795900000.0,360346100000.0
2085.0,201621300000.0,227121330000.0,104250140000.0,294485000000.0,328685980000.0,283110280000.0,297448050000.0,490823120000.0,110093210000.0,392393460000.0,356454300000.0
2086.0,195675360000.0,223279510000.0,100681515000.0,291111300000.0,322267550000.0,277274430000.0,296436430000.0,492574300000.0,106648830000.0,385547730000.0,348645820000.0
2087.0,190970690000.0,215630070000.0,98969300000.0,287184160000.0,314165230000.0,267408600000.0,295440940000.0,490376100000.0,103796190000.0,380733520000.0,339386100000.0
2088.0,186232140000.0,204698520000.0,98204160000.0,281963400000.0,316075740000.0,265865670000.0,291034200000.0,484676000000.0,102453280000.0,381644770000.0,338695880000.0
2089.0,182721630000.0,198705970000.0,95082220000.0,276704100000.0,308810780000.0,257348420000.0,291233400000.0,480312160000.0,101099020000.0,376273500000.0,335362700000.0
2090.0,180025000000.0,200239660000.0,91896120000.0,277362280000.0,302274020000.0,255085660000.0,288315800000.0,477686460000.0,99590600000.0,376512940000.0,333353520000.0
2091.0,177231640000.0,196798580000.0,89117640000.0,279485200000.0,294447740000.0,255103830000.0,287393600000.0,479021600000.0,96716070000.0,361439760000.0,331351820000.0
2092.0,176136980000.0,194113130000.0,86875070000.0,275421560000.0,292855780000.0,249975910000.0,286029050000.0,480280380000.0,96444940000.0,358368250000.0,323462200000.0
2093.0,174363600000.0,190325720000.0,82476196000.0,271821060000.0,290863500000.0,248902170000.0,281680200000.0,476213480000.0,95990055000.0,347392900000.0,322826830000.0
2094.0,170904700000.0,186475410000.0,80435260000.0,271943220000.0,284533750000.0,244905200000.0,281861400000.0,477715000000.0,93820800000.0,345118570000.0,326492780000.0
2095.0,166358370000.0,186441220000.0,79476880000.0,269606650000.0,288549730000.0,239015720000.0,277254050000.0,479568000000.0,93330030000.0,337452920000.0,330821500000.0
2096.0,162964160000.0,183813260000.0,78162220000.0,264489680000.0,285614300000.0,233923890000.0,274794090000.0,474749300000.0,92017770000.0,332587040000.0,326626340000.0
2097.0,160970300000.0,179586600000.0,76430420000.0,262519260000.0,282388730000.0,227451360000.0,278503880000.0,468353550000.0,92644090000.0,329610700000.0,328984230000.0
2098.0,158957810000.0,177483070000.0,74588430000.0,256371180000.0,280741970000.0,223879270000.0,272960860000.0,468045170000.0,90464620000.0,323448440000.0,328085470000.0
2099.0,156403830000.0,172841400000.0,70850600000.0,255785750000.0,280453200000.0,220637840000.0,275055500000.0,465623350000.0,86833960000.0,324964300000.0,327553060000.0
2100.0,153732200000.0,170451120000.0,68953320000.0,256386040000.0,279754380000.0,215773510000.0,271311830000.0,467977440000.0,86807224000.0,318250450000.0,324864080000.0
