time,CESM1-CAM5,NORESM1-M,MPI-ESM-LR,CSIRO-MK3-6-0
2065.0,1915953000000.0,1728388400000.0,1758557500000.0,1721014700000.0
2066.0,1900406200000.0,1702911800000.0,1730048800000.0,1688962100000.0
2067.0,1881369000000.0,1687118500000.0,1714005300000.0,1671294500000.0
2068.0,1868451500000.0,1666860800000.0,1682033500000.0,1636712700000.0
2069.0,1853524100000.0,1630045500000.0,1661401400000.0,1615648500000.0
2070.0,1830225600000.0,1610188500000.0,1656324100000.0,1591020900000.0
2071.0,1815667400000.0,1592809200000.0,1638618500000.0,1594407600000.0
2072.0,1800390700000.0,1578965400000.0,1603884400000.0,1556141300000.0
2073.0,1791203600000.0,1554997700000.0,1585682800000.0,1552122600000.0
2074.0,1777009700000.0,1535503500000.0,1555404800000.0,1535183200000.0
2075.0,1764779600000.0,1524265900000.0,1541410700000.0,1503575700000.0
2076.0,1737937800000.0,1503759600000.0,1516265400000.0,1489462000000.0
2077.0,1706208700000.0,1483190600000.0,1498818000000.0,1468299500000.0
2078.0,1687132600000.0,1464297700000.0,1483619600000.0,1464164000000.0
2079.0,1676785400000.0,1443851400000.0,1466048700000.0,1447513400000.0
2080.0,1644694300000.0,1423081500000.0,1445961700000.0,1427255200000.0
2081.0,1624162400000.0,1399944800000.0,1433148200000.0,1412679900000.0
2082.0,1598598500000.0,1381703600000.0,1431036400000.0,1407379800000.0
2083.0,1580829500000.0,1359838300000.0,1410886500000.0,1409982300000.0
2084.0,1564402900000.0,1333117000000.0,1377964100000.0,1381819100000.0
2085.0,1534575600000.0,1317549600000.0,1364473500000.0,1363938800000.0
2086.0,1515268700000.0,1300355900000.0,1349507200000.0,1356072700000.0
2087.0,1498530800000.0,1279728500000.0,1336551500000.0,1337126600000.0
2088.0,1474486600000.0,1254306200000.0,1314033000000.0,1325468700000.0
2089.0,1450401000000.0,1232204300000.0,1299239800000.0,1309904900000.0
2090.0,1436319900000.0,1220816500000.0,1268740300000.0,1297061400000.0
2091.0,1418532100000.0,1204794800000.0,1253766900000.0,1280336000000.0
2092.0,1393324200000.0,1186086000000.0,1232673200000.0,1255467900000.0
2093.0,1386381800000.0,1175976500000.0,1205052600000.0,1244741600000.0
2094.0,1378061300000.0,1148046000000.0,1192696000000.0,1226752700000.0
2095.0,1356358600000.0,1128462200000.0,1185589400000.0,1207950400000.0
2096.0,1341879000000.0,1114634800000.0,1186336600000.0,1198414200000.0
2097.0,1327839600000.0,1112325600000.0,1173339600000.0,1200052500000.0
2098.0,1316872300000.0,1094200400000.0,1157913500000.0,1201793900000.0
2099.0,1302056400000.0,1072209900000.0,1145896000000.0,1192964000000.0
2100.0,1287212100000.0,1060255240000.0,1132592800000.0,1185115500000.0
2101.0,1279940000000.0,1044851060000.0,1126340100000.0,1164706300000.0
2102.0,1277865200000.0,1030714950000.0,1114904100000.0,1147049200000.0
2103.0,1261561200000.0,1011935500000.0,1109540000000.0,1144236700000.0
2104.0,1245413100000.0,993798100000.0,1107992500000.0,1135337900000.0
2105.0,1229078900000.0,981883500000.0,1097828660000.0,1127674400000.0
2106.0,1214435200000.0,970164600000.0,1087974500000.0,1121703300000.0
2107.0,1214254800000.0,961965000000.0,1082275100000.0,1107369000000.0
2108.0,1205188400000.0,945527460000.0,1074252300000.0,1105673800000.0
2109.0,1198615000000.0,934298000000.0,1064511500000.0,1108242700000.0
2110.0,1190881500000.0,929927660000.0,1055452760000.0,1095513000000.0
2111.0,1185068500000.0,925611800000.0,1040852000000.0,1087680800000.0
2112.0,1176848300000.0,914303800000.0,1037339500000.0,1080476900000.0
2113.0,1161581700000.0,903433100000.0,1025208700000.0,1071206100000.0
2114.0,1155981200000.0,895426400000.0,1016299600000.0,1059169600000.0
2115.0,1161559800000.0,889241600000.0,1009795000000.0,1047879700000.0
2116.0,1147721100000.0,882385200000.0,994554200000.0,1030823500000.0
2117.0,1137494300000.0,873996350000.0,981021300000.0,1019261160000.0
2118.0,1122597000000.0,862153000000.0,974323650000.0,1010414260000.0
2119.0,1123889600000.0,850393960000.0,962640400000.0,999657800000.0
2120.0,1104436900000.0,846711750000.0,952750100000.0,986570500000.0
2121.0,1095584650000.0,837773100000.0,951689350000.0,975864660000.0
2122.0,1083354000000.0,827575960000.0,941549800000.0,977390000000.0
2123.0,1075994200000.0,819964200000.0,930442300000.0,967004060000.0
2124.0,1058470000000.0,807480070000.0,924441250000.0,970205900000.0
2125.0,1061255840000.0,805143700000.0,921328350000.0,961177060000.0
2126.0,1062479270000.0,801544800000.0,906423000000.0,952222150000.0
2127.0,1051017400000.0,799596540000.0,898871600000.0,951433760000.0
2128.0,1043287970000.0,784313940000.0,889203260000.0,940728300000.0
2129.0,1038721160000.0,783886700000.0,876882560000.0,939868550000.0
2130.0,1027929500000.0,775782660000.0,869746740000.0,925287400000.0
2131.0,1021189500000.0,760671200000.0,864920000000.0,916404960000.0
2132.0,1008901200000.0,758436860000.0,853503640000.0,916968300000.0
2133.0,998636000000.0,749987760000.0,849465840000.0,905579300000.0
2134.0,986694160000.0,745135730000.0,849278860000.0,904217170000.0
2135.0,992039340000.0,737880100000.0,845588140000.0,902093200000.0
2136.0,986845350000.0,744366400000.0,844487800000.0,901613360000.0
2137.0,981532900000.0,736254750000.0,840724400000.0,905853670000.0
2138.0,970118270000.0,732095050000.0,831059100000.0,889424700000.0
2139.0,961823200000.0,722560940000.0,825364840000.0,877474700000.0
2140.0,950328500000.0,711805600000.0,823690400000.0,880219900000.0
2141.0,953638400000.0,708655250000.0,819841000000.0,884242300000.0
2142.0,944265300000.0,703389040000.0,810810740000.0,881485740000.0
2143.0,933405400000.0,694135100000.0,809252100000.0,872884700000.0
2144.0,934315200000.0,684067060000.0,813336040000.0,871213500000.0
2145.0,929019900000.0,681449400000.0,807720260000.0,863849900000.0
2146.0,920387800000.0,673596960000.0,808847930000.0,854154400000.0
2147.0,911930800000.0,667505460000.0,807968300000.0,839316870000.0
2148.0,910410650000.0,669785200000.0,800727760000.0,838938000000.0
2149.0,900915000000.0,665062100000.0,795969450000.0,834468700000.0
2150.0,899273500000.0,662956740000.0,793070100000.0,821644950000.0
2151.0,890276300000.0,658208600000.0,782955200000.0,815980200000.0
2152.0,884309560000.0,657110660000.0,778806030000.0,808599100000.0
2153.0,883022230000.0,651996500000.0,776354460000.0,803869160000.0
2154.0,886379450000.0,646308040000.0,771201500000.0,809447300000.0
2155.0,883833200000.0,645946800000.0,764136200000.0,813932000000.0
2156.0,869479800000.0,640688100000.0,759308000000.0,815828760000.0
2157.0,867390800000.0,635315900000.0,755383860000.0,804734960000.0
2158.0,856426100000.0,630295200000.0,757531340000.0,803925400000.0
2159.0,848348640000.0,629218100000.0,748689100000.0,812001200000.0
2160.0,846632260000.0,630564800000.0,745889860000.0,810784900000.0
2161.0,845347200000.0,625936400000.0,745532700000.0,802224140000.0
2162.0,841385640000.0,623648500000.0,748197100000.0,803091050000.0
2163.0,837717660000.0,624997800000.0,745627300000.0,800930900000.0
2164.0,827320300000.0,618638200000.0,741493700000.0,798325400000.0
2165.0,824135900000.0,618246000000.0,742791800000.0,796618460000.0
2166.0,829945800000.0,612724400000.0,739203300000.0,792334400000.0
2167.0,819416600000.0,606692900000.0,733749600000.0,785796800000.0
2168.0,812104300000.0,598851300000.0,730538440000.0,785638360000.0
2169.0,807574240000.0,593209200000.0,732808350000.0,773478150000.0
2170.0,805753600000.0,590719940000.0,728508500000.0,758600800000.0
2171.0,808905100000.0,595412500000.0,732471600000.0,744813200000.0
2172.0,806249230000.0,596023700000.0,736217600000.0,741250240000.0
2173.0,808752300000.0,589179850000.0,735618500000.0,731555950000.0
2174.0,806879200000.0,585351360000.0,730292000000.0,725156000000.0
2175.0,793066730000.0,576075100000.0,728826600000.0,724717340000.0
2176.0,789486000000.0,572839100000.0,718432960000.0,724962800000.0
2177.0,780451250000.0,571130800000.0,713347200000.0,729074600000.0
2178.0,775631300000.0,574157900000.0,708460000000.0,720915700000.0
2179.0,775510100000.0,570549670000.0,710087500000.0,714705600000.0
2180.0,774254760000.0,567505500000.0,705479640000.0,711466900000.0
2181.0,763368300000.0,570675300000.0,703132500000.0,707545660000.0
2182.0,759369000000.0,567237800000.0,698245250000.0,705902940000.0
2183.0,758608200000.0,559525300000.0,696418440000.0,699665940000.0
2184.0,748554350000.0,557876100000.0,692933200000.0,697628100000.0
2185.0,741565300000.0,554005360000.0,686531800000.0,692762600000.0
2186.0,741526500000.0,551270800000.0,690117540000.0,688177500000.0
2187.0,738126140000.0,553247100000.0,684783040000.0,688130560000.0
2188.0,730756740000.0,554476200000.0,684776750000.0,684707150000.0
2189.0,724499760000.0,552030240000.0,683083900000.0,685884300000.0
2190.0,725986250000.0,546264550000.0,683463600000.0,679318850000.0
2191.0,721550400000.0,542298370000.0,675586640000.0,679623660000.0
2192.0,713438860000.0,544364400000.0,674100600000.0,679959900000.0
2193.0,713714400000.0,543616500000.0,674542650000.0,675141600000.0
2194.0,708778700000.0,544507460000.0,673089000000.0,664548540000.0
2195.0,696770800000.0,542224100000.0,678564270000.0,670249100000.0
2196.0,694188000000.0,538834370000.0,673860300000.0,669620200000.0
2197.0,693169600000.0,543446560000.0,664363660000.0,676847700000.0
2198.0,683394470000.0,541157750000.0,657873800000.0,670208000000.0
2199.0,675493050000.0,540838800000.0,645047700000.0,680216760000.0
2200.0,665725240000.0,538333870000.0,644312700000.0,670719800000.0
2201.0,660863840000.0,537192270000.0,641339800000.0,659033400000.0
2202.0,662045500000.0,535699360000.0,634332200000.0,651099770000.0
2203.0,658212060000.0,531022200000.0,630450000000.0,649791800000.0
2204.0,651955800000.0,528143580000.0,628184600000.0,647082100000.0
2205.0,642319700000.0,527959560000.0,623534740000.0,647820500000.0
2206.0,641711340000.0,524427360000.0,619108760000.0,647091650000.0
2207.0,639905900000.0,520046670000.0,619227600000.0,655786400000.0
2208.0,633611100000.0,515572400000.0,615724100000.0,653402500000.0
2209.0,628368900000.0,512891550000.0,615675800000.0,641960200000.0
2210.0,625401660000.0,512898760000.0,613012140000.0,636953100000.0
2211.0,617471930000.0,512035130000.0,612620440000.0,633733100000.0
2212.0,612317500000.0,510792530000.0,607160900000.0,638134850000.0
2213.0,609166160000.0,513564050000.0,605175150000.0,641053700000.0
2214.0,605301600000.0,509146200000.0,601384000000.0,652132300000.0
2215.0,599554650000.0,509065200000.0,602084740000.0,652367560000.0
2216.0,593304000000.0,507790850000.0,598015500000.0,648748860000.0
2217.0,590038700000.0,505427430000.0,592417700000.0,644551740000.0
2218.0,586822650000.0,504573760000.0,590097900000.0,640052500000.0
2219.0,583764300000.0,501013380000.0,591608400000.0,632928860000.0
2220.0,578006600000.0,500253850000.0,588916100000.0,631005000000.0
2221.0,571500460000.0,498240600000.0,578937600000.0,630600200000.0
2222.0,566237900000.0,501379240000.0,575207300000.0,629315200000.0
2223.0,561774850000.0,504754470000.0,566228400000.0,628897940000.0
2224.0,558281800000.0,500633500000.0,560709240000.0,622794800000.0
2225.0,553215660000.0,499321730000.0,571270000000.0,622846700000.0
2226.0,546680140000.0,498418350000.0,569382100000.0,621857500000.0
2227.0,543894730000.0,495996370000.0,565077540000.0,613951500000.0
2228.0,543487260000.0,491940740000.0,562726960000.0,609189760000.0
2229.0,534009480000.0,492672600000.0,561610900000.0,607593000000.0
2230.0,527292560000.0,493299340000.0,556815400000.0,615341950000.0
2231.0,522759930000.0,495827000000.0,553349940000.0,626889060000.0
2232.0,530139380000.0,493631400000.0,554811800000.0,622411200000.0
2233.0,525211630000.0,492472900000.0,554472400000.0,619935100000.0
2234.0,519848230000.0,495186300000.0,551405900000.0,621531760000.0
2235.0,518430400000.0,497195680000.0,553264700000.0,617483860000.0
2236.0,521595680000.0,499761220000.0,561147700000.0,608495900000.0
2237.0,516617930000.0,497209480000.0,559276560000.0,602093650000.0
2238.0,513283980000.0,500036530000.0,560003700000.0,593410500000.0
2239.0,512715980000.0,504818430000.0,562300400000.0,585075000000.0
2240.0,513439270000.0,501372350000.0,564652740000.0,580461660000.0
2241.0,510857640000.0,499837370000.0,571514200000.0,578827260000.0
2242.0,507413660000.0,496656940000.0,569249400000.0,576410750000.0
2243.0,501500970000.0,493507440000.0,565374400000.0,569390100000.0
2244.0,502580770000.0,498102860000.0,566289900000.0,568932400000.0
2245.0,503534200000.0,498878000000.0,568432000000.0,568615400000.0
2246.0,500277250000.0,500941500000.0,571330900000.0,562986350000.0
2247.0,501943730000.0,500998080000.0,568705600000.0,565596800000.0
2248.0,502192770000.0,499101800000.0,573676900000.0,557341700000.0
2249.0,498264470000.0,497823600000.0,569499200000.0,557374440000.0
2250.0,495812250000.0,493533360000.0,567719030000.0,552729600000.0
2251.0,495162620000.0,491442830000.0,569280500000.0,547241300000.0
2252.0,499037180000.0,495092170000.0,561188100000.0,549469320000.0
2253.0,496556930000.0,496104370000.0,561119000000.0,552092500000.0
2254.0,490293230000.0,497553150000.0,560667400000.0,550451400000.0
2255.0,486925800000.0,499071650000.0,573001300000.0,545885130000.0
2256.0,492073940000.0,496761300000.0,569843450000.0,545308180000.0
2257.0,488809200000.0,498498760000.0,555641800000.0,537743560000.0
2258.0,489210350000.0,500771650000.0,542074800000.0,541776020000.0
2259.0,488922020000.0,499437440000.0,540939580000.0,542416300000.0
2260.0,489657470000.0,496675320000.0,544016960000.0,538409600000.0
2261.0,494363250000.0,495945020000.0,541440150000.0,535519850000.0
2262.0,492027770000.0,499708460000.0,540039840000.0,541306850000.0
2263.0,486655430000.0,502535360000.0,538031800000.0,546353280000.0
2264.0,488613400000.0,499503460000.0,534668870000.0,539703180000.0
2265.0,488701500000.0,498535660000.0,537760660000.0,532717040000.0
2266.0,484115600000.0,495038330000.0,536848270000.0,530609830000.0
2267.0,484816700000.0,495504720000.0,537688470000.0,523478140000.0
2268.0,485431100000.0,497699230000.0,533067400000.0,509924900000.0
2269.0,486962950000.0,496126460000.0,533246570000.0,503463670000.0
2270.0,491886580000.0,495297330000.0,536569970000.0,497306340000.0
2271.0,490991300000.0,496394200000.0,537801560000.0,497434030000.0
2272.0,491475400000.0,498254680000.0,529484300000.0,501979640000.0
2273.0,491841220000.0,493402750000.0,531411570000.0,503669900000.0
2274.0,491866320000.0,492952300000.0,526452600000.0,500261520000.0
2275.0,497718030000.0,486593560000.0,532313570000.0,499132400000.0
2276.0,497498880000.0,486196870000.0,540169700000.0,496428300000.0
2277.0,500157480000.0,484400760000.0,538007570000.0,494155730000.0
2278.0,500797050000.0,483607280000.0,537694570000.0,493131830000.0
2279.0,501055900000.0,481364670000.0,537163270000.0,496824520000.0
2280.0,502732800000.0,477325900000.0,534080360000.0,509124050000.0
2281.0,505438770000.0,475063900000.0,533613900000.0,511684400000.0
2282.0,504782880000.0,474896830000.0,529590160000.0,505304580000.0
2283.0,503629480000.0,475320120000.0,529777820000.0,510777300000.0
2284.0,506533740000.0,474531360000.0,528336700000.0,506626500000.0
2285.0,508629450000.0,475962900000.0,522682040000.0,516016960000.0
2286.0,513140420000.0,474815430000.0,520044020000.0,509652960000.0
2287.0,512198300000.0,474159940000.0,520925380000.0,514428470000.0
2288.0,512470780000.0,475678440000.0,517305040000.0,514026400000.0
2289.0,511560780000.0,472483730000.0,513606000000.0,512125600000.0
2290.0,511115900000.0,470218380000.0,511995900000.0,517698100000.0
2291.0,512335120000.0,466269670000.0,514018670000.0,516162130000.0
2292.0,519597420000.0,469319500000.0,511119400000.0,517414620000.0
2293.0,518447700000.0,465936250000.0,510369000000.0,522433600000.0
2294.0,531053900000.0,465384770000.0,514639630000.0,524290000000.0
2295.0,527698800000.0,466965040000.0,513885240000.0,555939860000.0
2296.0,527958050000.0,468629800000.0,508221460000.0,539776480000.0
2297.0,527445130000.0,473652300000.0,507796520000.0,535547180000.0
2298.0,525889370000.0,473371280000.0,511942950000.0,533762740000.0
2299.0,527675130000.0,471994300000.0,513442350000.0,537467780000.0
2300.0,523726400000.0,469076340000.0,518286900000.0,535972250000.0
