time,CESM1-CAM5,CCSM4
2000.0,2871016300000.0,2871016300000.0
2001.0,2854736400000.0,2854736400000.0
2002.0,2835346600000.0,2835346600000.0
2003.0,2823171000000.0,2823171000000.0
2004.0,2833252000000.0,2833252000000.0
2005.0,2829867500000.0,2829867500000.0
2006.0,2836533000000.0,2836533000000.0
2007.0,2835262700000.0,2835262700000.0
2008.0,2812662000000.0,2812662000000.0
2009.0,2811034000000.0,2811034000000.0
2010.0,2801784600000.0,2801784600000.0
2011.0,2815268700000.0,2815268700000.0
2012.0,2804944500000.0,2804944500000.0
2013.0,2788001000000.0,2788001000000.0
2014.0,2775820800000.0,2775820800000.0
2015.0,2776653400000.0,2776653400000.0
2016.0,2799073800000.0,2799073800000.0
2017.0,2777002500000.0,2777002500000.0
2018.0,2776250200000.0,2776250200000.0
2019.0,2763531500000.0,2763531500000.0
2020.0,2768378800000.0,2768378800000.0
2021.0,2766128000000.0,2740547700000.0
2022.0,2732774000000.0,2730106300000.0
2023.0,2705066300000.0,2735775700000.0
2024.0,2687973000000.0,2712663200000.0
2025.0,2688935800000.0,2694501600000.0
2026.0,2678022000000.0,2687672800000.0
2027.0,2666872400000.0,2692097500000.0
2028.0,2658808400000.0,2676665400000.0
2029.0,2636931400000.0,2670473000000.0
2030.0,2617976800000.0,2669959200000.0
2031.0,2608149600000.0,2680802500000.0
2032.0,2596859000000.0,2681194000000.0
2033.0,2599323200000.0,2665563600000.0
2034.0,2577799600000.0,2645887000000.0
2035.0,2548824500000.0,2638163200000.0
2036.0,2536160400000.0,2627233600000.0
2037.0,2509552700000.0,2619304300000.0
2038.0,2502717900000.0,2590877000000.0
2039.0,2498956000000.0,2569972700000.0
2040.0,2498033000000.0,2557741600000.0
2041.0,2484227000000.0,2538320400000.0
2042.0,2453716600000.0,2525152000000.0
2043.0,2437741500000.0,2507384300000.0
2044.0,2411421200000.0,2510595000000.0
2045.0,2394026400000.0,2471417300000.0
2046.0,2388322400000.0,2449984200000.0
2047.0,2358455300000.0,2436692200000.0
2048.0,2343016300000.0,2427401800000.0
2049.0,2310436300000.0,2408026700000.0
2050.0,2285495400000.0,2374116000000.0
2051.0,2273806600000.0,2345666300000.0
2052.0,2263144200000.0,2331920800000.0
2053.0,2239499900000.0,2312250900000.0
2054.0,2215970900000.0,2284766400000.0
2055.0,2204750600000.0,2267273000000.0
2056.0,2219398000000.0,2261090300000.0
2057.0,2201517300000.0,2243873000000.0
2058.0,2172507700000.0,2227464600000.0
2059.0,2177931700000.0,2200181700000.0
2060.0,2162991400000.0,2164856000000.0
2061.0,2146133500000.0,2135450000000.0
2062.0,2111053100000.0,2114360200000.0
2063.0,2090769200000.0,2093606100000.0
2064.0,2084538300000.0,2076866900000.0
2065.0,2064647700000.0,2053036300000.0
2066.0,2043231200000.0,2024874700000.0
2067.0,2025568300000.0,2001870000000.0
2068.0,1996733800000.0,1970943200000.0
2069.0,1972554700000.0,1942963000000.0
2070.0,1947551800000.0,1921600300000.0
2071.0,1923583400000.0,1898741000000.0
2072.0,1896135800000.0,1872144100000.0
2073.0,1878951700000.0,1840361100000.0
2074.0,1859155100000.0,1826452400000.0
2075.0,1831648900000.0,1807191800000.0
2076.0,1792988000000.0,1768369000000.0
2077.0,1764836200000.0,1740868800000.0
2078.0,1742932500000.0,1720843600000.0
2079.0,1721020300000.0,1695446000000.0
2080.0,1681017300000.0,1685033300000.0
2081.0,1652468500000.0,1669437800000.0
2082.0,1620025000000.0,1635055400000.0
2083.0,1591194400000.0,1617445400000.0
2084.0,1561545500000.0,1595524000000.0
2085.0,1518764200000.0,1563267800000.0
2086.0,1484514700000.0,1554413600000.0
2087.0,1472255000000.0,1533748300000.0
2088.0,1451452400000.0,1513337400000.0
2089.0,1424968900000.0,1504665400000.0
2090.0,1398436700000.0,1481948400000.0
2091.0,1387670700000.0,1461672500000.0
2092.0,1362460400000.0,1440074600000.0
2093.0,1328123700000.0,1420510000000.0
2094.0,1304657500000.0,1398870500000.0
2095.0,1288079100000.0,1380010000000.0
2096.0,1258531200000.0,1363379700000.0
2097.0,1220703800000.0,1345623700000.0
2098.0,1189218200000.0,1322774700000.0
2099.0,1170750300000.0,1308978400000.0
2100.0,1154742500000.0,1291593300000.0
2101.0,1139110700000.0,1277285100000.0
2102.0,1109112900000.0,1259693900000.0
2103.0,1083525600000.0,1240178500000.0
2104.0,1052801400000.0,1228690600000.0
2105.0,1027992260000.0,1210316200000.0
2106.0,1021811750000.0,1196332300000.0
2107.0,999652100000.0,1185245700000.0
2108.0,977785650000.0,1177400900000.0
2109.0,965084450000.0,1156795700000.0
2110.0,950421950000.0,1139942100000.0
2111.0,936071600000.0,1127249000000.0
2112.0,912622900000.0,1121859400000.0
2113.0,892728000000.0,1103609700000.0
2114.0,879619540000.0,1086327600000.0
2115.0,868328300000.0,1069669700000.0
2116.0,854015400000.0,1056373340000.0
2117.0,835791360000.0,1045056450000.0
2118.0,824302440000.0,1030736200000.0
2119.0,814379240000.0,1017835500000.0
2120.0,800363050000.0,1005304740000.0
2121.0,781968600000.0,990730060000.0
2122.0,768317060000.0,982100900000.0
2123.0,748181260000.0,971896400000.0
2124.0,728927760000.0,959441530000.0
2125.0,719876100000.0,943824760000.0
2126.0,706012840000.0,938423900000.0
2127.0,689668500000.0,930031800000.0
2128.0,680057960000.0,921507400000.0
2129.0,672700600000.0,920763900000.0
2130.0,657368900000.0,903919240000.0
2131.0,638341000000.0,889548900000.0
2132.0,623819750000.0,875779200000.0
2133.0,615948200000.0,868325060000.0
2134.0,604076000000.0,865883100000.0
2135.0,593446200000.0,856144600000.0
2136.0,585225900000.0,850490160000.0
2137.0,573384950000.0,838562740000.0
