time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,41065566000.0,41065566000.0
2001.0,40961310000.0,40961310000.0
2002.0,40906682000.0,40906682000.0
2003.0,40918900000.0,40918900000.0
2004.0,40850570000.0,40850570000.0
2005.0,40856180000.0,40856180000.0
2006.0,41170846000.0,41170846000.0
2007.0,40978637000.0,40978637000.0
2008.0,40817234000.0,40817234000.0
2009.0,40749912000.0,40749912000.0
2010.0,40704946000.0,40704946000.0
2011.0,40655684000.0,40655684000.0
2012.0,40634294000.0,40634294000.0
2013.0,40615367000.0,40615367000.0
2014.0,40608200000.0,40608200000.0
2015.0,40541753000.0,40541753000.0
2016.0,40502755000.0,40502755000.0
2017.0,40464527000.0,40464527000.0
2018.0,40642265000.0,40642265000.0
2019.0,40483780000.0,40483780000.0
2020.0,40404900000.0,40404900000.0
2021.0,40368587000.0,40406204000.0
2022.0,40300524000.0,40607097000.0
2023.0,40911282000.0,40349393000.0
2024.0,40363598000.0,40200860000.0
2025.0,41014542000.0,40114622000.0
2026.0,41705720000.0,40170934000.0
2027.0,40581825000.0,40021975000.0
2028.0,40288960000.0,39874253000.0
2029.0,40168220000.0,39783526000.0
2030.0,40506200000.0,39691840000.0
2031.0,40363344000.0,39886590000.0
2032.0,40230887000.0,39661060000.0
2033.0,40022983000.0,39629800000.0
2034.0,40029010000.0,39461573000.0
2035.0,39991284000.0,39305820000.0
2036.0,39893987000.0,39232758000.0
2037.0,39847756000.0,39049957000.0
2038.0,39744870000.0,38905676000.0
2039.0,39788830000.0,38757093000.0
2040.0,39584990000.0,38676787000.0
2041.0,39680700000.0,38503430000.0
2042.0,39369482000.0,38277910000.0
2043.0,39255740000.0,38139690000.0
2044.0,39833055000.0,37905727000.0
2045.0,39552270000.0,37709152000.0
2046.0,39231610000.0,37573562000.0
2047.0,39166300000.0,37423350000.0
2048.0,38915826000.0,37087285000.0
2049.0,38772175000.0,36808843000.0
2050.0,39013454000.0,36493070000.0
2051.0,38544030000.0,36208670000.0
2052.0,38332310000.0,35977163000.0
2053.0,38196904000.0,35978940000.0
2054.0,37960413000.0,35499460000.0
2055.0,37742550000.0,35276546000.0
2056.0,37485650000.0,35033380000.0
2057.0,37302070000.0,34859192000.0
2058.0,37120758000.0,34571813000.0
2059.0,36824637000.0,34193631000.0
2060.0,36586520000.0,34035590000.0
2061.0,36307223000.0,33588525000.0
2062.0,35934097000.0,33222132000.0
2063.0,35546800000.0,33037700000.0
2064.0,35070534000.0,32787680000.0
2065.0,34659150000.0,32585155000.0
2066.0,34353537000.0,32142606000.0
2067.0,33924774000.0,31899015000.0
2068.0,33362364000.0,31479288000.0
2069.0,32914926000.0,31254454000.0
2070.0,32317628000.0,31129252000.0
2071.0,31828398000.0,30930060000.0
2072.0,31388328000.0,30444771000.0
2073.0,31146800000.0,30127227000.0
2074.0,30548093000.0,29752270000.0
2075.0,29995166000.0,29497043000.0
2076.0,29340715000.0,29423976000.0
2077.0,28685656000.0,29656914000.0
2078.0,28354822000.0,28682179000.0
2079.0,27751465000.0,28259054000.0
2080.0,27129958000.0,28095699000.0
2081.0,26441095000.0,27709670000.0
2082.0,26022773000.0,27629033000.0
2083.0,25216799000.0,28182030000.0
2084.0,24497134000.0,27009448000.0
2085.0,23718472000.0,27128910000.0
2086.0,23059403000.0,26481381000.0
2087.0,22331943000.0,25985399000.0
2088.0,21553400000.0,25659046000.0
2089.0,20869730000.0,25222880000.0
2090.0,19927984000.0,24935170000.0
2091.0,19285027000.0,24634829000.0
2092.0,18755545000.0,24257946000.0
2093.0,18249316000.0,23981918000.0
2094.0,17696550000.0,23735345000.0
2095.0,16863025000.0,23393724000.0
2096.0,16207499000.0,23261309000.0
2097.0,15759833000.0,22776652000.0
2098.0,15203486000.0,23089637000.0
2099.0,14632603000.0,22163720000.0
2100.0,13840198000.0,21965340000.0
