time,CSIRO-MK3-6-0,GFDL-CM3,CNRM-CM5,GISS-E2-R,MPI-ESM-LR,CANESM2,IPSL-CM5A-LR,NORESM1-M,CCSM4,GFDL-ESM2G,CESM1-CAM5
2017.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0
2018.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0
2019.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0
2020.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0
2021.0,54795645000.0,54422220000.0,55320670000.0,55045374000.0,55694123000.0,55125307000.0,54903850000.0,55905160000.0,55152603000.0,55303127000.0,54848524000.0
2022.0,55008330000.0,54048838000.0,54219690000.0,56336820000.0,55359820000.0,53349663000.0,54887723000.0,57017377000.0,54708814000.0,54707790000.0,54025840000.0
2023.0,53757506000.0,55229215000.0,51212014000.0,55888600000.0,54320652000.0,51965070000.0,54669050000.0,56802345000.0,53365477000.0,55413220000.0,52891840000.0
2024.0,53548530000.0,55630980000.0,49690320000.0,54793454000.0,52138533000.0,49484890000.0,53701706000.0,56758120000.0,51373048000.0,56710914000.0,51743570000.0
2025.0,54344253000.0,56719280000.0,48103567000.0,54707335000.0,50146935000.0,49025454000.0,53634710000.0,56606347000.0,50982550000.0,58366857000.0,52595420000.0
2026.0,53609220000.0,56938156000.0,46448800000.0,54332367000.0,49243280000.0,49220964000.0,53739323000.0,55634563000.0,51088660000.0,58663540000.0,51474743000.0
2027.0,52029964000.0,56454560000.0,44832305000.0,55100620000.0,49642803000.0,48919618000.0,54143046000.0,54386660000.0,50008840000.0,58843468000.0,50512220000.0
2028.0,50754716000.0,57629240000.0,44475384000.0,53673890000.0,48930464000.0,48248754000.0,53421060000.0,52868640000.0,48596804000.0,58549535000.0,48885980000.0
2029.0,48788020000.0,56794935000.0,43210047000.0,52944580000.0,47236470000.0,46491288000.0,52533666000.0,51067376000.0,46778544000.0,58585280000.0,47576404000.0
2030.0,47574970000.0,56230027000.0,42885046000.0,52245930000.0,45627770000.0,45661750000.0,52287627000.0,49730070000.0,45417440000.0,59101620000.0,47282420000.0
2031.0,46531900000.0,55580380000.0,42023940000.0,51245736000.0,44721790000.0,46031524000.0,50986780000.0,49446790000.0,44577542000.0,60113252000.0,47216435000.0
2032.0,44808410000.0,55406002000.0,41320270000.0,50634500000.0,43990065000.0,45787152000.0,51331240000.0,48899420000.0,43744272000.0,60624410000.0,46458704000.0
2033.0,43037008000.0,55210770000.0,42161037000.0,50007610000.0,44028256000.0,44390576000.0,51228300000.0,48113566000.0,42257000000.0,59839103000.0,45649936000.0
2034.0,41489138000.0,55209374000.0,42495140000.0,49465130000.0,44804140000.0,44026286000.0,50073293000.0,47781090000.0,41135700000.0,59342074000.0,45483295000.0
2035.0,40279605000.0,56932480000.0,42903790000.0,49180406000.0,44365357000.0,43033883000.0,49598345000.0,46745334000.0,40087300000.0,59725865000.0,44960117000.0
2036.0,39844460000.0,55868950000.0,42619994000.0,49058930000.0,42551562000.0,41969603000.0,46997594000.0,46610694000.0,39518814000.0,60272038000.0,44376494000.0
2037.0,39336130000.0,56194146000.0,41497125000.0,48903037000.0,42624176000.0,40785687000.0,45799293000.0,46286234000.0,38806462000.0,61040210000.0,43553060000.0
2038.0,38580460000.0,56737500000.0,41390870000.0,48121370000.0,43283632000.0,40045320000.0,44722012000.0,46842036000.0,38357557000.0,62032073000.0,44420276000.0
2039.0,38366730000.0,55541756000.0,42471000000.0,47078660000.0,44378800000.0,38960693000.0,44555424000.0,47017066000.0,38229512000.0,61873400000.0,43846365000.0
2040.0,38837092000.0,54044115000.0,42994168000.0,47388484000.0,42566990000.0,37114980000.0,43975012000.0,47568050000.0,38331572000.0,59553325000.0,43783635000.0
2041.0,38417383000.0,53954507000.0,42720264000.0,47993352000.0,42465776000.0,37025110000.0,42649930000.0,46245482000.0,36896834000.0,59893486000.0,43474340000.0
2042.0,38663606000.0,52575666000.0,42944250000.0,48289194000.0,41698206000.0,37284442000.0,39512658000.0,46433870000.0,35544590000.0,59842230000.0,43462750000.0
2043.0,38245270000.0,52370452000.0,42755674000.0,47584550000.0,39791096000.0,36304560000.0,37971993000.0,47206986000.0,34759983000.0,60096100000.0,42676250000.0
2044.0,38535640000.0,50559554000.0,41815716000.0,48156970000.0,39521840000.0,34633020000.0,37802570000.0,47882703000.0,35232195000.0,59936874000.0,42583265000.0
2045.0,39215436000.0,48731960000.0,41367863000.0,47987960000.0,39302046000.0,33657076000.0,38033297000.0,47149240000.0,35345270000.0,58723450000.0,42339254000.0
2046.0,39426806000.0,47987577000.0,41350337000.0,48350550000.0,38866702000.0,34057058000.0,37277250000.0,47546570000.0,35158864000.0,59058850000.0,41150673000.0
2047.0,38254785000.0,48373030000.0,41770607000.0,48434975000.0,37659718000.0,35073815000.0,35761850000.0,47529644000.0,34473955000.0,59491578000.0,40649822000.0
2048.0,36808712000.0,47757810000.0,41478900000.0,49075024000.0,37364410000.0,35391170000.0,35997377000.0,46759310000.0,34442800000.0,59404034000.0,40563490000.0
2049.0,36243840000.0,48175190000.0,41183523000.0,48166355000.0,37657440000.0,34823066000.0,35392184000.0,45863055000.0,35131064000.0,59214557000.0,39693484000.0
2050.0,35923984000.0,47476120000.0,40914567000.0,47099867000.0,37734355000.0,34379645000.0,34956935000.0,44368224000.0,34664546000.0,59563254000.0,38957048000.0
2051.0,35393815000.0,46300830000.0,39892970000.0,46618690000.0,37325680000.0,33910104000.0,35615343000.0,43903287000.0,34153420000.0,59567090000.0,38945940000.0
2052.0,35624380000.0,45229064000.0,38980477000.0,46819766000.0,36536580000.0,33813432000.0,35505020000.0,43579343000.0,33979914000.0,59765477000.0,38741836000.0
2053.0,35443515000.0,44670235000.0,38897684000.0,47573190000.0,36258796000.0,33066760000.0,35639914000.0,41977037000.0,33688476000.0,59368750000.0,37474763000.0
2054.0,36260880000.0,43963190000.0,37733384000.0,46968304000.0,36271256000.0,32385128000.0,35151630000.0,41661284000.0,32733002000.0,58053140000.0,36748900000.0
2055.0,36601336000.0,42691700000.0,36715790000.0,47839390000.0,36102365000.0,31140897000.0,35176570000.0,40705163000.0,32249584000.0,57733992000.0,35454080000.0
2056.0,37146882000.0,41706377000.0,36494975000.0,46571553000.0,36383568000.0,30195409000.0,35301490000.0,39957602000.0,32176798000.0,59072540000.0,34329465000.0
2057.0,36434637000.0,41655290000.0,35256197000.0,45975626000.0,35653247000.0,29016420000.0,35327685000.0,38835470000.0,31164811000.0,57806328000.0,33287352000.0
2058.0,36328337000.0,42296705000.0,34239357000.0,44758462000.0,34444014000.0,28021211000.0,34356126000.0,38711624000.0,30782556000.0,57614377000.0,31978928000.0
2059.0,36671130000.0,42251900000.0,34507880000.0,44532347000.0,33698599000.0,25942413000.0,33003964000.0,37505843000.0,30706514000.0,55554390000.0,31119174000.0
2060.0,35958686000.0,42162078000.0,33901875000.0,43206680000.0,33472543000.0,25606687000.0,32528144000.0,37143093000.0,30138212000.0,54289744000.0,29921702000.0
2061.0,35292370000.0,42332990000.0,33789112000.0,43252888000.0,32856650000.0,24642974000.0,31613930000.0,35831083000.0,29704755000.0,53677113000.0,28732774000.0
2062.0,35401028000.0,42520523000.0,33661280000.0,43822240000.0,32840172000.0,23373955000.0,31214897000.0,34708110000.0,29477534000.0,51906910000.0,27953120000.0
2063.0,34938420000.0,43130663000.0,32942020000.0,43725378000.0,33638680000.0,22176248000.0,31781390000.0,34606174000.0,28673370000.0,51922997000.0,27224287000.0
2064.0,35188510000.0,43520090000.0,33216174000.0,43682144000.0,34342857000.0,21983801000.0,32171602000.0,34066570000.0,28273043000.0,51383620000.0,26405720000.0
2065.0,35174175000.0,43243684000.0,33251777000.0,43677647000.0,33372550000.0,21582445000.0,31980202000.0,34036476000.0,27543785000.0,51326450000.0,25317218000.0
2066.0,35112530000.0,43034518000.0,32449878000.0,44650844000.0,32671818000.0,21007071000.0,30924130000.0,33336265000.0,26532788000.0,51001720000.0,24388230000.0
2067.0,35711975000.0,42044970000.0,31511103000.0,44918284000.0,31554929000.0,19865385000.0,30746150000.0,34310212000.0,26127591000.0,50355802000.0,24220750000.0
2068.0,36093960000.0,41879500000.0,31113468000.0,45457170000.0,30767129000.0,19743015000.0,30399349000.0,33471345000.0,25946104000.0,50642735000.0,23381428000.0
2069.0,36476240000.0,42274054000.0,30874038000.0,45201800000.0,30877987000.0,19081011000.0,29524093000.0,32746783000.0,25232611000.0,50277724000.0,22844160000.0
2070.0,37075930000.0,42172932000.0,30836543000.0,45056630000.0,30960940000.0,18801318000.0,28577124000.0,32294138000.0,24161106000.0,49582805000.0,22892470000.0
2071.0,36827464000.0,42493070000.0,30613030000.0,44971307000.0,30302638000.0,18643413000.0,28108360000.0,31824908000.0,24648317000.0,48975516000.0,22795469000.0
2072.0,36089530000.0,42122400000.0,30250797000.0,45271100000.0,29415430000.0,18368012000.0,27780585000.0,31393366000.0,24299040000.0,48999424000.0,22108025000.0
2073.0,36609425000.0,41289703000.0,29690876000.0,45297988000.0,28310004000.0,19208083000.0,27467334000.0,31930620000.0,24273388000.0,48457593000.0,21416315000.0
2074.0,35764070000.0,41034770000.0,30009570000.0,45411525000.0,27985940000.0,18832440000.0,27922700000.0,32274809000.0,24589257000.0,47834763000.0,21026759000.0
2075.0,34985190000.0,41534430000.0,30200805000.0,46662430000.0,28112476000.0,18481002000.0,27908444000.0,32375929000.0,24192643000.0,46377226000.0,20887636000.0
2076.0,34886390000.0,41633956000.0,29376688000.0,46690804000.0,27481815000.0,18334648000.0,27238683000.0,31799136000.0,23714128000.0,45328210000.0,20272257000.0
2077.0,34242417000.0,41644003000.0,29053725000.0,46369714000.0,26343954000.0,18120278000.0,26630228000.0,31283927000.0,23359460000.0,44889063000.0,19790946000.0
2078.0,33653620000.0,41943433000.0,29415588000.0,45281430000.0,25266127000.0,17892987000.0,26126790000.0,31088138000.0,23160652000.0,45205960000.0,19214334000.0
2079.0,33427851000.0,41415400000.0,29761182000.0,44704010000.0,24299698000.0,17671113000.0,26157474000.0,31381086000.0,23323906000.0,44025300000.0,18895774000.0
2080.0,34196177000.0,40196006000.0,29116522000.0,44725305000.0,25060639000.0,17429778000.0,26098889000.0,31256230000.0,23667327000.0,43956120000.0,18589413000.0
2081.0,34252632000.0,40823490000.0,27659618000.0,44490465000.0,25316289000.0,17184625000.0,25974108000.0,30633218000.0,23923978000.0,43148930000.0,17994973000.0
2082.0,33745822000.0,40504440000.0,26649065000.0,44011850000.0,25768258000.0,17179779000.0,26179482000.0,30543217000.0,24408371000.0,43343987000.0,17667895000.0
2083.0,34435146000.0,40217653000.0,26258057000.0,43686390000.0,25756150000.0,17179607000.0,27281023000.0,30567596000.0,25066926000.0,44278645000.0,17354564000.0
2084.0,34417086000.0,39626020000.0,26136620000.0,42222460000.0,25429530000.0,17612022000.0,27683790000.0,30493573000.0,25344526000.0,44780855000.0,16605491000.0
2085.0,33863043000.0,38917670000.0,25571916000.0,41437860000.0,25223496000.0,17608774000.0,28000768000.0,30042145000.0,24849986000.0,43714675000.0,16110410000.0
2086.0,33749023000.0,38799060000.0,25358360000.0,41341686000.0,25476336000.0,17887908000.0,27869506000.0,30024825000.0,24347550000.0,43364348000.0,16347884000.0
2087.0,34163343000.0,39353170000.0,25558776000.0,40486590000.0,25699017000.0,17596662000.0,28412582000.0,30209548000.0,23924610000.0,42886990000.0,16411717000.0
2088.0,33501063000.0,38763470000.0,25187043000.0,40663392000.0,25917559000.0,17515794000.0,27904487000.0,29841324000.0,23827112000.0,42014536000.0,16188173000.0
2089.0,32975640000.0,37561540000.0,25082325000.0,40570860000.0,25465680000.0,17343220000.0,27791006000.0,29324591000.0,23576529000.0,42326690000.0,16184232000.0
2090.0,31820790000.0,37071745000.0,25023502000.0,40599265000.0,25688090000.0,17391294000.0,27057480000.0,28281719000.0,23633535000.0,42207166000.0,16189417000.0
2091.0,31325352000.0,36748964000.0,24758016000.0,40633225000.0,26153556000.0,17774897000.0,26979510000.0,27786109000.0,23153134000.0,41353708000.0,16698418000.0
2092.0,31545602000.0,36855173000.0,24491645000.0,40008460000.0,25698353000.0,17489881000.0,26728370000.0,27694025000.0,22489932000.0,41263923000.0,16523982000.0
2093.0,31890688000.0,37000700000.0,24076646000.0,39195740000.0,25282593000.0,16945692000.0,27431012000.0,27492073000.0,22427300000.0,42114855000.0,16201931000.0
2094.0,31980274000.0,36617650000.0,23609969000.0,38333575000.0,24635530000.0,16933059000.0,27170816000.0,27541156000.0,22739739000.0,43090022000.0,16140245000.0
2095.0,32187503000.0,36914500000.0,23227142000.0,37166498000.0,23879873000.0,16924865000.0,25988410000.0,27599210000.0,22211760000.0,43483746000.0,15987531000.0
2096.0,32068714000.0,35991745000.0,22527721000.0,37647167000.0,23895771000.0,16709467000.0,25123041000.0,28471510000.0,22070012000.0,43566875000.0,15605614000.0
2097.0,32335782000.0,35575517000.0,22815631000.0,37203735000.0,23377558000.0,16610848000.0,25059944000.0,27969219000.0,21823280000.0,43097895000.0,15460570000.0
2098.0,32438370000.0,35307086000.0,23364338000.0,37278710000.0,23128648000.0,16701138000.0,24257286000.0,28247600000.0,21367298000.0,43044905000.0,15218695000.0
2099.0,32151546000.0,36222382000.0,23652346000.0,36038090000.0,22427154000.0,16590878000.0,25405127000.0,28087718000.0,21426625000.0,42989230000.0,15896897000.0
2100.0,31892780000.0,36588270000.0,22939105000.0,35085685000.0,22601409000.0,16834640000.0,26745264000.0,27710659000.0,21557557000.0,43057426000.0,15643754000.0
