time,BCC-CSM2-MR,EC-EARTH3,INM-CM4-8,CAMS-CSM1-0,EC-EARTH3-VEG,MPI-ESM1-2-HR,CANESM5,MRI-ESM2-0,FGOALS-F3-L,CESM2-WACCM,CESM2,GFDL-ESM4,ACCESS-ESM1-5,ACCESS-CM2,IPSL-CM6A-LR,NORESM2-MM,INM-CM5-0
2010.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0,10044064000.0
2011.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0,10038074000.0
2012.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0
2013.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0
2014.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0
2015.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0
2016.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0
2017.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0
2018.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0
2019.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0
2020.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0
2021.0,10005516000.0,10004755000.0,10005130000.0,10004696000.0,10007601000.0,10006875000.0,10000579000.0,10002432000.0,10006937000.0,10007094000.0,10004590000.0,10006383000.0,10016185000.0,10004612000.0,10007603000.0,10014958000.0,10007513000.0
2022.0,10000284000.0,9995779000.0,9998907000.0,9996575000.0,10000343000.0,9997730000.0,9988769000.0,9993204000.0,10000173000.0,9999751000.0,9996598000.0,9998413000.0,10006319000.0,9995058000.0,10003591000.0,10005206000.0,10000891000.0
2023.0,9995941000.0,9984977000.0,9996966000.0,9986906000.0,9993297000.0,9991684000.0,9977098000.0,9981507000.0,9992813000.0,9993713000.0,9994919000.0,9994535000.0,10000664000.0,9988224000.0,9998725000.0,10001569000.0,9996120000.0
2024.0,9991703000.0,9974859000.0,9994256000.0,9979652000.0,9986673000.0,9987658000.0,9967267000.0,9978305000.0,9987837000.0,9985514000.0,9986234000.0,9990313000.0,9993616000.0,9981701000.0,9996447000.0,9997605000.0,9986456000.0
2025.0,9986685000.0,9968493000.0,9990740000.0,9969115000.0,9978953000.0,9981331000.0,9956877000.0,9969801000.0,9983326000.0,9978966000.0,9980695000.0,9987558000.0,9988519000.0,9977172000.0,9990053000.0,9992617000.0,9977015000.0
2026.0,9980677000.0,9955162000.0,9986464000.0,9954763000.0,9975319000.0,9974974000.0,9945513000.0,9958390000.0,9977739000.0,9972605000.0,9977263000.0,9982358000.0,9982503000.0,9975698000.0,9984843000.0,9987269000.0,9969309000.0
2027.0,9974958000.0,9938601000.0,9980959000.0,9932846000.0,9964486000.0,9963572000.0,9925306000.0,9941756000.0,9973343000.0,9964134000.0,9969650000.0,9976515000.0,9979612000.0,9969850000.0,9981008000.0,9983484000.0,9950490000.0
2028.0,9964149000.0,9920088000.0,9968184000.0,9913355000.0,9949495000.0,9948630000.0,9909311000.0,9923414000.0,9956073000.0,9951194000.0,9965734000.0,9963004000.0,9977959000.0,9957075000.0,9969081000.0,9974021000.0,9932426000.0
2029.0,9949051000.0,9886883000.0,9964477000.0,9881677000.0,9935104000.0,9934618000.0,9876792000.0,9896393000.0,9943071000.0,9939052000.0,9950529000.0,9949022000.0,9965345000.0,9950365000.0,9960600000.0,9966361000.0,9919844000.0
2030.0,9938918000.0,9864931000.0,9951835000.0,9849094000.0,9916166000.0,9909714000.0,9851568000.0,9888408000.0,9920626000.0,9915432000.0,9934668000.0,9932019000.0,9955292000.0,9934073000.0,9952296000.0,9952758000.0,9887746000.0
2031.0,9917721000.0,9832534000.0,9950233000.0,9817453000.0,9905431000.0,9902183000.0,9815578000.0,9860807000.0,9911165000.0,9907838000.0,9923601000.0,9923678000.0,9945531000.0,9910398000.0,9934715000.0,9930633000.0,9869692000.0
2032.0,9899921000.0,9807947000.0,9931975000.0,9785334000.0,9890295000.0,9887947000.0,9780942000.0,9829538000.0,9897443000.0,9890101000.0,9907800000.0,9910959000.0,9931809000.0,9893415000.0,9919345000.0,9925332000.0,9829297000.0
2033.0,9888859000.0,9772568000.0,9924108000.0,9766388000.0,9871667000.0,9860821000.0,9726675000.0,9816007000.0,9882216000.0,9875049000.0,9901049000.0,9896378000.0,9925325000.0,9882262000.0,9905027000.0,9913965000.0,9806766000.0
2034.0,9865934000.0,9731360000.0,9918282000.0,9739615000.0,9852497000.0,9845581000.0,9684987000.0,9785639000.0,9869658000.0,9861291000.0,9875323000.0,9884101000.0,9916409000.0,9859504000.0,9887686000.0,9903852000.0,9774388000.0
2035.0,9852272000.0,9682433000.0,9913390000.0,9701214000.0,9843202000.0,9831399000.0,9640756000.0,9740226000.0,9858020000.0,9845445000.0,9869064000.0,9871772000.0,9908605000.0,9851027000.0,9877178000.0,9887873000.0,9749415000.0
2036.0,9833848000.0,9644038000.0,9900064000.0,9676922000.0,9815988000.0,9803016000.0,9582647000.0,9713599000.0,9833466000.0,9830031000.0,9855305000.0,9864454000.0,9900827000.0,9838622000.0,9857128000.0,9880137000.0,9709114000.0
2037.0,9818549000.0,9580808000.0,9880004000.0,9631370000.0,9791732000.0,9787832000.0,9520731000.0,9659082000.0,9817643000.0,9807710000.0,9834156000.0,9847596000.0,9889788000.0,9822071000.0,9843997000.0,9864350000.0,9670737000.0
2038.0,9794838000.0,9531127000.0,9865047000.0,9582430000.0,9758535000.0,9755041000.0,9453742000.0,9627778000.0,9790799000.0,9778620000.0,9816467000.0,9827343000.0,9879060000.0,9797700000.0,9817027000.0,9846620000.0,9627916000.0
2039.0,9761644000.0,9487206000.0,9849058000.0,9545351000.0,9724280000.0,9722878000.0,9355270000.0,9598103000.0,9757534000.0,9744089000.0,9783785000.0,9808296000.0,9881404000.0,9761310000.0,9787928000.0,9829453000.0,9581089000.0
2040.0,9737975000.0,9436166000.0,9823270000.0,9503539000.0,9707601000.0,9693866000.0,9285839000.0,9562696000.0,9730487000.0,9716532000.0,9769064000.0,9785991000.0,9864588000.0,9735739000.0,9762219000.0,9806149000.0,9545210000.0
2041.0,9718560000.0,9370667000.0,9808513000.0,9459363000.0,9668603000.0,9673205000.0,9179974000.0,9508144000.0,9712436000.0,9683502000.0,9748397000.0,9769216000.0,9841864000.0,9700522000.0,9745951000.0,9795112000.0,9517838000.0
2042.0,9677367000.0,9290491000.0,9800556000.0,9415229000.0,9635461000.0,9659733000.0,9102380000.0,9458331000.0,9694794000.0,9650446000.0,9723070000.0,9746213000.0,9823729000.0,9664247000.0,9726757000.0,9778341000.0,9479825000.0
2043.0,9646138000.0,9224934000.0,9763880000.0,9355649000.0,9606999000.0,9631585000.0,9015709000.0,9420281000.0,9657832000.0,9628541000.0,9711831000.0,9726181000.0,9812643000.0,9624412000.0,9713415000.0,9761544000.0,9435394000.0
2044.0,9617484000.0,9153770000.0,9754113000.0,9295205000.0,9585009000.0,9606331000.0,8863746000.0,9372419000.0,9634925000.0,9598939000.0,9687221000.0,9706638000.0,9792915000.0,9594302000.0,9690594000.0,9736289000.0,9394962000.0
2045.0,9605750000.0,9093241000.0,9728376000.0,9227773000.0,9550491000.0,9585625000.0,8731528000.0,9312549000.0,9628915000.0,9569059000.0,9666786000.0,9688836000.0,9777153000.0,9572201000.0,9674641000.0,9720519000.0,9341880000.0
2046.0,9575832000.0,9004671000.0,9703204000.0,9156182000.0,9503774000.0,9554215000.0,8587632600.0,9242391000.0,9611357000.0,9530217000.0,9647948000.0,9673300000.0,9759876000.0,9513776000.0,9646028000.0,9710085000.0,9264209000.0
2047.0,9550152000.0,8923519000.0,9687258000.0,9069098000.0,9472588000.0,9524073000.0,8486346000.0,9174001000.0,9576903000.0,9501162000.0,9631255000.0,9663042000.0,9748990000.0,9465354000.0,9632741000.0,9693040000.0,9202398000.0
2048.0,9503111000.0,8810767000.0,9664597000.0,9005092000.0,9427828000.0,9485382000.0,8368387000.0,9105680000.0,9536804000.0,9448004000.0,9615386000.0,9640283000.0,9734542000.0,9416175000.0,9590914000.0,9674958000.0,9088442000.0
2049.0,9457768000.0,8683784000.0,9645489000.0,8966931000.0,9399673000.0,9454009000.0,8220835300.0,9048162000.0,9516931000.0,9415056000.0,9595488000.0,9630949000.0,9725835000.0,9360228000.0,9568669000.0,9665995000.0,9000831000.0
2050.0,9397274000.0,8585728000.0,9625029000.0,8886645000.0,9368113000.0,9395682000.0,8113876500.0,8982884000.0,9485637000.0,9377971000.0,9568388000.0,9611620000.0,9720579000.0,9281154000.0,9534051000.0,9640423000.0,8934341000.0
2051.0,9345715000.0,8500043000.0,9595211000.0,8816324000.0,9304152000.0,9350527000.0,7996881400.0,8897391000.0,9456770000.0,9323850000.0,9539804000.0,9591440000.0,9712684000.0,9197116000.0,9508955000.0,9615568000.0,8860407000.0
2052.0,9295380000.0,8449685500.0,9565801000.0,8769302000.0,9250214000.0,9322621000.0,7919848400.0,8806408000.0,9415771000.0,9299678000.0,9520072000.0,9572956000.0,9710346000.0,9150226000.0,9463487000.0,9589411000.0,8801480000.0
2053.0,9218976000.0,8355389400.0,9545653000.0,8660420000.0,9201127000.0,9279008000.0,7824281600.0,8733997000.0,9365969000.0,9249022000.0,9490255000.0,9554909000.0,9696447000.0,9070911000.0,9419621000.0,9561933000.0,8707128000.0
2054.0,9155000000.0,8247098000.0,9511561000.0,8597091000.0,9133636000.0,9249840000.0,7698259500.0,8677651000.0,9317387000.0,9220759000.0,9458869000.0,9528753000.0,9682021000.0,9002357000.0,9384959000.0,9551049000.0,8649256000.0
2055.0,9087115000.0,8197510000.0,9471101000.0,8540784600.0,9083312000.0,9215683000.0,7584972300.0,8631789000.0,9258515000.0,9181100000.0,9443484000.0,9499725000.0,9667020000.0,8934858000.0,9345406000.0,9516600000.0,8580986000.0
2056.0,9006372000.0,8163843600.0,9447849000.0,8491594000.0,9009115000.0,9157800000.0,7480338400.0,8562092500.0,9200814000.0,9132396000.0,9412394000.0,9480269000.0,9665494000.0,8863244000.0,9310913000.0,9492069000.0,8492537000.0
2057.0,8957787000.0,8096717300.0,9412188000.0,8446888400.0,8934862000.0,9131329000.0,7364094500.0,8509008000.0,9160095000.0,9116272000.0,9395517000.0,9468147000.0,9701746000.0,8785336000.0,9265421000.0,9451240000.0,8443135000.0
2058.0,8883903000.0,8021594600.0,9383777000.0,8425021000.0,8867267000.0,9081066000.0,7248499700.0,8466983000.0,9098191000.0,9042574000.0,9349751000.0,9429029000.0,9697261000.0,8693320000.0,9227647000.0,9419624000.0,8398183400.0
2059.0,8788580000.0,7948604000.0,9334504000.0,8356722000.0,8809607000.0,9046038000.0,7131034000.0,8413189600.0,9050657000.0,9023505000.0,9331851000.0,9408512000.0,9679305000.0,8626994000.0,9188202000.0,9393208000.0,8351866000.0
2060.0,8720980000.0,7905251300.0,9275443000.0,8305533400.0,8721906000.0,9005700000.0,6929690600.0,8382432000.0,8982268000.0,8977997000.0,9301861000.0,9394692000.0,9669253000.0,8563749000.0,9130100000.0,9355735000.0,8300566500.0
2061.0,8685681000.0,7838918700.0,9229638000.0,8251489000.0,8660040000.0,8951409000.0,6835917000.0,8320160000.0,8909281000.0,8957197000.0,9259864000.0,9357148000.0,9639568000.0,8485304300.0,9078901000.0,9308781000.0,8214320000.0
2062.0,8600407000.0,7760963000.0,9173646000.0,8218105000.0,8600513000.0,8871891000.0,6707066400.0,8291808000.0,8839339000.0,8904667000.0,9240424000.0,9319261000.0,9656780000.0,8440209400.0,9029928000.0,9273735000.0,8178562600.0
2063.0,8554025500.0,7684800000.0,9131570000.0,8172025000.0,8542440000.0,8833547000.0,6596795400.0,8239261700.0,8784020000.0,8858866000.0,9192321000.0,9271378000.0,9658804000.0,8359693000.0,8977322000.0,9226976000.0,8110996000.0
2064.0,8481322000.0,7606832600.0,9046915000.0,8120387600.0,8476711000.0,8809401000.0,6447525400.0,8212681000.0,8730010000.0,8820849000.0,9168044000.0,9250698000.0,9677951000.0,8286095400.0,8898340000.0,9189846000.0,8050231300.0
2065.0,8453132000.0,7556132400.0,8951814000.0,8076582000.0,8426303500.0,8763374000.0,6299159000.0,8171909000.0,8661114000.0,8793818000.0,9163907000.0,9225019000.0,9661673000.0,8210854400.0,8862651000.0,9131464000.0,8023001000.0
2066.0,8416659000.0,7489489000.0,8903356000.0,7986292000.0,8385927700.0,8701979000.0,6163010000.0,8144513000.0,8615115000.0,8749818000.0,9118960000.0,9184413000.0,9654162000.0,8144055000.0,8811205000.0,9087243000.0,7957209000.0
2067.0,8376048000.0,7429141500.0,8852630000.0,7940357000.0,8354976000.0,8657649000.0,6034806300.0,8112801300.0,8559089700.0,8731731000.0,9109040000.0,9123783000.0,9637886000.0,8094996500.0,8748699000.0,9026390000.0,7890255400.0
2068.0,8330253300.0,7341976600.0,8796617000.0,7883479000.0,8298713600.0,8632953000.0,5933507600.0,8070327300.0,8524435000.0,8692151000.0,9060409000.0,9081686000.0,9617300000.0,8019024400.0,8683241000.0,9003171000.0,7823837700.0
2069.0,8305613000.0,7279691300.0,8748146000.0,7855154700.0,8253866500.0,8609534000.0,5812815000.0,7998057000.0,8502267400.0,8638841000.0,9097738000.0,9061106000.0,9599190000.0,7975842300.0,8661432000.0,8975065000.0,7773483500.0
2070.0,8255473000.0,7225888000.0,8727230000.0,7805456400.0,8222879000.0,8598341000.0,5743201000.0,7928557000.0,8452430000.0,8647427000.0,9046746000.0,9014215000.0,9564884000.0,7913458000.0,8621816000.0,8909196000.0,7707385300.0
2071.0,8193362400.0,7161164000.0,8664477000.0,7684162600.0,8185187300.0,8532299000.0,5624725000.0,7914231300.0,8429295000.0,8642472000.0,9014490000.0,8984554000.0,9534647000.0,7840726500.0,8586486000.0,8886177000.0,7667352000.0
2072.0,8112315400.0,7113421300.0,8639826000.0,7642237000.0,8162997000.0,8515306000.0,5531376600.0,7861911600.0,8409740000.0,8611459000.0,8981737000.0,8964029000.0,9519120000.0,7751035400.0,8551333000.0,8856051000.0,7607052300.0
2073.0,8099743000.0,7048068000.0,8598222000.0,7592121000.0,8082842600.0,8479686700.0,5419377000.0,7822143500.0,8362744000.0,8609032000.0,8962341000.0,8941353000.0,9481603000.0,7731006000.0,8502068700.0,8818925000.0,7545329000.0
2074.0,8035232300.0,6988216300.0,8559281700.0,7555936000.0,8030519000.0,8443712000.0,5351291400.0,7800953000.0,8328271400.0,8585331700.0,8935170000.0,8900226000.0,9480563000.0,7685235700.0,8477841000.0,8791703000.0,7509240300.0
2075.0,7961074700.0,6905551400.0,8508750000.0,7502754000.0,7970422300.0,8430341600.0,5254728700.0,7751220700.0,8295035000.0,8547291600.0,8941195000.0,8892125000.0,9438712000.0,7630460400.0,8442983400.0,8754158000.0,7455764500.0
2076.0,7912054300.0,6836246000.0,8447747000.0,7446846000.0,7936116000.0,8381873000.0,5185441300.0,7740445000.0,8274789000.0,8541193000.0,8905699000.0,8846781000.0,9425970000.0,7570076700.0,8395490000.0,8742550000.0,7409188000.0
2077.0,7818489300.0,6769427500.0,8420650500.0,7406428700.0,7889111000.0,8374103600.0,5065181700.0,7700238300.0,8213972000.0,8538210000.0,8883960000.0,8808795000.0,9384103000.0,7484994600.0,8338843000.0,8734122000.0,7339614000.0
2078.0,7787737600.0,6692439000.0,8327838700.0,7375511600.0,7839640600.0,8331403300.0,4969646600.0,7670321000.0,8178660000.0,8504285700.0,8870299000.0,8775690000.0,9354767000.0,7458972700.0,8299481600.0,8734073000.0,7298995700.0
2079.0,7739564500.0,6645083000.0,8296169000.0,7338270000.0,7767302000.0,8285302300.0,4853726700.0,7645180000.0,8145850400.0,8503955000.0,8877732000.0,8769329000.0,9310131000.0,7402625500.0,8267393500.0,8678438000.0,7259032000.0
2080.0,7685131300.0,6591895000.0,8265065000.0,7293908000.0,7729779700.0,8255431000.0,4763153000.0,7635920000.0,8097588700.0,8491828700.0,8898665000.0,8761732000.0,9303217000.0,7342569500.0,8223729700.0,8650052000.0,7208691700.0
2081.0,7646441500.0,6503576600.0,8219284000.0,7227818000.0,7664279600.0,8240142300.0,4620837000.0,7575879700.0,8069167600.0,8484398000.0,8809678000.0,8746647000.0,9285575000.0,7295768600.0,8174627000.0,8633438000.0,7181249500.0
2082.0,7610495500.0,6454761000.0,8172547600.0,7193099000.0,7614243000.0,8183629000.0,4556077600.0,7577067500.0,8033487400.0,8582399500.0,8783789000.0,8708462000.0,9270841000.0,7240785000.0,8135125000.0,8620343000.0,7131672600.0
2083.0,7536860700.0,6400897500.0,8122508300.0,7134058000.0,7570856400.0,8144059000.0,4478351000.0,7552746000.0,7980735000.0,8489795000.0,8772017000.0,8683277000.0,9230197000.0,7198714000.0,8093254700.0,8575659500.0,7093749000.0
2084.0,7509457400.0,6331952600.0,8084651000.0,7114892000.0,7512208400.0,8124088000.0,4362102000.0,7546087000.0,7945548000.0,8438320600.0,8778469000.0,8677274000.0,9212132000.0,7146505700.0,8045051000.0,8563588600.0,7041655300.0
2085.0,7449211400.0,6281783300.0,8036396500.0,7041119000.0,7460318700.0,8109495000.0,4285096700.0,7510040600.0,7868621300.0,8427241500.0,8785981000.0,8663418000.0,9199118000.0,7072303000.0,7998889500.0,8553639000.0,7016018000.0
2086.0,7411316700.0,6258866000.0,7978074600.0,7020145700.0,7414512600.0,8067720700.0,4206711600.0,7547135000.0,7814633000.0,8423681500.0,8784356000.0,8623820000.0,9193056000.0,7023734000.0,7964485600.0,8545048600.0,6963670500.0
2087.0,7393586700.0,6222142500.0,7927011000.0,6937125400.0,7376824300.0,8040358000.0,4133819400.0,7491555300.0,7771982000.0,8408294400.0,8744616000.0,8602166000.0,9187403000.0,6978376700.0,7944015400.0,8530819600.0,6927608300.0
2088.0,7355111000.0,6164408300.0,7900357000.0,6905934000.0,7327511600.0,8017876500.0,4041207000.0,7455485400.0,7743576000.0,8416587000.0,8737737000.0,8591126000.0,9181147000.0,6900142000.0,7884940000.0,8514083000.0,6910002000.0
2089.0,7325630000.0,6103259600.0,7848515600.0,6851709400.0,7276425000.0,7991653000.0,3971775000.0,7437365000.0,7717496000.0,8432692000.0,8732620000.0,8574142500.0,9156214000.0,6844430000.0,7862882300.0,8542323000.0,6839101000.0
2090.0,7265308000.0,6084201000.0,7801742300.0,6817928000.0,7208328000.0,7947583500.0,3896195600.0,7416802000.0,7666506000.0,8380645000.0,8746288000.0,8560793000.0,9129014000.0,6788001300.0,7820622300.0,8488219600.0,6828393500.0
2091.0,7235107300.0,6031125500.0,7765604400.0,6779034600.0,7171837400.0,7935826400.0,3822836500.0,7403496400.0,7652282400.0,8388778500.0,8714058000.0,8521256000.0,9109379000.0,6758092300.0,7764667400.0,8475817000.0,6778283500.0
2092.0,7208563700.0,5977890000.0,7741847600.0,6763162000.0,7111895000.0,7916776000.0,3774229000.0,7385337000.0,7595835000.0,8376738000.0,8692635000.0,8513400300.0,9097754000.0,6666100000.0,7706807000.0,8440985000.0,6727689700.0
2093.0,7171166000.0,5918411300.0,7690270000.0,6715758600.0,7071476700.0,7853872600.0,3714337800.0,7379414500.0,7560438300.0,8358643700.0,8685405000.0,8496751600.0,9089916000.0,6596927000.0,7677687300.0,8422438400.0,6726158300.0
2094.0,7139674600.0,5881087500.0,7656165400.0,6662065000.0,7018867000.0,7842672600.0,3640640800.0,7354184000.0,7539082000.0,8374011400.0,8666197000.0,8494297600.0,9071161000.0,6515429000.0,7633786000.0,8431585000.0,6687324000.0
2095.0,7114097000.0,5790769000.0,7604006400.0,6619849700.0,6992504300.0,7815063000.0,3585997600.0,7347026000.0,7503891500.0,8348677600.0,8660887000.0,8455130600.0,9069956000.0,6429965000.0,7611127000.0,8408508000.0,6603123700.0
2096.0,7084486000.0,5765881300.0,7586879500.0,6591768000.0,6931713000.0,7773454000.0,3542439400.0,7362484700.0,7459445000.0,8360692700.0,8660339000.0,8427929000.0,9066839000.0,6341073000.0,7588529700.0,8397391400.0,6568855600.0
2097.0,7059157000.0,5716498400.0,7541376500.0,6560444000.0,6875910000.0,7749826600.0,3432945700.0,7355960000.0,7405047300.0,8416544000.0,8638411000.0,8420120600.0,9071918000.0,6292445000.0,7553412000.0,8394785000.0,6645270500.0
2098.0,7024992000.0,5650344000.0,7513912300.0,6529028000.0,6825142000.0,7718225400.0,3339283700.0,7361275000.0,7365819400.0,8356453000.0,8630005000.0,8410149400.0,9069990000.0,6211549700.0,7513019000.0,8392959500.0,6529631000.0
2099.0,6996716500.0,5622185500.0,7463239700.0,6501862400.0,6766792700.0,7682987000.0,3258985000.0,7314422300.0,7346747000.0,8368746500.0,8600951000.0,8381501000.0,9049511000.0,6172196000.0,7473187000.0,8378206000.0,6492607500.0
2100.0,6967015400.0,5570712600.0,7456004600.0,6487113000.0,6717059600.0,7645007000.0,3180736500.0,7299725300.0,7294987000.0,8336273000.0,8613763000.0,8358912000.0,9033867000.0,6109911600.0,7453871000.0,8350597000.0,6447154700.0
