time,MPI-ESM1-2-HR,MRI-ESM2-0,FGOALS-F3-L,EC-EARTH3,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM4-8,EC-EARTH3-VEG,CMCC-CM2-SR5,NORESM2-MM,INM-CM5-0,CESM2-WACCM,CESM2,GFDL-ESM4
2012.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0
2013.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0
2014.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0
2015.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0
2016.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0
2017.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0
2018.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0
2019.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0
2020.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0
2021.0,10005963000.0,10002495000.0,10007204000.0,10001801000.0,10007269000.0,10006566000.0,10007944000.0,10005767000.0,10047924000.0,10006273000.0,10005569000.0,10008062000.0,10007218000.0,10006597000.0
2022.0,10001152000.0,9995275000.0,10008269000.0,9992622000.0,9999668000.0,9998262000.0,10001635000.0,9996121000.0,10016617000.0,9999937000.0,9997192000.0,10004172000.0,9998037000.0,10000163000.0
2023.0,9993723000.0,9988023000.0,9997220000.0,9983395000.0,9993193000.0,9991127000.0,9999345000.0,9992305000.0,10011251000.0,9996469000.0,9990649000.0,9998661000.0,9995647000.0,9995347000.0
2024.0,9986945000.0,9982581000.0,9992467000.0,9974728000.0,9986157000.0,9982966000.0,9993028000.0,9985219000.0,10006058000.0,9990075000.0,9983430000.0,9995933000.0,9992144000.0,9988651000.0
2025.0,9982067000.0,9976228000.0,9989261000.0,9964508000.0,9979628000.0,9969618000.0,9987029000.0,9978305000.0,10004709000.0,9988752000.0,9973400000.0,9990235000.0,9989469000.0,9980657000.0
2026.0,9977128000.0,9966189000.0,9987024000.0,9950683000.0,9972755000.0,9956883000.0,9981927000.0,9974886000.0,9999566000.0,9987371000.0,9964088000.0,9984280000.0,9987804000.0,9974545000.0
2027.0,9970012000.0,9945996000.0,9983410000.0,9930263000.0,9964241000.0,9936157000.0,9976874000.0,9967774000.0,9994484000.0,9984466000.0,9949587000.0,9980318000.0,9990118000.0,9967493000.0
2028.0,9957116000.0,9934883000.0,9981713000.0,9912509000.0,9947874000.0,9917605000.0,9973040000.0,9955991000.0,9988974000.0,9984200000.0,9930954000.0,9971756000.0,9984135000.0,9952788000.0
2029.0,9947893000.0,9912837000.0,9972285000.0,9887099000.0,9934110000.0,9888083000.0,9957835000.0,9941136000.0,9975157000.0,9980204000.0,9918934000.0,9956720000.0,9977086000.0,9939499000.0
2030.0,9936799000.0,9895932000.0,9958197000.0,9870327000.0,9914146000.0,9871252000.0,9944430000.0,9923852000.0,9959070000.0,9970111000.0,9894540000.0,9944317000.0,9965869000.0,9917608000.0
2031.0,9914763000.0,9872440000.0,9943824000.0,9832361000.0,9896477000.0,9829507000.0,9924519000.0,9908604000.0,9945128000.0,9961762000.0,9877757000.0,9937807000.0,9958455000.0,9906682000.0
2032.0,9900081000.0,9849271000.0,9930448000.0,9804103000.0,9874578000.0,9801089000.0,9912576000.0,9888770000.0,9936366000.0,9962349000.0,9837460000.0,9918596000.0,9939826000.0,9877987000.0
2033.0,9893290000.0,9833797000.0,9917199000.0,9782338000.0,9854730000.0,9769638000.0,9894383000.0,9873278000.0,9924853000.0,9947274000.0,9805167000.0,9901456000.0,9931745000.0,9858558000.0
2034.0,9866696000.0,9809154000.0,9908612000.0,9748355000.0,9836137000.0,9751272000.0,9877957000.0,9846218000.0,9917141000.0,9934898000.0,9777110000.0,9892692000.0,9925992000.0,9841023000.0
2035.0,9853420000.0,9770464000.0,9887985000.0,9708232000.0,9818593000.0,9706789000.0,9856265000.0,9833685000.0,9902646000.0,9930674000.0,9739663000.0,9884982000.0,9918096000.0,9826740000.0
2036.0,9827026000.0,9736479000.0,9883760000.0,9677738000.0,9792361000.0,9670313000.0,9838076000.0,9811837000.0,9882288000.0,9925992000.0,9695606000.0,9859037000.0,9916091000.0,9796887000.0
2037.0,9801744000.0,9679984000.0,9872750000.0,9626079000.0,9760204000.0,9631954000.0,9819469000.0,9790061000.0,9865969000.0,9918463000.0,9642964000.0,9840945000.0,9907537000.0,9785030000.0
2038.0,9767424000.0,9641887000.0,9854798000.0,9592608000.0,9705681000.0,9582019000.0,9785413000.0,9761115000.0,9842753000.0,9905490000.0,9595059000.0,9820800000.0,9892491000.0,9757067000.0
2039.0,9742036000.0,9605712000.0,9840861000.0,9561402000.0,9666639000.0,9568558000.0,9734490000.0,9729999000.0,9825027000.0,9890746000.0,9555909000.0,9800311000.0,9877335000.0,9716619000.0
2040.0,9723571000.0,9555502000.0,9814601000.0,9519833000.0,9617584000.0,9538500000.0,9708619000.0,9701176000.0,9802872000.0,9881618000.0,9514351000.0,9770291000.0,9858114000.0,9688381000.0
2041.0,9693676000.0,9521163000.0,9802238000.0,9478357000.0,9591672000.0,9513747000.0,9670803000.0,9678708000.0,9765668000.0,9865912000.0,9481281000.0,9743203000.0,9838405000.0,9664035000.0
2042.0,9677738000.0,9463698000.0,9763567000.0,9428577000.0,9549943000.0,9493251000.0,9637512000.0,9633841000.0,9740134000.0,9842433000.0,9438739000.0,9721545000.0,9829951000.0,9659772000.0
2043.0,9654413000.0,9385345000.0,9739311000.0,9375548000.0,9508574000.0,9475470000.0,9606439000.0,9619682000.0,9715734000.0,9823407000.0,9403400000.0,9701208000.0,9829029000.0,9641459000.0
2044.0,9637037000.0,9344200000.0,9714130000.0,9311249000.0,9470248000.0,9450635000.0,9587929000.0,9603907000.0,9688099000.0,9809791000.0,9355889000.0,9674440000.0,9815349000.0,9612142000.0
2045.0,9619159000.0,9289778000.0,9688576000.0,9246651000.0,9393743000.0,9422701000.0,9554200000.0,9566996000.0,9662000000.0,9796390000.0,9305018000.0,9654687000.0,9795020000.0,9589650000.0
2046.0,9588499000.0,9231533000.0,9655728000.0,9215521000.0,9345178000.0,9398830000.0,9514893000.0,9540120000.0,9639655000.0,9772408000.0,9259402000.0,9626525000.0,9780427000.0,9574029000.0
2047.0,9564102000.0,9153164000.0,9632086000.0,9144932000.0,9279144000.0,9352329000.0,9479054000.0,9508908000.0,9608436000.0,9762872000.0,9186831000.0,9608971000.0,9773356000.0,9542659000.0
2048.0,9529813000.0,9104460000.0,9613500000.0,9064323000.0,9197852000.0,9294688000.0,9439119000.0,9471631000.0,9571504000.0,9750806000.0,9159615000.0,9578994000.0,9762832000.0,9519654000.0
2049.0,9508643000.0,9072471000.0,9576521000.0,8994805000.0,9131255000.0,9233851000.0,9399860000.0,9441123000.0,9532996000.0,9731756000.0,9102389000.0,9544909000.0,9757948000.0,9482994000.0
2050.0,9467223000.0,8996207000.0,9530372000.0,8905005000.0,9047390000.0,9192267000.0,9326217000.0,9397107000.0,9490237000.0,9717900000.0,9071533000.0,9518293000.0,9754729000.0,9458588000.0
2051.0,9433292000.0,8914043000.0,9504433000.0,8825823000.0,8955454000.0,9139548000.0,9269482000.0,9370283000.0,9458430000.0,9705157000.0,9024556000.0,9495337000.0,9742134000.0,9403357000.0
2052.0,9403015000.0,8842323000.0,9470796000.0,8712900000.0,8843659000.0,9098093000.0,9182414000.0,9314452000.0,9403010000.0,9687740000.0,8944935000.0,9459010000.0,9733922000.0,9382996000.0
2053.0,9377806000.0,8769905000.0,9440898000.0,8651128000.0,8773498000.0,9059899000.0,9105837000.0,9255478000.0,9341083000.0,9665725000.0,8887191000.0,9413689000.0,9721261000.0,9350490000.0
2054.0,9341763000.0,8735997000.0,9394648000.0,8576889000.0,8693160000.0,9005537000.0,9034295000.0,9201207000.0,9289239000.0,9638158000.0,8813756000.0,9356946000.0,9714900000.0,9318046000.0
2055.0,9306141000.0,8651958000.0,9351666000.0,8502833000.0,8624948000.0,8889994000.0,8969341000.0,9140682000.0,9223625000.0,9614349000.0,8773021000.0,9314653000.0,9707554000.0,9286523000.0
2056.0,9266200000.0,8600807000.0,9291729000.0,8435471400.0,8537586700.0,8838291000.0,8921639000.0,9083226000.0,9116174000.0,9591404000.0,8700428000.0,9280216000.0,9706316000.0,9237890000.0
2057.0,9224897000.0,8562152000.0,9252858000.0,8314901500.0,8509992400.0,8798780000.0,8816988000.0,9026423000.0,9059466000.0,9546707000.0,8640889000.0,9233391000.0,9684257000.0,9217179000.0
2058.0,9183998000.0,8512537600.0,9186903000.0,8271957000.0,8409985500.0,8733762000.0,8742818000.0,8937731000.0,8975035000.0,9518375000.0,8587045000.0,9180977000.0,9674119000.0,9181979000.0
2059.0,9155652000.0,8464127000.0,9156211000.0,8192204300.0,8358000000.0,8681832000.0,8685222000.0,8840562000.0,8854985000.0,9497123000.0,8544043000.0,9140232000.0,9656969000.0,9139841000.0
2060.0,9111928000.0,8410586600.0,9116755000.0,8125817000.0,8317779500.0,8624773000.0,8618104000.0,8786424000.0,8766970000.0,9466059000.0,8516166700.0,9050478000.0,9657110000.0,9078477000.0
2061.0,9058020000.0,8368391000.0,9042016000.0,8079233500.0,8259630600.0,8585110000.0,8575547400.0,8726882000.0,8686862000.0,9414758000.0,8474128400.0,9001126000.0,9654501000.0,9045321000.0
2062.0,9029883000.0,8319942000.0,8975733000.0,7975693300.0,8214806500.0,8525005300.0,8491079000.0,8682622000.0,8601868000.0,9361510000.0,8423276500.0,8909732000.0,9637871000.0,9014142000.0
2063.0,8985750000.0,8272902000.0,8923649000.0,7903568000.0,8155045000.0,8494861000.0,8446063600.0,8614122000.0,8511922700.0,9314227000.0,8378987000.0,8873499000.0,9614932000.0,8946087000.0
2064.0,8940743000.0,8222699500.0,8883954000.0,7833783300.0,8103398400.0,8460714500.0,8374992000.0,8536841700.0,8431026000.0,9273386000.0,8348276700.0,8818324000.0,9603600000.0,8884944000.0
2065.0,8889336000.0,8184977400.0,8814768000.0,7740954000.0,8022690000.0,8424569300.0,8318964000.0,8520123400.0,8337441300.0,9207483000.0,8295991300.0,8753233000.0,9586633000.0,8824289000.0
2066.0,8850761000.0,8140066000.0,8770824000.0,7631052000.0,7966506500.0,8360727600.0,8283719000.0,8441297400.0,8271839000.0,9128905000.0,8250226000.0,8702013000.0,9575450000.0,8797178000.0
2067.0,8803829000.0,8080128500.0,8712652000.0,7537897000.0,7890800000.0,8312853000.0,8236871000.0,8397702000.0,8198439000.0,9087497000.0,8183142000.0,8653555000.0,9563152000.0,8757581000.0
2068.0,8747843000.0,8025412600.0,8638332000.0,7466854400.0,7804099600.0,8260878000.0,8192804000.0,8325754400.0,8129308000.0,9060776000.0,8149441000.0,8586130400.0,9542985000.0,8683301000.0
2069.0,8691424000.0,7980417500.0,8607943000.0,7389168600.0,7724611000.0,8197979600.0,8130886700.0,8285702700.0,8061605400.0,9016468000.0,8075926000.0,8539759600.0,9516815000.0,8660371000.0
2070.0,8658196000.0,7906540000.0,8553698300.0,7319067600.0,7668828000.0,8140822500.0,8061085700.0,8203245600.0,7940566500.0,8933833000.0,8035793400.0,8531005400.0,9488171000.0,8627411000.0
2071.0,8633235000.0,7889566000.0,8495390700.0,7262162400.0,7617563000.0,8056354300.0,8011138600.0,8158347000.0,7850112000.0,8905955000.0,7989092000.0,8493698600.0,9456986000.0,8607919000.0
2072.0,8601435000.0,7843979000.0,8448615400.0,7198417400.0,7543736000.0,7979415600.0,7951255600.0,8081529300.0,7718832000.0,8867493000.0,7949202400.0,8442716000.0,9438483000.0,8573525500.0
2073.0,8576005000.0,7816670700.0,8397616600.0,7121302000.0,7485020000.0,7918168000.0,7917721600.0,8039604000.0,7633381400.0,8787987000.0,7880370000.0,8404805600.0,9421016000.0,8514462700.0
2074.0,8546245600.0,7753155600.0,8372183600.0,7080866300.0,7431524000.0,7870425600.0,7880518700.0,7977709600.0,7560589300.0,8735124000.0,7831061500.0,8366665000.0,9407926000.0,8502380000.0
2075.0,8483508000.0,7718962000.0,8306311700.0,6978808300.0,7350059000.0,7827658000.0,7789668400.0,7901062000.0,7434385000.0,8711194000.0,7755006000.0,8330279000.0,9385381000.0,8472492500.0
2076.0,8442604500.0,7652538000.0,8260413000.0,6903745000.0,7281956400.0,7749917700.0,7762499600.0,7833764400.0,7326132700.0,8657376000.0,7690267600.0,8299976000.0,9373396000.0,8416291300.0
2077.0,8418567700.0,7612928500.0,8214422000.0,6819696000.0,7238005000.0,7683633000.0,7701294600.0,7750425000.0,7254115300.0,8629454000.0,7643171000.0,8297622500.0,9356193000.0,8402161000.0
2078.0,8370238000.0,7561965000.0,8168682500.0,6711903000.0,7192005600.0,7577468000.0,7636490000.0,7670172700.0,7181031000.0,8601406000.0,7605424600.0,8239992000.0,9320874000.0,8356463600.0
2079.0,8320744400.0,7538248700.0,8120843000.0,6626663400.0,7088691700.0,7496093700.0,7584923600.0,7606641000.0,7084929500.0,8569315300.0,7540388000.0,8208482300.0,9297273000.0,8337420000.0
2080.0,8301767700.0,7517877000.0,8097312000.0,6529511400.0,7031946000.0,7443284000.0,7528472600.0,7530861600.0,7025732000.0,8505381400.0,7472009000.0,8177347600.0,9285682000.0,8304197600.0
2081.0,8253353500.0,7442493400.0,8052281300.0,6450181000.0,6986633700.0,7366048300.0,7501932000.0,7430411000.0,6923244500.0,8469865000.0,7440488000.0,8128907000.0,9255211000.0,8261756000.0
2082.0,8230624000.0,7390888000.0,8003908600.0,6402843600.0,6938866700.0,7308925000.0,7457168400.0,7378081300.0,6823552500.0,8438273000.0,7409587700.0,8115956000.0,9250287000.0,8241807000.0
2083.0,8195395600.0,7367773000.0,7943368000.0,6333491700.0,6864496600.0,7255305700.0,7403633000.0,7308979700.0,6703171000.0,8417884000.0,7332589600.0,8072222000.0,9224237000.0,8210261500.0
2084.0,8146212400.0,7324972000.0,7879809000.0,6246371300.0,6828866600.0,7194937000.0,7352085000.0,7245660700.0,6584105500.0,8390955000.0,7307826000.0,8027982000.0,9200503000.0,8142970400.0
2085.0,8077485600.0,7300110000.0,7816768000.0,6187655000.0,6788245500.0,7143897600.0,7309328000.0,7175639000.0,6450383000.0,8349837000.0,7261401600.0,8023850000.0,9184762000.0,8121932000.0
2086.0,8062299600.0,7279452000.0,7740199400.0,6112823000.0,6720053000.0,7066986500.0,7257936400.0,7097487000.0,6357698000.0,8312259000.0,7195971000.0,8000236000.0,9161840000.0,8095071700.0
2087.0,8026749000.0,7232696300.0,7706284500.0,6022424600.0,6683065000.0,6993621500.0,7197140000.0,7030514700.0,6249524000.0,8275806700.0,7151167000.0,7952861700.0,9142876000.0,8040174000.0
2088.0,7986046500.0,7222504000.0,7668031000.0,5937688000.0,6601039400.0,6952471600.0,7153328000.0,6940411400.0,6143420000.0,8262267000.0,7111560000.0,7915622000.0,9121370000.0,8019216400.0
2089.0,7950180000.0,7200688000.0,7623121000.0,5796658000.0,6544869000.0,6911031000.0,7122679000.0,6865842000.0,6012442600.0,8228335000.0,7050224600.0,7877633500.0,9107523000.0,7983868000.0
2090.0,7905135000.0,7174920700.0,7572409300.0,5673268000.0,6470068000.0,6880076000.0,7078214700.0,6783703000.0,5869729000.0,8188596700.0,7007381000.0,7841528300.0,9091739000.0,7928130600.0
2091.0,7838895600.0,7159580000.0,7525599700.0,5619039000.0,6409077000.0,6795448300.0,7018760700.0,6699705000.0,5744218600.0,8168045600.0,6952400400.0,7802388000.0,9086157000.0,7870757000.0
2092.0,7802458600.0,7120948700.0,7476968000.0,5527529500.0,6343708000.0,6753266000.0,6974425600.0,6607467500.0,5636679000.0,8149379600.0,6907830000.0,7749758000.0,9066293000.0,7831276000.0
2093.0,7785271300.0,7082937300.0,7416078300.0,5465513000.0,6298585000.0,6667391000.0,6936275000.0,6496274400.0,5516992000.0,8094208000.0,6852311600.0,7723677000.0,9059165000.0,7781146000.0
2094.0,7726118000.0,7039640600.0,7336909000.0,5385145000.0,6233142000.0,6628265000.0,6865872400.0,6399783000.0,5375058000.0,8054213000.0,6808824300.0,7692521000.0,9040435000.0,7743229000.0
2095.0,7661747000.0,6996333600.0,7284816400.0,5335382000.0,6165529600.0,6551911000.0,6817470500.0,6296720400.0,5267098600.0,8026284000.0,6737092600.0,7648848000.0,9013105000.0,7719499000.0
2096.0,7597734400.0,6997906400.0,7200221000.0,5239232500.0,6104099300.0,6491829000.0,6762709500.0,6219204000.0,5169608000.0,8001213400.0,6689877500.0,7618701000.0,8996714000.0,7685891600.0
2097.0,7573621000.0,6958532600.0,7160901000.0,5162504700.0,6024751600.0,6439918600.0,6694818000.0,6139195400.0,5077199000.0,7968802000.0,6653501000.0,7594743300.0,8964221000.0,7670139000.0
2098.0,7545578500.0,6951481300.0,7097753000.0,5074151000.0,5936508400.0,6375511600.0,6657576400.0,6043251000.0,4969948700.0,7960585000.0,6587000000.0,7576673000.0,8956459000.0,7635730000.0
2099.0,7481471500.0,6921907000.0,7052517000.0,4987591700.0,5830840300.0,6286908000.0,6588735000.0,5951057400.0,4817007600.0,7938981000.0,6541638700.0,7554922000.0,8956027000.0,7601360400.0
2100.0,7427993600.0,6883119000.0,6981505000.0,4909336600.0,5745008600.0,6241225000.0,6518294000.0,5868012500.0,4719139300.0,7903453700.0,6485207600.0,7520419000.0,8940086000.0,7570437000.0
