time,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG,GFDL-ESM4
2074.0,8297046500.0,7671533600.0,8362370000.0,8751942000.0
2075.0,8260393000.0,7597804000.0,8322044400.0,8730761000.0
2076.0,8232423400.0,7508424700.0,8282069000.0,8708407000.0
2077.0,8196352000.0,7452210700.0,8245875000.0,8688631000.0
2078.0,8190420000.0,7417865000.0,8218912000.0,8668566000.0
2079.0,8198973000.0,7366575000.0,8170255000.0,8636771000.0
2080.0,8148136000.0,7309742600.0,8148414000.0,8619849000.0
2081.0,8132221000.0,7264616000.0,8099072000.0,8641316000.0
2082.0,8116633600.0,7214501000.0,8080760300.0,8596872000.0
2083.0,8093803500.0,7196764700.0,8037228500.0,8578121000.0
2084.0,8069512700.0,7162797600.0,7969322000.0,8536490500.0
2085.0,8053360600.0,7103918600.0,7924454000.0,8526591500.0
2086.0,8033873400.0,7066296300.0,7891007000.0,8512285700.0
2087.0,8014332000.0,6995043000.0,7855081000.0,8483459600.0
2088.0,8008064000.0,6953781000.0,7807240700.0,8450188300.0
2089.0,8008427000.0,6897291300.0,7785503000.0,8437502500.0
2090.0,7983634400.0,6864553500.0,7735766500.0,8422243000.0
2091.0,7992763000.0,6843774000.0,7676487000.0,8410877000.0
2092.0,7980102700.0,6799459000.0,7662913000.0,8391468000.0
2093.0,7989096000.0,6767148000.0,7636614000.0,8375572500.0
2094.0,7959682600.0,6718207500.0,7580010500.0,8380283000.0
2095.0,7982152000.0,6661854700.0,7528614000.0,8351172600.0
2096.0,7952450000.0,6620973600.0,7513167000.0,8326241300.0
2097.0,7932581000.0,6601152000.0,7472003000.0,8302103000.0
2098.0,7928577000.0,6580634600.0,7461330000.0,8323515400.0
2099.0,7949497300.0,6538113500.0,7426095600.0,8295016400.0
2100.0,7921927000.0,6504989700.0,7398527500.0,8254974000.0
