time,CANESM2,CESM1-CAM5,MPI-ESM-LR
2000.0,13944907000000.0,13944907000000.0,13944907000000.0
2001.0,13921663000000.0,13921663000000.0,13921663000000.0
2002.0,13902591000000.0,13902591000000.0,13902591000000.0
2003.0,13891185000000.0,13891185000000.0,13891185000000.0
2004.0,13889544000000.0,13889544000000.0,13889544000000.0
2005.0,13885469000000.0,13885469000000.0,13885469000000.0
2006.0,13873272000000.0,13873272000000.0,13873272000000.0
2007.0,13858094000000.0,13858094000000.0,13858094000000.0
2008.0,13853954000000.0,13853954000000.0,13853954000000.0
2009.0,13847373000000.0,13847373000000.0,13847373000000.0
2010.0,13834272000000.0,13834272000000.0,13834272000000.0
2011.0,13827747000000.0,13827747000000.0,13827747000000.0
2012.0,13823229000000.0,13823229000000.0,13823229000000.0
2013.0,13800156000000.0,13800156000000.0,13800156000000.0
2014.0,13769632000000.0,13769632000000.0,13769632000000.0
2015.0,13776558000000.0,13776558000000.0,13776558000000.0
2016.0,13763005000000.0,13763005000000.0,13763005000000.0
2017.0,13730462000000.0,13730462000000.0,13730462000000.0
2018.0,13723015000000.0,13723015000000.0,13723015000000.0
2019.0,13701915000000.0,13701915000000.0,13701915000000.0
2020.0,13687473000000.0,13687473000000.0,13687473000000.0
2021.0,13661308000000.0,13658977000000.0,13666251000000.0
2022.0,13624715000000.0,13647789000000.0,13624938000000.0
2023.0,13604134000000.0,13604289000000.0,13615866000000.0
2024.0,13552540000000.0,13582891000000.0,13582620000000.0
2025.0,13528614000000.0,13552031000000.0,13570945000000.0
2026.0,13511622000000.0,13527908000000.0,13532964000000.0
2027.0,13480323000000.0,13490686000000.0,13493351000000.0
2028.0,13480931000000.0,13435473000000.0,13451856000000.0
2029.0,13453069000000.0,13406105000000.0,13425603000000.0
2030.0,13427237000000.0,13378499000000.0,13390803000000.0
2031.0,13411867000000.0,13344649000000.0,13359406000000.0
2032.0,13358021000000.0,13318931000000.0,13325433000000.0
2033.0,13317130000000.0,13275485000000.0,13308109000000.0
2034.0,13281210000000.0,13240983000000.0,13281617000000.0
2035.0,13246059000000.0,13208773000000.0,13263898000000.0
2036.0,13203724000000.0,13165413000000.0,13252605000000.0
2037.0,13171706000000.0,13102183000000.0,13223423000000.0
2038.0,13142342000000.0,13054759000000.0,13197435000000.0
2039.0,13108359000000.0,13019390000000.0,13168986000000.0
2040.0,13093269000000.0,12963867000000.0,13146108000000.0
2041.0,13045737000000.0,12906115000000.0,13133630000000.0
2042.0,13022805000000.0,12845288000000.0,13095344000000.0
2043.0,12934489000000.0,12784873000000.0,13057566000000.0
2044.0,12895571000000.0,12718293000000.0,13008410000000.0
