time,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0,MPI-ESM-LR
2000.0,13944907000000.0,13944907000000.0,13944907000000.0,13944907000000.0
2001.0,13921663000000.0,13921663000000.0,13921663000000.0,13921663000000.0
2002.0,13902591000000.0,13902591000000.0,13902591000000.0,13902591000000.0
2003.0,13891185000000.0,13891185000000.0,13891185000000.0,13891185000000.0
2004.0,13889544000000.0,13889544000000.0,13889544000000.0,13889544000000.0
2005.0,13885469000000.0,13885469000000.0,13885469000000.0,13885469000000.0
2006.0,13873272000000.0,13873272000000.0,13873272000000.0,13873272000000.0
2007.0,13858094000000.0,13858094000000.0,13858094000000.0,13858094000000.0
2008.0,13853954000000.0,13853954000000.0,13853954000000.0,13853954000000.0
2009.0,13847373000000.0,13847373000000.0,13847373000000.0,13847373000000.0
2010.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0
2011.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0
2012.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0
2013.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0
2014.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0
2015.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0
2016.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0
2017.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0
2018.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0
2019.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0
2020.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0
2021.0,13656760000000.0,13634893000000.0,13665006000000.0,13656058000000.0
2022.0,13621034000000.0,13596416000000.0,13647722000000.0,13652625000000.0
2023.0,13595408000000.0,13549678000000.0,13628260000000.0,13630384000000.0
2024.0,13561021000000.0,13532815000000.0,13608420000000.0,13620065000000.0
2025.0,13531790000000.0,13476472000000.0,13579042000000.0,13604792000000.0
2026.0,13512958000000.0,13446227000000.0,13547094000000.0,13588474000000.0
2027.0,13469229000000.0,13380841000000.0,13524371000000.0,13589777000000.0
2028.0,13445061000000.0,13345719000000.0,13517032000000.0,13567296000000.0
2029.0,13409812000000.0,13328420000000.0,13507383000000.0,13529491000000.0
2030.0,13385810000000.0,13271401000000.0,13480109000000.0,13506892000000.0
2031.0,13358701000000.0,13222463000000.0,13477550000000.0,13497498000000.0
2032.0,13341160000000.0,13179367000000.0,13465250000000.0,13473409000000.0
2033.0,13316405000000.0,13111597000000.0,13429989000000.0,13451606000000.0
2034.0,13284496000000.0,13036774000000.0,13416300000000.0,13429588000000.0
2035.0,13262975000000.0,12980426000000.0,13390619000000.0,13401431000000.0
2036.0,13247045000000.0,12916990000000.0,13372695000000.0,13375398000000.0
2037.0,13203126000000.0,12857534000000.0,13357964000000.0,13345463000000.0
2038.0,13165984000000.0,12803786000000.0,13355848000000.0,13317794000000.0
2039.0,13127670000000.0,12735934000000.0,13336594000000.0,13281125000000.0
2040.0,13098167000000.0,12689077000000.0,13325300000000.0,13251033000000.0
2041.0,13043821000000.0,12628165000000.0,13293281000000.0,13221067000000.0
2042.0,12985923000000.0,12586202000000.0,13271649000000.0,13188752000000.0
2043.0,12933681000000.0,12539345000000.0,13256025000000.0,13161502000000.0
2044.0,12904444000000.0,12446629000000.0,13220392000000.0,13117523000000.0
2045.0,12852338000000.0,12357183000000.0,13188752000000.0,13074972000000.0
2046.0,12778958000000.0,12279820000000.0,13165311000000.0,13033771000000.0
2047.0,12752975000000.0,12177930000000.0,13150096000000.0,13021021000000.0
2048.0,12699579000000.0,12099191000000.0,13129569000000.0,13000673000000.0
2049.0,12666390000000.0,12029715000000.0,13114626000000.0,12976326000000.0
2050.0,12632110000000.0,11938795000000.0,13092076000000.0,12953950000000.0
2051.0,12607657000000.0,11849515000000.0,13068586000000.0,12933805000000.0
2052.0,12563015000000.0,11739473000000.0,13061931000000.0,12894029000000.0
2053.0,12503065000000.0,11684014000000.0,13035676000000.0,12862784000000.0
2054.0,12461180000000.0,11598999000000.0,13014130000000.0,12835150000000.0
2055.0,12415477000000.0,11502194000000.0,12981216000000.0,12809822000000.0
2056.0,12365065000000.0,11413363000000.0,12963375000000.0,12789012000000.0
2057.0,12309946000000.0,11341577000000.0,12948798000000.0,12757459000000.0
2058.0,12260291000000.0,11284444000000.0,12917602000000.0,12725810000000.0
2059.0,12221376000000.0,11204775000000.0,12884712000000.0,12673563000000.0
2060.0,12182440000000.0,11091642000000.0,12875900000000.0,12624378000000.0
2061.0,12149235000000.0,11001995000000.0,12854153000000.0,12596560000000.0
2062.0,12102297000000.0,10909011000000.0,12813941000000.0,12590955000000.0
2063.0,12041463000000.0,10818069000000.0,12779547000000.0,12543958000000.0
2064.0,11997665000000.0,10744109000000.0,12761392000000.0,12514319000000.0
2065.0,11963474000000.0,10677425000000.0,12715610000000.0,12453826000000.0
2066.0,11912154000000.0,10598131000000.0,12690685000000.0,12419547000000.0
2067.0,11868950000000.0,10511404000000.0,12662701000000.0,12373688000000.0
2068.0,11781805000000.0,10403902000000.0,12611925000000.0,12336592000000.0
2069.0,11719572000000.0,10313270000000.0,12593554000000.0,12288101000000.0
2070.0,11678822000000.0,10227395000000.0,12562881000000.0,12238869000000.0
2071.0,11628314000000.0,10099228000000.0,12531387000000.0,12191092000000.0
2072.0,11558048000000.0,10001357000000.0,12498794000000.0,12145825000000.0
2073.0,11434962000000.0,9911863000000.0,12471795000000.0,12114273000000.0
2074.0,11352925000000.0,9776151000000.0,12444689000000.0,12073861000000.0
2075.0,11288735000000.0,9673334000000.0,12417146000000.0,12034936000000.0
2076.0,11230480000000.0,9558733000000.0,12382607000000.0,11979861000000.0
2077.0,11161909000000.0,9458015000000.0,12349420000000.0,11923886000000.0
2078.0,11103427000000.0,9360854000000.0,12324336000000.0,11877000000000.0
2079.0,11055713000000.0,9256893000000.0,12304236000000.0,11828875000000.0
2080.0,11004992000000.0,9174738000000.0,12282805000000.0,11786448000000.0
2081.0,10953885000000.0,9083646000000.0,12272029000000.0,11755284000000.0
2082.0,10898712000000.0,9006604000000.0,12226539000000.0,11711650000000.0
2083.0,10857049000000.0,8899942000000.0,12184266000000.0,11673018000000.0
2084.0,10823435000000.0,8789180300000.0,12165182000000.0,11619010000000.0
2085.0,10748339000000.0,8690772000000.0,12144871000000.0,11586955000000.0
2086.0,10670944000000.0,8607493000000.0,12111087000000.0,11549348000000.0
2087.0,10608628000000.0,8514549000000.0,12070749000000.0,11532330000000.0
2088.0,10565902000000.0,8415356600000.0,12044926000000.0,11509625000000.0
2089.0,10507132000000.0,8335269000000.0,12031212000000.0,11455446000000.0
2090.0,10455697000000.0,8228010000000.0,11984620000000.0,11417523000000.0
2091.0,10365376000000.0,8137957400000.0,11952287000000.0,11370698000000.0
2092.0,10283349000000.0,8048328300000.0,11920333000000.0,11330401000000.0
2093.0,10201164000000.0,7939558000000.0,11891715000000.0,11288354000000.0
2094.0,10122993000000.0,7832187000000.0,11868151000000.0,11253065000000.0
2095.0,10044183000000.0,7723526000000.0,11831817000000.0,11220862000000.0
2096.0,9968727000000.0,7614564000000.0,11801350000000.0,11182959000000.0
2097.0,9896768000000.0,7505758000000.0,11773228000000.0,11132413000000.0
2098.0,9774404000000.0,7414340000000.0,11749248000000.0,11091652000000.0
2099.0,9708481000000.0,7334008500000.0,11719634000000.0,11048519000000.0
2100.0,9638480000000.0,7256528000000.0,11699170000000.0,11007355000000.0
2101.0,9576190000000.0,7173363000000.0,11671245000000.0,10944689000000.0
2102.0,9522885000000.0,7091747000000.0,11646638000000.0,10896337000000.0
2103.0,9482358000000.0,7008393000000.0,11606714000000.0,10865311000000.0
2104.0,9409627000000.0,6917433300000.0,11593687000000.0,10814022000000.0
2105.0,9329548000000.0,6811900000000.0,11559649000000.0,10770798000000.0
2106.0,9274799000000.0,6723568000000.0,11542402000000.0,10734241000000.0
2107.0,9211745000000.0,6639374600000.0,11509517000000.0,10666368000000.0
2108.0,9164189000000.0,6571533000000.0,11467188000000.0,10603948000000.0
2109.0,9082416000000.0,6496663400000.0,11438757000000.0,10549298000000.0
2110.0,9024173000000.0,6423709000000.0,11405715000000.0,10494465000000.0
2111.0,8954755000000.0,6344503500000.0,11397786000000.0,10430407000000.0
2112.0,8917957000000.0,6273196000000.0,11387546000000.0,10373136000000.0
2113.0,8854387000000.0,6195776600000.0,11382792000000.0,10325045000000.0
2114.0,8805585000000.0,6124442500000.0,11355538000000.0,10286570000000.0
2115.0,8754085000000.0,6063120700000.0,11329445000000.0,10240672000000.0
2116.0,8684287000000.0,6002524000000.0,11271349000000.0,10184303000000.0
2117.0,8604409000000.0,5921270400000.0,11226594000000.0,10142531000000.0
2118.0,8520230000000.0,5855901600000.0,11182473000000.0,10106770000000.0
2119.0,8475544000000.0,5785108600000.0,11154254000000.0,10066259000000.0
2120.0,8413842000000.0,5717246300000.0,11130528000000.0,10011805000000.0
2121.0,8326407500000.0,5661344000000.0,11103069000000.0,9960497000000.0
2122.0,8264275700000.0,5600573000000.0,11068439000000.0,9905116000000.0
2123.0,8211596300000.0,5530513000000.0,11036982000000.0,9857752000000.0
2124.0,8170823000000.0,5456001000000.0,11005907000000.0,9819342000000.0
2125.0,8104304000000.0,5368980700000.0,10950787000000.0,9782027000000.0
2126.0,8027772000000.0,5299363600000.0,10922550000000.0,9742736000000.0
2127.0,7956853700000.0,5251395000000.0,10907437000000.0,9706892000000.0
2128.0,7885732000000.0,5185653400000.0,10880568000000.0,9663288000000.0
2129.0,7831285700000.0,5118080600000.0,10850418000000.0,9621078000000.0
2130.0,7748013500000.0,5051688000000.0,10792158000000.0,9565336000000.0
2131.0,7714560000000.0,4972156600000.0,10753370000000.0,9511782000000.0
2132.0,7654143400000.0,4906956000000.0,10738563000000.0,9479383000000.0
2133.0,7595684000000.0,4852818000000.0,10703695000000.0,9431160000000.0
2134.0,7535195600000.0,4784287400000.0,10665228000000.0,9381537000000.0
2135.0,7468790300000.0,4700196000000.0,10646325000000.0,9342302000000.0
2136.0,7402666000000.0,4630613300000.0,10626986000000.0,9287914000000.0
2137.0,7340906000000.0,4575335500000.0,10604225000000.0,9250594000000.0
2138.0,7302801000000.0,4501462000000.0,10574927000000.0,9208124000000.0
2139.0,7249557700000.0,4436913600000.0,10546662000000.0,9186497000000.0
2140.0,7212142000000.0,4373114500000.0,10525189000000.0,9135234000000.0
2141.0,7161504000000.0,4312114100000.0,10494912000000.0,9091767000000.0
2142.0,7099085000000.0,4256966600000.0,10467846000000.0,9045405000000.0
2143.0,7008751000000.0,4203057800000.0,10435040000000.0,8983594000000.0
2144.0,6964527000000.0,4129609700000.0,10401049000000.0,8937608000000.0
2145.0,6928167000000.0,4063207600000.0,10357410000000.0,8881863000000.0
2146.0,6887044500000.0,4008719700000.0,10331571000000.0,8849622000000.0
2147.0,6850663700000.0,3934735000000.0,10299957000000.0,8804354000000.0
2148.0,6819108400000.0,3847118000000.0,10287169000000.0,8770170700000.0
2149.0,6770535700000.0,3776133500000.0,10252166000000.0,8708831600000.0
2150.0,6733511000000.0,3710388300000.0,10217727000000.0,8655540000000.0
2151.0,6688250300000.0,3657441500000.0,10191785000000.0,8600686000000.0
2152.0,6639647700000.0,3595133000000.0,10172603000000.0,8539987000000.0
2153.0,6601340600000.0,3529873800000.0,10164055000000.0,8497799400000.0
2154.0,6510267000000.0,3476641300000.0,10135865000000.0,8440142400000.0
2155.0,6436216600000.0,3413754800000.0,10103936000000.0,8400026000000.0
2156.0,6397269000000.0,3346070800000.0,10086696000000.0,8359282500000.0
2157.0,6354325500000.0,3281079800000.0,10073043000000.0,8317416500000.0
2158.0,6312006500000.0,3226208300000.0,10044469000000.0,8273353000000.0
2159.0,6268602000000.0,3180731300000.0,10041133000000.0,8236267700000.0
2160.0,6226238000000.0,3137678000000.0,10020490000000.0,8193524000000.0
2161.0,6164143700000.0,3096318300000.0,9975690000000.0,8150768400000.0
2162.0,6114096700000.0,3049695700000.0,9946747000000.0,8112892300000.0
2163.0,6084641000000.0,3000765300000.0,9918687000000.0,8080515400000.0
2164.0,6042701000000.0,2951884300000.0,9912832000000.0,8035815700000.0
2165.0,6010070000000.0,2902207000000.0,9892773000000.0,7996060000000.0
2166.0,5961303500000.0,2856038000000.0,9886299000000.0,7952339000000.0
2167.0,5916244000000.0,2806521300000.0,9872699000000.0,7912302300000.0
2168.0,5854893000000.0,2753922300000.0,9855327000000.0,7884544000000.0
2169.0,5806885400000.0,2710079300000.0,9828758000000.0,7837665700000.0
2170.0,5763433500000.0,2661890700000.0,9802592000000.0,7796741000000.0
2171.0,5721677600000.0,2618885000000.0,9784030000000.0,7764099000000.0
