time,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM
2042.0,74440130000.0,74507570000.0,73272530000.0,71645274000.0
2043.0,73691370000.0,73828220000.0,72025784000.0,70970010000.0
2044.0,72941000000.0,73281890000.0,71193490000.0,70092250000.0
2045.0,72370120000.0,72558310000.0,70150420000.0,69221155000.0
2046.0,71494640000.0,72265650000.0,69208510000.0,68426375000.0
2047.0,70688120000.0,71503710000.0,68458350000.0,67592760000.0
2048.0,69852330000.0,70780690000.0,69246740000.0,66568372000.0
2049.0,69338170000.0,70280110000.0,66895057000.0,65677450000.0
2050.0,68615290000.0,69252600000.0,65791200000.0,64899990000.0
2051.0,67901997000.0,68475916000.0,64990577000.0,64128830000.0
2052.0,66991882000.0,68443910000.0,64037663000.0,63035888000.0
2053.0,66114777000.0,67596240000.0,64249733000.0,62054750000.0
2054.0,65625130000.0,67055770000.0,62928667000.0,61274020000.0
2055.0,64748716000.0,66274935000.0,61879075000.0,60352830000.0
2056.0,64079370000.0,65665630000.0,60926222000.0,59293315000.0
2057.0,63222854000.0,64926610000.0,60798878000.0,58156155000.0
2058.0,62252007000.0,64312586000.0,59172057000.0,57187030000.0
2059.0,61215530000.0,63780557000.0,58183967000.0,56465416000.0
2060.0,60200550000.0,63259357000.0,57689530000.0,55668716000.0
2061.0,59446866000.0,62623797000.0,56726660000.0,54858190000.0
2062.0,58688897000.0,62060660000.0,55798997000.0,54008540000.0
2063.0,57588556000.0,61594743000.0,54891510000.0,53257050000.0
2064.0,56707015000.0,60879868000.0,54516994000.0,52406520000.0
2065.0,55913720000.0,60571130000.0,53393347000.0,51788415000.0
2066.0,54988734000.0,60421214000.0,53187960000.0,51288445000.0
2067.0,54183404000.0,59539570000.0,53700750000.0,50838300000.0
2068.0,53495790000.0,60074980000.0,51647484000.0,50395644000.0
2069.0,52814262000.0,58839896000.0,50604433000.0,49223713000.0
2070.0,52058640000.0,60701364000.0,51318395000.0,48527946000.0
2071.0,51387957000.0,58437407000.0,50169872000.0,47802966000.0
2072.0,50622960000.0,57459750000.0,48511200000.0,47128130000.0
2073.0,50040680000.0,57254883000.0,47872954000.0,46201233000.0
2074.0,49431523000.0,56869480000.0,47030202000.0,45568754000.0
2075.0,48775610000.0,56523375000.0,45915370000.0,44981363000.0
2076.0,47940380000.0,56056050000.0,45129600000.0,44577583000.0
2077.0,47242390000.0,55546220000.0,46449100000.0,43827660000.0
2078.0,46671897000.0,55368487000.0,44998894000.0,43196973000.0
2079.0,46233230000.0,54864126000.0,43472480000.0,42557334000.0
2080.0,45903643000.0,54375297000.0,43386495000.0,41893057000.0
2081.0,45187473000.0,54477332000.0,43904516000.0,41457020000.0
2082.0,44833980000.0,53542646000.0,42286465000.0,40849224000.0
2083.0,44351267000.0,53522895000.0,41421976000.0,40272480000.0
2084.0,43765640000.0,53662745000.0,41140257000.0,39850890000.0
2085.0,43599750000.0,52899090000.0,43064177000.0,38966325000.0
2086.0,43327940000.0,52633477000.0,40635904000.0,38649303000.0
2087.0,42732896000.0,52084090000.0,40034710000.0,37938323000.0
2088.0,41988473000.0,51748286000.0,39502828000.0,37119435000.0
2089.0,41548050000.0,51907030000.0,39208130000.0,37918330000.0
2090.0,41144672000.0,54606356000.0,40112325000.0,37436666000.0
2091.0,40983937000.0,55380700000.0,38927310000.0,36066157000.0
2092.0,41058714000.0,52478580000.0,38171263000.0,35618260000.0
2093.0,40505340000.0,51954614000.0,38096880000.0,36195574000.0
2094.0,40021960000.0,51259310000.0,40226780000.0,35277865000.0
2095.0,39622734000.0,51841937000.0,37112656000.0,34918540000.0
2096.0,39406680000.0,51964040000.0,36779004000.0,35298357000.0
2097.0,40476120000.0,51184700000.0,39185592000.0,35033092000.0
2098.0,40051044000.0,51312312000.0,36311470000.0,37490310000.0
2099.0,39107430000.0,50928087000.0,35818852000.0,35468470000.0
2100.0,38619550000.0,50882793000.0,35710190000.0,34289910000.0
