time,CESM2-WACCM,CAMS-CSM1-0,CESM2,IPSL-CM6A-LR,MRI-ESM2-0,EC-EARTH3,EC-EARTH3-VEG,ACCESS-ESM1-5,INM-CM4-8,INM-CM5-0,BCC-CSM2-MR,FGOALS-F3-L,CANESM5,GFDL-ESM4,ACCESS-CM2,MPI-ESM1-2-HR,NORESM2-MM
2025.0,83313435000.0,84224550000.0,83765540000.0,84326810000.0,84308760000.0,84183770000.0,84162060000.0,84193346000.0,83747365000.0,84384735000.0,84100825000.0,84108770000.0,83655740000.0,84066140000.0,84152720000.0,84226744000.0,84166550000.0
2026.0,82623185000.0,84024990000.0,83239846000.0,83950870000.0,84022040000.0,83706620000.0,83645890000.0,83682630000.0,83500470000.0,84289320000.0,83639450000.0,83727950000.0,83401310000.0,83463510000.0,83736740000.0,84099380000.0,83982960000.0
2027.0,82148260000.0,83668050000.0,82739940000.0,83781680000.0,83601010000.0,83165090000.0,83187430000.0,83199050000.0,83073974000.0,84127770000.0,84066020000.0,83417060000.0,82678596000.0,83019500000.0,83475020000.0,83589170000.0,83567850000.0
2028.0,81411910000.0,83332874000.0,82336280000.0,83632660000.0,83347464000.0,82749520000.0,82531970000.0,82329700000.0,82905570000.0,83660700000.0,83306790000.0,83445560000.0,82127700000.0,82759150000.0,83045950000.0,83043760000.0,83238390000.0
2029.0,80637930000.0,83214260000.0,81813570000.0,83287420000.0,82969354000.0,82201125000.0,82144130000.0,81520670000.0,82609700000.0,83300140000.0,83152970000.0,82687880000.0,81798500000.0,82618745000.0,82608290000.0,82550330000.0,82794080000.0
2030.0,79950440000.0,82761875000.0,80888594000.0,82909450000.0,82690300000.0,81592254000.0,81642010000.0,80936075000.0,82227480000.0,83218460000.0,82711716000.0,82223284000.0,81184740000.0,81840940000.0,81959490000.0,82144720000.0,83209090000.0
2031.0,79640265000.0,82647015000.0,80170540000.0,82874370000.0,82351790000.0,81508830000.0,81031995000.0,80336170000.0,81646810000.0,82752200000.0,82125410000.0,81770545000.0,80230060000.0,81502536000.0,81164960000.0,81805810000.0,82215730000.0
2032.0,79143600000.0,81998060000.0,79541430000.0,82088650000.0,81946310000.0,80619815000.0,80299155000.0,79447710000.0,81342740000.0,82344030000.0,81708155000.0,81363380000.0,79480740000.0,80900470000.0,80391730000.0,81455750000.0,81813996000.0
2033.0,78363210000.0,81872570000.0,79182330000.0,81709785000.0,81434700000.0,79909904000.0,79843290000.0,78959260000.0,80756890000.0,81822890000.0,81111140000.0,80382665000.0,78680650000.0,80333770000.0,79731800000.0,80862020000.0,81146640000.0
2034.0,77254450000.0,81289445000.0,78239736000.0,81158970000.0,80986415000.0,79327720000.0,79156896000.0,78249240000.0,80293970000.0,81496400000.0,80431825000.0,79834760000.0,78096050000.0,79630550000.0,79173360000.0,80338630000.0,80784910000.0
2035.0,76655820000.0,80896470000.0,77596420000.0,80399550000.0,80320360000.0,78814460000.0,78419770000.0,77387730000.0,80029590000.0,81000260000.0,79656990000.0,79389925000.0,77403060000.0,78875770000.0,78738210000.0,80027890000.0,80394010000.0
2036.0,75866650000.0,80438820000.0,77034600000.0,79857820000.0,79721210000.0,79516880000.0,77955900000.0,76359750000.0,79730110000.0,80647315000.0,79105840000.0,78922640000.0,76747325000.0,78494420000.0,77992400000.0,79892090000.0,79828754000.0
2037.0,74940510000.0,80205730000.0,76329050000.0,79408220000.0,79101890000.0,78264880000.0,77211260000.0,75628904000.0,79248990000.0,80157680000.0,78441710000.0,78207530000.0,76233690000.0,77797060000.0,77451700000.0,79391870000.0,79380590000.0
2038.0,74284800000.0,79858250000.0,75691810000.0,78633740000.0,78282260000.0,77497810000.0,76684770000.0,75230780000.0,78867780000.0,79918890000.0,77976580000.0,77857780000.0,75594160000.0,77162160000.0,76401590000.0,79133670000.0,78686260000.0
2039.0,73337660000.0,79389160000.0,74692810000.0,78026790000.0,77811540000.0,77286080000.0,76175900000.0,74304820000.0,78530580000.0,79430620000.0,77571750000.0,77122510000.0,75127270000.0,76627690000.0,75673600000.0,78995366000.0,78280970000.0
2040.0,72649970000.0,79091490000.0,74110165000.0,76933400000.0,77084385000.0,76665010000.0,75648066000.0,73488150000.0,77957460000.0,79330960000.0,76939125000.0,76541580000.0,74605750000.0,75681220000.0,75068390000.0,79171040000.0,77783196000.0
2041.0,72039890000.0,78381360000.0,74016890000.0,76462780000.0,76357026000.0,75959920000.0,75022246000.0,73052930000.0,77516080000.0,78911635000.0,76282670000.0,76080340000.0,74176160000.0,75121670000.0,74132005000.0,77950930000.0,77072070000.0
2042.0,71291100000.0,78122040000.0,73086870000.0,75554290000.0,75813600000.0,75419300000.0,74274770000.0,72224090000.0,77136495000.0,78494370000.0,75404110000.0,75625940000.0,73561375000.0,74627240000.0,73361160000.0,77383090000.0,76349320000.0
2043.0,70596930000.0,77528250000.0,72144100000.0,74287235000.0,75186364000.0,75343440000.0,73534340000.0,71573170000.0,76855880000.0,78146896000.0,74625475000.0,74997146000.0,72942840000.0,73779710000.0,72711000000.0,77111410000.0,75788260000.0
2044.0,69968820000.0,77537970000.0,71328250000.0,73680520000.0,74542600000.0,74277940000.0,73481640000.0,70566986000.0,76376970000.0,77925286000.0,73951855000.0,74366070000.0,72445130000.0,73200165000.0,71893280000.0,77080470000.0,75187390000.0
2045.0,69260160000.0,76727984000.0,71017500000.0,72586140000.0,73719930000.0,73477700000.0,72882495000.0,69857530000.0,75985020000.0,77402100000.0,73138980000.0,73753540000.0,72134840000.0,73186240000.0,71368420000.0,76461310000.0,74563680000.0
2046.0,68706853000.0,76449010000.0,69965595000.0,71427056000.0,72945340000.0,72836100000.0,72240600000.0,69780180000.0,75493730000.0,77050530000.0,72541840000.0,72924860000.0,71266484000.0,72276780000.0,70484450000.0,76857880000.0,74164990000.0
2047.0,67996733000.0,76650330000.0,69083046000.0,71713010000.0,72292340000.0,72152360000.0,71634840000.0,68570590000.0,75179560000.0,76630560000.0,71889445000.0,72184370000.0,70446785000.0,71912830000.0,69951940000.0,75995824000.0,73980880000.0
2048.0,67352003000.0,75513110000.0,68658470000.0,69638820000.0,71695030000.0,71224070000.0,70898000000.0,67975090000.0,74670014000.0,76366260000.0,71178990000.0,71657470000.0,69589350000.0,71389220000.0,69109965000.0,75608420000.0,72988730000.0
2049.0,66523270000.0,75430120000.0,68057444000.0,68849754000.0,71176350000.0,70818185000.0,70347320000.0,67196780000.0,74353360000.0,75864350000.0,70329140000.0,71043260000.0,69340890000.0,70772965000.0,68215220000.0,75295465000.0,72243800000.0
2050.0,65989720000.0,76138120000.0,67180580000.0,69162600000.0,71222620000.0,69775190000.0,69335564000.0,66857190000.0,73738110000.0,75443634000.0,69603250000.0,72085940000.0,68609237000.0,70079500000.0,67448496000.0,75564900000.0,71741230000.0
2051.0,65643946000.0,76302470000.0,66235730000.0,67713327000.0,70135456000.0,68952020000.0,68708176000.0,65840513000.0,73248780000.0,75056170000.0,69061370000.0,70449440000.0,67968020000.0,69627540000.0,66801275000.0,74796470000.0,71070020000.0
2052.0,64705483000.0,75952170000.0,65231770000.0,68199040000.0,69949300000.0,68627700000.0,68667662000.0,65571560000.0,72740750000.0,74700554000.0,68394648000.0,69821760000.0,67534942000.0,70138540000.0,65810706000.0,74656270000.0,70410730000.0
2053.0,64011720000.0,75421385000.0,64636568000.0,67629216000.0,69426560000.0,67751862000.0,68199883000.0,64829960000.0,72309660000.0,75035664000.0,67715092000.0,69686210000.0,66817350000.0,69016380000.0,64875463000.0,73959390000.0,69791730000.0
2054.0,63546384000.0,74418274000.0,64038930000.0,66864873000.0,68822800000.0,66907062000.0,69928714000.0,65469780000.0,71766860000.0,74170930000.0,66874900000.0,68804300000.0,66067788000.0,68838834000.0,64082760000.0,74062580000.0,69563190000.0
2055.0,62917734000.0,74108305000.0,63355384000.0,66537380000.0,68455000000.0,66120560000.0,67179074000.0,64716227000.0,71547180000.0,73651100000.0,66551402000.0,68023780000.0,65440720000.0,68045242000.0,63287296000.0,73422954000.0,68796850000.0
2056.0,62102684000.0,74000900000.0,62521934000.0,65590360000.0,67829846000.0,65789300000.0,66407830000.0,63520834000.0,70944550000.0,73351220000.0,65861575000.0,67716760000.0,64797254000.0,67459023000.0,62750210000.0,72992420000.0,68581786000.0
2057.0,61436273000.0,73618040000.0,62773870000.0,64487674000.0,67326767000.0,65079580000.0,65807536000.0,62888120000.0,71007550000.0,73052400000.0,65078223000.0,67576710000.0,63991870000.0,66709668000.0,62229990000.0,72645255000.0,68096740000.0
2058.0,60818248000.0,72937670000.0,61548530000.0,63671247000.0,67114435000.0,64237388000.0,65191465000.0,62479930000.0,70815015000.0,72581660000.0,64761500000.0,66773365000.0,63307990000.0,66270160000.0,61532664000.0,72081250000.0,67638657000.0
2059.0,59900076000.0,72879460000.0,60696007000.0,62812385000.0,66749678000.0,63817183000.0,64345547000.0,61783257000.0,70290220000.0,72278610000.0,64443687000.0,66171170000.0,62523367000.0,65635762000.0,61339177000.0,71631540000.0,66871222000.0
2060.0,59361296000.0,72488010000.0,59892523000.0,61874080000.0,66357264000.0,63367274000.0,63681933000.0,61211603000.0,69903610000.0,72249980000.0,63785230000.0,66195080000.0,61789266000.0,65179280000.0,62113993000.0,71295820000.0,66460414000.0
2061.0,58734682000.0,72109110000.0,59201280000.0,63961522000.0,65796284000.0,63246754000.0,63104455000.0,60794380000.0,69444560000.0,73265635000.0,64073765000.0,65198320000.0,61340963000.0,64559770000.0,60967375000.0,70741060000.0,66697474000.0
2062.0,58237428000.0,71896334000.0,58578887000.0,60777780000.0,65876435000.0,65405410000.0,62374257000.0,60189864000.0,69801060000.0,74088530000.0,62857930000.0,64859940000.0,60759704000.0,64168730000.0,59960988000.0,70429520000.0,65449935000.0
2063.0,57874174000.0,71210720000.0,58860675000.0,60702835000.0,65431208000.0,62999320000.0,61830430000.0,59658465000.0,68889210000.0,71408080000.0,62231330000.0,64301216000.0,60296390000.0,64141357000.0,59410338000.0,70061220000.0,64937230000.0
2064.0,57335080000.0,70834290000.0,57726857000.0,59165438000.0,68837800000.0,62669370000.0,61616374000.0,59132355000.0,68653584000.0,70758870000.0,61704190000.0,63668470000.0,59586114000.0,63358628000.0,58806424000.0,69721030000.0,64428417000.0
2065.0,56739787000.0,70403540000.0,57056883000.0,58295763000.0,65123967000.0,61164405000.0,61305870000.0,58677748000.0,68146890000.0,70494410000.0,61196000000.0,67952255000.0,59144712000.0,63117610000.0,57942168000.0,69352464000.0,63712203000.0
2066.0,56115070000.0,70043810000.0,56397648000.0,57654790000.0,64251780000.0,60839830000.0,60480123000.0,58524230000.0,67779314000.0,71274130000.0,62473430000.0,63894680000.0,58488490000.0,62492050000.0,57443400000.0,68847620000.0,63267070000.0
2067.0,55755580000.0,71447590000.0,56137896000.0,56641440000.0,64164233000.0,60341457000.0,60002644000.0,57686270000.0,67493640000.0,70070590000.0,62519415000.0,62843780000.0,58010505000.0,62101780000.0,56898585000.0,68744360000.0,62855850000.0
2068.0,55002604000.0,69666550000.0,55531240000.0,56014615000.0,64065126000.0,59412440000.0,59500863000.0,57129700000.0,67111100000.0,69743624000.0,60451803000.0,62297514000.0,57441890000.0,61722714000.0,56126360000.0,68151726000.0,62681690000.0
2069.0,54331294000.0,69489480000.0,55010677000.0,55427560000.0,62863573000.0,58929590000.0,58714130000.0,56535683000.0,66624570000.0,69155730000.0,59632587000.0,61801554000.0,57066648000.0,61545284000.0,55570890000.0,67795260000.0,62747116000.0
2070.0,53678710000.0,69016260000.0,54497976000.0,54431224000.0,62385574000.0,58356070000.0,59550380000.0,56036356000.0,66044650000.0,69198870000.0,58963083000.0,61314056000.0,56551494000.0,60962054000.0,55799550000.0,67471794000.0,61627425000.0
2071.0,53401850000.0,69108700000.0,54473327000.0,53562340000.0,62227370000.0,57806934000.0,60561760000.0,55979970000.0,65823870000.0,68611980000.0,59560200000.0,60892275000.0,56135135000.0,60547400000.0,55012155000.0,67156260000.0,61045604000.0
2072.0,53581480000.0,68368790000.0,53513335000.0,53555515000.0,65387667000.0,57637925000.0,57544397000.0,55182590000.0,65387405000.0,68141076000.0,58226794000.0,60458750000.0,55467934000.0,60205970000.0,54605470000.0,66757280000.0,60604326000.0
2073.0,52945710000.0,68000653000.0,53025743000.0,55160880000.0,65160536000.0,57128080000.0,56920007000.0,54820684000.0,65106970000.0,67893030000.0,57557185000.0,60052083000.0,54898946000.0,59690332000.0,54156500000.0,66492280000.0,60726560000.0
2074.0,53002404000.0,67612840000.0,52974903000.0,53850410000.0,62640100000.0,56600460000.0,56509220000.0,54416060000.0,64613830000.0,67573370000.0,57730940000.0,60326494000.0,54353730000.0,59490005000.0,53636424000.0,66052910000.0,59891868000.0
2075.0,52059880000.0,67258460000.0,52103283000.0,53556540000.0,62455000000.0,55789800000.0,56187920000.0,53935927000.0,64341930000.0,67320697000.0,57009210000.0,59734286000.0,53899900000.0,59383910000.0,53058280000.0,65686560000.0,60415390000.0
2076.0,51531223000.0,66798035000.0,51500430000.0,51395750000.0,63352100000.0,55283320000.0,55744926000.0,53483030000.0,63846780000.0,66814090000.0,56778610000.0,60536873000.0,53367935000.0,58979380000.0,52649880000.0,65253260000.0,59748336000.0
2077.0,50843877000.0,66440897000.0,51117520000.0,50516970000.0,62565003000.0,54751930000.0,55126030000.0,53001724000.0,63530422000.0,66336526000.0,56047180000.0,59158266000.0,52876070000.0,58637804000.0,52415373000.0,65351848000.0,59078267000.0
2078.0,50321252000.0,66080170000.0,50547925000.0,50670600000.0,61468730000.0,54195410000.0,54507266000.0,52542018000.0,63253700000.0,65977496000.0,56428724000.0,58517640000.0,52456010000.0,58179620000.0,51744354000.0,66576680000.0,58478547000.0
2079.0,49762170000.0,65791000000.0,50185940000.0,49340903000.0,61436314000.0,53746213000.0,54031385000.0,52239987000.0,63843870000.0,65681117000.0,57074120000.0,58254550000.0,51956355000.0,57666277000.0,51202036000.0,64897180000.0,58023813000.0
2080.0,49277985000.0,65620525000.0,50139630000.0,48824676000.0,60389994000.0,53187375000.0,53759490000.0,52199293000.0,63298940000.0,65434190000.0,54971990000.0,57870664000.0,51413330000.0,57472550000.0,50774450000.0,64605893000.0,58077962000.0
2081.0,48856980000.0,65204847000.0,49573016000.0,48174506000.0,60003795000.0,53482394000.0,53010088000.0,51411420000.0,62719170000.0,65364710000.0,54620148000.0,57531187000.0,50980280000.0,56962200000.0,50637320000.0,64106380000.0,57224106000.0
2082.0,48562282000.0,65992688000.0,49016713000.0,47907550000.0,61716468000.0,52425548000.0,52528280000.0,50763220000.0,62238300000.0,65051590000.0,54263350000.0,57036190000.0,50477523000.0,56647447000.0,52543520000.0,64002290000.0,57105056000.0
2083.0,48212520000.0,64995824000.0,48482560000.0,46756884000.0,59664314000.0,51957520000.0,52047530000.0,51608543000.0,61916320000.0,64678494000.0,53620760000.0,56968550000.0,50018290000.0,56111133000.0,49727193000.0,63541494000.0,56483090000.0
2084.0,47545078000.0,64498620000.0,47827530000.0,46790476000.0,59222040000.0,51570504000.0,51571100000.0,50113240000.0,62192660000.0,64993546000.0,53262504000.0,57099956000.0,49614930000.0,55724188000.0,49360146000.0,63271657000.0,57351705000.0
2085.0,46925644000.0,66131590000.0,47531225000.0,46215205000.0,58852405000.0,51726180000.0,51497808000.0,49482355000.0,61150480000.0,64812680000.0,53808796000.0,56038820000.0,49089114000.0,55549470000.0,48993874000.0,62930997000.0,56512127000.0
2086.0,46504858000.0,64370078000.0,47340302000.0,47002410000.0,58741203000.0,50685120000.0,50722558000.0,48944194000.0,60631044000.0,64202015000.0,52515750000.0,55788446000.0,48509297000.0,56122250000.0,48993505000.0,62464397000.0,55585280000.0
2087.0,46115885000.0,64831242000.0,46804697000.0,45405966000.0,58437366000.0,50836947000.0,50225490000.0,48466293000.0,60253270000.0,63813800000.0,52033135000.0,55344267000.0,48021910000.0,55231615000.0,48157176000.0,62173344000.0,55027110000.0
2088.0,45978440000.0,64126812000.0,46313240000.0,44801348000.0,58124497000.0,50052330000.0,49804260000.0,48023980000.0,59927597000.0,63430005000.0,51522773000.0,55289740000.0,47893420000.0,54804900000.0,47792470000.0,62517800000.0,54634360000.0
2089.0,45423624000.0,63766467000.0,46153690000.0,44144150000.0,57694036000.0,49362006000.0,49208377000.0,48225400000.0,59435100000.0,65022894000.0,51934355000.0,55041790000.0,47615670000.0,54392590000.0,47427140000.0,61744407000.0,54331445000.0
2090.0,44982096000.0,63343300000.0,46265200000.0,43723452000.0,57381500000.0,49220567000.0,48798953000.0,47537240000.0,59128710000.0,64289034000.0,50936350000.0,54381814000.0,47148820000.0,54260867000.0,47447050000.0,61560873000.0,54134555000.0
2091.0,44541055000.0,63017660000.0,45141045000.0,43396907000.0,57102320000.0,48630817000.0,48386420000.0,47113994000.0,58725376000.0,63290780000.0,50556154000.0,54451250000.0,46740935000.0,53768516000.0,46933197000.0,62226380000.0,53443100000.0
2092.0,43847074000.0,62779920000.0,44687900000.0,43546026000.0,56932900000.0,48225817000.0,48014746000.0,46551030000.0,58584416000.0,63228477000.0,50201575000.0,53761085000.0,46943818000.0,53469032000.0,46533964000.0,60749380000.0,53025000000.0
2093.0,43352195000.0,62322344000.0,44408218000.0,42869866000.0,56580456000.0,47903736000.0,48967950000.0,46123233000.0,58092180000.0,63847070000.0,49855115000.0,53402845000.0,46853580000.0,53224792000.0,46195180000.0,60912865000.0,53893810000.0
2094.0,42699194000.0,64097395000.0,43713196000.0,42703630000.0,56570233000.0,47901737000.0,49600893000.0,45834390000.0,58089046000.0,63075586000.0,49545617000.0,53797950000.0,47357116000.0,52873896000.0,45692244000.0,60398550000.0,52439200000.0
2095.0,42285310000.0,64343130000.0,43340090000.0,42235347000.0,58493247000.0,47170330000.0,48407590000.0,45398696000.0,58230510000.0,62547070000.0,49533120000.0,52994695000.0,46016324000.0,52530570000.0,45216436000.0,59954807000.0,51792572000.0
2096.0,41729364000.0,62459863000.0,44684923000.0,46166995000.0,56538972000.0,46764904000.0,46936500000.0,45001960000.0,57338958000.0,61906485000.0,48759310000.0,53959287000.0,45448700000.0,52467340000.0,45012996000.0,60157220000.0,52869090000.0
2097.0,41186560000.0,61831676000.0,45147374000.0,45385970000.0,61971108000.0,46360375000.0,46387597000.0,45001073000.0,57963364000.0,62299360000.0,48539020000.0,53914948000.0,44901356000.0,52353350000.0,44752065000.0,60173920000.0,51099210000.0
2098.0,40636250000.0,61350957000.0,42630330000.0,46161506000.0,57800327000.0,46170255000.0,46041160000.0,44806504000.0,57273700000.0,64789310000.0,48160360000.0,53033660000.0,45466165000.0,51750980000.0,44636373000.0,61135090000.0,50807520000.0
2099.0,40146400000.0,61412200000.0,41744986000.0,41944883000.0,58872775000.0,46376520000.0,47541570000.0,45603762000.0,58282775000.0,62028497000.0,47826264000.0,52128498000.0,45374714000.0,51514278000.0,44081504000.0,61051110000.0,50261020000.0
2100.0,39770665000.0,61178044000.0,42156188000.0,42354614000.0,56225948000.0,45577200000.0,46066470000.0,44478743000.0,57376850000.0,62277720000.0,47336000000.0,52032213000.0,44330070000.0,51554677000.0,44084404000.0,59664978000.0,49796866000.0
