time,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,UKESM1-0-LL,GFDL-ESM4
2000.0,90753440000.0,90753440000.0,90753440000.0,90753440000.0,90753440000.0
2001.0,90464140000.0,90464140000.0,90464140000.0,90464140000.0,90464140000.0
2002.0,90347380000.0,90347380000.0,90347380000.0,90347380000.0,90347380000.0
2003.0,90107445000.0,90107445000.0,90107445000.0,90107445000.0,90107445000.0
2004.0,89930190000.0,89930190000.0,89930190000.0,89930190000.0,89930190000.0
2005.0,89921100000.0,89921100000.0,89921100000.0,89921100000.0,89921100000.0
2006.0,89998090000.0,89998090000.0,89998090000.0,89998090000.0,89998090000.0
2007.0,90331810000.0,90331810000.0,90331810000.0,90331810000.0,90331810000.0
2008.0,89987146000.0,89987146000.0,89987146000.0,89987146000.0,89987146000.0
2009.0,89853710000.0,89853710000.0,89853710000.0,89853710000.0,89853710000.0
2010.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0
2011.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0
2012.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0
2013.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0
2014.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0
2015.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0
2016.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0
2017.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0
2018.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0
2019.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0
2020.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0
2021.0,88981160000.0,89321930000.0,88983450000.0,89345880000.0,89181120000.0
2022.0,88927540000.0,89068044000.0,88877924000.0,88816755000.0,89086070000.0
2023.0,88541660000.0,88759340000.0,88411970000.0,88502020000.0,88804246000.0
2024.0,88702110000.0,88716690000.0,88180340000.0,88182030000.0,88517960000.0
2025.0,88698330000.0,88591860000.0,88350065000.0,87843760000.0,88306030000.0
2026.0,88205165000.0,88519600000.0,87924410000.0,87543210000.0,88251070000.0
2027.0,88121440000.0,88625420000.0,88035430000.0,87361300000.0,88265460000.0
2028.0,87851490000.0,88225280000.0,87982014000.0,86903840000.0,88112900000.0
2029.0,87537205000.0,88346050000.0,87541970000.0,86651840000.0,87618610000.0
2030.0,87446266000.0,88311940000.0,87329570000.0,86158930000.0,87391130000.0
2031.0,87389310000.0,87827130000.0,87177970000.0,85694450000.0,87196490000.0
2032.0,86842540000.0,87625410000.0,86633310000.0,85174620000.0,86928670000.0
2033.0,86617290000.0,87955200000.0,86649870000.0,84544406000.0,86706820000.0
2034.0,86368460000.0,87856260000.0,85960520000.0,83851350000.0,86436070000.0
2035.0,86496846000.0,87550165000.0,85675670000.0,82836480000.0,86355880000.0
2036.0,86207185000.0,87219630000.0,86015680000.0,82234190000.0,85975930000.0
2037.0,86018870000.0,86915060000.0,85549990000.0,81319300000.0,85919170000.0
2038.0,85575280000.0,86687290000.0,84656910000.0,80435340000.0,85579570000.0
2039.0,85061100000.0,86413610000.0,84298056000.0,79641534000.0,85217770000.0
2040.0,85140980000.0,86110170000.0,84701180000.0,78998000000.0,84785290000.0
2041.0,84850450000.0,86029060000.0,83681960000.0,77916780000.0,84398800000.0
2042.0,84168974000.0,87113060000.0,83301950000.0,76882395000.0,84044360000.0
2043.0,83562840000.0,86076375000.0,82601310000.0,76209830000.0,83647880000.0
2044.0,83379690000.0,85762040000.0,81884850000.0,75051130000.0,83146370000.0
2045.0,83021600000.0,85277290000.0,81418610000.0,74082590000.0,82857870000.0
2046.0,82293465000.0,85518510000.0,80782070000.0,73060516000.0,82461040000.0
2047.0,81863060000.0,84932180000.0,80128205000.0,71958675000.0,82111640000.0
2048.0,81481980000.0,84706705000.0,79229895000.0,70652445000.0,81667375000.0
2049.0,80613020000.0,84183850000.0,78533380000.0,69353590000.0,81370180000.0
2050.0,80047420000.0,83837350000.0,77895240000.0,68248773000.0,80825900000.0
2051.0,79768430000.0,83428380000.0,77313245000.0,67311096000.0,81297760000.0
2052.0,79194160000.0,83247530000.0,76689910000.0,66549850000.0,80098574000.0
2053.0,78510470000.0,83489430000.0,76094640000.0,65372620000.0,79327820000.0
2054.0,77849830000.0,82501540000.0,75297390000.0,64322376000.0,78938940000.0
2055.0,76959980000.0,82014470000.0,74485900000.0,63338926000.0,78343550000.0
2056.0,76134880000.0,81639870000.0,73921160000.0,62161277000.0,77983660000.0
2057.0,75289210000.0,81535860000.0,73407050000.0,61124297000.0,77253330000.0
2058.0,74640515000.0,81043366000.0,72649560000.0,60064430000.0,77042835000.0
2059.0,74118234000.0,80638570000.0,71957510000.0,58791158000.0,76304970000.0
2060.0,73359750000.0,80215800000.0,71286284000.0,57591747000.0,75678620000.0
2061.0,72560570000.0,79837070000.0,70242170000.0,56515494000.0,75137980000.0
2062.0,72329126000.0,79488020000.0,69442085000.0,55216517000.0,74642470000.0
2063.0,71106855000.0,78946630000.0,68894670000.0,53951414000.0,74014570000.0
2064.0,70182806000.0,78691975000.0,67934786000.0,52545850000.0,73640985000.0
2065.0,69455135000.0,78048625000.0,68581573000.0,51206450000.0,73232380000.0
2066.0,68822925000.0,77720730000.0,67558957000.0,50234140000.0,72321930000.0
2067.0,68046197000.0,77111180000.0,66485563000.0,48720245000.0,72071910000.0
