time,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL
2000.0,90753440000.0,90753440000.0,90753440000.0,90753440000.0,90753440000.0
2001.0,90464140000.0,90464140000.0,90464140000.0,90464140000.0,90464140000.0
2002.0,90347380000.0,90347380000.0,90347380000.0,90347380000.0,90347380000.0
2003.0,90107445000.0,90107445000.0,90107445000.0,90107445000.0,90107445000.0
2004.0,89930190000.0,89930190000.0,89930190000.0,89930190000.0,89930190000.0
2005.0,89921100000.0,89921100000.0,89921100000.0,89921100000.0,89921100000.0
2006.0,89998090000.0,89998090000.0,89998090000.0,89998090000.0,89998090000.0
2007.0,90331810000.0,90331810000.0,90331810000.0,90331810000.0,90331810000.0
2008.0,89987146000.0,89987146000.0,89987146000.0,89987146000.0,89987146000.0
2009.0,89853710000.0,89853710000.0,89853710000.0,89853710000.0,89853710000.0
2010.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0,89489285000.0
2011.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0,89368350000.0
2012.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0,89605370000.0
2013.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0,89833470000.0
2014.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0,90537665000.0
2015.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0,89637170000.0
2016.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0,90927735000.0
2017.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0,89663775000.0
2018.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0,89569940000.0
2019.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0,91341800000.0
2020.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0,89271484000.0
2021.0,89089114000.0,89103970000.0,88682010000.0,89339200000.0,89210760000.0
2022.0,89515205000.0,88931290000.0,88450210000.0,88930705000.0,88766956000.0
2023.0,89553945000.0,88760550000.0,88293880000.0,88637660000.0,88589860000.0
2024.0,89192250000.0,88601030000.0,88533770000.0,88769070000.0,88152950000.0
2025.0,88696490000.0,88656404000.0,89917325000.0,88389214000.0,87833310000.0
2026.0,89442150000.0,88438210000.0,88435425000.0,88245910000.0,87606040000.0
2027.0,88897490000.0,88854315000.0,87870390000.0,88118575000.0,87377630000.0
2028.0,88746810000.0,88116550000.0,87605740000.0,87916720000.0,87162680000.0
2029.0,88654110000.0,87778670000.0,87319314000.0,88126180000.0,86656385000.0
2030.0,88443470000.0,88003270000.0,87198800000.0,87691690000.0,86402670000.0
2031.0,88064870000.0,87537060000.0,86782935000.0,87484510000.0,85868520000.0
2032.0,87946710000.0,87779290000.0,87163010000.0,87361550000.0,85300170000.0
2033.0,87851614000.0,87463846000.0,86597010000.0,87121350000.0,84788896000.0
2034.0,87549590000.0,87786320000.0,86284340000.0,86810440000.0,84200410000.0
2035.0,87337830000.0,86975380000.0,85877424000.0,86726510000.0,83540615000.0
2036.0,86989650000.0,86673450000.0,85399940000.0,86468076000.0,82771690000.0
2037.0,86906446000.0,86449650000.0,84836530000.0,86160425000.0,82073860000.0
2038.0,86574930000.0,86212580000.0,84933435000.0,85753020000.0,81371824000.0
2039.0,86597950000.0,85926460000.0,84505756000.0,85567455000.0,80320800000.0
2040.0,86298380000.0,85748924000.0,84122700000.0,85270310000.0,79442010000.0
2041.0,85749970000.0,85657000000.0,85224990000.0,85123960000.0,78730520000.0
2042.0,85416526000.0,85400445000.0,85146640000.0,84941970000.0,77756350000.0
2043.0,85130170000.0,85012460000.0,83272020000.0,84862340000.0,76676500000.0
2044.0,84730950000.0,84738290000.0,82572020000.0,84326050000.0,75779430000.0
2045.0,84272366000.0,84541330000.0,82539010000.0,84012290000.0,74960270000.0
2046.0,83887420000.0,84278440000.0,82382420000.0,83556794000.0,73995610000.0
2047.0,83254580000.0,84035985000.0,81663610000.0,83381174000.0,72707514000.0
2048.0,82730090000.0,83712010000.0,80681755000.0,82823720000.0,71416775000.0
2049.0,82339130000.0,83258090000.0,80111034000.0,83165550000.0,70457250000.0
2050.0,81711555000.0,82925750000.0,81129400000.0,82176790000.0,69589390000.0
2051.0,81254515000.0,82714894000.0,79704695000.0,81927990000.0,68522398000.0
2052.0,80831840000.0,82227070000.0,79259130000.0,81530450000.0,67418410000.0
2053.0,80381280000.0,81725506000.0,78804750000.0,81184320000.0,66270487000.0
2054.0,79586620000.0,81425695000.0,77922860000.0,80543646000.0,65049285000.0
2055.0,79160080000.0,81116400000.0,77037945000.0,80162144000.0,63806575000.0
2056.0,78673870000.0,80508130000.0,76339150000.0,80187120000.0,62820500000.0
2057.0,78303910000.0,80149725000.0,75683990000.0,79816974000.0,61892930000.0
2058.0,77693130000.0,79510280000.0,75683400000.0,78993010000.0,60797950000.0
2059.0,77288990000.0,79410930000.0,75420550000.0,78412390000.0,59649315000.0
2060.0,76399870000.0,78593160000.0,75484830000.0,77830430000.0,58590350000.0
2061.0,75805204000.0,78209600000.0,74128320000.0,77325430000.0,57493360000.0
2062.0,75157250000.0,78199440000.0,73567840000.0,77066270000.0,56116404000.0
2063.0,74475870000.0,77494750000.0,72733390000.0,76303880000.0,54858834000.0
2064.0,73722995000.0,76910530000.0,72052270000.0,75917560000.0,53843075000.0
2065.0,72941370000.0,76433940000.0,71904666000.0,75251065000.0,52699800000.0
2066.0,72642450000.0,75973040000.0,71665934000.0,74746070000.0,51600710000.0
2067.0,71866204000.0,75662690000.0,71025260000.0,74127580000.0,50651455000.0
