time,ACCESS-CM2,CESM2-WACCM,ACCESS-ESM1-5,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,1176950100.0,1176950100.0,1176950100.0,1176950100.0,1176950100.0,1176950100.0
2001.0,1199222300.0,1199222300.0,1199222300.0,1199222300.0,1199222300.0,1199222300.0
2002.0,1174664700.0,1174664700.0,1174664700.0,1174664700.0,1174664700.0,1174664700.0
2003.0,1196140700.0,1196140700.0,1196140700.0,1196140700.0,1196140700.0,1196140700.0
2004.0,1194930400.0,1194930400.0,1194930400.0,1194930400.0,1194930400.0,1194930400.0
2005.0,1243539000.0,1243539000.0,1243539000.0,1243539000.0,1243539000.0,1243539000.0
2006.0,1187767700.0,1187767700.0,1187767700.0,1187767700.0,1187767700.0,1187767700.0
2007.0,1198542800.0,1198542800.0,1198542800.0,1198542800.0,1198542800.0,1198542800.0
2008.0,1187206700.0,1187206700.0,1187206700.0,1187206700.0,1187206700.0,1187206700.0
2009.0,1178924000.0,1178924000.0,1178924000.0,1178924000.0,1178924000.0,1178924000.0
2010.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0
2011.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0
2012.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0
2013.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0
2014.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0
2015.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0
2016.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0
2017.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0
2018.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0
2019.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0
2020.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0
2021.0,1096007200.0,1095174400.0,1083037000.0,1093170300.0,1096228600.0,1081305500.0
2022.0,1081119600.0,1097448400.0,1074217000.0,1081190300.0,1107747800.0,1095269000.0
2023.0,1068370500.0,1081234600.0,1061727360.0,1067726700.0,1084501100.0,1068338750.0
2024.0,1060354000.0,1072917800.0,1042762800.0,1049527300.0,1067547600.0,1058338200.0
2025.0,1041748300.0,1063283140.0,1027835100.0,1030145540.0,1051229000.0,1084764000.0
2026.0,1034503740.0,1082305700.0,1007527100.0,1005057150.0,1035684300.0,1049098900.0
2027.0,1017347500.0,1056180740.0,993905400.0,984891900.0,1032363600.0,1030791040.0
2028.0,1010490560.0,1040083140.0,981752960.0,960528830.0,1020524600.0,1081041300.0
2029.0,995499460.0,1031422200.0,970722100.0,933801340.0,1005207040.0,1036437200.0
2030.0,983285950.0,1020752300.0,969403900.0,909561540.0,999011200.0,1015316800.0
2031.0,1007409200.0,1016655200.0,994429630.0,903107500.0,983640000.0,1006727040.0
2032.0,975718140.0,1004267300.0,949622660.0,878990700.0,973522560.0,1001031400.0
2033.0,953868900.0,992863800.0,938563900.0,858528200.0,962181200.0,1022557900.0
2034.0,947734600.0,976378750.0,926958000.0,833795900.0,950950200.0,989486460.0
2035.0,923532400.0,972744000.0,914798900.0,813294850.0,948963900.0,978339600.0
2036.0,904108000.0,955205300.0,903650500.0,798685250.0,928357100.0,983744100.0
2037.0,893323500.0,939938200.0,892850300.0,785734100.0,906480500.0,995320770.0
2038.0,875566500.0,931198400.0,882541000.0,761871700.0,885126200.0,980816600.0
2039.0,865624960.0,917447550.0,914587700.0,737123650.0,864508400.0,967030460.0
2040.0,842876700.0,890135300.0,889028400.0,716318660.0,844737200.0,957513000.0
2041.0,823420900.0,868464100.0,869893760.0,705784400.0,832666430.0,977021440.0
2042.0,800726700.0,853007550.0,846263300.0,688398100.0,812440700.0,952268540.0
2043.0,781092600.0,834094340.0,833043650.0,673683700.0,795494850.0,952574140.0
2044.0,764347100.0,811375600.0,822388540.0,669016700.0,781199170.0,942842700.0
2045.0,742131600.0,780756540.0,812439940.0,655145340.0,764085800.0,924686200.0
2046.0,728458750.0,769207300.0,803637400.0,640944450.0,746859300.0,903601500.0
2047.0,706305660.0,743272960.0,794332860.0,618162400.0,721680900.0,894100540.0
2048.0,690297540.0,724271000.0,775727600.0,608538100.0,698214100.0,880060350.0
2049.0,672370500.0,699916400.0,760127000.0,588146240.0,675532900.0,854946750.0
2050.0,655679940.0,687708350.0,747250750.0,566726800.0,654035500.0,831615800.0
2051.0,637699000.0,665807700.0,730258240.0,550762300.0,644234600.0,818181000.0
2052.0,621014600.0,643932860.0,702370750.0,533459500.0,628756500.0,779513000.0
2053.0,607366400.0,628533300.0,690898800.0,513774800.0,606923650.0,745802200.0
2054.0,595578100.0,610265150.0,666410700.0,499724740.0,587249860.0,732624000.0
2055.0,574624260.0,585191400.0,649064450.0,487705700.0,572612900.0,704821760.0
2056.0,553147100.0,569514600.0,631899260.0,476865470.0,551859200.0,684260300.0
2057.0,529196900.0,559671500.0,602482100.0,467008900.0,534899330.0,666236800.0
2058.0,515834370.0,541990900.0,584566400.0,451653730.0,519013150.0,650959500.0
2059.0,504436380.0,520010900.0,574306500.0,440460700.0,507242270.0,630820600.0
2060.0,492971100.0,502010880.0,555950300.0,428065180.0,489006050.0,619078850.0
2061.0,478694000.0,483824900.0,552960450.0,409343600.0,469181630.0,605597500.0
2062.0,465375000.0,465671550.0,519583700.0,390415940.0,455309200.0,584858700.0
2063.0,447629730.0,449775550.0,506071460.0,373229200.0,441410370.0,570654340.0
2064.0,437841150.0,435169250.0,493735780.0,355839000.0,429516400.0,561833600.0
2065.0,421159420.0,423911170.0,480028800.0,337322750.0,419622000.0,542501440.0
2066.0,406224540.0,436667300.0,475120420.0,329695600.0,407736960.0,532442900.0
2067.0,390399140.0,408249100.0,463830460.0,311502850.0,394848860.0,521835170.0
2068.0,379247870.0,392430900.0,448856500.0,296619140.0,383001730.0,511921300.0
2069.0,363675500.0,383288060.0,436553200.0,280203260.0,372771900.0,505496400.0
2070.0,349422980.0,366503330.0,427581980.0,267302420.0,359575360.0,492129380.0
2071.0,336352260.0,355967000.0,421032580.0,256551630.0,344505250.0,483812350.0
2072.0,321476830.0,347975500.0,413933900.0,247645730.0,334642020.0,476193020.0
2073.0,309886660.0,338291300.0,404927040.0,240118740.0,327864900.0,466383000.0
2074.0,300044400.0,330099550.0,398751070.0,229009440.0,317101630.0,460737600.0
2075.0,286810020.0,320224160.0,391463550.0,214736750.0,305605000.0,449690000.0
2076.0,283983070.0,310925300.0,382553950.0,203120860.0,297311650.0,438431360.0
2077.0,270594180.0,304796400.0,379189120.0,194319460.0,291884600.0,435138340.0
2078.0,260777900.0,297405700.0,375885440.0,187366700.0,283626080.0,423743500.0
2079.0,248797100.0,287139140.0,368247900.0,173506050.0,276159870.0,419093630.0
2080.0,239068180.0,276969100.0,361041950.0,164653040.0,263638140.0,412658620.0
2081.0,226746770.0,272082080.0,353772130.0,152783800.0,256825440.0,403715650.0
2082.0,220129940.0,268338860.0,350752220.0,149051710.0,265394180.0,396772260.0
2083.0,210403630.0,255802430.0,342490430.0,142771000.0,245018060.0,388746300.0
2084.0,203696460.0,248574190.0,335203800.0,139320180.0,232059970.0,380870240.0
2085.0,196266350.0,239715440.0,330487100.0,134978560.0,226460800.0,372137860.0
2086.0,191611760.0,231615020.0,323631100.0,130757110.0,216242110.0,366507330.0
2087.0,182623300.0,220326690.0,318565760.0,128772536.0,206303890.0,359667700.0
2088.0,173239140.0,214217040.0,314510750.0,127147570.0,201743730.0,353262980.0
2089.0,168072210.0,208333400.0,302602900.0,120507600.0,193372340.0,347440160.0
2090.0,161492940.0,199512540.0,298351330.0,110661740.0,183785570.0,339201540.0
2091.0,157225550.0,193380700.0,294770370.0,106845960.0,179331490.0,331000100.0
2092.0,150833220.0,184824720.0,282437630.0,104927660.0,172796420.0,326570720.0
2093.0,144169340.0,178515440.0,272074200.0,103888504.0,167939440.0,327579800.0
2094.0,137313650.0,170137980.0,261130530.0,101806504.0,162614720.0,320779200.0
2095.0,133771640.0,159384720.0,250819800.0,97906056.0,159009920.0,310010430.0
2096.0,129471370.0,152923740.0,245779890.0,95378400.0,148340750.0,302213570.0
2097.0,127783010.0,148196340.0,237391520.0,93270250.0,145048400.0,295349220.0
2098.0,124333830.0,141895250.0,230477920.0,91484410.0,141371920.0,288471970.0
2099.0,118838940.0,136464130.0,223914640.0,89891970.0,138787790.0,280266000.0
2100.0,115063670.0,126199840.0,214141870.0,86982824.0,137693200.0,270285380.0
2101.0,111546590.0,121823530.0,205948960.0,84292950.0,133477430.0,263664900.0
2102.0,108445660.0,120615300.0,204798640.0,80675576.0,130875410.0,253667800.0
2103.0,105103200.0,108460584.0,194117230.0,77558110.0,127533350.0,245028300.0
2104.0,95765890.0,103520110.0,184404380.0,71798860.0,119870060.0,232137380.0
2105.0,93556100.0,98447980.0,178955780.0,68765050.0,118419350.0,219978190.0
2106.0,91534400.0,94591944.0,174679090.0,65758330.0,115342230.0,212247940.0
2107.0,88809300.0,91156150.0,163865860.0,58711732.0,111597096.0,200286640.0
2108.0,84488210.0,85502310.0,159187070.0,56450320.0,110252680.0,194691230.0
2109.0,79354290.0,82021890.0,153844510.0,54986660.0,101605656.0,187375100.0
2110.0,76869610.0,79960740.0,149852660.0,44745320.0,98321360.0,177317620.0
2111.0,73154730.0,78032870.0,142595940.0,42564744.0,96626200.0,170611090.0
2112.0,71091420.0,70527060.0,139712780.0,40186440.0,92989280.0,163490460.0
2113.0,69237816.0,68817990.0,133615030.0,39227548.0,89694456.0,153768290.0
2114.0,66948652.0,66467116.0,131256500.0,37344452.0,86636510.0,147595800.0
2115.0,60066532.0,59528356.0,129194690.0,36416816.0,84132110.0,139400860.0
2116.0,53350610.0,58656184.0,123780120.0,35325536.0,80387384.0,132984470.0
2117.0,52909864.0,58332520.0,111805864.0,34629960.0,78815096.0,129679520.0
2118.0,43164610.0,48488036.0,110730424.0,25798734.0,75979640.0,122839570.0
2119.0,42762430.0,46619710.0,109585870.0,24558436.0,75366470.0,118911670.0
2120.0,41412010.0,45472480.0,107005110.0,24140422.0,72291220.0,118231440.0
2121.0,41338144.0,43676070.0,103367110.0,23634914.0,70919450.0,114425450.0
2122.0,39838372.0,43675584.0,101089810.0,23180780.0,64987650.0,112971870.0
2123.0,39055250.0,43459644.0,99728330.0,22086582.0,58162236.0,106097140.0
2124.0,38835400.0,42459036.0,97623760.0,15363968.0,55360624.0,105740610.0
2125.0,38124364.0,42114840.0,94010260.0,15144934.0,52974268.0,101274520.0
2126.0,37983204.0,41927200.0,92590210.0,14983007.0,52367944.0,98079600.0
2127.0,37286270.0,41687536.0,90390820.0,14866951.0,42701680.0,96872824.0
2128.0,37053776.0,41015876.0,84008660.0,14451939.0,42004776.0,95132730.0
2129.0,36989204.0,40646068.0,82130280.0,14425100.0,41187844.0,94295910.0
2130.0,36587490.0,39538384.0,80050470.0,14207699.0,39344404.0,93296730.0
2131.0,28402666.0,38480740.0,79050980.0,14132049.0,39204060.0,92704616.0
2132.0,27274866.0,37825250.0,76052080.0,12775170.0,37559980.0,91939800.0
2133.0,26101638.0,37275984.0,73825980.0,12760455.0,36357716.0,90981610.0
2134.0,25514448.0,35095730.0,73087720.0,12161305.0,35799704.0,88762424.0
2135.0,24315364.0,26764692.0,66332628.0,11960847.0,35552900.0,88315090.0
2136.0,23565084.0,26738478.0,65582684.0,11595123.0,35094324.0,87755210.0
2137.0,23205662.0,26169814.0,64287012.0,11489551.0,26576340.0,87031770.0
2138.0,22726906.0,25932950.0,62668376.0,7612968.0,26501972.0,84359750.0
2139.0,22510396.0,24731016.0,61927710.0,7418747.0,25901004.0,83749680.0
2140.0,22038316.0,24293098.0,61064610.0,7253873.0,25222640.0,82527030.0
2141.0,21508872.0,24207560.0,58518520.0,7241017.0,24984938.0,81357760.0
2142.0,21171720.0,24034724.0,58451170.0,7092925.5,23439526.0,80804024.0
2143.0,14827859.0,22569468.0,48172050.0,7091683.5,23021096.0,78993910.0
2144.0,14773994.0,21671582.0,47925290.0,7085987.5,22875648.0,73217940.0
2145.0,14030225.0,15292477.0,47183404.0,6771301.5,22860872.0,70955900.0
2146.0,14019512.0,15281052.0,46575920.0,6637334.0,22624946.0,69879010.0
2147.0,14008352.0,15121590.0,45798190.0,6157796.0,22253050.0,68149130.0
2148.0,13501485.0,15033415.0,45594812.0,6099526.5,22254430.0,67818090.0
2149.0,13318800.0,14625158.0,45582748.0,5985140.0,21956194.0,67389150.0
