time,ACCESS-ESM1-5,CANESM5,ACCESS-CM2,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR
2150.0,658733500.0,506005100.0,348273900.0,463025600.0,565129200.0,629072400.0
2151.0,653122500.0,531341470.0,329344930.0,458881600.0,564162370.0,616635700.0
2152.0,650636000.0,501912220.0,316872480.0,455726270.0,562357600.0,619988540.0
2153.0,648722700.0,507361120.0,338766400.0,453277150.0,578667840.0,608386700.0
2154.0,649159200.0,501447360.0,321071200.0,464390900.0,561363500.0,633247800.0
2155.0,811604300.0,496018270.0,322470080.0,451964640.0,555031040.0,617248000.0
2156.0,771348100.0,495992200.0,316153570.0,454513860.0,568581700.0,626136700.0
2157.0,704085440.0,493895420.0,337465250.0,451758050.0,553400060.0,618523260.0
2158.0,675104960.0,491678700.0,329433200.0,450022430.0,555893500.0,614406500.0
2159.0,791371000.0,501097540.0,316954940.0,470890460.0,552094800.0,649645440.0
2160.0,711817150.0,490139170.0,314571260.0,452384640.0,561866800.0,611390500.0
2161.0,671806600.0,500249660.0,312800350.0,458361950.0,551604160.0,604996000.0
2162.0,655202700.0,487626660.0,317596380.0,448698530.0,601176800.0,603424100.0
2163.0,660256200.0,485948130.0,313880320.0,446577500.0,574579140.0,609259460.0
2164.0,654360400.0,486581630.0,320900130.0,445593340.0,551557200.0,603433100.0
2165.0,651270300.0,483194050.0,327778050.0,444231580.0,557936060.0,621032060.0
2166.0,648828900.0,488658300.0,313908830.0,444210370.0,582457200.0,614914300.0
2167.0,650679200.0,482517060.0,321505820.0,443753180.0,631606700.0,607262700.0
2168.0,642875140.0,483121660.0,316978100.0,442831740.0,575053200.0,608950300.0
2169.0,641089600.0,487702100.0,315503900.0,442793280.0,584119500.0,603714500.0
2170.0,647350300.0,543646800.0,340884260.0,440968100.0,575535900.0,605371600.0
2171.0,636884540.0,501547970.0,342614000.0,439928130.0,594447360.0,599036350.0
2172.0,633914200.0,508761800.0,360310460.0,437936830.0,574420700.0,607266300.0
2173.0,720271300.0,501780770.0,336300540.0,436812220.0,569941000.0,610622460.0
2174.0,703703900.0,541164350.0,340518240.0,466151000.0,575610900.0,613825860.0
2175.0,705781800.0,530685060.0,351648350.0,445294430.0,573643460.0,607488640.0
2176.0,664740300.0,511943580.0,342512130.0,442395360.0,572375360.0,606172500.0
2177.0,651040000.0,506117820.0,335132740.0,431182400.0,572690100.0,603068160.0
2178.0,645126140.0,614029200.0,348337800.0,428588260.0,608842200.0,611052740.0
2179.0,633977660.0,586199360.0,346006000.0,431009280.0,575182400.0,631076860.0
2180.0,749368060.0,529408740.0,340344160.0,426324800.0,567241340.0,638214100.0
2181.0,640203800.0,523458180.0,378115300.0,424374800.0,569657860.0,651858900.0
2182.0,646094800.0,516819680.0,347338600.0,421480770.0,565652100.0,690499200.0
2183.0,731894200.0,521816450.0,343964960.0,416238240.0,674708100.0,640736200.0
2184.0,650615360.0,559824100.0,352251700.0,413932480.0,571385150.0,642973700.0
2185.0,930275800.0,521722660.0,433253150.0,412528500.0,564199000.0,629968060.0
2186.0,692227300.0,516225000.0,382063780.0,408216800.0,562067260.0,629528640.0
2187.0,660136800.0,515369100.0,356614750.0,404719000.0,583744300.0,691880770.0
2188.0,658065200.0,529160060.0,402833700.0,409372580.0,562001100.0,646466300.0
2189.0,659965900.0,554323000.0,361151600.0,405259870.0,556549100.0,639753800.0
2190.0,651123300.0,535601630.0,358545540.0,451695330.0,552398000.0,737945700.0
2191.0,663952600.0,595011700.0,357210340.0,405234270.0,550078850.0,650720500.0
2192.0,649047000.0,523479460.0,407817760.0,396291230.0,546080500.0,806106050.0
2193.0,648360770.0,523560900.0,457994240.0,393336420.0,544474240.0,755554240.0
2194.0,649757440.0,535722140.0,393275940.0,388231840.0,566148800.0,663591360.0
2195.0,709348740.0,528303780.0,377420800.0,386341920.0,544122430.0,668521860.0
2196.0,679367040.0,564193200.0,368177920.0,385867550.0,539128640.0,700749440.0
2197.0,744371800.0,522031300.0,382644300.0,379953950.0,540368960.0,658923260.0
2198.0,757201540.0,518449380.0,370409950.0,386425400.0,549178940.0,666471040.0
2199.0,700270400.0,519602020.0,383940320.0,377397920.0,541781600.0,665193340.0
2200.0,761133300.0,516218600.0,376964380.0,375474000.0,535467870.0,661535040.0
2201.0,727050700.0,515230720.0,373742080.0,376420450.0,530784060.0,672783500.0
2202.0,709464260.0,515216900.0,369935870.0,374929100.0,527765440.0,681425100.0
2203.0,693704300.0,514772160.0,371197000.0,372388540.0,526118000.0,700154500.0
2204.0,689978900.0,513223000.0,368119650.0,374696700.0,520063550.0,673939600.0
2205.0,682204160.0,517854180.0,369830140.0,369016640.0,550408000.0,685313200.0
2206.0,679713700.0,548682050.0,382379070.0,366917730.0,516776600.0,683862000.0
2207.0,691078660.0,534194700.0,389236400.0,366118820.0,512215800.0,671668400.0
2208.0,688959300.0,524653760.0,372062370.0,370582660.0,512108100.0,663522000.0
2209.0,684596400.0,544510200.0,439749600.0,365160200.0,509200800.0,675977600.0
2210.0,679025300.0,524894980.0,375633540.0,363129180.0,507175170.0,661841400.0
2211.0,679560960.0,515787650.0,392853540.0,362502720.0,505525060.0,659644160.0
2212.0,694122200.0,513817000.0,373022370.0,358693280.0,548031040.0,667315200.0
2213.0,889444100.0,511782600.0,377437340.0,360964740.0,516424930.0,658510660.0
2214.0,767879700.0,507802140.0,371679500.0,356605760.0,505273920.0,657953700.0
2215.0,683299260.0,582659260.0,372112860.0,354816670.0,527408350.0,653331400.0
2216.0,677620500.0,537136200.0,370963300.0,353024350.0,505644000.0,657207740.0
2217.0,686122200.0,547865100.0,369260800.0,382557500.0,504385020.0,659628300.0
2218.0,675862340.0,599621400.0,367063970.0,357234720.0,503125250.0,650258100.0
2219.0,672795840.0,555698700.0,369649400.0,376831420.0,538082300.0,644765800.0
2220.0,670670700.0,536585800.0,366303840.0,356475200.0,505647840.0,642490940.0
2221.0,677821900.0,610977700.0,395566100.0,354287780.0,502782750.0,639751300.0
2222.0,712537900.0,540345660.0,424696960.0,350357760.0,500735600.0,635759170.0
2223.0,677943940.0,537915600.0,395322050.0,348429400.0,495510430.0,633850560.0
2224.0,670278200.0,536053120.0,379820220.0,346801100.0,493454140.0,627526200.0
2225.0,794469400.0,535666400.0,368199360.0,364046500.0,508350880.0,625642400.0
2226.0,707585400.0,535966080.0,364133340.0,347809950.0,507717200.0,624220860.0
2227.0,684268160.0,530028640.0,383061920.0,344727800.0,524524130.0,660416450.0
2228.0,671035200.0,530970370.0,365080450.0,345265760.0,561234000.0,637797400.0
2229.0,700190100.0,534417180.0,364181980.0,341648220.0,514087520.0,637187700.0
2230.0,714143700.0,791681600.0,360886980.0,345103940.0,525142660.0,735728640.0
2231.0,671792000.0,610078460.0,404529800.0,342881060.0,514272200.0,653209500.0
2232.0,708865900.0,572076900.0,441881060.0,339372100.0,505557020.0,619611650.0
2233.0,676495900.0,569129100.0,374846340.0,338248220.0,500419300.0,615775170.0
2234.0,678524300.0,554863100.0,363409820.0,346941540.0,504259460.0,715021100.0
2235.0,726269630.0,542188900.0,365487940.0,342425950.0,499973500.0,667885440.0
2236.0,674180600.0,539565630.0,467478430.0,338495360.0,500153340.0,617055700.0
2237.0,675115600.0,536481020.0,393711170.0,431889920.0,499524450.0,613024260.0
2238.0,703490400.0,549988000.0,452445340.0,372926720.0,499636220.0,617979260.0
2239.0,680713660.0,553992060.0,394633540.0,353833500.0,498853980.0,625484000.0
2240.0,800128300.0,545210750.0,393670200.0,351744350.0,496195600.0,621330400.0
2241.0,723799000.0,538623400.0,416405200.0,344786660.0,530320640.0,627901000.0
2242.0,697168500.0,536828800.0,392983740.0,343905760.0,510068300.0,617789060.0
2243.0,688568500.0,562500400.0,383794460.0,343911800.0,538386400.0,613386800.0
2244.0,694366340.0,547922100.0,383808420.0,344599070.0,524307070.0,619974140.0
2245.0,776107140.0,578397600.0,392809500.0,343411550.0,534437300.0,611500400.0
2246.0,763556000.0,549112100.0,384853860.0,372372130.0,532820100.0,643252600.0
2247.0,728833300.0,571996100.0,381471800.0,346154300.0,524767550.0,610132200.0
2248.0,726572400.0,597975300.0,386924960.0,343158340.0,521601120.0,629520500.0
2249.0,776761100.0,561510140.0,380724260.0,340863650.0,518794340.0,617193600.0
2250.0,808197100.0,550977300.0,378733660.0,342457300.0,518940000.0,611309630.0
2251.0,758318100.0,621407700.0,377808700.0,344230940.0,517628000.0,607465860.0
2252.0,781818300.0,566267000.0,382025920.0,353238750.0,518806000.0,676507400.0
2253.0,736521860.0,667262300.0,387710750.0,342045100.0,518208770.0,627175800.0
2254.0,752102300.0,575459260.0,374143460.0,340775140.0,518990000.0,615723600.0
2255.0,777008500.0,577250240.0,371681860.0,378818180.0,522504900.0,622578240.0
2256.0,751780600.0,565973400.0,370141300.0,363801860.0,546654140.0,703726100.0
2257.0,754072900.0,629817000.0,376165500.0,349214560.0,532628770.0,611777100.0
2258.0,740454800.0,571642750.0,369135780.0,346315000.0,550540000.0,613243000.0
2259.0,768714750.0,763182000.0,370413700.0,345154750.0,520830400.0,608322750.0
2260.0,752162560.0,667666750.0,370343200.0,346057900.0,518848400.0,606815400.0
2261.0,755902500.0,723290000.0,364433180.0,350520320.0,521551400.0,611391170.0
2262.0,740436300.0,664879550.0,363475360.0,360485000.0,515721400.0,623071200.0
2263.0,794370050.0,683168100.0,361607330.0,369160860.0,516572100.0,608344450.0
2264.0,750380900.0,682201700.0,359020100.0,351411740.0,514139230.0,623690750.0
2265.0,739884200.0,716860200.0,356049860.0,349364480.0,511678980.0,674797500.0
2266.0,739756000.0,699122800.0,354224700.0,348590140.0,510888580.0,616141000.0
2267.0,750592000.0,731481860.0,352814820.0,350997400.0,509861380.0,611170700.0
2268.0,743763460.0,677727600.0,350239420.0,348154850.0,508772770.0,611385150.0
2269.0,744611900.0,672486300.0,346713180.0,388577660.0,510566850.0,608690940.0
2270.0,737368600.0,722585340.0,344478880.0,518381820.0,507847040.0,609750100.0
2271.0,827982600.0,662473800.0,342535900.0,446545800.0,506029700.0,603180900.0
2272.0,762468300.0,657487800.0,339554240.0,394478080.0,503554530.0,601609400.0
2273.0,749355500.0,656955800.0,336764900.0,365710140.0,501715520.0,600957760.0
2274.0,736164500.0,652004800.0,335811800.0,362701760.0,500074560.0,635075260.0
2275.0,728783500.0,661025700.0,357602000.0,359921060.0,498103230.0,658042500.0
2276.0,727062900.0,647738240.0,334059200.0,360016400.0,495893700.0,615023300.0
2277.0,721360700.0,652682750.0,341311000.0,357128480.0,496168700.0,754298900.0
2278.0,716543200.0,702105660.0,331851680.0,360827330.0,491758240.0,665230800.0
2279.0,734980700.0,776035260.0,325595260.0,356134560.0,488067100.0,668293700.0
2280.0,783372540.0,712569150.0,327191300.0,360660350.0,486600960.0,652834900.0
2281.0,818253600.0,835334200.0,325615600.0,369520960.0,488072420.0,631736640.0
2282.0,728086000.0,706888500.0,325070430.0,356897500.0,481829600.0,640357250.0
2283.0,724199230.0,682004350.0,322359230.0,353498050.0,478729540.0,647084100.0
2284.0,819267140.0,672562000.0,325655520.0,352607970.0,509021100.0,684023100.0
2285.0,738872000.0,664252600.0,319468350.0,352049300.0,477130180.0,639039040.0
2286.0,719445060.0,665115900.0,316526200.0,351011230.0,473325500.0,638750340.0
2287.0,713866940.0,654158460.0,318968670.0,349551000.0,489787230.0,682641000.0
2288.0,708234900.0,658980800.0,315425920.0,350042800.0,474246660.0,645289600.0
2289.0,705612200.0,667897600.0,313706530.0,347187550.0,469689630.0,638331800.0
2290.0,702493200.0,734842240.0,346823300.0,347316930.0,467025340.0,636712800.0
2291.0,698989800.0,705837000.0,316097400.0,345309000.0,463371700.0,647531700.0
2292.0,702907500.0,671608770.0,311951260.0,344144200.0,460262370.0,635920800.0
2293.0,730624100.0,684769600.0,309815000.0,342881660.0,457608930.0,705038800.0
2294.0,701852600.0,665740600.0,309355000.0,374320030.0,474643970.0,652327800.0
2295.0,811078900.0,694775100.0,307595650.0,366670180.0,460999800.0,658430300.0
2296.0,698909300.0,667552640.0,307908450.0,351302140.0,455772220.0,640543400.0
2297.0,693282200.0,664847200.0,307455420.0,340357200.0,452083740.0,662853000.0
2298.0,687928960.0,661291200.0,305786400.0,338004000.0,469301100.0,684615360.0
2299.0,683469500.0,657307460.0,306442000.0,342092670.0,457756500.0,645655940.0
2300.0,682387100.0,663844100.0,304407300.0,338740670.0,456974000.0,667343600.0
