time,MRI-ESM2-0,MPI-ESM1-2-HR,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4
2075.0,122114260000.0,125575920000.0,112110190000.0,120022390000.0,125900330000.0
2076.0,121447600000.0,125265420000.0,111208950000.0,119379060000.0,125600900000.0
2077.0,121005930000.0,125156090000.0,109938704000.0,118668410000.0,125226070000.0
2078.0,120663015000.0,124752630000.0,109188010000.0,118139270000.0,125014360000.0
2079.0,120041930000.0,124451455000.0,108275720000.0,117436645000.0,124556250000.0
2080.0,118797930000.0,124217140000.0,106997200000.0,116886610000.0,124509120000.0
2081.0,118462595000.0,123960844000.0,105856200000.0,116388635000.0,124144870000.0
2082.0,117680630000.0,123602610000.0,104553950000.0,116041460000.0,123613260000.0
2083.0,117295230000.0,122986980000.0,103021510000.0,115297970000.0,123317486000.0
2084.0,116854970000.0,122735120000.0,101565200000.0,114772010000.0,122965880000.0
2085.0,116123840000.0,122275996000.0,99937526000.0,113665180000.0,122638280000.0
2086.0,115186470000.0,121910080000.0,98814440000.0,112845505000.0,122075190000.0
2087.0,114426360000.0,121546056000.0,96951700000.0,112096900000.0,121891280000.0
2088.0,113815000000.0,121279920000.0,95492050000.0,111197540000.0,121520390000.0
2089.0,112977340000.0,120709440000.0,94347035000.0,110401460000.0,121190015000.0
2090.0,112212600000.0,120109940000.0,93241836000.0,109772820000.0,120690420000.0
2091.0,111512764000.0,119764440000.0,92207610000.0,108967160000.0,120248690000.0
2092.0,110615830000.0,119426840000.0,91016634000.0,108201100000.0,119764630000.0
2093.0,109845530000.0,118802104000.0,89772460000.0,107312390000.0,119440900000.0
2094.0,109062095000.0,118333240000.0,88689510000.0,106395540000.0,119203530000.0
2095.0,108539850000.0,117935020000.0,87112870000.0,105588605000.0,118668710000.0
2096.0,107480780000.0,117190400000.0,85534920000.0,104607450000.0,118145290000.0
2097.0,106956370000.0,116602200000.0,84705710000.0,103945420000.0,117740640000.0
2098.0,106117620000.0,115867270000.0,83261680000.0,102824110000.0,117223910000.0
2099.0,105648870000.0,115485655000.0,81801590000.0,101997490000.0,116350220000.0
2100.0,104910690000.0,114489010000.0,79771180000.0,101140430000.0,116149430000.0
