time,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,UKESM1-0-LL,GFDL-ESM4
2075.0,115381990000.0,125811970000.0,120432796000.0,108744520000.0,125138895000.0
2076.0,114515070000.0,125589815000.0,120035270000.0,107404420000.0,124886204000.0
2077.0,113485710000.0,125314750000.0,119457790000.0,106415300000.0,124324290000.0
2078.0,112793870000.0,124969680000.0,118719220000.0,104963310000.0,123987000000.0
2079.0,111923910000.0,124411585000.0,117900900000.0,103665340000.0,123733344000.0
2080.0,110940905000.0,124221964000.0,117155996000.0,102041720000.0,123494730000.0
2081.0,109930440000.0,123853990000.0,116406330000.0,100581750000.0,122969560000.0
2082.0,109034880000.0,123543140000.0,115812520000.0,98918240000.0,122633870000.0
2083.0,108115870000.0,123233850000.0,115159510000.0,97243720000.0,122166190000.0
2084.0,107152460000.0,122572760000.0,114395960000.0,95798750000.0,121969920000.0
2085.0,106180030000.0,122114640000.0,113394570000.0,94227060000.0,121309725000.0
2086.0,105281490000.0,121833620000.0,112677660000.0,92813386000.0,120871264000.0
2087.0,104284684000.0,121355256000.0,111650810000.0,91412300000.0,120416125000.0
2088.0,103303250000.0,120761230000.0,111173290000.0,90322710000.0,119919330000.0
2089.0,102466860000.0,120336620000.0,109970500000.0,88886760000.0,119533450000.0
2090.0,101300470000.0,119922885000.0,108779420000.0,87237075000.0,118893650000.0
2091.0,100403945000.0,119494800000.0,108048810000.0,85730230000.0,118284450000.0
2092.0,98829190000.0,118799370000.0,107200300000.0,84218980000.0,118047490000.0
2093.0,97897060000.0,118351310000.0,106087150000.0,82665824000.0,117117534000.0
2094.0,96731180000.0,117763424000.0,105124190000.0,81200760000.0,116318760000.0
2095.0,95515270000.0,116985690000.0,103761190000.0,79400130000.0,115680900000.0
2096.0,94647575000.0,116541930000.0,102981550000.0,77837650000.0,115037050000.0
2097.0,92794800000.0,115606050000.0,101793160000.0,76056750000.0,114499880000.0
2098.0,91708690000.0,115030170000.0,100586080000.0,74153400000.0,113548500000.0
2099.0,90377620000.0,114460205000.0,99384160000.0,72231560000.0,112994810000.0
2100.0,88770110000.0,113848720000.0,98528660000.0,70743810000.0,112517030000.0
