time,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4,IPSL-CM6A-LR,MRI-ESM2-0
2079.0,78799725000.0,6155717000.0,89058830000.0,38023130000.0,55132540000.0
2080.0,75914240000.0,5240598000.0,87436660000.0,35356240000.0,53725725000.0
2081.0,72888080000.0,4330971000.0,85088310000.0,32506925000.0,52452786000.0
2082.0,69981830000.0,3593514000.0,82310820000.0,29739090000.0,53143840000.0
2083.0,66053374000.0,2987214300.0,78860820000.0,27213478000.0,51000390000.0
2084.0,63611113000.0,2476892200.0,76641200000.0,25945446000.0,50390962000.0
2085.0,61907830000.0,1982027000.0,74356580000.0,24296114000.0,49511567000.0
2086.0,59020976000.0,1512720300.0,71269110000.0,22286471000.0,48018756000.0
2087.0,57444463000.0,1099151400.0,69771770000.0,20690356000.0,46483132000.0
2088.0,54831817000.0,756116400.0,67569127000.0,18560420000.0,44556763000.0
2089.0,51065590000.0,475420670.0,64755966000.0,17061074000.0,41789825000.0
2090.0,49371640000.0,289448500.0,63251000000.0,15368537000.0,39902814000.0
2091.0,47142210000.0,158787150.0,61125460000.0,13868316000.0,38415210000.0
2092.0,45545080000.0,86196360.0,58252722000.0,12294267000.0,37260415000.0
2093.0,42691400000.0,52282980.0,55013650000.0,10827178000.0,36041440000.0
2094.0,40803504000.0,41363932.0,52256840000.0,9718131000.0,35060298000.0
2095.0,39401976000.0,36879896.0,49983510000.0,8598009000.0,33875110000.0
2096.0,37965644000.0,35413610.0,48227578000.0,7105676300.0,34301698000.0
2097.0,35865403000.0,33177078.0,46462505000.0,6121883600.0,32676016000.0
2098.0,34121335000.0,30931844.0,44591243000.0,5456571400.0,31178740000.0
2099.0,32185560000.0,27638092.0,42453627000.0,4683430400.0,30650229000.0
2100.0,30085421000.0,26433630.0,40014852000.0,3951489300.0,29516397000.0
