time,MRI-ESM2-0
2000.0,155613378009000.0
2001.0,155506740622000.0
2002.0,155317902320000.0
2003.0,154984443701000.0
2004.0,154673350343000.0
2005.0,154424392856000.0
2006.0,154218010759000.0
2007.0,153925095810000.0
2008.0,153523468888000.0
2009.0,153257531431000.0
2010.0,152748298804000.0
2011.0,152386912140000.0
2012.0,152032127402000.0
2013.0,151715146415000.0
2014.0,151377797768000.0
2015.0,151208938526000.0
2016.0,150920456920000.0
2017.0,150501190467000.0
2018.0,150086046656000.0
2019.0,149831143845000.0
2020.0,149388535793000.0
2021.0,148868855878000.0
2022.0,148356580014000.0
2023.0,147627662870000.0
2024.0,147121661904000.0
2025.0,146538212556000.0
2026.0,145919492528000.0
2027.0,145404637164000.0
2028.0,144659697266000.0
2029.0,143932856556000.0
2030.0,143418388584000.0
2031.0,142983636479000.0
2032.0,142438315944000.0
2033.0,141823647424000.0
2034.0,141161952808000.0
2035.0,140348050325000.0
2036.0,139784057917000.0
2037.0,139067532392000.0
2038.0,138425219943000.0
2039.0,137611814449000.0
2040.0,136852940747000.0
2041.0,136177105558000.0
2042.0,135479449544000.0
2043.0,134715233205000.0
2044.0,133886943408000.0
2045.0,133099931461000.0
2046.0,132444022554000.0
2047.0,131658871444000.0
2048.0,130770836288000.0
2049.0,129915382497000.0
2050.0,129199107685000.0
2051.0,128412252441000.0
2052.0,127748391222000.0
2053.0,127043883691000.0
2054.0,126179214850000.0
2055.0,125314052758000.0
2056.0,124689360557000.0
2057.0,124015950522000.0
2058.0,123138156919000.0
2059.0,122287345577000.0
2060.0,121371402515000.0
2061.0,120558103110000.0
2062.0,119792901033000.0
2063.0,118995330058000.0
2064.0,118203038122000.0
2065.0,117374086801000.0
2066.0,116412057288000.0
2067.0,115519537173000.0
2068.0,114711668439000.0
2069.0,113850298383000.0
2070.0,113016446866000.0
2071.0,112227043418000.0
2072.0,111411772951000.0
2073.0,110534800391000.0
2074.0,109727428607000.0
2075.0,109035916859000.0
2076.0,108177888369000.0
2077.0,107372925815000.0
2078.0,106531509518000.0
2079.0,105709669420000.0
2080.0,104926497417000.0
2081.0,104226740540000.0
2082.0,103640006562000.0
2083.0,102690928438000.0
2084.0,102059117672000.0
2085.0,101457105925000.0
2086.0,100820449066000.0
2087.0,99920605393000.0
2088.0,99044586974000.0
2089.0,98230988628000.0
2090.0,97343472329000.0
2091.0,96543620217000.0
2092.0,95820601746000.0
2093.0,95133053701000.0
2094.0,94186791583000.0
2095.0,93443914401000.0
2096.0,92822236147000.0
2097.0,92107704121000.0
2098.0,91397994461000.0
2099.0,90825395021000.0
2100.0,90378482109000.0
