time,CAMS-CSM1-0,EC-EARTH3-VEG,GFDL-ESM4,MRI-ESM2-0
2000.0,155613378009000.0,155613378009000.0,155613378009000.0,155613378009000.0
2001.0,155506740622000.0,155506740622000.0,155506740622000.0,155506740622000.0
2002.0,155317902320000.0,155317902320000.0,155317902320000.0,155317902320000.0
2003.0,154984443701000.0,154984443701000.0,154984443701000.0,154984443701000.0
2004.0,154673350343000.0,154673350343000.0,154673350343000.0,154673350343000.0
2005.0,154424392856000.0,154424392856000.0,154424392856000.0,154424392856000.0
2006.0,154218010759000.0,154218010759000.0,154218010759000.0,154218010759000.0
2007.0,153925095810000.0,153925095810000.0,153925095810000.0,153925095810000.0
2008.0,153523468888000.0,153523468888000.0,153523468888000.0,153523468888000.0
2009.0,153257531431000.0,153257531431000.0,153257531431000.0,153257531431000.0
2010.0,152748298804000.0,152748298804000.0,152748298804000.0,152748298804000.0
2011.0,152386912140000.0,152386912140000.0,152386912140000.0,152386912140000.0
2012.0,152032127402000.0,152032127402000.0,152032127402000.0,152032127402000.0
2013.0,151715146415000.0,151715146415000.0,151715146415000.0,151715146415000.0
2014.0,151377797768000.0,151377797768000.0,151377797768000.0,151377797768000.0
2015.0,151208938526000.0,151208938526000.0,151208938526000.0,151208938526000.0
2016.0,150920456920000.0,150920456920000.0,150920456920000.0,150920456920000.0
2017.0,150501190467000.0,150501190467000.0,150501190467000.0,150501190467000.0
2018.0,150086046656000.0,150086046656000.0,150086046656000.0,150086046656000.0
2019.0,149831143845000.0,149831143845000.0,149831143845000.0,149831143845000.0
2020.0,149388535793000.0,149388535793000.0,149388535793000.0,149388535793000.0
2021.0,149015444090000.0,148692688637000.0,148941127875000.0,148989648489000.0
2022.0,148687316517000.0,148105981459000.0,148430783834000.0,148473689973000.0
2023.0,148235005507000.0,147648109719000.0,147894160951000.0,147875042458000.0
2024.0,147748155528000.0,147106092799000.0,147398844774000.0,147300712164000.0
2025.0,147224439730000.0,146314159920000.0,146965265766000.0,146615765019000.0
2026.0,146764018504000.0,145600544242000.0,146418417683000.0,146225915311000.0
2027.0,146333879114000.0,144875003469000.0,145973269016000.0,145563240307000.0
2028.0,145822416394000.0,144025036016000.0,145469062542000.0,144872591101000.0
2029.0,145348110597000.0,143255291220000.0,145032250407000.0,144337958494000.0
2030.0,144921392825000.0,142522011468000.0,144373101705000.0,143721128851000.0
2031.0,144472607757000.0,141893951740000.0,143853874820000.0,143052553251000.0
2032.0,144132392557000.0,141245541527000.0,143355436523000.0,142323375313000.0
2033.0,143827248706000.0,140377545463000.0,142843187432000.0,141718882488000.0
2034.0,143573042966000.0,139466978685000.0,142184384742000.0,140874668512000.0
2035.0,143104501305000.0,138592759718000.0,141575806294000.0,140136043741000.0
2036.0,142753347783000.0,138051109629000.0,140985946646000.0,139398252374000.0
2037.0,142470402619000.0,137298281470000.0,140399521696000.0,138669566323000.0
2038.0,141995395888000.0,136691413704000.0,139753726455000.0,137799528501000.0
2039.0,141460774522000.0,136105078239000.0,139301198432000.0,137077472768000.0
2040.0,141053885869000.0,135355873801000.0,138939327184000.0,136450963581000.0
2041.0,140816331929000.0,134417180075000.0,138457181350000.0,135789075447000.0
2042.0,140273357704000.0,133684385138000.0,137916653708000.0,135021037242000.0
2043.0,139820493779000.0,133166862174000.0,137336046357000.0,134369421683000.0
2044.0,139410888699000.0,132620878222000.0,136709925040000.0,133915957428000.0
2045.0,139040979640000.0,131966615827000.0,136174326320000.0,133214643184000.0
2046.0,138497645588000.0,131117013106000.0,135629456798000.0,132577377575000.0
2047.0,138017304806000.0,130309004964000.0,134993239910000.0,132054287382000.0
2048.0,137699813034000.0,129689283595000.0,134426344473000.0,131518494482000.0
2049.0,137515039128000.0,129183861102000.0,133934912217000.0,130832516964000.0
2050.0,137147300271000.0,128632440341000.0,133573077982000.0,130288802172000.0
2051.0,136844234081000.0,128000391262000.0,133063051651000.0,129597408918000.0
2052.0,136551728536000.0,127277956503000.0,132584365348000.0,128919207485000.0
2053.0,136149603579000.0,126550970653000.0,132226355312000.0,128152452158000.0
2054.0,135845168742000.0,125833813717000.0,131792502121000.0,127543284171000.0
2055.0,135623428663000.0,125042325470000.0,131335786464000.0,126969212569000.0
2056.0,135256713841000.0,124248318573000.0,130826205980000.0,126299412903000.0
2057.0,134937377653000.0,123383538569000.0,130458192990000.0,125462743965000.0
2058.0,134540844259000.0,122633653040000.0,130160768525000.0,124792933453000.0
2059.0,134040527164000.0,121974752698000.0,129793386856000.0,124227918269000.0
2060.0,133546488421000.0,121295350955000.0,129502725567000.0,123606034142000.0
2061.0,133284620685000.0,120513672217000.0,129132592020000.0,123105541217000.0
2062.0,133036170792000.0,119913480513000.0,128656747473000.0,122626762151000.0
2063.0,132748558568000.0,119243338198000.0,128160395618000.0,121913116161000.0
2064.0,132467335434000.0,118732963127000.0,127835855039000.0,121408165871000.0
2065.0,132057982463000.0,118048076897000.0,127559552309000.0,120858893432000.0
2066.0,131695681499000.0,117441069483000.0,127254169453000.0,120443145190000.0
2067.0,131488328746000.0,116893558733000.0,126977541645000.0,120039087673000.0
2068.0,131041518782000.0,116171795498000.0,126775833803000.0,119510196754000.0
2069.0,130810708237000.0,115589588875000.0,126431539223000.0,119127722144000.0
2070.0,130683245550000.0,115095376160000.0,126034743483000.0,118507594898000.0
2071.0,130461263333000.0,114565688930000.0,125841352674000.0,118131238524000.0
2072.0,130252083689000.0,114021642169000.0,125409753903000.0,117666062336000.0
2073.0,130108879016000.0,113436087128000.0,124921995768000.0,117252528148000.0
2074.0,129766710639000.0,112948405218000.0,124530262545000.0,116842652163000.0
2075.0,129505092961000.0,112399759393000.0,124249070976000.0,116433488309000.0
2076.0,129116627088000.0,111920665614000.0,123838009386000.0,116035288815000.0
2077.0,128854538772000.0,111280769607000.0,123557114869000.0,115630825921000.0
2078.0,128530060916000.0,110853115663000.0,123378635512000.0,115135252873000.0
2079.0,128200484140000.0,110380019618000.0,123044090706000.0,114793616534000.0
2080.0,128009803709000.0,109801288025000.0,122969658566000.0,114300076362000.0
2081.0,127781922820000.0,109321756805000.0,122596185984000.0,113757294494000.0
2082.0,127416819822000.0,108926092613000.0,122420819214000.0,113135461202000.0
2083.0,127138585645000.0,108539692770000.0,122139717404000.0,112702064181000.0
2084.0,126828274031000.0,107962413375000.0,122002571312000.0,112263143951000.0
2085.0,126402410046000.0,107468428062000.0,121772004709000.0,111854464781000.0
2086.0,126173736736000.0,106961781804000.0,121520466198000.0,111544751630000.0
2087.0,125925454321000.0,106452116359000.0,121350091457000.0,111263815044000.0
2088.0,125793771197000.0,106073186217000.0,121192504810000.0,110987447704000.0
2089.0,125515030875000.0,105622112327000.0,121048950989000.0,110888736490000.0
2090.0,125276989092000.0,105146032485000.0,120773024281000.0,110583059724000.0
2091.0,124968622975000.0,104605302544000.0,120572576117000.0,110262480310000.0
2092.0,124684420869000.0,104202235742000.0,120354632278000.0,109936990350000.0
2093.0,124378162476000.0,103638824319000.0,120017117872000.0,109654400253000.0
2094.0,124034832373000.0,103049991666000.0,119721977643000.0,109212607309000.0
2095.0,123899726457000.0,102504519060000.0,119576612767000.0,108905093500000.0
2096.0,123698445155000.0,102005205110000.0,119324813718000.0,108564351037000.0
2097.0,123370468588000.0,101471782543000.0,119060409316000.0,108298302017000.0
2098.0,123158069110000.0,100878181565000.0,118900722706000.0,107957104311000.0
2099.0,123046848006000.0,100283734631000.0,118693832830000.0,107694567625000.0
2100.0,122890379988000.0,99713444295000.0,118464865953000.0,107524964499000.0
