time,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,GISS-E2-R,NORESM1-M,CNRM-CM5,GFDL-CM3,CCSM4,IPSL-CM5A-LR,MPI-ESM-LR
2000.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0
2001.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0
2002.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0
2003.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0
2004.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0
2005.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0
2006.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0
2007.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0
2008.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0
2009.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0
2010.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0
2011.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0
2012.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0
2013.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0
2014.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0
2015.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0
2016.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0
2017.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0
2018.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0
2019.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0
2020.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0
2021.0,699949703400.0,699436466400.0,698502906600.0,699208836700.0,699151711500.0,699945483000.0,698216073300.0,699198125600.0,699093292100.0,699201951300.0
2022.0,699634258200.0,697206413100.0,697524084800.0,698766195300.0,697362156500.0,698894268900.0,697463380400.0,698102512700.0,697605463700.0,699158019600.0
2023.0,698208360100.0,696473339800.0,696868958000.0,696409676350.0,696632440850.0,696583613160.0,695954409600.0,697815665900.0,697599851300.0,696293674300.0
2024.0,696639174200.0,694448914360.0,695540326700.0,695079996050.0,695294601000.0,696916259280.0,698378897100.0,695087832400.0,695189141600.0,695593156700.0
2025.0,694365221600.0,692545275400.0,693407416000.0,693627457700.0,693658354950.0,695725741060.0,696540793400.0,694127603360.0,694309603900.0,694003459700.0
2026.0,692890653400.0,691545284850.0,691785051900.0,692801941400.0,691920605850.0,694126200700.0,693739919260.0,692205039700.0,692374703500.0,693145976600.0
2027.0,691048640060.0,689586466040.0,690289432200.0,691056333500.0,689305585600.0,693949615000.0,691302925350.0,690860986550.0,690900864200.0,692075919240.0
2028.0,691610954050.0,687393982660.0,689107528800.0,689720827040.0,687688502050.0,691271554040.0,686305225570.0,688631496300.0,688658719200.0,690843207000.0
2029.0,690108884900.0,685050880860.0,687943556300.0,688400730900.0,685212827920.0,688623840500.0,683804613640.0,685965960310.0,686458900460.0,687915261260.0
2030.0,688544147760.0,684990309840.0,685878276450.0,686476349260.0,682616575100.0,686497680760.0,680308800930.0,684060040000.0,684295746740.0,686558411100.0
2031.0,684861557800.0,681157328070.0,685487288540.0,685557486840.0,680817362400.0,686802797800.0,676727218560.0,681399569310.0,681989299300.0,684886940900.0
2032.0,684460946500.0,678630533730.0,682919599150.0,682982038100.0,678727209900.0,683750262940.0,673527651430.0,679316855500.0,680417842600.0,683128199100.0
2033.0,681112513530.0,676518567100.0,681386980740.0,680980858850.0,676446150400.0,680694535840.0,671547284900.0,676628700460.0,677331659940.0,680512230550.0
2034.0,680392353300.0,673150404660.0,678308827900.0,679394682700.0,673971090400.0,678463670560.0,667981303100.0,675204191040.0,674307235460.0,677994764500.0
2035.0,676114943850.0,670862944840.0,675991350660.0,676812100950.0,671830796800.0,678580281000.0,664815408240.0,671860973940.0,671232622640.0,676438444400.0
2036.0,673894903200.0,667826447840.0,674720847490.0,674699607800.0,668952573030.0,674572591800.0,660416432680.0,668826690930.0,668108298940.0,674343037870.0
2037.0,671818279200.0,664951260360.0,672320548550.0,673031243540.0,666050403470.0,671997163300.0,656349775600.0,666019384690.0,663979551050.0,673189393250.0
2038.0,669728536540.0,661621217600.0,668862422940.0,671174768560.0,663371023750.0,670054513650.0,652354128110.0,662976420770.0,660709000100.0,669574964590.0
2039.0,667100751240.0,658526429900.0,666317603960.0,668491481760.0,659749211340.0,667406672460.0,647853071400.0,659814758000.0,656561181600.0,667604299670.0
2040.0,665298505450.0,654878336760.0,663598832860.0,666404545300.0,657156165100.0,664461959800.0,642779023260.0,657666355200.0,653454712240.0,664957267960.0
2041.0,662791992690.0,651466646360.0,660791027300.0,663800224700.0,654246871950.0,661670529700.0,638428408850.0,654225300310.0,650344463520.0,663487620500.0
2042.0,659931364860.0,648286977150.0,657268332300.0,660538118500.0,652231046200.0,658965191200.0,633153610120.0,652179410980.0,645974380560.0,660326416600.0
2043.0,658101538400.0,644276747730.0,654467086760.0,657439668900.0,648465750100.0,655828171200.0,628267120860.0,648309579000.0,641412057250.0,657270718640.0
2044.0,656228394460.0,640539866010.0,651218422020.0,654109112300.0,644530454800.0,653283412300.0,623851284280.0,644722012140.0,637072497560.0,653966269500.0
2045.0,653092745400.0,636400807650.0,648110869140.0,650995241560.0,640558627700.0,649895461650.0,618508978560.0,641431915360.0,632293251170.0,651244368430.0
2046.0,650412646900.0,632439585190.0,644031007000.0,647993642560.0,637636568900.0,647566587940.0,612404508280.0,638056057990.0,627001655150.0,647884850350.0
2047.0,648054700360.0,627939473670.0,640636478600.0,644551008560.0,634267443890.0,644520961760.0,607299281950.0,635049367500.0,622054163500.0,644288172790.0
2048.0,644773486490.0,623349792080.0,637425341040.0,642429816050.0,630722133000.0,640504834870.0,601544810660.0,633092834000.0,618350572690.0,641319004200.0
2049.0,642294815920.0,618959453850.0,633624251960.0,639001445510.0,626431951240.0,638337996440.0,595639508080.0,628430386050.0,612833014090.0,637792785550.0
2050.0,639201894550.0,614096061570.0,630260717280.0,635267389800.0,622762889450.0,635813700900.0,590006057580.0,625624174040.0,608105541960.0,634827921240.0
2051.0,636501526040.0,610081148310.0,627298866130.0,631431419440.0,618812573700.0,633478578170.0,586442876220.0,622485796290.0,602776436720.0,630831176650.0
2052.0,632366537160.0,605113139900.0,623986641240.0,628391133900.0,615171193170.0,629870817060.0,580218647850.0,618931930370.0,598098914690.0,627110959860.0
2053.0,630939171300.0,599546390040.0,620355921970.0,624711480200.0,610589437220.0,625614133130.0,574154043570.0,614957815930.0,592906737870.0,623653000270.0
2054.0,627408586680.0,594739168170.0,616273830670.0,621945966990.0,606449908730.0,620569346650.0,568070120530.0,611574470240.0,587728466890.0,620125754090.0
2055.0,623490981360.0,590683875430.0,613133926150.0,618311096780.0,602577516000.0,617756403500.0,563210559010.0,609256762630.0,583129371930.0,619423780400.0
2056.0,619649812200.0,585860608280.0,608790972100.0,614995863680.0,598397327990.0,612497269910.0,558418759630.0,605437976270.0,577112359490.0,613497993020.0
2057.0,616276451180.0,580987408170.0,605666200820.0,612091770780.0,593988569290.0,608291880540.0,553177021330.0,601345055460.0,574117152590.0,609121603430.0
2058.0,612239224190.0,576390485070.0,600951349760.0,608391331530.0,590169466410.0,603366394380.0,547635382600.0,597805386880.0,567982411520.0,605498962820.0
2059.0,608541390740.0,571780769740.0,597971852320.0,607037027760.0,585786291180.0,599815069090.0,541521408700.0,594093190870.0,561553520760.0,601753634540.0
2060.0,605203842600.0,566388782060.0,594451503080.0,602247813290.0,582869812810.0,594813592750.0,536649777050.0,590471815640.0,556345077800.0,597827637950.0
2061.0,602558639900.0,560966693380.0,590775343330.0,598507055140.0,577525415370.0,590993475080.0,531512608860.0,586773241840.0,551361557280.0,593591964900.0
2062.0,599389295820.0,555707295180.0,586412047630.0,596256568230.0,573595388540.0,586322728700.0,526464019730.0,582236281150.0,545843036530.0,588780971570.0
2063.0,596136545860.0,550967599120.0,582981422680.0,592296766740.0,568771198270.0,581870099400.0,520802114030.0,578104491560.0,540625710070.0,584731093820.0
2064.0,592211535450.0,546244936470.0,579335979780.0,589120941780.0,564186525260.0,576761925420.0,514678674970.0,573808154820.0,535030247510.0,580050604400.0
2065.0,591169676990.0,541347026990.0,574583897010.0,585795291950.0,559317619870.0,572176210170.0,509399722600.0,569330116750.0,529255761170.0,576125510060.0
2066.0,587177078700.0,535925916260.0,570957582920.0,582145408180.0,555107159940.0,567695340950.0,504610902870.0,565178691630.0,524401991080.0,571692676490.0
2067.0,581998656780.0,531760490770.0,566057934190.0,579586631620.0,550680922400.0,562371279270.0,499903923130.0,561789532540.0,519371475900.0,566906413280.0
2068.0,579597676440.0,526123519480.0,562066316630.0,577232787220.0,546061175460.0,557203564780.0,493133542766.0,557329121870.0,513344074340.0,562380829030.0
2069.0,576717403980.0,520531551260.0,557572799580.0,573775653230.0,540753936490.0,552459646060.0,487764566130.0,552592853910.0,508015404290.0,557847820380.0
2070.0,572417536460.0,516262435410.0,554952912134.0,569306470770.0,536077478770.0,547660584210.0,482774184988.0,548001639020.0,502768101360.0,554045173620.0
2071.0,568717563720.0,510942577210.0,549374409980.0,566033428050.0,531119326190.0,543929110430.0,477321898020.0,543424001890.0,498595698430.0,549160672950.0
2072.0,566121378730.0,506044725060.0,545108784590.0,566413641910.0,526245886900.0,540205162850.0,471859110728.0,539095894080.0,491186714600.0,544435110180.0
2073.0,562432485230.0,500460922140.0,540748158500.0,563791761200.0,521239709660.0,532713486810.0,467425516344.0,534734332250.0,485703386440.0,540277269480.0
2074.0,559236036080.0,495414646556.0,536237902840.0,557727135570.0,516005776270.0,526663787170.0,462515504826.0,530381739640.0,480681219570.0,535832920040.0
2075.0,555510888110.0,490464297620.0,531324000170.0,554805080310.0,510805563940.0,521276371360.0,457165219000.0,526820381590.0,476157048790.0,531078255950.0
2076.0,551110253060.0,485930835640.0,527173504120.0,551806003850.0,505096640940.0,515915432050.0,451713641810.0,521171070640.0,469557597730.0,526530312640.0
2077.0,547413523300.0,480773442420.0,522734831032.0,546638178950.0,499859070750.0,510927546520.0,446551123654.0,516566237710.0,464652529670.0,521916515020.0
2078.0,543522964580.0,475719071060.0,518018388536.0,542841301080.0,494830469740.0,506530716140.0,441489434734.0,511860101680.0,459526734110.0,517237810400.0
2079.0,539977889180.0,470117208466.0,512969354134.0,539696414220.0,489250459130.0,500956971940.0,436482294526.0,506686918890.0,455152352204.0,512972315580.0
2080.0,535526016420.0,465042880260.0,507899140720.0,535939730940.0,483737300880.0,493552900470.0,431937900056.0,501372787870.0,449562499010.0,507989964850.0
2081.0,532036479390.0,459723847770.0,503211056096.0,532657251720.0,479237534860.0,486417940760.0,426395584166.0,496326507320.0,444649403536.0,503104446650.0
2082.0,528626558520.0,454907680574.0,498134029720.0,528533356050.0,474395171120.0,480536709200.0,421464805974.0,491362784470.0,440079220190.0,498570411580.0
2083.0,525311687430.0,449865631814.0,493524323380.0,525374042760.0,469296818194.0,473344864880.0,416301613618.0,486089906160.0,435610318144.0,494308502020.0
2084.0,521729674920.0,444418627880.0,488204402436.0,523028394600.0,463416888894.0,469062839190.0,410976471320.0,480723535490.0,430247378120.0,489593949780.0
2085.0,518695704960.0,439096504804.0,483471039556.0,519263820060.0,458436573180.0,461311672540.0,405886389828.0,476275654850.0,424531488310.0,485600480350.0
2086.0,514330616700.0,433684814380.0,478981191000.0,515546643610.0,453614740484.0,457859609270.0,401175246104.0,471319019690.0,418455601744.0,480375670120.0
2087.0,510203359700.0,428743891688.0,474273560706.0,513793200160.0,448602295610.0,449398119430.0,396624566514.0,465275368206.0,413765704390.0,475830762060.0
2088.0,505536943060.0,424439375246.0,469308646104.0,509747787700.0,442900460080.0,442939030560.0,391772495195.0,460024055290.0,408882518156.0,470860492804.0
2089.0,501477027990.0,418933192184.0,464695206866.0,506360742080.0,436961544376.0,436700340160.0,387387725191.0,454570822650.0,403560095982.0,465657937590.0
2090.0,498911277880.0,413876144136.0,459102572960.0,503440205900.0,431458177064.0,430481120440.0,382047565596.0,448773951994.0,398523266786.0,460515422986.0
