time,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,GISS-E2-R,NORESM1-M,CNRM-CM5,GFDL-CM3,CCSM4,IPSL-CM5A-LR,MPI-ESM-LR
2091.0,493841549074.0,407546604990.0,453478181962.0,499546101400.0,426218563700.0,424061589400.0,377010747426.0,442766390990.0,393349373396.0,456392658234.0
2092.0,489554393450.0,402473672962.0,447429739782.0,496189177910.0,420888032960.0,417514023370.0,372384083566.0,437421042026.0,388913389304.0,451501255892.0
2093.0,485490401000.0,396821477272.0,442237923062.0,492565788690.0,415733411476.0,414723023470.0,367840895103.0,432131923684.0,383531304574.0,447422950750.0
2094.0,481726049520.0,391326418782.0,436357827126.0,489277379600.0,410923286520.0,404924763820.0,363174900180.0,426182476414.0,377932999614.0,442745189616.0
2095.0,477617721890.0,385429448542.0,430556979470.0,486266970130.0,405459028560.0,399548986980.0,358123349891.0,421256908236.0,372041826226.0,438437404294.0
2096.0,474632527874.0,380274368635.0,424755836695.0,483113954470.0,400263342500.0,392612128190.0,352980841713.0,415593899904.0,366801737510.0,433471991882.0
2097.0,469625498334.0,375259614648.0,418749819972.0,479530511100.0,394635695724.0,386545250440.0,348517585865.0,410684752386.0,362144224136.0,429294140030.0
2098.0,466376300550.0,370216951960.0,413136420609.0,476417473010.0,388943291550.0,380961161676.0,344158382267.5,405275385864.0,356421070180.0,425140459454.0
2099.0,461766725640.0,364580952712.0,407906758839.0,473115832570.0,383745843314.0,375267231260.0,339688588037.5,399322466676.0,351334856232.0,420485194328.0
2100.0,457452308800.0,359883953355.0,401479117540.0,469512958480.0,378810911180.0,370905567680.0,334269735128.0,394240500434.0,348062681688.0,416375510244.0
