time,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,CESM2-WACCM
2048.0,30812017000.0,32815722000.0,25868618000.0,33076498000.0
2049.0,30544605000.0,32765098000.0,25215267000.0,33043536000.0
2050.0,30294740000.0,32696965000.0,24722786000.0,32990032000.0
2051.0,30016745000.0,32540223000.0,24186247000.0,32919687000.0
2052.0,29652273000.0,32448911000.0,23699728000.0,32811262000.0
2053.0,29307464000.0,32349086000.0,23134317000.0,32722276000.0
2054.0,28946510000.0,32262818000.0,22560979000.0,32567830000.0
2055.0,28718424000.0,32042125000.0,21968253000.0,32481663000.0
2056.0,28430156000.0,31915598000.0,21323045000.0,32370573000.0
2057.0,28091090000.0,31806280000.0,20833608000.0,32228686000.0
2058.0,27860642000.0,31617960000.0,20325472000.0,32163650000.0
2059.0,27645878000.0,31466197000.0,19849640000.0,32080700000.0
2060.0,27432407000.0,31241691000.0,19272870000.0,31971193000.0
2061.0,27169250000.0,31076235000.0,18667401000.0,31866857000.0
2062.0,26930338000.0,30846114000.0,18095080000.0,31719100000.0
2063.0,26639684000.0,30699272000.0,17455657000.0,31666506000.0
2064.0,26387094000.0,30505634000.0,16800502000.0,31576527000.0
2065.0,26170206000.0,30332787000.0,16175162000.0,31467581000.0
2066.0,25865212000.0,30165512000.0,15586813000.0,31327658000.0
2067.0,25622813000.0,29946692000.0,15010558000.0,31203680000.0
2068.0,25258514000.0,29702030000.0,14401832000.0,31109640000.0
2069.0,25095487000.0,29513204000.0,13873048000.0,30939855000.0
2070.0,24734618000.0,29294582000.0,13321566000.0,30853749000.0
2071.0,24390152000.0,29229705000.0,12775894000.0,30644658000.0
2072.0,24094890000.0,29038017000.0,12279472000.0,30531863000.0
2073.0,23747936000.0,28819175000.0,11753569000.0,30433937000.0
2074.0,23551928000.0,28607384000.0,11162759000.0,30353506000.0
2075.0,23234670000.0,28359150000.0,10749544000.0,30221451000.0
2076.0,22883540000.0,28165100000.0,10332070000.0,30074966000.0
2077.0,22599944000.0,27942754000.0,9955996000.0,29979904000.0
2078.0,22269704000.0,27766004000.0,9607626000.0,29826130000.0
2079.0,21999059000.0,27517907000.0,9292417000.0,29683122000.0
2080.0,21679276000.0,27244505000.0,8965786000.0,29500717000.0
2081.0,21440778000.0,27039894000.0,8683112000.0,29514654000.0
2082.0,21216390000.0,26742766000.0,8295864300.0,29316692000.0
2083.0,21005300000.0,26485823000.0,7988724700.0,29222580000.0
2084.0,20778025000.0,26275240000.0,7637162000.0,29281208000.0
2085.0,20537473000.0,26137760000.0,7367892000.0,29127016000.0
2086.0,20335063000.0,25911456000.0,7012002000.0,28984955000.0
2087.0,20102365000.0,25651732000.0,6671697000.0,28789754000.0
2088.0,19891600000.0,25429280000.0,6439468500.0,28730067000.0
2089.0,19653382000.0,25202252000.0,6147529700.0,28519825000.0
2090.0,19448455000.0,24951888000.0,5863924000.0,28428825000.0
2091.0,19267717000.0,24698032000.0,5707195400.0,28306137000.0
2092.0,18995608000.0,24481647000.0,5396084000.0,28236080000.0
2093.0,18801881000.0,24185508000.0,5201759700.0,28243306000.0
2094.0,18614817000.0,23942195000.0,4939574300.0,28085156000.0
2095.0,18369260000.0,23769874000.0,4680770000.0,27978760000.0
2096.0,18280124000.0,23557222000.0,4496557000.0,27868494000.0
2097.0,18027045000.0,23315626000.0,4368003600.0,27692100000.0
2098.0,17783075000.0,23163240000.0,4206819300.0,27589648000.0
2099.0,17608022000.0,22945155000.0,4064347600.0,27433015000.0
2100.0,17380927000.0,22696790000.0,3915957500.0,27304444000.0
2101.0,17253014000.0,22530165000.0,3829978400.0,27244720000.0
2102.0,17640817000.0,22248632000.0,3765362400.0,27114189000.0
2103.0,17082696000.0,22020190000.0,3663494000.0,27102953000.0
2104.0,16874760000.0,21818659000.0,3595849000.0,26947523000.0
2105.0,17078625000.0,21627556000.0,3518421000.0,26820210000.0
2106.0,16697770000.0,21464967000.0,3468319500.0,26710686000.0
2107.0,16634699000.0,21309428000.0,3392043300.0,26764147000.0
2108.0,16533593000.0,21122806000.0,3335592200.0,26586857000.0
2109.0,17204417000.0,20899842000.0,3277738200.0,26479161000.0
2110.0,16601051000.0,20650540000.0,3251112000.0,26461104000.0
2111.0,16461197000.0,20497689000.0,3223023400.0,26310770000.0
2112.0,16238597000.0,20388665000.0,3177775600.0,26152712000.0
2113.0,18144936000.0,20208208000.0,3135178500.0,26051510000.0
2114.0,16905674000.0,20041476000.0,3099790000.0,25958846000.0
2115.0,16710221000.0,19838188000.0,3066078000.0,25923731000.0
2116.0,16514254000.0,19684708000.0,2989494800.0,25937447000.0
2117.0,16967356000.0,19514302000.0,2947007000.0,26008510000.0
2118.0,17357718000.0,19367207000.0,2903821000.0,25780998000.0
2119.0,16650386000.0,19212958000.0,2882334000.0,26119893000.0
2120.0,16862518000.0,19014187000.0,2853773600.0,26094156000.0
2121.0,16371431000.0,18796734000.0,2825662000.0,25803028000.0
2122.0,16372576000.0,18624540000.0,2772466000.0,25575248000.0
2123.0,16641162000.0,18450760000.0,2735528400.0,25461820000.0
2124.0,17951370000.0,18368039000.0,2701804000.0,25312289000.0
2125.0,16460722000.0,18253976000.0,2690622000.0,25888465000.0
2126.0,16004782000.0,18340979000.0,2635280600.0,25499900000.0
2127.0,18578311000.0,17985622000.0,2609214700.0,25326696000.0
2128.0,18199925000.0,17851578000.0,2568556300.0,25165885000.0
2129.0,17712486000.0,17762080000.0,2564915000.0,25108945000.0
2130.0,17079912000.0,17647880000.0,2510824200.0,25013160000.0
2131.0,16325708000.0,17405190000.0,2493738800.0,24891548000.0
2132.0,16513057000.0,17392224000.0,2449848000.0,24791648000.0
2133.0,17455272000.0,17224503000.0,2416903200.0,24713163000.0
2134.0,16858336000.0,17016628000.0,2386238200.0,24761820000.0
2135.0,17880478000.0,16901033000.0,2351644000.0,24787220000.0
2136.0,18099194000.0,16817103000.0,2306247700.0,24441207000.0
2137.0,19830184000.0,16712745000.0,2276239600.0,24420805000.0
2138.0,18637048000.0,16464059000.0,2243275300.0,24473820000.0
2139.0,17783247000.0,16354011000.0,2206581000.0,24490480000.0
2140.0,17345542000.0,16275140000.0,2181028400.0,24298258000.0
2141.0,17930658000.0,16143309000.0,2171670500.0,24158792000.0
2142.0,17874606000.0,15976817000.0,2134302000.0,24833325000.0
2143.0,18421221000.0,15969951000.0,2111718100.0,24097681000.0
2144.0,17115317000.0,15933068000.0,2096791800.0,24189762000.0
2145.0,16784199000.0,15700854000.0,2061283100.0,23979854000.0
2146.0,17551340000.0,15831309000.0,2042975100.0,23869389000.0
2147.0,19246234000.0,15756787000.0,2050215800.0,23750242000.0
2148.0,18925165000.0,15480694000.0,2011306000.0,23622687000.0
2149.0,17942366000.0,15474311000.0,1985569000.0,23910105000.0
2150.0,17417044000.0,15310950000.0,1944830700.0,23651643000.0
2151.0,17401362000.0,15248796000.0,1916707600.0,23674534000.0
2152.0,17056286000.0,15137936000.0,1878079700.0,23468063000.0
2153.0,16738264000.0,15002955000.0,1851621800.0,23536777000.0
2154.0,17431482000.0,15236024000.0,1846927500.0,23465622000.0
2155.0,16812669000.0,15029841000.0,1814221400.0,23331330000.0
2156.0,18549072000.0,14906990000.0,1791977500.0,23330120000.0
2157.0,18349928000.0,14835554000.0,1812004500.0,24116900000.0
2158.0,18824233000.0,14651250000.0,1782971900.0,23367913000.0
2159.0,17101989000.0,14478165000.0,1779007500.0,23175213000.0
2160.0,18389193000.0,14390985000.0,1734726300.0,23086100000.0
2161.0,17399366000.0,14275201000.0,1715290100.0,23156896000.0
2162.0,17167823000.0,14351938000.0,1716384800.0,22981368000.0
2163.0,16742794000.0,14219465000.0,1707465100.0,22910198000.0
2164.0,16632317000.0,14089732000.0,1747868300.0,22961980000.0
2165.0,18486700000.0,14104419000.0,1716229100.0,22955250000.0
2166.0,18486352000.0,13962125000.0,1718726800.0,23640390000.0
2167.0,18441781000.0,13902138000.0,1692529900.0,22809324000.0
2168.0,17912367000.0,13956536000.0,1670313500.0,23090629000.0
2169.0,18085970000.0,13926294000.0,1664867200.0,22686228000.0
2170.0,17770020000.0,13785033000.0,1646517800.0,22597005000.0
2171.0,20448944000.0,13711089000.0,1630027300.0,23059284000.0
2172.0,19670823000.0,13655386000.0,1799424400.0,22818763000.0
2173.0,18608781000.0,14190862000.0,1661727700.0,22675165000.0
2174.0,19142502000.0,13637471000.0,1828700900.0,22426284000.0
2175.0,18278636000.0,13605303000.0,1650194400.0,22437165000.0
2176.0,18278298000.0,13441006000.0,1624363800.0,22418137000.0
2177.0,18109592000.0,13368854000.0,1650312000.0,22341150000.0
2178.0,17872527000.0,13399614000.0,1591319600.0,22494505000.0
2179.0,17614273000.0,13267474000.0,1578547800.0,22260791000.0
2180.0,19562666000.0,13187418000.0,1568667000.0,22118027000.0
2181.0,19213558000.0,13107318000.0,1559898800.0,22037100000.0
2182.0,18408698000.0,13039164000.0,1535371600.0,21916641000.0
2183.0,18014570000.0,13027574000.0,1544880900.0,21825704000.0
2184.0,17429074000.0,12977644000.0,1523382000.0,22151803000.0
2185.0,17584048000.0,13097870000.0,1510726100.0,21884473000.0
2186.0,18066227000.0,12910849000.0,1551397600.0,22222395000.0
2187.0,19712557000.0,12852880000.0,1485362000.0,22116510000.0
2188.0,18258747000.0,12870566000.0,1476369300.0,22018363000.0
2189.0,17948160000.0,12887065000.0,1473640600.0,21772628000.0
2190.0,18864112000.0,12729840000.0,1457254500.0,21558127000.0
2191.0,17931418000.0,12664332000.0,1448834000.0,21627347000.0
2192.0,17699076000.0,12613942000.0,1491373800.0,21693876000.0
2193.0,17714547000.0,12857527000.0,1476368000.0,21390803000.0
2194.0,17653156000.0,12618956000.0,1444213600.0,21986380000.0
2195.0,18253674000.0,12588509000.0,1422823400.0,21698292000.0
2196.0,17802594000.0,12507021000.0,1412962700.0,21654448000.0
2197.0,17395048000.0,12674834000.0,1556255600.0,21373530000.0
2198.0,17324567000.0,12442148000.0,1637344300.0,21238053000.0
2199.0,17445657000.0,12515216000.0,1651453600.0,21096620000.0
2200.0,18630195000.0,12515939000.0,1507334100.0,21058546000.0
2201.0,17221290000.0,12292278000.0,1514938000.0,20977385000.0
2202.0,17383110000.0,12775725000.0,1455417300.0,22007302000.0
2203.0,17643820000.0,12598820000.0,1423765000.0,21027723000.0
2204.0,17722774000.0,12429297000.0,1411667600.0,20831134000.0
2205.0,17110036000.0,12238819000.0,1399215100.0,20771390000.0
2206.0,17071642000.0,12187983000.0,1436930600.0,20694333000.0
2207.0,17070865000.0,12426397000.0,1358800100.0,20597985000.0
2208.0,16864418000.0,12279778000.0,1427398500.0,20532384000.0
2209.0,16867846000.0,12658720000.0,1432084900.0,20500062000.0
2210.0,16783248000.0,12574703000.0,1462918100.0,21063786000.0
2211.0,16819291000.0,12448699000.0,1388987000.0,20437324000.0
2212.0,17134407000.0,12210009000.0,1333824300.0,20385337000.0
2213.0,16705438000.0,12415132000.0,1320403000.0,20305422000.0
2214.0,16633802000.0,12051041000.0,1314120600.0,20260120000.0
2215.0,17352923000.0,12084621000.0,1355545300.0,20199338000.0
2216.0,16879579000.0,12028673000.0,1287958700.0,20255457000.0
2217.0,16690766000.0,11884282000.0,1342808800.0,20200755000.0
2218.0,16668921000.0,12188339000.0,1294942200.0,20153197000.0
2219.0,17040060000.0,11957123000.0,1275485600.0,20051990000.0
2220.0,17864360000.0,11736398000.0,1267190400.0,19973020000.0
2221.0,17506357000.0,11704890000.0,1272652300.0,20087325000.0
2222.0,17284485000.0,11762486000.0,1247671000.0,19857960000.0
2223.0,17759160000.0,11729267000.0,1390394200.0,19829674000.0
2224.0,16978277000.0,11711063000.0,1251164900.0,19791645000.0
2225.0,16594571000.0,11594303000.0,1235460500.0,19731378000.0
2226.0,16543440000.0,11557777000.0,1225931900.0,19789000000.0
2227.0,16610139000.0,11917814000.0,1202463900.0,19656380000.0
2228.0,16965864000.0,11602298000.0,1200204500.0,19598580000.0
2229.0,16658041000.0,11674255000.0,1198295600.0,19619267000.0
2230.0,17888809000.0,11617552000.0,1191756500.0,19531635000.0
2231.0,17143911000.0,11458347000.0,1201109400.0,19472902000.0
2232.0,18388371000.0,11444561000.0,1187574700.0,19387695000.0
2233.0,16910799000.0,11783164000.0,1176071200.0,19341287000.0
2234.0,17519400000.0,11368829000.0,1165083100.0,19239348000.0
2235.0,16848669000.0,11357131000.0,1166699500.0,19382331000.0
2236.0,16735106000.0,11274695000.0,1155344000.0,19140375000.0
2237.0,16766760000.0,11221040000.0,1161597200.0,19099634000.0
2238.0,16631313000.0,11278035000.0,1160482800.0,19136317000.0
2239.0,18157280000.0,11438015000.0,1150289500.0,19100040000.0
2240.0,17957420000.0,11319528000.0,1162741200.0,19107860000.0
2241.0,18251094000.0,11158274000.0,1159379200.0,19044147000.0
2242.0,18776324000.0,11112585000.0,1143271400.0,18931042000.0
2243.0,21635863000.0,11321584000.0,1136985200.0,18918932000.0
2244.0,19660130000.0,11268895000.0,1131293200.0,18904960000.0
2245.0,19003870000.0,11128554000.0,1124829800.0,18869551000.0
2246.0,18504241000.0,11120691000.0,1121868400.0,18846847000.0
2247.0,18888174000.0,11186623000.0,1122714200.0,18798529000.0
2248.0,19091300000.0,11798989000.0,1134595000.0,18807320000.0
2249.0,18281600000.0,11058666000.0,1120037900.0,18709178000.0
2250.0,18355413000.0,10996208000.0,1108579300.0,18840834000.0
2251.0,18923928000.0,11670704000.0,1104661400.0,18942482000.0
2252.0,18566695000.0,11104057000.0,1133179500.0,19094573000.0
2253.0,18479483000.0,11284903000.0,1193619700.0,18683576000.0
2254.0,20455645000.0,11015014000.0,1108890000.0,18530300000.0
2255.0,18941889000.0,10936929000.0,1116324100.0,18493745000.0
2256.0,18281452000.0,10986831000.0,1106818400.0,18465921000.0
2257.0,20058112000.0,11018098000.0,1095963600.0,18421584000.0
2258.0,18624147000.0,10890707000.0,1094904600.0,18319840000.0
2259.0,18553442000.0,10867315000.0,1094731100.0,18333809000.0
2260.0,18480138000.0,10985133000.0,1109778700.0,18264721000.0
2261.0,18356867000.0,11700354000.0,1083912600.0,18198004000.0
2262.0,18186424000.0,11198228000.0,1083587700.0,18198278000.0
2263.0,20135068000.0,11215754000.0,1078006900.0,18112471000.0
2264.0,18244899000.0,10941368000.0,1104766700.0,18078870000.0
2265.0,18838688000.0,10836771000.0,1076588800.0,18016166000.0
2266.0,18177266000.0,11007055000.0,1069413100.0,17961142000.0
2267.0,18619843000.0,10889385000.0,1067446660.0,18555294000.0
2268.0,18194538000.0,10742443000.0,1120083000.0,17924092000.0
2269.0,18138997000.0,11079542000.0,1088229600.0,17871604000.0
2270.0,18094280000.0,10722881000.0,1080727200.0,19054113000.0
2271.0,18057107000.0,10714495000.0,1067701400.0,17786770000.0
2272.0,18240825000.0,10778880000.0,1064787400.0,17755419000.0
2273.0,18406770000.0,10937475000.0,1062281600.0,17716790000.0
2274.0,18573167000.0,10670323000.0,1058140200.0,17632375000.0
2275.0,18591960000.0,11063661000.0,1049693060.0,17583020000.0
2276.0,18941966000.0,10661703000.0,1049446100.0,17530184000.0
2277.0,18332043000.0,10610192000.0,1042157200.0,17494858000.0
2278.0,18228294000.0,10827814000.0,1039490240.0,17483135000.0
2279.0,18138556000.0,10614797000.0,1039148600.0,17399992000.0
2280.0,18078136000.0,10637742000.0,1017930240.0,17639450000.0
2281.0,18078413000.0,10541154000.0,1021861440.0,17378599000.0
2282.0,18083774000.0,10556211000.0,1017135500.0,17349046000.0
2283.0,18036191000.0,10502213000.0,1015308900.0,17342114000.0
2284.0,18053520000.0,10478801000.0,1014619400.0,17273940000.0
2285.0,17922677000.0,10443565000.0,1005905700.0,17209885000.0
2286.0,17944324000.0,10436017000.0,1004892000.0,17146086000.0
2287.0,17916275000.0,11224222000.0,1001171840.0,17090651000.0
2288.0,17897953000.0,10721676000.0,996474560.0,17046816000.0
2289.0,17945926000.0,10458976000.0,995967400.0,17005982000.0
2290.0,17903219000.0,10393902000.0,991880260.0,16913729000.0
2291.0,17865791000.0,10373028000.0,984769860.0,16873924000.0
2292.0,17996372000.0,10357678000.0,982557600.0,16805517000.0
2293.0,17855740000.0,10511953000.0,975886700.0,16799322000.0
2294.0,17864944000.0,10692223000.0,975256450.0,16712749000.0
2295.0,17858523000.0,10565045000.0,974064500.0,16691780000.0
2296.0,18127598000.0,10412331000.0,970589000.0,16850778000.0
2297.0,17942624000.0,10371750000.0,967875000.0,16613912000.0
2298.0,17839208000.0,10567792000.0,963762370.0,16553403000.0
2299.0,17777010000.0,10380484000.0,964624300.0,16516573000.0
2300.0,17780441000.0,10419626000.0,959213600.0,16503950000.0
