time,ACCESS-ESM1-5,IPSL-CM6A-LR,ACCESS-CM2,CANESM5,MRI-ESM2-0,CESM2-WACCM
2020.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0
2021.0,33694552000.0,33689880000.0,33716830000.0,33678910000.0,33689660000.0,33710152000.0
2022.0,33685414000.0,33688699000.0,33710307000.0,33657344000.0,33681211000.0,33692645000.0
2023.0,33680962000.0,33694843000.0,33683177000.0,33613170000.0,33661825000.0,33687898000.0
2024.0,33686690000.0,33679942000.0,33667156000.0,33573425000.0,33630304000.0,33671756000.0
2025.0,33656746000.0,33678412000.0,33664903000.0,33505358000.0,33609032000.0,33662702000.0
2026.0,33642316000.0,33682387000.0,33645136000.0,33435664000.0,33579547000.0,33664109000.0
2027.0,33625068000.0,33650944000.0,33615604000.0,33331022000.0,33557860000.0,33649041000.0
2028.0,33626872000.0,33636514000.0,33597129000.0,33193148000.0,33507578000.0,33660797000.0
2029.0,33647028000.0,33624236000.0,33573806000.0,33087433000.0,33474830000.0,33630015000.0
2030.0,33602675000.0,33583516000.0,33545165000.0,32936530000.0,33426717000.0,33614543000.0
2031.0,33575035000.0,33559204000.0,33530474000.0,32783522000.0,33385634000.0,33580696000.0
2032.0,33564168000.0,33540700000.0,33503894000.0,32628020000.0,33346648000.0,33567429000.0
2033.0,33564424000.0,33520826000.0,33486606000.0,32400392000.0,33301731000.0,33549662000.0
2034.0,33542255000.0,33508422000.0,33445915000.0,32202148000.0,33241799000.0,33528607000.0
2035.0,33528508000.0,33482568000.0,33422754000.0,31888595000.0,33130360000.0,33521162000.0
2036.0,33506298000.0,33446543000.0,33388192000.0,31641975000.0,33054261000.0,33497745000.0
2037.0,33495675000.0,33412545000.0,33300838000.0,31339024000.0,32979423000.0,33474290000.0
2038.0,33497911000.0,33357631000.0,33265238000.0,30946693000.0,32894147000.0,33444800000.0
2039.0,33469932000.0,33326506000.0,33215373000.0,30537198000.0,32708440000.0,33408662000.0
2040.0,33449871000.0,33276514000.0,33139954000.0,30124030000.0,32542798000.0,33387303000.0
2041.0,33429567000.0,33258023000.0,33112926000.0,29648960000.0,32324350000.0,33351674000.0
2042.0,33406392000.0,33124313000.0,33069007000.0,29161075000.0,32149793000.0,33311654000.0
2043.0,33388863000.0,33059523000.0,33007813000.0,28643041000.0,31959302000.0,33225832000.0
2044.0,33338477000.0,32978740000.0,32937794000.0,28038676000.0,31676387000.0,33177369000.0
2045.0,33290658000.0,32897480000.0,32874103000.0,27497118000.0,31445766000.0,33114229000.0
2046.0,33226002000.0,32749830000.0,32777500000.0,26833498000.0,31138930000.0,33063336000.0
2047.0,33181856000.0,32649409000.0,32666145000.0,26189822000.0,30921058000.0,33002467000.0
2048.0,33113051000.0,32561363000.0,32588575000.0,25530968000.0,30609193000.0,32974244000.0
2049.0,33051420000.0,32403857000.0,32471302000.0,24974424000.0,30338388000.0,32885320000.0
2050.0,32999635000.0,32301650000.0,32299942000.0,24513403000.0,29929169000.0,32844499000.0
2051.0,32944510000.0,32148337000.0,32176658000.0,24016833000.0,29636487000.0,32762753000.0
2052.0,32860023000.0,31938167000.0,32064436000.0,23456400000.0,29320819000.0,32664269000.0
2053.0,32741683000.0,31759580000.0,31846160000.0,22869766000.0,28933853000.0,32554920000.0
2054.0,32688420000.0,31567266000.0,31632615000.0,22281060000.0,28603683000.0,32421160000.0
2055.0,32583727000.0,31399987000.0,31393133000.0,21703557000.0,28280130000.0,32298080000.0
2056.0,32454844000.0,31173497000.0,31182287000.0,21145831000.0,27911289000.0,32195180000.0
2057.0,32356594000.0,31016330000.0,30994899000.0,20616272000.0,27654429000.0,32092900000.0
2058.0,32258249000.0,30761988000.0,30795061000.0,20047245000.0,27365482000.0,31953332000.0
2059.0,32196702000.0,30500610000.0,30555183000.0,19592360000.0,27063929000.0,31833115000.0
2060.0,32105600000.0,30239498000.0,30339201000.0,18935120000.0,26680881000.0,31592163000.0
2061.0,32002497000.0,29996300000.0,30054388000.0,18322665000.0,26294505000.0,31410840000.0
2062.0,31916538000.0,29659007000.0,29741965000.0,17711730000.0,25893652000.0,31220228000.0
2063.0,31827990000.0,29309125000.0,29388737000.0,17072402000.0,25505733000.0,30999536000.0
2064.0,31718992000.0,29047601000.0,29096325000.0,16337667000.0,25105099000.0,30772680000.0
2065.0,31545625000.0,28762796000.0,28771045000.0,15626434000.0,24729051000.0,30582376000.0
2066.0,31416370000.0,28522310000.0,28390068000.0,14976334000.0,24381299000.0,30329209000.0
2067.0,31218610000.0,28078900000.0,27923440000.0,14332071000.0,24005257000.0,30099468000.0
2068.0,31083890000.0,27690869000.0,27467395000.0,13705685000.0,23636218000.0,29802445000.0
2069.0,30918859000.0,27353694000.0,26906978000.0,12980906000.0,23301340000.0,29585433000.0
2070.0,30731039000.0,26993953000.0,26288660000.0,12218345000.0,22889738000.0,29361869000.0
2071.0,30459177000.0,26614968000.0,25715386000.0,11545275000.0,22451743000.0,29104960000.0
2072.0,30254926000.0,26238070000.0,25114237000.0,10861604000.0,22015838000.0,28815698000.0
2073.0,30044426000.0,25768050000.0,24550451000.0,10326686000.0,21630554000.0,28496445000.0
2074.0,29823603000.0,25475983000.0,23874441000.0,9664434000.0,21303521000.0,28224040000.0
2075.0,29547794000.0,25030027000.0,23162528000.0,9250334000.0,20902820000.0,27849191000.0
2076.0,29261054000.0,24557556000.0,22491367000.0,8810961000.0,20576625000.0,27542090000.0
2077.0,28950241000.0,24194673000.0,21795630000.0,8331740000.0,20191977000.0,27111916000.0
2078.0,28640356000.0,23868842000.0,21170475000.0,7881552000.0,19886990000.0,26624334000.0
2079.0,28370860000.0,23431160000.0,20582795000.0,7380954600.0,19443870000.0,26212293000.0
2080.0,27956382000.0,23087200000.0,19946396000.0,6812300000.0,19058248000.0,25821993000.0
2081.0,27607943000.0,22572410000.0,19291113000.0,6315591700.0,18633505000.0,25289103000.0
2082.0,27137182000.0,22085814000.0,18584540000.0,5836009500.0,18170788000.0,24833927000.0
2083.0,26681420000.0,21414179000.0,17788830000.0,5427423700.0,17738510000.0,24253670000.0
2084.0,26377351000.0,20889113000.0,17166296000.0,5027679000.0,17350334000.0,23565167000.0
2085.0,25922280000.0,20324071000.0,16135502000.0,4579290000.0,16985248000.0,22963420000.0
2086.0,25479223000.0,19674634000.0,15056249000.0,4254652200.0,16493638000.0,22401575000.0
2087.0,24985270000.0,18992840000.0,14074044000.0,3891742000.0,16021102000.0,21853602000.0
2088.0,24501082000.0,18330368000.0,13176275000.0,3718165500.0,15507649000.0,21338000000.0
2089.0,23853677000.0,17650618000.0,12306247000.0,3457145000.0,14838590000.0,20893090000.0
2090.0,23294403000.0,17012776000.0,11147732000.0,3285587700.0,14355603000.0,20410833000.0
2091.0,22820368000.0,16472147000.0,10060840000.0,3090635800.0,13955322000.0,19916698000.0
2092.0,22272195000.0,15963352000.0,9097068000.0,2927208000.0,13567365000.0,19392164000.0
2093.0,21697761000.0,15352921000.0,8384754700.0,2766526200.0,13037253000.0,18735024000.0
2094.0,21152985000.0,14671624000.0,7656528000.0,2599317800.0,12553872000.0,17952068000.0
2095.0,20676647000.0,14139746000.0,6912225000.0,2417482200.0,12013958000.0,17374470000.0
2096.0,20169783000.0,13603581000.0,6201226000.0,2226850600.0,11637559000.0,16701828000.0
2097.0,19535297000.0,13036070000.0,5329101000.0,2049230100.0,11246553000.0,16083692000.0
2098.0,18933131000.0,12556554000.0,4774768000.0,1895630300.0,10855895000.0,15454548000.0
2099.0,18314699000.0,12102922000.0,4285977000.0,1785304600.0,10401492000.0,14912797000.0
2100.0,17714362000.0,11580829000.0,3852919800.0,1669785100.0,10019142000.0,14286493000.0
2101.0,17199266000.0,11081431000.0,3436282600.0,1519620500.0,9544565000.0,13507564000.0
2102.0,16740429000.0,10716758000.0,2936000300.0,1372951900.0,9239886000.0,12917408000.0
2103.0,16192638000.0,10440180000.0,2644034300.0,1199911200.0,8924249000.0,12236113000.0
2104.0,15736618000.0,10065096000.0,2248264700.0,959794600.0,8583328000.0,11625434000.0
2105.0,15227265000.0,9768893000.0,1883722100.0,808075900.0,8280109000.0,10855860000.0
2106.0,14558585000.0,9431246000.0,1594126800.0,724140160.0,8088321000.0,10184637000.0
2107.0,13918107000.0,9081640000.0,1341188500.0,553693250.0,7806165000.0,9672991000.0
2108.0,13314638000.0,8746528000.0,1081156100.0,503915700.0,7391856600.0,9183019000.0
2109.0,12652668000.0,8518904300.0,868759550.0,455294850.0,7075679700.0,8645281000.0
2110.0,11829263000.0,8197968400.0,716797300.0,417232060.0,6780245000.0,8135246300.0
2111.0,11361233000.0,7938772500.0,568755140.0,358516960.0,6474009600.0,7676430000.0
2112.0,10708633000.0,7729190000.0,469259520.0,314865200.0,6192588300.0,6969455000.0
2113.0,10112307000.0,7541147000.0,392892060.0,265312380.0,5911265300.0,6179396600.0
2114.0,9567162000.0,7376791000.0,259324690.0,205257490.0,5556837400.0,5590192000.0
2115.0,9006238000.0,7211509000.0,158689260.0,169694620.0,5231895000.0,5144270300.0
2116.0,8573071000.0,7001641000.0,125249410.0,106112220.0,4800192000.0,4691214300.0
2117.0,8212565500.0,6824876000.0,84677190.0,92527330.0,4496918000.0,4391741000.0
2118.0,7815148000.0,6636467000.0,4850089.0,84034510.0,4327712300.0,4212711700.0
2119.0,7394494500.0,6430594600.0,2704787.0,78237370.0,4099933000.0,3959786000.0
2120.0,6909833700.0,6216462300.0,2573461.2,65213900.0,3921945300.0,3622296000.0
2121.0,6212417000.0,6039992300.0,2213086.5,57705504.0,3756227000.0,3328149800.0
2122.0,5701221000.0,5893071000.0,1028810.56,50719820.0,3567955000.0,3146355000.0
2123.0,5217341000.0,5738770400.0,195891.78,41440830.0,3347700000.0,2925762800.0
2124.0,4872445400.0,5590692000.0,32142.602,21845568.0,2993273900.0,2686244000.0
2125.0,4532569000.0,5425543000.0,31167.408,8599393.0,2751460600.0,2440814300.0
2126.0,4012189000.0,5278059500.0,30190.498,8345548.0,2448207000.0,2192555300.0
2127.0,3646882600.0,5145569000.0,8278.874,8279413.0,2249710800.0,1932114800.0
2128.0,3385034200.0,4987031600.0,8278.874,8059460.5,2002688800.0,1702897300.0
2129.0,3070005000.0,4839964700.0,8278.874,5338710.5,1753602800.0,1490062500.0
2130.0,2727315000.0,4641491500.0,8278.874,5215693.0,1561839900.0,1276138400.0
2131.0,2462981000.0,4499311000.0,8278.874,5051219.0,1343113500.0,1142105700.0
2132.0,2080794500.0,4339664000.0,8278.874,4962631.0,1116891300.0,1068596740.0
2133.0,1832713900.0,4176001000.0,8278.874,4737750.0,1005626560.0,996620600.0
2134.0,1645308300.0,4002762000.0,8278.874,4663506.0,931364160.0,935120960.0
2135.0,1433789800.0,3847543300.0,6936.457,3283521.2,865928400.0,871479300.0
2136.0,1266091000.0,3688520200.0,6936.457,3178696.2,809674100.0,804896800.0
2137.0,1112364900.0,3557666600.0,6936.457,2929351.2,754649000.0,749308000.0
2138.0,986698500.0,3404040400.0,8278.874,2760179.0,691582600.0,691777800.0
2139.0,847607400.0,3284821000.0,8278.874,2625783.0,633143900.0,628901400.0
2140.0,711113900.0,3183485400.0,8278.874,2568176.5,557142460.0,570408450.0
2141.0,573593540.0,3111299000.0,8278.874,2432127.5,516003780.0,519588200.0
2142.0,445816540.0,3001490000.0,8278.874,2359464.2,475678270.0,455122620.0
2143.0,379486700.0,2918584000.0,8278.874,2087330.5,438918800.0,406558600.0
2144.0,341731230.0,2804583200.0,8278.874,1725980.1,379802850.0,363974400.0
2145.0,306684160.0,2700669700.0,6936.457,1707836.6,352806750.0,332369020.0
2146.0,254271800.0,2644930600.0,6936.457,1461549.5,328315900.0,307000450.0
2147.0,168069400.0,2552816400.0,6936.457,1450750.5,298680030.0,278262200.0
2148.0,104938670.0,2505462000.0,6936.457,1394256.4,274731400.0,249649070.0
2149.0,97310104.0,2399744800.0,6936.457,1343392.6,247126900.0,219327890.0
2150.0,86692110.0,2291945000.0,6936.457,1023238.75,220995000.0,179670940.0
2151.0,81173150.0,2225902600.0,6936.457,1015795.6,184738320.0,147793310.0
2152.0,73344744.0,2151509000.0,6936.457,997552.5,122727680.0,127884960.0
2153.0,65342550.0,2090206300.0,6936.457,852575.2,95508230.0,108792500.0
2154.0,57958376.0,2030048400.0,6936.457,711723.94,90092580.0,76743370.0
2155.0,50790424.0,1944263200.0,6936.457,319240.3,84780790.0,65608772.0
2156.0,41054556.0,1876170500.0,6936.457,308156.8,81999300.0,60451084.0
2157.0,23692526.0,1822598900.0,6936.457,301890.78,76719720.0,55510476.0
2158.0,454294.1,1776948200.0,6936.457,300075.0,71587336.0,48523412.0
2159.0,449672.03,1707435100.0,6936.457,268909.28,66577148.0,41880216.0
2160.0,444889.28,1678152100.0,6936.457,266825.47,61496156.0,35435604.0
2161.0,191821.89,1613343500.0,6936.457,260899.23,56655348.0,27520814.0
2162.0,189254.56,1551618800.0,6936.457,259329.3,51877664.0,18233540.0
2163.0,42697.688,1481789000.0,6936.457,257796.73,45143550.0,85097.33
2164.0,41690.53,1441493600.0,6936.457,241655.8,38842796.0,82450.52
2165.0,40667.27,1393578400.0,6936.457,240078.9,30261732.0,70964.5
2166.0,35772.566,1344904800.0,6936.457,238008.5,14631355.0,67676.58
2167.0,35319.56,1322945800.0,6936.457,236055.64,3484442.5,36986.26
2168.0,34784.53,1277288700.0,6936.457,227268.34,3410949.5,32028.566
2169.0,19841.695,1246390400.0,6936.457,225741.97,3306357.2,31404.43
2170.0,19106.111,1217135600.0,6936.457,223845.55,3263576.5,16363.355
2171.0,18349.162,1197000300.0,6936.457,222278.86,3095653.2,15655.452
2172.0,11280.614,1168772100.0,6936.457,9726.927,3074640.5,14988.547
2173.0,9726.927,1150731500.0,6936.457,9726.927,3035150.2,14323.745
2174.0,9726.927,1127626800.0,6936.457,9726.927,3003626.5,6936.457
2175.0,11280.614,1101816000.0,6936.457,9726.927,2928886.2,6936.457
2176.0,11280.614,1076472400.0,6936.457,9726.927,2818360.5,6936.457
2177.0,11280.614,1049363460.0,6936.457,8278.874,2784258.2,6936.457
2178.0,11280.614,1017892600.0,6936.457,8278.874,2667256.2,6936.457
2179.0,11280.614,1002848450.0,6936.457,8278.874,2656120.8,6936.457
2180.0,11280.614,970994560.0,6936.457,8278.874,2551744.0,6936.457
2181.0,11280.614,933279170.0,6936.457,8278.874,2379279.8,6936.457
2182.0,11280.614,907240770.0,6936.457,8278.874,2365383.0,6936.457
2183.0,11280.614,871070600.0,6936.457,8278.874,2265934.0,6936.457
2184.0,11280.614,837904060.0,6936.457,8278.874,2137965.2,6936.457
2185.0,11280.614,824667300.0,6936.457,8278.874,2133660.2,6936.457
2186.0,9726.927,822790300.0,6936.457,8278.874,1935893.0,6936.457
2187.0,9726.927,810308860.0,6936.457,8278.874,1924607.8,6936.457
2188.0,9726.927,791851100.0,6936.457,8278.874,1872147.8,6936.457
2189.0,9726.927,776976500.0,6936.457,8278.874,1702974.6,6936.457
2190.0,9726.927,759234050.0,6936.457,8278.874,1349551.0,6936.457
2191.0,11280.614,745477440.0,6936.457,8278.874,1338130.6,6936.457
2192.0,9726.927,712654800.0,6936.457,8278.874,1329074.8,6936.457
2193.0,9726.927,695960060.0,6936.457,8278.874,1169392.8,6936.457
2194.0,9726.927,664277500.0,6936.457,8278.874,1166738.6,6936.457
2195.0,9726.927,651921660.0,6936.457,8278.874,1017587.4,6936.457
2196.0,9726.927,632820350.0,6936.457,8278.874,758371.1,6936.457
2197.0,11280.614,615456450.0,6936.457,8278.874,708022.6,6936.457
2198.0,9726.927,606484300.0,6936.457,8278.874,707091.4,6936.457
2199.0,11280.614,604134400.0,6936.457,8278.874,703900.56,6936.457
2200.0,9726.927,585521500.0,6936.457,8278.874,679274.8,6936.457
2201.0,11280.614,574031100.0,6936.457,8278.874,575176.94,6936.457
2202.0,11280.614,543033400.0,6936.457,8278.874,438541.16,6936.457
2203.0,9726.927,523335650.0,6936.457,8278.874,403343.56,6936.457
2204.0,9726.927,523365300.0,6936.457,8278.874,400884.66,6936.457
2205.0,11280.614,511772450.0,6936.457,8278.874,246749.84,6936.457
2206.0,9726.927,494019500.0,6936.457,8278.874,234889.62,6936.457
2207.0,9726.927,472677340.0,6936.457,8278.874,234089.38,6936.457
2208.0,9726.927,472583680.0,6936.457,8278.874,193745.97,6936.457
2209.0,9726.927,460154340.0,6936.457,8278.874,191797.3,6936.457
2210.0,9726.927,460009760.0,6936.457,8278.874,179244.1,6936.457
2211.0,9726.927,437760930.0,6936.457,8278.874,177319.19,6936.457
2212.0,9726.927,437222500.0,6936.457,8278.874,176142.81,6936.457
2213.0,9726.927,415232900.0,6936.457,8278.874,175144.48,6936.457
2214.0,9726.927,415157540.0,6936.457,8278.874,79004.836,6936.457
2215.0,11280.614,414289200.0,6936.457,8278.874,78524.68,6936.457
2216.0,9726.927,383515520.0,6936.457,8278.874,77689.55,6936.457
2217.0,9726.927,383443360.0,6936.457,8278.874,76658.18,6936.457
2218.0,11280.614,383045400.0,6936.457,8278.874,74937.67,5699.676
2219.0,11280.614,376134000.0,6936.457,8278.874,74410.9,5699.676
2220.0,11280.614,376091260.0,6936.457,8278.874,73645.89,5699.676
2221.0,11280.614,359109900.0,6936.457,8278.874,68795.01,5699.676
2222.0,11280.614,345713180.0,6936.457,8278.874,68096.54,5699.676
2223.0,11280.614,345648160.0,6936.457,8278.874,67796.65,5699.676
2224.0,9726.927,345584200.0,6936.457,8278.874,38554.293,5699.676
2225.0,9726.927,334666050.0,5699.676,8278.874,38481.12,5699.676
2226.0,9726.927,334588960.0,5699.676,8278.874,38274.57,5699.676
2227.0,9726.927,326838270.0,5699.676,8278.874,23762.52,5699.676
2228.0,9726.927,305119740.0,5699.676,6936.457,30258.732,5699.676
2229.0,9726.927,305068800.0,5699.676,6936.457,23605.223,5699.676
2230.0,11280.614,296752320.0,5699.676,6936.457,23454.836,5699.676
2231.0,9726.927,288913300.0,5699.676,6936.457,24774.344,5699.676
2232.0,9726.927,282593300.0,5699.676,6936.457,23126.484,5699.676
2233.0,9726.927,282549920.0,5699.676,6936.457,22990.371,5699.676
2234.0,9726.927,276478340.0,5699.676,6936.457,22661.121,5699.676
2235.0,9726.927,276429120.0,5699.676,6936.457,19232.777,5699.676
2236.0,9726.927,259239520.0,5699.676,6936.457,18904.27,5699.676
2237.0,9726.927,259200160.0,5699.676,6936.457,18555.207,5699.676
2238.0,9726.927,254253730.0,5699.676,6936.457,18324.105,5699.676
2239.0,9726.927,254231280.0,5699.676,6936.457,17860.809,5699.676
2240.0,9726.927,250796910.0,5699.676,6936.457,17467.678,5699.676
2241.0,9726.927,250759490.0,5699.676,6936.457,16996.195,5699.676
2242.0,9726.927,243855180.0,5699.676,6936.457,16724.215,5699.676
2243.0,9726.927,221308400.0,5699.676,6936.457,9726.927,5699.676
2244.0,9726.927,221283490.0,5699.676,6936.457,9726.927,5699.676
2245.0,9726.927,221256220.0,5699.676,6936.457,9726.927,5699.676
2246.0,9726.927,220934500.0,5699.676,6936.457,9726.927,5699.676
2247.0,9726.927,220899020.0,5699.676,6936.457,9726.927,5699.676
2248.0,9726.927,217238160.0,5699.676,6936.457,9726.927,5699.676
2249.0,9726.927,217212300.0,5699.676,6936.457,9726.927,5699.676
2250.0,9726.927,203756740.0,5699.676,6936.457,12796.285,5699.676
2251.0,9726.927,203727800.0,5699.676,6936.457,9726.927,5699.676
2252.0,9726.927,203724830.0,5699.676,6936.457,9726.927,5699.676
2253.0,9726.927,203711300.0,5699.676,6936.457,9726.927,5699.676
2254.0,9726.927,203700420.0,5699.676,6936.457,9726.927,5699.676
2255.0,9726.927,200660830.0,5699.676,6936.457,12796.285,5699.676
2256.0,9726.927,181387400.0,5699.676,6936.457,12796.285,5699.676
2257.0,9726.927,181372000.0,5699.676,6936.457,9726.927,5699.676
2258.0,9726.927,181360370.0,5699.676,6936.457,9726.927,5699.676
2259.0,9726.927,181340880.0,5699.676,6936.457,9726.927,5699.676
2260.0,9726.927,181324620.0,5699.676,6936.457,19286.16,5699.676
2261.0,9726.927,181326930.0,5699.676,6936.457,9726.927,5699.676
2262.0,9726.927,175739420.0,5699.676,6936.457,9726.927,5699.676
2263.0,9726.927,175704590.0,5699.676,6936.457,9726.927,5699.676
2264.0,9726.927,173342340.0,5699.676,6936.457,9726.927,5699.676
2265.0,9726.927,173320350.0,5699.676,6936.457,9726.927,5699.676
2266.0,9726.927,173295460.0,5699.676,6936.457,9726.927,5699.676
2267.0,9726.927,173260160.0,5699.676,6936.457,9726.927,5699.676
2268.0,9726.927,173239660.0,5699.676,6936.457,9726.927,5699.676
2269.0,9726.927,173221860.0,5699.676,6936.457,9726.927,5699.676
2270.0,9726.927,173213820.0,5699.676,6936.457,9726.927,5699.676
2271.0,9726.927,173211900.0,5699.676,6936.457,9726.927,5699.676
2272.0,9726.927,173188740.0,5699.676,6936.457,9726.927,5699.676
2273.0,9726.927,173162860.0,5699.676,6936.457,9726.927,5699.676
2274.0,9726.927,173130300.0,5699.676,6936.457,9726.927,5699.676
2275.0,9726.927,171385150.0,5699.676,6936.457,9726.927,5699.676
2276.0,9726.927,171377070.0,5699.676,6936.457,9726.927,5699.676
2277.0,9726.927,147600940.0,5699.676,6936.457,9726.927,5699.676
2278.0,9726.927,147565100.0,5699.676,6936.457,9726.927,5699.676
2279.0,9726.927,147546300.0,5699.676,6936.457,9726.927,5699.676
2280.0,11280.614,147524420.0,5699.676,6936.457,9726.927,5699.676
2281.0,11280.614,147521600.0,5699.676,6936.457,9726.927,5699.676
2282.0,11280.614,147525760.0,5699.676,6936.457,9726.927,5699.676
2283.0,9726.927,143134200.0,5699.676,6936.457,9726.927,5699.676
2284.0,9726.927,143102850.0,5699.676,6936.457,9726.927,5699.676
2285.0,9726.927,143098130.0,5699.676,6936.457,9726.927,5699.676
2286.0,9726.927,143083140.0,5699.676,6936.457,9726.927,5699.676
2287.0,9726.927,143065070.0,5699.676,6936.457,9726.927,5699.676
2288.0,9726.927,143049890.0,5699.676,6936.457,9726.927,5699.676
2289.0,9726.927,143047260.0,5699.676,6936.457,9726.927,5699.676
2290.0,9726.927,141924300.0,5699.676,6936.457,9726.927,5699.676
2291.0,9726.927,141671600.0,5699.676,6936.457,9726.927,5699.676
2292.0,9726.927,141662700.0,5699.676,6936.457,9726.927,5699.676
2293.0,9726.927,141636750.0,5699.676,6936.457,9726.927,5699.676
2294.0,9726.927,141638600.0,5699.676,6936.457,9726.927,5699.676
2295.0,9726.927,141622020.0,5699.676,6936.457,9726.927,5699.676
2296.0,9726.927,141610100.0,5699.676,6936.457,9726.927,5699.676
2297.0,9726.927,141019280.0,5699.676,6936.457,9726.927,5699.676
2298.0,9726.927,141009730.0,5699.676,6936.457,9726.927,5699.676
2299.0,9726.927,134228960.0,5699.676,6936.457,9726.927,5699.676
2300.0,9726.927,132517370.0,5699.676,6936.457,9726.927,5699.676
