time,TAIESM1,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,EC-EARTH3,CANESM5,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,CESM2-WACCM,MIROC6,CNRM-CM6-1
2055.0,431371260.0,602517060.0,661814400.0,751413700.0,715721540.0,648232450.0,558674900.0,875314750.0,707324400.0,544027500.0,702847170.0,727759400.0,749743000.0
2056.0,421514340.0,589708740.0,629207740.0,737223400.0,660806800.0,639194700.0,529895520.0,871215740.0,686326140.0,536104900.0,684281660.0,712977700.0,737418300.0
2057.0,404185280.0,584563840.0,603149300.0,722997250.0,675466300.0,630837800.0,514259200.0,858590140.0,663716540.0,527241120.0,662436540.0,859681150.0,729968640.0
2058.0,390071300.0,568023360.0,592433600.0,708283800.0,744288700.0,629950400.0,507392030.0,854304700.0,654733200.0,534194780.0,637793700.0,740249100.0,725078140.0
2059.0,388466240.0,546753100.0,575436000.0,691305300.0,678714200.0,629427140.0,494381340.0,847155900.0,647201500.0,521423420.0,626678340.0,700307840.0,718625860.0
2060.0,378352900.0,528153920.0,556475900.0,669963840.0,637912000.0,611119700.0,482877660.0,828173950.0,645743500.0,506128480.0,613955300.0,694587700.0,702892400.0
2061.0,367661730.0,516180960.0,538259100.0,647616800.0,621696000.0,600205250.0,476661280.0,812078850.0,625828500.0,486294400.0,585321000.0,758885700.0,701715460.0
2062.0,353647940.0,504611700.0,525853570.0,617083840.0,606229000.0,591684100.0,456941980.0,805271700.0,601024600.0,472323800.0,564083140.0,683444700.0,689565800.0
2063.0,345484350.0,488939420.0,513727650.0,594228740.0,587265300.0,602125500.0,444019300.0,792340700.0,586326100.0,461228480.0,539891000.0,671716100.0,666809700.0
2064.0,338465760.0,478436220.0,512668600.0,604061950.0,569073900.0,580915500.0,452211360.0,771927400.0,661790460.0,451650140.0,514530020.0,661818600.0,650785860.0
2065.0,328886620.0,456853120.0,497781280.0,561049600.0,559704060.0,575167900.0,428487400.0,786874750.0,577056260.0,441246000.0,493314940.0,665290500.0,650394900.0
2066.0,322257730.0,447376540.0,484469380.0,544756000.0,548394600.0,570401800.0,409685200.0,757573570.0,680778940.0,430705100.0,484601920.0,649619460.0,629681500.0
2067.0,308824960.0,441519680.0,473732640.0,521208220.0,529978100.0,565687700.0,395530400.0,737049000.0,568560800.0,413729180.0,472028300.0,642724400.0,616212300.0
2068.0,298097200.0,427837400.0,460919800.0,547925000.0,576028160.0,558343700.0,384097250.0,710064960.0,663488960.0,399194980.0,457455460.0,712291840.0,614461100.0
2069.0,288409820.0,410277920.0,451557760.0,510883700.0,517374600.0,549253400.0,374640540.0,745520600.0,560973000.0,386426050.0,442383070.0,655491900.0,595011700.0
2070.0,281084500.0,402090720.0,442778530.0,492030560.0,510461950.0,573765060.0,365399070.0,695058900.0,542879100.0,379505440.0,446438700.0,632955200.0,580688260.0
2071.0,275453900.0,387526820.0,433658200.0,473445470.0,501258050.0,549630000.0,362795970.0,677326800.0,526772400.0,366161060.0,427561950.0,629584830.0,564116000.0
2072.0,266121970.0,374489200.0,417129400.0,463567870.0,485669820.0,592923650.0,347377100.0,646090430.0,517426660.0,345962750.0,413258940.0,617889100.0,553935300.0
2073.0,258943950.0,362067840.0,410496160.0,449732260.0,482021000.0,531795900.0,337087140.0,650519300.0,508700160.0,334508100.0,394838620.0,601193660.0,582692400.0
2074.0,246733800.0,353509950.0,398207200.0,434166050.0,448807680.0,527489860.0,328986620.0,675171700.0,502675780.0,319491170.0,386495000.0,596883900.0,540954800.0
2075.0,234366460.0,344976960.0,390896860.0,421288600.0,619983360.0,524102340.0,316914100.0,649640800.0,490096700.0,300775550.0,379683100.0,632834300.0,526108000.0
2076.0,225576110.0,334584860.0,403710560.0,404135780.0,445858530.0,524429120.0,310414240.0,617218700.0,485393900.0,277593540.0,373849660.0,585099260.0,530501470.0
2077.0,214579100.0,330133000.0,383873280.0,395500900.0,424887650.0,514063800.0,302677060.0,594249300.0,475435650.0,262081700.0,364289340.0,577414460.0,516383970.0
2078.0,205532850.0,330243140.0,370605700.0,385295840.0,409228060.0,503663940.0,320394050.0,581401540.0,465356030.0,252376430.0,361307360.0,563334100.0,524727140.0
2079.0,199002190.0,313396100.0,358935550.0,374845980.0,404577100.0,496239140.0,298187620.0,561929400.0,451075140.0,239006100.0,368395230.0,547767200.0,509156030.0
2080.0,191058300.0,308367230.0,351649600.0,373468400.0,387954800.0,492988130.0,292779840.0,552907260.0,447343680.0,227548930.0,349586080.0,540841340.0,503974270.0
2081.0,182296380.0,299442340.0,341532200.0,358681200.0,379959200.0,479608800.0,278934080.0,537237400.0,441665400.0,222263330.0,341771620.0,531472400.0,497343260.0
2082.0,172630260.0,290341900.0,329138140.0,354340740.0,371016900.0,472342240.0,270103700.0,525792740.0,442492600.0,218032300.0,341437900.0,524345120.0,493376420.0
2083.0,165849500.0,277726980.0,317054240.0,342919040.0,380889730.0,464988300.0,260589420.0,511572000.0,422495140.0,207508180.0,333910050.0,510564160.0,477086820.0
2084.0,159730540.0,270204200.0,305351680.0,339735400.0,359925660.0,514570940.0,246123570.0,497852860.0,409593900.0,197377980.0,327128060.0,507408000.0,465072450.0
2085.0,153836080.0,260699650.0,294891700.0,329353900.0,353887700.0,457897700.0,237977360.0,484303580.0,400153950.0,190300540.0,321601000.0,525445440.0,460084220.0
2086.0,146287420.0,249781740.0,285339330.0,318830000.0,347744400.0,444095940.0,230810140.0,479636640.0,391892700.0,186180260.0,313091700.0,493233250.0,444262200.0
2087.0,137667120.0,236590380.0,273128160.0,306336800.0,336516800.0,433865280.0,224288640.0,467738700.0,377313060.0,176544720.0,304556480.0,482705440.0,438717470.0
2088.0,136539070.0,224464050.0,264674420.0,291966340.0,327440960.0,421818800.0,218447300.0,448389440.0,366486200.0,169881980.0,298250200.0,496506940.0,432297900.0
2089.0,129433300.0,215585550.0,262234100.0,288489760.0,318781570.0,411585820.0,212621360.0,449538200.0,359406050.0,164673980.0,296469380.0,516923400.0,419483650.0
2090.0,121570296.0,207294200.0,252253680.0,279364350.0,324172100.0,400516860.0,209746450.0,435010050.0,351501500.0,164670780.0,288901470.0,475096000.0,413822300.0
2091.0,118745280.0,201798940.0,247840530.0,268437120.0,306628450.0,385167260.0,206715620.0,417609860.0,333836960.0,157875380.0,281779620.0,461525700.0,392996500.0
2092.0,115959690.0,193883790.0,237593900.0,258272350.0,302892320.0,375786560.0,197002940.0,404785920.0,320389630.0,148751840.0,275782620.0,456646400.0,371513600.0
2093.0,106082800.0,187726020.0,232413800.0,246998370.0,291133700.0,363591170.0,192761010.0,389673000.0,306281500.0,143825470.0,264816210.0,442126940.0,358736740.0
2094.0,104932380.0,177766930.0,222075250.0,239040750.0,284623260.0,359425020.0,184900900.0,379089730.0,301590430.0,137599410.0,257607730.0,432535400.0,344797200.0
2095.0,102304080.0,174547710.0,212653520.0,231294850.0,279578720.0,347237100.0,175976020.0,372823400.0,294677630.0,128235870.0,248416350.0,421346620.0,332312130.0
2096.0,100119970.0,169993070.0,204052750.0,394698700.0,279693500.0,331968900.0,168834880.0,355858430.0,281784800.0,123977160.0,230999060.0,415463740.0,319106100.0
2097.0,96835380.0,166223680.0,199268290.0,284228860.0,262603340.0,315914180.0,158818610.0,343195650.0,265941550.0,116214880.0,222344560.0,479454820.0,306960670.0
2098.0,95433870.0,161739540.0,188653570.0,248119540.0,255837140.0,304526080.0,155751520.0,332426460.0,258566000.0,114488856.0,211519980.0,406899840.0,290999400.0
2099.0,94137650.0,157836450.0,186054750.0,231922420.0,241444200.0,294514600.0,149160340.0,324291070.0,250969340.0,109480820.0,247291360.0,399356500.0,281191300.0
2100.0,91561590.0,153194830.0,176156370.0,220773840.0,236940660.0,282696500.0,144944600.0,315764740.0,243748580.0,106700300.0,202561250.0,397179260.0,263325060.0
