time,CNRM-CM6-1,IITM-ESM,CESM2-WACCM,MIROC6,GFDL-ESM4,CANESM5,UKESM1-0-LL,CNRM-ESM2-1,MRI-ESM2-0,MPI-ESM1-2-HR,IPSL-CM6A-LR,KACE-1-0-G,TAIESM1,EC-EARTH3
2000.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0
2001.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0
2002.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0
2003.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0
2004.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0
2005.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0
2006.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0
2007.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0
2008.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0
2009.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0
2010.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0
2011.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0
2012.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0
2013.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0
2014.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0
2015.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0
2016.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0
2017.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0
2018.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0
2019.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0
2020.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0
2021.0,1099409500.0,1136998900.0,1096341900.0,1103089400.0,1098024300.0,1109208400.0,1087783600.0,1094047000.0,1114969900.0,1095349100.0,1094345000.0,1093617400.0,1100190200.0,1158776800.0
2022.0,1085083400.0,1118402600.0,1074533000.0,1089023700.0,1295257300.0,1085930200.0,1096062500.0,1076997200.0,1135953300.0,1079551400.0,1074807400.0,1076776100.0,1083418600.0,1113502500.0
2023.0,1084054400.0,1146717600.0,1172500600.0,1062668500.0,1129563000.0,1060374400.0,1058354800.0,1096584000.0,1106126100.0,1101839500.0,1062413800.0,1070691900.0,1069805500.0,1087399800.0
2024.0,1078931500.0,1110781200.0,1063964540.0,1043065340.0,1070399700.0,1050467000.0,1038837000.0,1109416100.0,1105952500.0,1060322400.0,1049450900.0,1053460000.0,1058007550.0,1099165300.0
2025.0,1065407360.0,1119938000.0,1054174660.0,1027547260.0,1053330370.0,1067417000.0,1057517060.0,1104718200.0,1110828400.0,1054405800.0,1136450700.0,1032925000.0,1029746500.0,1080429800.0
2026.0,1046982800.0,1088337900.0,1052429200.0,1069451500.0,1046950200.0,1046236400.0,1040161700.0,1077372000.0,1086677800.0,1045797200.0,1108106900.0,1011237250.0,998811200.0,1065684540.0
2027.0,1038751600.0,1076162300.0,1027150660.0,1003493440.0,1049552300.0,1021376100.0,1014982140.0,1071915460.0,1074896600.0,1019995300.0,1030950500.0,995172200.0,983263300.0,1060423400.0
2028.0,1029924500.0,1059373760.0,1008923260.0,989539840.0,1028703740.0,1010741440.0,1001545700.0,1083882000.0,1051392260.0,985696100.0,1007375300.0,977088640.0,958843200.0,1119389800.0
2029.0,1015943600.0,1116602200.0,985959040.0,968488260.0,1024621700.0,987463360.0,1014971140.0,1041276400.0,1036553340.0,963286660.0,995286400.0,951498700.0,923725500.0,1039483400.0
2030.0,1006324100.0,1080573000.0,969493100.0,958812300.0,1007673000.0,963748100.0,966276160.0,1028282000.0,1026787650.0,941312450.0,969096450.0,964232450.0,885916100.0,1014234900.0
2031.0,1086112000.0,1068135600.0,1001312500.0,941161000.0,995918900.0,949862850.0,951996860.0,1013881860.0,1015763900.0,914248770.0,960884540.0,941593860.0,876037600.0,1001146500.0
2032.0,1160190600.0,1049449500.0,946717600.0,997287900.0,1030171600.0,933011800.0,938834900.0,1000368700.0,1003357000.0,873349950.0,962360400.0,933490900.0,848400800.0,981515200.0
