time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,1184953300.0,1184953300.0
2001.0,1207306400.0,1207306400.0
2002.0,1182700200.0,1182700200.0
2003.0,1203548900.0,1203548900.0
2004.0,1203019100.0,1203019100.0
2005.0,1252468600.0,1252468600.0
2006.0,1197171000.0,1197171000.0
2007.0,1207884400.0,1207884400.0
2008.0,1195799300.0,1195799300.0
2009.0,1187291300.0,1187291300.0
2010.0,1190126500.0,1190126500.0
2011.0,1179449100.0,1179449100.0
2012.0,1172273200.0,1172273200.0
2013.0,1169653600.0,1169653600.0
2014.0,1160758800.0,1160758800.0
2015.0,1156457000.0,1156457000.0
2016.0,1153217900.0,1153217900.0
2017.0,1144062100.0,1144062100.0
2018.0,1134568300.0,1134568300.0
2019.0,1121302000.0,1121302000.0
2020.0,1112494600.0,1112494600.0
2021.0,1120769700.0,1101136800.0
2022.0,1142346900.0,1126176100.0
2023.0,1100225800.0,1062490750.0
2024.0,1114092800.0,1045404740.0
2025.0,1149032300.0,1051598900.0
2026.0,1080935700.0,1044487100.0
2027.0,1074060400.0,1055866940.0
2028.0,1094671500.0,1016517600.0
2029.0,1057787300.0,988144960.0
2030.0,1061655800.0,978821250.0
2031.0,1054664900.0,968157600.0
2032.0,1041105660.0,944895170.0
2033.0,1034101440.0,932176300.0
2034.0,1018818750.0,915757000.0
2035.0,1035978560.0,978424770.0
2036.0,1013852860.0,900339400.0
2037.0,993496060.0,875044860.0
2038.0,987252600.0,873250000.0
2039.0,1023750200.0,859095000.0
2040.0,978742100.0,837774660.0
2041.0,963809340.0,824954500.0
2042.0,955484600.0,807835000.0
2043.0,943280400.0,784700200.0
2044.0,944205440.0,771157570.0
2045.0,943694000.0,747050100.0
2046.0,938253600.0,728509060.0
2047.0,919790300.0,717573600.0
2048.0,905946100.0,703344300.0
2049.0,894691400.0,685802050.0
2050.0,892113500.0,667421700.0
2051.0,876731000.0,660678000.0
2052.0,868749440.0,647947300.0
2053.0,837410050.0,634094850.0
2054.0,821333760.0,621547460.0
2055.0,836292300.0,610292030.0
2056.0,805055500.0,654111740.0
2057.0,935679200.0,602615940.0
2058.0,790191940.0,583481600.0
2059.0,775333060.0,579339260.0
2060.0,759083970.0,573195100.0
2061.0,734450370.0,566002370.0
2062.0,730448800.0,553440000.0
2063.0,775007940.0,543392260.0
2064.0,861355900.0,534645730.0
2065.0,721784300.0,529627170.0
2066.0,699030200.0,525025950.0
2067.0,692891800.0,537235900.0
2068.0,674126500.0,521918560.0
2069.0,671041400.0,513068100.0
2070.0,656176900.0,507308770.0
2071.0,642551230.0,501137760.0
2072.0,630903360.0,506634270.0
2073.0,624465700.0,490586560.0
2074.0,628173100.0,499841000.0
2075.0,612739600.0,478873700.0
2076.0,598367800.0,470964320.0
2077.0,589409500.0,458392800.0
2078.0,577975550.0,451855940.0
2079.0,577649540.0,439942700.0
2080.0,561600000.0,427201500.0
2081.0,553394500.0,421009280.0
2082.0,547311550.0,412941920.0
2083.0,536588380.0,400477660.0
2084.0,527815740.0,433759500.0
2085.0,522669120.0,397654270.0
2086.0,516899070.0,387355200.0
2087.0,503659680.0,397272830.0
2088.0,495592000.0,374418020.0
2089.0,487780540.0,362762720.0
2090.0,507117630.0,355492380.0
2091.0,482732600.0,349476260.0
2092.0,473127700.0,347955940.0
2093.0,476853540.0,337336320.0
2094.0,465286560.0,330928580.0
2095.0,450238180.0,323259420.0
2096.0,445372480.0,316359100.0
2097.0,432110500.0,312971070.0
2098.0,425016740.0,305673540.0
2099.0,416757120.0,301218620.0
2100.0,408252030.0,309232200.0
