time,MIROC6,IITM-ESM,CESM2-WACCM,CNRM-CM6-1,EC-EARTH3,MRI-ESM2-0,MPI-ESM1-2-HR,IPSL-CM6A-LR,KACE-1-0-G,TAIESM1,UKESM1-0-LL,CNRM-ESM2-1,GFDL-ESM4,CANESM5
2033.0,1060116160.0,1002548100.0,977376800.0,1115444100.0,1042860100.0,1036277400.0,1063817200.0,991734100.0,820593150.0,739735800.0,831772540.0,1005293500.0,979425660.0,901623360.0
2034.0,1025001540.0,1059316350.0,958497400.0,992954430.0,996835500.0,960840200.0,1056603800.0,978486800.0,804172740.0,711861100.0,805127360.0,969316540.0,977053600.0,881234100.0
2035.0,1012931800.0,966109900.0,957469630.0,976760960.0,978885060.0,945804860.0,1040704300.0,1046920260.0,786729800.0,698319000.0,785803650.0,939979300.0,994699840.0,863661200.0
2036.0,1040757900.0,1034729800.0,931656200.0,1026933400.0,959128600.0,959742000.0,1032856300.0,972251900.0,754289200.0,665077250.0,758060860.0,965778500.0,966013200.0,851046660.0
2037.0,992408100.0,954024600.0,912226050.0,984315800.0,1043750850.0,986221950.0,1031234100.0,948432260.0,729168800.0,630479360.0,741068350.0,923013300.0,959734340.0,843619700.0
2038.0,978192300.0,1026264450.0,905971600.0,960035500.0,956692600.0,956290900.0,1019454140.0,927917400.0,724462400.0,613973600.0,744131260.0,899416700.0,958980400.0,818450100.0
2039.0,971465900.0,1176822000.0,889214140.0,948029060.0,948134900.0,933405800.0,1048928600.0,910678400.0,681396200.0,592676350.0,705808100.0,938550140.0,950398340.0,789930000.0
2040.0,954534460.0,1047960640.0,853115600.0,956496640.0,1029821950.0,918576000.0,1019028540.0,891144600.0,658186700.0,570257400.0,679436800.0,901842500.0,962565800.0,769722800.0
2041.0,1005975360.0,986071800.0,833275200.0,941437760.0,962117000.0,983689600.0,997674700.0,881974660.0,640748800.0,550349700.0,658007300.0,863989060.0,969000800.0,764411140.0
2042.0,997411140.0,952627000.0,824013630.0,926286660.0,1032627840.0,918360300.0,984550850.0,864706300.0,624600960.0,541527500.0,633725760.0,842986100.0,943918100.0,747153200.0
2043.0,949479100.0,940621060.0,800545100.0,924746240.0,930604300.0,931297500.0,970859900.0,850403400.0,621606660.0,516583800.0,609920500.0,832662700.0,934671800.0,732642900.0
2044.0,928062300.0,945167740.0,777213600.0,900804540.0,919206600.0,908583230.0,959160960.0,846025900.0,585937700.0,496265660.0,584188100.0,812964350.0,926046200.0,741075460.0
2045.0,909080600.0,919382850.0,748171000.0,882575400.0,914975300.0,884640060.0,1020646340.0,820400500.0,572945800.0,481038880.0,574459900.0,798131300.0,919465400.0,719423200.0
2046.0,1010113000.0,910912300.0,740003200.0,866892400.0,903698500.0,859052900.0,993471700.0,815633000.0,586311940.0,462577060.0,553527230.0,777797760.0,914153700.0,703883400.0
2047.0,940289600.0,933212500.0,714666700.0,1041718300.0,901191740.0,847960600.0,935348600.0,781234600.0,561388400.0,449770720.0,539936400.0,764053440.0,900629950.0,679566000.0
2048.0,908465100.0,971662000.0,696090050.0,979970940.0,912096060.0,833469500.0,898490900.0,753707700.0,544997440.0,428882020.0,516233000.0,741856640.0,886296640.0,682813700.0
2049.0,887367360.0,908089700.0,671575040.0,904367800.0,905332030.0,805693500.0,884612000.0,724196700.0,530822400.0,412058720.0,496398400.0,732493100.0,927606800.0,655894300.0
2050.0,881405400.0,930559550.0,662432700.0,860603840.0,885849300.0,780825540.0,874816960.0,700518660.0,518262140.0,402532700.0,476737400.0,761674300.0,872904900.0,634551700.0
2051.0,866733100.0,914364540.0,640441340.0,830074050.0,872325570.0,779590460.0,846889600.0,687777200.0,504511780.0,390678430.0,455634460.0,710599300.0,862223300.0,619963840.0
2052.0,841370400.0,1165101800.0,619070700.0,800149570.0,977250900.0,726781900.0,831790850.0,678406140.0,500259070.0,379539330.0,447423700.0,697335040.0,855699300.0,597452400.0
2053.0,838153800.0,955549900.0,605741000.0,789280640.0,893423040.0,685410500.0,806221000.0,645763840.0,488886750.0,364232200.0,429322430.0,672598460.0,859633150.0,577612300.0
2054.0,844474500.0,940889800.0,585070800.0,772088800.0,863668100.0,687120100.0,778975740.0,620435100.0,480636540.0,354681470.0,413329630.0,658738600.0,853424800.0,561921540.0
2055.0,817018560.0,917973000.0,567352100.0,807347800.0,849535600.0,649811840.0,751490300.0,608364000.0,469220900.0,345077570.0,393459900.0,636168450.0,831357300.0,543621200.0
2056.0,807008900.0,897099100.0,551882800.0,799522400.0,848418560.0,630150900.0,720919040.0,582322000.0,468232130.0,334401340.0,382446720.0,627648800.0,846971800.0,536792480.0
2057.0,789805300.0,897220200.0,542380100.0,749346100.0,857187100.0,611299800.0,680636200.0,560072900.0,483992030.0,322289100.0,367616160.0,610344200.0,814948400.0,529962050.0
2058.0,776248700.0,934021760.0,524911520.0,725148200.0,855249800.0,595930240.0,653421500.0,538440200.0,464156670.0,306763230.0,352075680.0,595385540.0,795412350.0,509627200.0
2059.0,769038660.0,935821760.0,505833440.0,711525800.0,828669700.0,575714560.0,629938000.0,526759000.0,439432800.0,301914180.0,343338880.0,724554200.0,784098300.0,496103840.0
2060.0,747229500.0,934480700.0,487917980.0,697514940.0,811805200.0,572322000.0,608510900.0,501757220.0,427891400.0,289954200.0,330442850.0,663061600.0,786218430.0,483327900.0
2061.0,720000830.0,964851140.0,467941000.0,686048400.0,847825200.0,557527500.0,601924160.0,477024260.0,412708740.0,276570980.0,316093900.0,588505860.0,758337000.0,463993180.0
2062.0,706844540.0,939625800.0,448353920.0,679066000.0,801001300.0,535731260.0,585818300.0,457881400.0,403223200.0,268301550.0,300384830.0,571634050.0,781896100.0,440684200.0
2063.0,696406400.0,1055555400.0,434604200.0,657275600.0,783983400.0,522426200.0,587360060.0,443741660.0,395490880.0,255560450.0,289937900.0,562548350.0,741001900.0,424190200.0
2064.0,888827140.0,1037750850.0,416336220.0,643265860.0,762763600.0,519998720.0,556130700.0,428352480.0,390058850.0,243371680.0,301797150.0,547171500.0,720393900.0,405150300.0
2065.0,707017800.0,1002894340.0,401415940.0,650702100.0,747525760.0,499572000.0,546367200.0,419544800.0,383630620.0,233507230.0,279521700.0,531861920.0,765244100.0,383504030.0
2066.0,670127360.0,985387600.0,445254400.0,623277400.0,732764600.0,490705280.0,554744700.0,403714600.0,371656260.0,221723950.0,266990800.0,533250750.0,698587650.0,371782560.0
2067.0,669314300.0,1195375600.0,398629150.0,602908000.0,717671940.0,482652260.0,527939650.0,392625630.0,365144130.0,214555600.0,253624220.0,537727600.0,685810200.0,354519000.0
2068.0,650354800.0,1009318000.0,373413700.0,588005950.0,723151300.0,470500900.0,514739650.0,378734880.0,353586500.0,210000600.0,244328100.0,530242530.0,670482750.0,333613020.0
2069.0,627742900.0,1008935100.0,363660220.0,579231200.0,685786300.0,468404220.0,504129760.0,367313950.0,342048320.0,205404000.0,237171140.0,519185470.0,653754900.0,314798200.0
2070.0,617172500.0,1002861700.0,346881440.0,563822850.0,658052350.0,451640000.0,495380060.0,351930720.0,334087780.0,195284210.0,228741460.0,504453280.0,643286850.0,300957120.0
2071.0,605212100.0,1044676600.0,334844500.0,551276540.0,657809700.0,443577400.0,491584480.0,331620640.0,319011840.0,188525440.0,222183020.0,494214750.0,625400260.0,291363650.0
2072.0,590976260.0,1008931400.0,327635840.0,536704770.0,624528640.0,436067800.0,475525120.0,319443330.0,310447330.0,181606690.0,213961580.0,501566460.0,602932540.0,277266300.0
2073.0,564007000.0,1010986300.0,318122180.0,538064900.0,601650200.0,426623600.0,466004260.0,310593860.0,304340320.0,172779060.0,207082750.0,484870240.0,590832200.0,263158030.0
2074.0,550730560.0,986230800.0,311899230.0,513457440.0,574147500.0,420769000.0,455714530.0,299889000.0,293696700.0,166868700.0,201370820.0,471915170.0,567174340.0,250792430.0
2075.0,538446460.0,980222660.0,305014300.0,504104200.0,558913500.0,411556770.0,444951260.0,291245100.0,288461700.0,157930640.0,194956370.0,465656220.0,567699300.0,240112130.0
2076.0,541218300.0,964005900.0,296275900.0,482749280.0,628122700.0,401636030.0,434623800.0,282768670.0,281424260.0,152557820.0,190650820.0,454099840.0,552237800.0,225313220.0
2077.0,509140130.0,958231900.0,291347420.0,467489660.0,531076450.0,397864960.0,427015170.0,275724260.0,268267630.0,145253020.0,182509620.0,439731870.0,532698800.0,209614700.0
2078.0,492413060.0,951133630.0,285349980.0,453776400.0,508897280.0,387730660.0,418979940.0,267926460.0,258739500.0,139357950.0,176067100.0,429920030.0,521973120.0,203613760.0
2079.0,472435500.0,953599400.0,273938660.0,438374620.0,501028640.0,383975520.0,412037400.0,259169710.0,248107780.0,133038740.0,168285000.0,418052380.0,512365400.0,190034600.0
2080.0,459218620.0,934034900.0,260029890.0,422071330.0,483049300.0,378165380.0,407140130.0,249974560.0,240146460.0,124418010.0,160453230.0,405897860.0,488084480.0,182400510.0
2081.0,451559000.0,938798600.0,251509740.0,405205000.0,463241760.0,371126800.0,399229630.0,237829840.0,228113150.0,117068620.0,153401040.0,391485660.0,467809760.0,171018780.0
2082.0,502517020.0,942431100.0,249104060.0,380374720.0,447039600.0,368750900.0,395126600.0,279461540.0,219623410.0,113185450.0,146767360.0,382201700.0,453066020.0,166998160.0
2083.0,432663500.0,948697300.0,236057230.0,362989300.0,428556030.0,358281340.0,389527780.0,232622460.0,213990200.0,109592640.0,137311500.0,372784500.0,445200830.0,162276400.0
2084.0,416304260.0,907826900.0,226683820.0,347353200.0,411264670.0,348819740.0,380375870.0,216169340.0,208473420.0,99307450.0,132154820.0,356252770.0,428974460.0,153843200.0
2085.0,404046980.0,897099970.0,219197500.0,329021440.0,394062100.0,342322750.0,368017900.0,210201740.0,200626320.0,94513430.0,126038780.0,345873000.0,411205980.0,150383920.0
2086.0,403818000.0,874372350.0,214296460.0,311732600.0,381741800.0,337462000.0,359198750.0,201029940.0,194622180.0,90346500.0,120792030.0,335136400.0,402183580.0,146916450.0
2087.0,439432800.0,877523800.0,206442260.0,293661660.0,370706270.0,334287870.0,344038460.0,190854620.0,187580720.0,89096160.0,113601100.0,327157800.0,390839170.0,143462190.0
2088.0,383863360.0,861393600.0,203049280.0,277706850.0,357900130.0,325499620.0,330178530.0,183980820.0,178924400.0,86169620.0,110230616.0,338318240.0,379841380.0,138622940.0
2089.0,367259500.0,1021057860.0,194497280.0,257888030.0,344741980.0,320502900.0,319392260.0,177763710.0,175507380.0,84523900.0,96388850.0,327774560.0,364284600.0,133863220.0
2090.0,357869470.0,905076860.0,188531940.0,242109650.0,331163680.0,310616030.0,308572350.0,166811200.0,168923680.0,81001730.0,92016090.0,305486880.0,356227100.0,130138340.0
2091.0,349414940.0,850928300.0,179162690.0,225445810.0,325594560.0,300022530.0,299430180.0,164291040.0,163696860.0,79729784.0,88306584.0,297333300.0,340304700.0,127983140.0
2092.0,340457540.0,856099840.0,172123330.0,216698100.0,334760830.0,293133440.0,286896580.0,160044200.0,157295980.0,78436220.0,86056580.0,284495520.0,328793340.0,125157710.0
2093.0,337063360.0,825745540.0,166449540.0,197908960.0,307526430.0,310065020.0,275945120.0,155260600.0,151386640.0,76617430.0,83009150.0,271458560.0,320398600.0,123069780.0
2094.0,333310200.0,819922560.0,157964450.0,188417980.0,295666530.0,292061700.0,265912200.0,149740770.0,141612400.0,69792790.0,80480270.0,265779860.0,326335100.0,120519270.0
2095.0,335134400.0,810426050.0,149762430.0,179381230.0,282312800.0,285734080.0,250802000.0,140256960.0,135151420.0,67026630.0,79731920.0,254061420.0,308128480.0,118252270.0
2096.0,324568200.0,796997600.0,145437870.0,169824380.0,269574370.0,271491140.0,251078560.0,133784650.0,131022456.0,66304124.0,77308424.0,243110830.0,296051140.0,115702280.0
2097.0,314973540.0,1000111200.0,138155440.0,163367040.0,253414820.0,264093970.0,235072290.0,126498570.0,124497940.0,59144690.0,76666980.0,227921010.0,290781660.0,110994390.0
2098.0,311576260.0,923028860.0,133012056.0,161610540.0,248946430.0,258280480.0,229569400.0,126624350.0,116253140.0,57138350.0,69777224.0,219293340.0,283802500.0,108084664.0
2099.0,307549250.0,893553000.0,123870456.0,153988500.0,237509500.0,244330340.0,224454560.0,121586380.0,111312650.0,56576464.0,67360610.0,214966500.0,274179170.0,104185656.0
2100.0,295549340.0,886237200.0,120535110.0,150324740.0,233970130.0,237697420.0,218547630.0,119870980.0,103152300.0,55471636.0,60113580.0,208875570.0,266149020.0,99571070.0
