time,CESM2-WACCM,IITM-ESM,TAIESM1,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,UKESM1-0-LL,GFDL-ESM4
2048.0,832630900.0,1131485200.0,519312000.0,639535300.0,688687360.0,713610500.0,776318300.0,624995100.0,930410000.0
2049.0,805658940.0,1090000600.0,510479170.0,623947650.0,683231940.0,696597900.0,773619800.0,606947200.0,894249800.0
2050.0,788509800.0,1059931300.0,499221660.0,600047170.0,670378700.0,677292000.0,759311800.0,583734200.0,887343400.0
2051.0,775500400.0,1048576800.0,485189800.0,576731260.0,654388860.0,833327600.0,747757600.0,554738500.0,878618500.0
2052.0,760613000.0,1107309600.0,481160540.0,573903100.0,630176060.0,755101250.0,737477100.0,539927740.0,886330700.0
2053.0,746856960.0,1061860860.0,470368540.0,557108300.0,617759940.0,697354940.0,721233600.0,517292800.0,863713200.0
2054.0,738309200.0,1032155800.0,461475940.0,548565060.0,676628900.0,653556160.0,715179600.0,486745000.0,927926140.0
2055.0,733208450.0,1062897000.0,451207870.0,541734900.0,605668860.0,657727200.0,703728800.0,473309820.0,861458050.0
2056.0,721706200.0,1043606100.0,452365950.0,528701200.0,599073800.0,622484350.0,692042200.0,454749820.0,873266600.0
2057.0,707735360.0,1049271230.0,438356670.0,549695550.0,580781100.0,603821900.0,680948160.0,435272600.0,979238000.0
2058.0,691127900.0,1072946200.0,423712770.0,515886240.0,591375170.0,591155140.0,673549060.0,418690700.0,893617800.0
2059.0,674927800.0,1051845600.0,416821630.0,526641400.0,572813100.0,575663600.0,659764100.0,410908640.0,862142850.0
2060.0,660909100.0,1281712300.0,412819040.0,503120420.0,557096200.0,661211700.0,659013570.0,399033760.0,958902340.0
2061.0,641704300.0,1223726300.0,405396640.0,493709250.0,543978800.0,610817000.0,646701100.0,377049120.0,935510700.0
2062.0,621859140.0,1141409500.0,393760220.0,503427900.0,532199330.0,555632260.0,636253400.0,422882270.0,880100000.0
2063.0,596757060.0,1135904800.0,383083420.0,485100000.0,518223420.0,546171140.0,655253100.0,386427700.0,856685000.0
2064.0,578383700.0,1197593900.0,376519740.0,480838620.0,504876400.0,536904400.0,623115970.0,356209900.0,846031400.0
2065.0,557763840.0,1138128900.0,368026940.0,490315800.0,494204060.0,531156400.0,666746000.0,342818660.0,876200600.0
2066.0,542067140.0,1160446500.0,360218750.0,474369280.0,483939330.0,556803800.0,660000830.0,334382660.0,841717000.0
2067.0,522134850.0,1138120100.0,353641380.0,469796600.0,491432160.0,561305700.0,610512800.0,325168060.0,839407200.0
2068.0,507054530.0,1098338200.0,345738240.0,469486530.0,471179700.0,523295040.0,601146400.0,328392220.0,849583600.0
2069.0,566938940.0,1097933800.0,337348580.0,463336450.0,510093220.0,509717220.0,615999300.0,309418430.0,831362560.0
2070.0,494864030.0,1109869000.0,329049120.0,460093150.0,461570720.0,503065730.0,599325440.0,304022000.0,819332200.0
2071.0,485333200.0,1246971100.0,322989950.0,453586020.0,449727740.0,497131170.0,593511740.0,302131700.0,812581440.0
2072.0,485073440.0,1209014100.0,314172770.0,446973440.0,438212960.0,489722530.0,585089660.0,301492260.0,821282800.0
2073.0,518444860.0,1202853600.0,305592930.0,439508860.0,434525020.0,483161630.0,583564160.0,291876670.0,804817340.0
2074.0,478833300.0,1183248300.0,294385730.0,441670240.0,422599680.0,477599140.0,575902100.0,286055500.0,791056830.0
2075.0,464933660.0,1155323800.0,280578620.0,432621300.0,509267620.0,471002050.0,571814800.0,279866780.0,781668900.0
2076.0,458167070.0,1171312900.0,274720740.0,428059700.0,440488930.0,516187040.0,567915900.0,275371140.0,776986300.0
2077.0,447802430.0,1142273900.0,269627330.0,495724670.0,413731680.0,468240860.0,565245500.0,270377820.0,789141800.0
2078.0,434693060.0,1256352600.0,256241800.0,497624930.0,401398100.0,460234300.0,552527000.0,342447200.0,781000200.0
2079.0,433480580.0,1251523200.0,244915300.0,462376540.0,409387100.0,453655040.0,543684600.0,264751550.0,759674240.0
2080.0,425916800.0,1226626300.0,237186880.0,427098020.0,390129120.0,446162300.0,537943740.0,258971600.0,798085900.0
2081.0,453502700.0,1292199700.0,249903280.0,417675260.0,385004800.0,487675000.0,533334750.0,259635780.0,787529340.0
2082.0,421413150.0,1289474800.0,228259280.0,410863780.0,391601820.0,454144770.0,527804380.0,331842100.0,752265860.0
2083.0,419585630.0,1266605700.0,215200560.0,406310300.0,373653400.0,441347000.0,517945800.0,273320320.0,744700600.0
2084.0,414935840.0,1265588700.0,209554290.0,403266460.0,368768300.0,431618370.0,506480100.0,265190370.0,731315600.0
2085.0,413645570.0,1280596600.0,208064900.0,397531780.0,363160640.0,424723740.0,526084700.0,258866830.0,718557600.0
2086.0,406543740.0,1367640700.0,201701740.0,394323260.0,359951680.0,420541700.0,523706800.0,254602450.0,703746750.0
2087.0,477275300.0,1267898100.0,195487520.0,387555700.0,353244860.0,415840830.0,503494340.0,252226000.0,693195100.0
2088.0,407072160.0,1413027800.0,187034540.0,380654100.0,349142180.0,415029630.0,493897340.0,250431950.0,675436600.0
2089.0,399271780.0,1288494600.0,179402190.0,375695330.0,341798530.0,410020450.0,484826980.0,262474540.0,666567800.0
2090.0,394735420.0,1283071600.0,179594780.0,364706660.0,335304540.0,410199330.0,476746140.0,247940800.0,653107460.0
2091.0,401066340.0,1296192500.0,175311490.0,355414820.0,331727070.0,403577540.0,463035740.0,246127600.0,642928700.0
2092.0,391625120.0,1267756300.0,172381920.0,350670880.0,330357250.0,399330620.0,454121200.0,244501390.0,629732160.0
2093.0,388760320.0,1265491100.0,169876100.0,340121470.0,325931420.0,394768200.0,448189000.0,240085700.0,620029100.0
2094.0,383775520.0,1248700000.0,172406110.0,331961900.0,317721120.0,392141730.0,440603100.0,262616930.0,607667300.0
2095.0,379752540.0,1266737000.0,166485870.0,322704740.0,312805100.0,389532830.0,435314340.0,245223700.0,593593600.0
2096.0,374933500.0,1225958400.0,163511740.0,314771500.0,312850050.0,388316200.0,424639070.0,243069140.0,609115650.0
2097.0,370652740.0,1207891600.0,163198800.0,311742600.0,317704260.0,384556930.0,486053950.0,237765150.0,572819400.0
2098.0,365394800.0,1195831300.0,161304960.0,310077900.0,326834020.0,399067780.0,420533100.0,236948260.0,562078140.0
2099.0,357542820.0,1207082000.0,159391730.0,300378200.0,316620670.0,393909440.0,410851200.0,233236080.0,554500030.0
2100.0,354665950.0,1344649200.0,155731360.0,290449200.0,308402180.0,398892480.0,403941100.0,232265800.0,600177800.0
