time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,127060490000.0,127060490000.0
2001.0,126535980000.0,126535980000.0
2002.0,125861310000.0,125861310000.0
2003.0,126739180000.0,126739180000.0
2004.0,121760830000.0,121760830000.0
2005.0,120207500000.0,120207500000.0
2006.0,117569870000.0,117569870000.0
2007.0,114309005000.0,114309005000.0
2008.0,113466230000.0,113466230000.0
2009.0,113532060000.0,113532060000.0
2010.0,110938250000.0,110938250000.0
2011.0,110245000000.0,110245000000.0
2012.0,107330700000.0,107330700000.0
2013.0,105662300000.0,105662300000.0
2014.0,104576040000.0,104576040000.0
2015.0,103936450000.0,103936450000.0
2016.0,100363020000.0,100363020000.0
2017.0,98438950000.0,98438950000.0
2018.0,95559836000.0,95559836000.0
2019.0,92063570000.0,92063570000.0
2020.0,89709720000.0,89709720000.0
2021.0,88703115000.0,85386920000.0
2022.0,85286570000.0,81977030000.0
2023.0,82444984000.0,80752980000.0
2024.0,79581000000.0,74509664000.0
2025.0,75441610000.0,72794230000.0
2026.0,71343770000.0,71211920000.0
2027.0,69114220000.0,67369390000.0
2028.0,64059662000.0,64157835000.0
2029.0,61716746000.0,60293554000.0
2030.0,60842820000.0,56350794000.0
2031.0,57523180000.0,53364937000.0
2032.0,53948703000.0,49855693000.0
2033.0,51428440000.0,48540602000.0
2034.0,49599693000.0,46426284000.0
2035.0,46410953000.0,45434327000.0
2036.0,45633065000.0,43087024000.0
2037.0,43446510000.0,40395956000.0
2038.0,41101580000.0,39211192000.0
2039.0,36948193000.0,38030397000.0
2040.0,33362014000.0,35704746000.0
2041.0,31385453000.0,33594655000.0
2042.0,29203708000.0,32649790000.0
2043.0,28234797000.0,30753675000.0
2044.0,26817665000.0,28480606000.0
2045.0,26523339000.0,26916923000.0
2046.0,25280756000.0,26394653000.0
2047.0,24585976000.0,25098527000.0
2048.0,23412132000.0,24755784000.0
2049.0,22976254000.0,23892933000.0
2050.0,22342429000.0,21940180000.0
2051.0,22092104000.0,20794730000.0
2052.0,21162770000.0,19644400000.0
2053.0,20680147000.0,18348480000.0
2054.0,19364600000.0,17407700000.0
2055.0,18813870000.0,16888348000.0
2056.0,18814330000.0,16179220000.0
2057.0,17959197000.0,15357065000.0
2058.0,17793616000.0,14680366000.0
2059.0,17972867000.0,14005087000.0
2060.0,17550928000.0,13620661000.0
2061.0,17235990000.0,12838869000.0
2062.0,17256086000.0,11693951000.0
2063.0,17504193000.0,10669024000.0
2064.0,17757960000.0,9844644000.0
2065.0,17572360000.0,9408503000.0
2066.0,17378818000.0,8965935000.0
2067.0,17085975000.0,8678456000.0
2068.0,16578372000.0,8133553700.0
2069.0,15926235000.0,7604685300.0
2070.0,15345403000.0,6665953300.0
2071.0,14965545000.0,6341469700.0
2072.0,14601098000.0,6218575000.0
2073.0,14108920000.0,5851906000.0
2074.0,13974678000.0,5767615000.0
2075.0,13216397000.0,5585267000.0
2076.0,12869335000.0,4997414000.0
2077.0,12800239000.0,4783913500.0
2078.0,12528361000.0,4437260000.0
2079.0,12560228000.0,4211095800.0
2080.0,12034656000.0,4126313700.0
2081.0,11313922000.0,3846802400.0
2082.0,11220352000.0,3634278000.0
2083.0,11098730000.0,3404462800.0
2084.0,10654269000.0,3124388000.0
2085.0,10218753000.0,3092439600.0
2086.0,10063492000.0,2999488000.0
2087.0,9972323000.0,2877993700.0
2088.0,9934404000.0,2853381600.0
2089.0,9853407000.0,2725040600.0
2090.0,9361424000.0,2601190100.0
2091.0,8530328600.0,2587129900.0
2092.0,8179047000.0,2474934000.0
2093.0,8164400000.0,2381075000.0
2094.0,7554119700.0,2261838000.0
2095.0,7565698000.0,2145567000.0
2096.0,7464108500.0,2067953400.0
2097.0,7151386000.0,1984741000.0
2098.0,7080782000.0,1831743000.0
2099.0,7092502000.0,1741529600.0
2100.0,7028814300.0,1722807200.0
