time,MRI-ESM2-0,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4
2000.0,127060490000.0,127060490000.0,127060490000.0,127060490000.0
2001.0,126535980000.0,126535980000.0,126535980000.0,126535980000.0
2002.0,125861310000.0,125861310000.0,125861310000.0,125861310000.0
2003.0,126739180000.0,126739180000.0,126739180000.0,126739180000.0
2004.0,121760830000.0,121760830000.0,121760830000.0,121760830000.0
2005.0,120207500000.0,120207500000.0,120207500000.0,120207500000.0
2006.0,117569870000.0,117569870000.0,117569870000.0,117569870000.0
2007.0,114309005000.0,114309005000.0,114309005000.0,114309005000.0
2008.0,113466230000.0,113466230000.0,113466230000.0,113466230000.0
2009.0,113532060000.0,113532060000.0,113532060000.0,113532060000.0
2010.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0
2011.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0
2012.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0
2013.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0
2014.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0
2015.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0
2016.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0
2017.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0
2018.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0
2019.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0
2020.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0
2021.0,87186960000.0,86192810000.0,86308030000.0,87645350000.0
2022.0,81190890000.0,84875500000.0,83069340000.0,86762406000.0
2023.0,77583540000.0,79015300000.0,80821215000.0,85824680000.0
2024.0,73245830000.0,75713760000.0,79349450000.0,83385475000.0
2025.0,69957950000.0,69676580000.0,77580520000.0,81945534000.0
2026.0,64741490000.0,64426990000.0,74607124000.0,80577610000.0
2027.0,61901790000.0,61064460000.0,71893795000.0,78652440000.0
2028.0,58111046000.0,55966224000.0,70945150000.0,77274390000.0
2029.0,54939100000.0,51593100000.0,68879810000.0,75176390000.0
2030.0,52543840000.0,52423120000.0,65445425000.0,72947515000.0
2031.0,50998415000.0,50583950000.0,62611940000.0,70924214000.0
2032.0,49237100000.0,49222136000.0,61087252000.0,67632770000.0
2033.0,46949265000.0,47428485000.0,58122200000.0,64920445000.0
2034.0,43104300000.0,45344113000.0,53570930000.0,63226930000.0
2035.0,41350330000.0,41858736000.0,50705400000.0,62268862000.0
2036.0,38247047000.0,39607587000.0,48079780000.0,61021900000.0
2037.0,35562270000.0,35439020000.0,45699207000.0,60139880000.0
2038.0,34657110000.0,33773445000.0,44436670000.0,59443134000.0
2039.0,32543660000.0,32351744000.0,42719270000.0,58182110000.0
2040.0,30845514000.0,30043000000.0,41089820000.0,56132930000.0
2041.0,29341536000.0,29055263000.0,36127638000.0,54010120000.0
2042.0,27603595000.0,27586542000.0,35539005000.0,53784257000.0
2043.0,27012049000.0,26165590000.0,35407045000.0,52255965000.0
2044.0,26404237000.0,24329366000.0,35051230000.0,50870000000.0
2045.0,26481820000.0,23630502000.0,36492833000.0,47760990000.0
2046.0,24892710000.0,21807626000.0,35454554000.0,47100953000.0
2047.0,25234954000.0,18851643000.0,33378193000.0,45717422000.0
2048.0,24653457000.0,17279850000.0,30649424000.0,45736415000.0
2049.0,23357690000.0,16079738000.0,29599406000.0,44828398000.0
2050.0,22644244000.0,15323528000.0,28392217000.0,44526383000.0
2051.0,22039280000.0,14638069000.0,27330980000.0,43424686000.0
2052.0,22331728000.0,13968870000.0,25192446000.0,42731893000.0
2053.0,21600954000.0,13769263000.0,24051673000.0,40973630000.0
2054.0,22865316000.0,13820206000.0,23117814000.0,40505303000.0
2055.0,22418817000.0,13852489000.0,22150270000.0,41091800000.0
2056.0,21515420000.0,12676666000.0,22186928000.0,40769356000.0
2057.0,20734706000.0,12022127000.0,21671633000.0,40638448000.0
2058.0,20174426000.0,11434058000.0,21363327000.0,40991850000.0
2059.0,19726820000.0,10626827000.0,20066183000.0,40718730000.0
2060.0,20328810000.0,9946482000.0,18991413000.0,40054403000.0
2061.0,19677243000.0,9065150000.0,18706115000.0,39824278000.0
2062.0,19380353000.0,8961601000.0,17648337000.0,38934487000.0
2063.0,19856746000.0,8379365400.0,17301930000.0,38940836000.0
2064.0,19276669000.0,8260896300.0,16506374000.0,39616030000.0
2065.0,18892937000.0,8141720600.0,16417680000.0,39323455000.0
2066.0,18267238000.0,8074609000.0,16780763000.0,38895720000.0
2067.0,17915218000.0,7484966400.0,17980840000.0,39311954000.0
2068.0,17737712000.0,7457192400.0,17629895000.0,38849364000.0
2069.0,17177466000.0,7573974500.0,18253599000.0,39009460000.0
2070.0,16944690000.0,7245235700.0,18286006000.0,39333130000.0
2071.0,17373522000.0,7043744300.0,18891900000.0,38184903000.0
2072.0,17243992000.0,7179213000.0,17984518000.0,38790173000.0
2073.0,18220777000.0,7223804000.0,17879364000.0,38050546000.0
2074.0,18089552000.0,7395900400.0,18339572000.0,37299356000.0
2075.0,17742707000.0,7384802000.0,18489210000.0,37205897000.0
2076.0,17592015000.0,7292105700.0,18704595000.0,36797940000.0
2077.0,17791000000.0,7296643000.0,18659703000.0,36480676000.0
2078.0,18428477000.0,7130818000.0,17992405000.0,37685043000.0
2079.0,18324953000.0,7003009500.0,17349351000.0,37292850000.0
2080.0,18734698000.0,6875612700.0,17794707000.0,37660725000.0
2081.0,18526513000.0,7073609700.0,17639285000.0,37864480000.0
2082.0,19217540000.0,7397407000.0,17450166000.0,36993315000.0
2083.0,19535948000.0,7455603000.0,17140267000.0,36407620000.0
2084.0,20002265000.0,7471947000.0,16614203000.0,36070093000.0
2085.0,19680592000.0,7190223400.0,16761076000.0,36206250000.0
2086.0,20130679000.0,7729582000.0,16835923000.0,35974360000.0
2087.0,20319040000.0,7969263000.0,17422123000.0,35669914000.0
2088.0,19860445000.0,7912459300.0,16824125000.0,37190664000.0
2089.0,19935932000.0,7808206300.0,17391514000.0,37407625000.0
2090.0,20458033000.0,8234706400.0,17215216000.0,36591510000.0
2091.0,20474970000.0,8263549400.0,16830346000.0,36086694000.0
2092.0,20921383000.0,8374609000.0,17171315000.0,36013367000.0
2093.0,20429100000.0,8376155600.0,17553930000.0,36241810000.0
2094.0,21042477000.0,8423561700.0,17790122000.0,36412252000.0
2095.0,21196712000.0,8636744000.0,17712230000.0,36001440000.0
2096.0,21960460000.0,9116863000.0,18538447000.0,36058542000.0
2097.0,22108193000.0,8923235000.0,18509894000.0,36567380000.0
2098.0,23413717000.0,8930342000.0,18703782000.0,36567183000.0
2099.0,24137100000.0,9034365000.0,19567505000.0,36762477000.0
2100.0,24380641000.0,8883979000.0,19514170000.0,36755530000.0
