time,CESM1-CAM5,MPI-ESM-LR,NORESM1-M,CSIRO-MK3-6-0
2043.0,751718300.0,805692800.0,712092800.0,692401340.0
2044.0,730423000.0,788591500.0,691833340.0,660891000.0
2045.0,716256900.0,776966850.0,673078700.0,634993860.0
2046.0,696310460.0,800412800.0,653523200.0,606567940.0
2047.0,677586100.0,757064400.0,642301760.0,581771970.0
2048.0,663433900.0,743303000.0,631307000.0,547296600.0
2049.0,646149100.0,723010000.0,605696600.0,524880480.0
2050.0,631409600.0,791605760.0,597690400.0,527110100.0
2051.0,618307600.0,710864060.0,586161600.0,507172740.0
2052.0,637698240.0,694329400.0,570760640.0,495625600.0
2053.0,599663300.0,676264000.0,548932800.0,479856060.0
2054.0,585688200.0,668472000.0,527789220.0,464542300.0
2055.0,570693060.0,657000500.0,514794620.0,454990530.0
2056.0,560568450.0,649005300.0,499505400.0,442040130.0
2057.0,543968640.0,631322200.0,491314140.0,425500480.0
2058.0,534778800.0,623622300.0,476546720.0,413448770.0
2059.0,522155500.0,626185000.0,464338940.0,409323940.0
2060.0,511628540.0,613943000.0,454639100.0,405828700.0
2061.0,500921660.0,600363140.0,451774800.0,396882530.0
2062.0,491080700.0,591738700.0,440784640.0,386012960.0
2063.0,481696060.0,585052540.0,424707170.0,376448830.0
2064.0,470420380.0,579590100.0,413871870.0,377376300.0
2065.0,456370940.0,571231000.0,405804060.0,365058400.0
2066.0,446778270.0,554680100.0,403715230.0,355456800.0
2067.0,440578020.0,538752200.0,389045920.0,348466180.0
2068.0,433838430.0,531988670.0,380892400.0,343389950.0
2069.0,428610600.0,524698300.0,369550140.0,338433060.0
2070.0,428372200.0,540221700.0,362482780.0,332579260.0
2071.0,417682880.0,634872600.0,362735230.0,325739550.0
2072.0,412993150.0,535890780.0,353907140.0,319650530.0
2073.0,404381950.0,506780540.0,351253660.0,312722080.0
2074.0,397012540.0,498038370.0,340528160.0,312670000.0
2075.0,392435940.0,495259650.0,334317920.0,302915740.0
2076.0,385658200.0,480266020.0,327066980.0,297236060.0
2077.0,378905100.0,476734200.0,319120860.0,293362140.0
2078.0,375778900.0,487348770.0,310853800.0,284616600.0
2079.0,371335360.0,461888420.0,303525020.0,279567780.0
2080.0,366430200.0,458930880.0,299406940.0,274463800.0
2081.0,361202240.0,472239330.0,289916030.0,277526850.0
2082.0,350986180.0,649062400.0,281210900.0,267700690.0
2083.0,344378800.0,497479900.0,275802500.0,257358980.0
2084.0,340139170.0,447930430.0,282537440.0,290897600.0
2085.0,337362620.0,441891620.0,287746720.0,250850640.0
2086.0,330538100.0,435571330.0,265630940.0,242882400.0
2087.0,326273630.0,431288500.0,257161280.0,235899820.0
2088.0,317710720.0,437815650.0,252177780.0,232649360.0
2089.0,311450780.0,432171260.0,250382980.0,230635000.0
2090.0,306196130.0,439327520.0,245132670.0,218831740.0
2091.0,360056450.0,433883360.0,239944980.0,214576380.0
2092.0,295532060.0,436244000.0,238661200.0,208281020.0
2093.0,287718530.0,419875620.0,235589760.0,205322940.0
2094.0,288536450.0,413782600.0,231973400.0,201594530.0
2095.0,276474270.0,408315520.0,246227700.0,193300000.0
2096.0,274689760.0,416317660.0,227933260.0,245919230.0
2097.0,275620930.0,404108350.0,227427700.0,201874820.0
2098.0,276214750.0,396106080.0,219664930.0,193007340.0
2099.0,293964100.0,391464030.0,216250340.0,187067900.0
2100.0,267525810.0,391358750.0,215666220.0,182094830.0
2101.0,276415940.0,420930400.0,213419400.0,181792530.0
2102.0,267517920.0,409642240.0,212683440.0,178376420.0
2103.0,258358480.0,390640800.0,238673940.0,196133860.0
2104.0,253471280.0,385179550.0,222808060.0,177046830.0
2105.0,253931070.0,405137020.0,216562130.0,175634560.0
2106.0,248211040.0,388457950.0,209886830.0,171210290.0
2107.0,250298190.0,375257060.0,207452700.0,173525940.0
2108.0,241340030.0,378017300.0,207497360.0,173408600.0
2109.0,237401840.0,617752300.0,228615260.0,167119700.0
2110.0,232709940.0,390946370.0,254251000.0,207212580.0
2111.0,231316770.0,378159780.0,216878450.0,167775360.0
2112.0,229083680.0,447764160.0,209901980.0,167947100.0
2113.0,224341250.0,385997020.0,208954030.0,162053340.0
2114.0,222222640.0,366657400.0,208249020.0,160303620.0
2115.0,219018560.0,366514000.0,208364690.0,159064400.0
2116.0,216992980.0,361757060.0,206917570.0,156443200.0
2117.0,246869440.0,359383520.0,205244540.0,163923980.0
2118.0,213816860.0,468000060.0,218481870.0,158032300.0
2119.0,214601800.0,392286880.0,220222000.0,155212940.0
2120.0,209370820.0,578939100.0,214803550.0,155397100.0
2121.0,219544770.0,393381100.0,209381520.0,151374610.0
2122.0,212300320.0,383496500.0,203593700.0,151938910.0
2123.0,210723550.0,370372480.0,203212850.0,156123570.0
2124.0,209117300.0,362785000.0,200555890.0,151380600.0
2125.0,236375780.0,455587170.0,292363230.0,149245400.0
2126.0,240095180.0,436103520.0,204639730.0,148915490.0
2127.0,222526130.0,367645920.0,199643790.0,147781680.0
2128.0,213582930.0,406373820.0,197954020.0,149285890.0
2129.0,212786100.0,405491360.0,196898130.0,148180540.0
2130.0,208895020.0,588574460.0,195366240.0,145686800.0
2131.0,207790000.0,464669980.0,195145780.0,149459550.0
2132.0,206990910.0,383076450.0,193657470.0,155234460.0
2133.0,206604140.0,375805600.0,201249860.0,148932110.0
2134.0,209212980.0,371005200.0,193172500.0,148515460.0
2135.0,217960500.0,374532060.0,190549740.0,146687310.0
2136.0,204179470.0,477996350.0,189346320.0,143936200.0
2137.0,203639330.0,371425280.0,189751040.0,147577950.0
2138.0,200477330.0,367540350.0,188856130.0,148498100.0
2139.0,199418300.0,365021250.0,187176660.0,156464210.0
2140.0,200842960.0,364596400.0,186242110.0,166627020.0
2141.0,204097200.0,370199360.0,185573710.0,153949810.0
2142.0,196840530.0,423275520.0,186247940.0,169903420.0
2143.0,196043280.0,475216200.0,183808910.0,152126400.0
2144.0,204000480.0,372007070.0,182745100.0,164853100.0
2145.0,196087470.0,365722600.0,179916510.0,153966980.0
2146.0,192042700.0,376072480.0,179594900.0,152306910.0
2147.0,191071140.0,360466780.0,178439730.0,162816670.0
2148.0,189636510.0,357626300.0,181704100.0,157812220.0
2149.0,190619870.0,354908600.0,185675180.0,157003580.0
2150.0,188750580.0,356178660.0,176335840.0,156158880.0
2151.0,188189660.0,350757380.0,175861920.0,171803400.0
2152.0,187452370.0,347604000.0,177432100.0,160369840.0
2153.0,244924450.0,349953020.0,171942600.0,158589550.0
2154.0,201937340.0,345890850.0,172245280.0,166369540.0
2155.0,190928940.0,341582620.0,171409100.0,159041250.0
2156.0,187512820.0,338220600.0,170461380.0,155939220.0
2157.0,188952260.0,332185300.0,169469700.0,155225660.0
2158.0,186019060.0,345426530.0,168030290.0,154578580.0
2159.0,184882060.0,354766300.0,168507680.0,153664740.0
2160.0,186704080.0,334593470.0,184251760.0,152219840.0
2161.0,187946370.0,322892300.0,174340690.0,151660960.0
2162.0,189323800.0,316881200.0,183312600.0,151108580.0
2163.0,183940620.0,316551580.0,169734530.0,148643380.0
2164.0,183366320.0,314882800.0,167705200.0,147680620.0
2165.0,183395020.0,301482050.0,175013060.0,146484830.0
2166.0,183002300.0,298557300.0,175102980.0,145136300.0
2167.0,181347570.0,293936400.0,171906940.0,143768700.0
2168.0,184590830.0,285756200.0,171853840.0,144827600.0
2169.0,180553020.0,285935100.0,169316590.0,141992080.0
2170.0,178765060.0,279639700.0,195833440.0,140536050.0
2171.0,196947520.0,274064000.0,169139000.0,140168060.0
2172.0,186057660.0,271449860.0,169736880.0,142742160.0
2173.0,190884300.0,266804830.0,252875920.0,136877760.0
2174.0,179303100.0,264193340.0,171349650.0,142177060.0
2175.0,182833980.0,266861840.0,171255680.0,137058270.0
2176.0,177685660.0,281941900.0,171645260.0,136950670.0
2177.0,182320940.0,271040800.0,174929220.0,136156160.0
2178.0,176109470.0,254812000.0,174247540.0,144482110.0
2179.0,178852350.0,281411330.0,172618420.0,135109040.0
2180.0,174882340.0,271195500.0,178783920.0,134148150.0
2181.0,174442420.0,252848180.0,170957820.0,134165800.0
2182.0,177412020.0,283541340.0,169858060.0,134966200.0
2183.0,181284060.0,246161390.0,169119340.0,133335560.0
2184.0,176495760.0,263793580.0,168756750.0,132355890.0
2185.0,172667220.0,253040450.0,170567550.0,131913630.0
2186.0,171278690.0,258950640.0,168221550.0,135238480.0
2187.0,174497390.0,245759100.0,167736750.0,131339970.0
2188.0,201494450.0,243535100.0,173310720.0,129823810.0
2189.0,183858300.0,239724910.0,168537660.0,128462664.0
2190.0,213850800.0,305688000.0,166183340.0,127270500.0
2191.0,186142720.0,265332030.0,164562000.0,124165576.0
2192.0,176025300.0,379167900.0,162050060.0,123299820.0
2193.0,177376340.0,282758500.0,160682530.0,122559880.0
2194.0,182576700.0,345152450.0,159847120.0,120670744.0
2195.0,175377200.0,275622400.0,159791520.0,133910390.0
2196.0,171452740.0,299525630.0,158832660.0,119769420.0
2197.0,171137710.0,264051680.0,156866480.0,118344720.0
2198.0,182516220.0,257994540.0,155677390.0,116330820.0
2199.0,172737390.0,252778610.0,154811440.0,119603630.0
2200.0,171453820.0,261219090.0,152838290.0,115676260.0
2201.0,169009090.0,428518100.0,151487280.0,115619336.0
2202.0,174604140.0,308500480.0,156247860.0,124310220.0
2203.0,168588800.0,304661120.0,151415380.0,115444080.0
2204.0,169970220.0,272078080.0,149701000.0,114606300.0
2205.0,167668660.0,264827400.0,161550560.0,114316540.0
2206.0,166997060.0,261519470.0,148005220.0,114725250.0
2207.0,170879380.0,259813470.0,146224530.0,114799270.0
2208.0,166836350.0,305556320.0,146340940.0,112189544.0
2209.0,167742050.0,295298240.0,170936690.0,110268900.0
2210.0,171599800.0,361503170.0,153694130.0,108229680.0
2211.0,166588380.0,313822560.0,150598990.0,114726410.0
2212.0,166584380.0,274940000.0,150304000.0,108238030.0
2213.0,170889200.0,294646000.0,147364320.0,113697090.0
2214.0,181859550.0,290212640.0,158419600.0,108320860.0
2215.0,170093840.0,283547200.0,164701700.0,106796456.0
2216.0,178200000.0,274144060.0,149117540.0,106375700.0
2217.0,172718050.0,273565860.0,150670960.0,105183256.0
2218.0,166455540.0,494025180.0,149282240.0,104187600.0
2219.0,166767460.0,291357700.0,180132350.0,103751976.0
2220.0,170763460.0,295114500.0,152893380.0,104901380.0
2221.0,171311650.0,282845730.0,171987280.0,101846936.0
2222.0,165930420.0,275991520.0,154457840.0,102799320.0
2223.0,165483360.0,274490050.0,166387550.0,100331150.0
2224.0,172429060.0,329401100.0,153107730.0,99130710.0
2225.0,167058930.0,304956130.0,152354240.0,97318480.0
2226.0,165254610.0,327504160.0,151960180.0,97202980.0
2227.0,172550100.0,284024500.0,166274780.0,96755560.0
2228.0,174287280.0,274612160.0,152830820.0,96419610.0
2229.0,164018240.0,273223870.0,151794160.0,94108904.0
2230.0,169877250.0,269255500.0,151563470.0,94067170.0
2231.0,168223740.0,271283620.0,151019890.0,94548650.0
2232.0,164681730.0,371575300.0,150103330.0,93486420.0
2233.0,165244880.0,304699500.0,148375520.0,93242060.0
2234.0,164057010.0,268491780.0,151355700.0,92755510.0
2235.0,164860300.0,268303120.0,149662240.0,91864024.0
2236.0,164209710.0,293100640.0,148055800.0,91347160.0
2237.0,163122370.0,274196930.0,145213680.0,94406690.0
2238.0,162100770.0,273385470.0,151717220.0,90698250.0
2239.0,161846610.0,279713400.0,172873980.0,91382480.0
2240.0,162631220.0,322794530.0,146013650.0,90822480.0
2241.0,170127200.0,309145900.0,145328980.0,91025590.0
2242.0,162651790.0,270517400.0,142927440.0,94486080.0
2243.0,169746140.0,262587300.0,142264670.0,90370370.0
2244.0,161253340.0,296066460.0,142906860.0,94018800.0
2245.0,160594480.0,332448860.0,144465700.0,89102690.0
2246.0,161651020.0,319595500.0,145356820.0,88609440.0
2247.0,161862060.0,290815400.0,142012300.0,96704890.0
2248.0,163378750.0,278102600.0,141177380.0,90776136.0
2249.0,184489310.0,272855000.0,140599870.0,90897820.0
2250.0,175721310.0,295869200.0,139382820.0,90951944.0
2251.0,165979760.0,269289600.0,141151300.0,92244480.0
2252.0,171258750.0,263967310.0,139406270.0,90513510.0
2253.0,169718750.0,259042900.0,137281470.0,101174910.0
2254.0,164138640.0,487167520.0,136824910.0,100896820.0
2255.0,163034600.0,280499300.0,136527020.0,100648530.0
2256.0,161947470.0,489126530.0,135721550.0,95744170.0
2257.0,161583410.0,297754620.0,140388740.0,112096770.0
2258.0,161335840.0,268085010.0,140449150.0,103545816.0
2259.0,160095470.0,261512060.0,136417570.0,131236620.0
2260.0,159401300.0,269787300.0,135484510.0,106555944.0
2261.0,161588210.0,258925970.0,135316830.0,106141990.0
2262.0,158358080.0,267680200.0,134410770.0,103987480.0
2263.0,158006640.0,256155090.0,135058530.0,100939000.0
2264.0,156585460.0,255539870.0,133780870.0,124632856.0
2265.0,155196220.0,254872500.0,134104616.0,105848860.0
2266.0,155352450.0,366994500.0,132932920.0,102477510.0
2267.0,154050510.0,370688860.0,139991520.0,102795420.0
2268.0,154574980.0,277029800.0,134884960.0,112357370.0
2269.0,156922270.0,259553970.0,136850660.0,105293096.0
2270.0,172982820.0,260672880.0,167255790.0,102962136.0
2271.0,159564780.0,264356460.0,137388850.0,101755270.0
2272.0,152935360.0,257050830.0,140608110.0,100710010.0
2273.0,151345040.0,252922930.0,164160480.0,103835064.0
2274.0,153458660.0,291480260.0,142235920.0,100495320.0
2275.0,156804420.0,270230720.0,138365460.0,100437420.0
2276.0,152450800.0,298847700.0,137438130.0,98145930.0
2277.0,150954110.0,257108670.0,144856030.0,101060580.0
2278.0,151645500.0,253149380.0,141256060.0,97045680.0
2279.0,150479760.0,252302690.0,137949170.0,97248040.0
2280.0,149580460.0,250618300.0,139483580.0,96616856.0
2281.0,149106480.0,249723540.0,137704600.0,95407980.0
2282.0,147062370.0,249729860.0,158998880.0,98044660.0
2283.0,145946400.0,249197890.0,149030560.0,100551050.0
2284.0,146282140.0,268093060.0,217845360.0,94718650.0
2285.0,143491330.0,256402670.0,165494990.0,132139230.0
2286.0,154164900.0,246384780.0,152318770.0,102604150.0
2287.0,147249870.0,300893820.0,149272540.0,94203060.0
2288.0,150217860.0,275647140.0,199822670.0,94354580.0
2289.0,145287470.0,244199700.0,159692960.0,95901704.0
2290.0,144209700.0,243610880.0,150799150.0,93741224.0
2291.0,145283120.0,338249950.0,149974110.0,99185280.0
2292.0,143134740.0,280505200.0,150946990.0,92605010.0
2293.0,144751900.0,260793340.0,152555330.0,92334340.0
2294.0,146371940.0,252638880.0,151863950.0,95091450.0
2295.0,142654740.0,269047870.0,151451730.0,127011620.0
2296.0,149047570.0,241021250.0,151501360.0,97216140.0
2297.0,144305250.0,238150000.0,168564340.0,94662620.0
2298.0,143822580.0,235730220.0,169180300.0,92575840.0
2299.0,149633700.0,241050540.0,159827060.0,92620120.0
2300.0,148362300.0,276803330.0,161567760.0,91524230.0
