time,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,MPI-ESM1-2-HR,IPSL-CM6A-LR
2059.0,26216204000.0,36237990000.0,31102560000.0,37457790000.0,33843458000.0
2060.0,25797954000.0,36673510000.0,30604685000.0,37409570000.0,33315238000.0
2061.0,24959881000.0,35709436000.0,30207185000.0,37016003000.0,32573650000.0
2062.0,24248758000.0,35365896000.0,29979427000.0,37359743000.0,31964215000.0
2063.0,23643701000.0,34763112000.0,29290082000.0,36323480000.0,31608355000.0
2064.0,23413035000.0,34299870000.0,29101648000.0,37644900000.0,30941673000.0
2065.0,22822326000.0,33848195000.0,28655258000.0,36093645000.0,30445664000.0
2066.0,22376008000.0,33657830000.0,28132690000.0,35910750000.0,30054410000.0
2067.0,22516250000.0,33438857000.0,27944600000.0,35709702000.0,29454774000.0
2068.0,21694892000.0,33932468000.0,28271874000.0,35179260000.0,28946690000.0
2069.0,21479200000.0,33056885000.0,27757330000.0,34882298000.0,28585890000.0
2070.0,21180133000.0,33046043000.0,28689752000.0,35158920000.0,28308963000.0
2071.0,20663192000.0,32547658000.0,27035392000.0,34405798000.0,27945038000.0
2072.0,20156969000.0,32015751000.0,27815344000.0,34309413000.0,27290817000.0
2073.0,19759591000.0,31478043000.0,26850680000.0,34258942000.0,26849690000.0
2074.0,19340943000.0,31583275000.0,26461837000.0,33760510000.0,26395054000.0
2075.0,19004955000.0,31677762000.0,26273059000.0,35200623000.0,26083572000.0
2076.0,18526677000.0,30834401000.0,25537616000.0,33476141000.0,26074384000.0
2077.0,18181718000.0,30615374000.0,26946103000.0,33297895000.0,25422969000.0
2078.0,17861095000.0,30815265000.0,25600354000.0,32848808000.0,25148295000.0
2079.0,17721864000.0,31958944000.0,25355911000.0,32643641000.0,24888035000.0
2080.0,17435190000.0,31104119000.0,24740184000.0,32512813000.0,24355731000.0
2081.0,17000905000.0,33452014000.0,26647116000.0,32185053000.0,24141482000.0
2082.0,16815269000.0,30966692000.0,24800060000.0,32674626000.0,23683934000.0
2083.0,16558104000.0,30778829000.0,24195883000.0,32157897000.0,23496160000.0
2084.0,16327600000.0,29771950000.0,24302342000.0,31448046000.0,23368946000.0
2085.0,16117486000.0,29409788000.0,25105246000.0,31559995000.0,22854600000.0
2086.0,15967501000.0,29081868000.0,24301728000.0,33224780000.0,22609440000.0
2087.0,15865386000.0,29890986000.0,24576352000.0,31616455000.0,22318785000.0
2088.0,15533889000.0,30139527000.0,23860840000.0,31120828000.0,22391863000.0
2089.0,15263193000.0,29248895000.0,23623516000.0,30795704000.0,22202200000.0
2090.0,15158107000.0,29510273000.0,26159989000.0,30529962000.0,21822525000.0
2091.0,14856696000.0,29539529000.0,24115667000.0,30978546000.0,21906387000.0
2092.0,14662158000.0,28229480000.0,25689539000.0,30490220000.0,21279384000.0
2093.0,14554691000.0,28108233000.0,23443570000.0,30298276000.0,21171403000.0
2094.0,14368045000.0,29347805000.0,23526700000.0,29916525000.0,20842760000.0
2095.0,14178872000.0,27730033000.0,23345396000.0,34871964000.0,21675225000.0
2096.0,13951495000.0,28641400000.0,23521330000.0,31336872000.0,20996878000.0
2097.0,13779984000.0,31724216000.0,24042078000.0,31242109000.0,20330863000.0
2098.0,13646729000.0,27536925000.0,24360948000.0,29870938000.0,20440609000.0
2099.0,13501194000.0,27247935000.0,23607017000.0,29561000000.0,20073363000.0
2100.0,14383899000.0,28678930000.0,25369272000.0,29681689000.0,19867613000.0
