time,IPSL-CM6A-LR,CESM2-WACCM,ACCESS-CM2,CANESM5,MRI-ESM2-0,ACCESS-ESM1-5
2262.0,1973760600000.0,853885800000.0,1220232900000.0,1787762400000.0,1688497800000.0,2021730200000.0
2263.0,1987666500000.0,854584900000.0,1204759000000.0,1785578000000.0,1686690600000.0,2033177000000.0
2264.0,1982172200000.0,853382860000.0,1201464400000.0,1787945200000.0,1693853200000.0,2042823000000.0
2265.0,1973572600000.0,857326900000.0,1203166000000.0,1795891400000.0,1684886100000.0,2050476900000.0
2266.0,1963025800000.0,858127860000.0,1199936600000.0,1794534000000.0,1679860800000.0,2059504600000.0
2267.0,1965310600000.0,856481100000.0,1190413900000.0,1798515900000.0,1678575900000.0,2069539500000.0
2268.0,1966818100000.0,854862270000.0,1189283800000.0,1799911000000.0,1670204900000.0,2066489300000.0
2269.0,1973045800000.0,858501350000.0,1183195300000.0,1810797700000.0,1673428100000.0,2064714200000.0
2270.0,1975793500000.0,857916100000.0,1175162300000.0,1810854800000.0,1668870000000.0,2054984000000.0
2271.0,1968658300000.0,849813000000.0,1173105100000.0,1805045900000.0,1670511900000.0,2047442700000.0
2272.0,1966630600000.0,844902400000.0,1175293000000.0,1799890900000.0,1667160300000.0,2032558500000.0
2273.0,1972952600000.0,844310600000.0,1178955300000.0,1793310500000.0,1662213300000.0,2030263300000.0
2274.0,1964001500000.0,839268100000.0,1175217200000.0,1791616000000.0,1651505200000.0,2032575800000.0
2275.0,1963733200000.0,838552450000.0,1172535400000.0,1805600400000.0,1651748500000.0,2037795900000.0
2276.0,1956367700000.0,828686660000.0,1165823700000.0,1811723700000.0,1657295500000.0,2039897800000.0
2277.0,1940407500000.0,827047350000.0,1160959600000.0,1794312000000.0,1658172600000.0,2047427900000.0
2278.0,1935881100000.0,829547350000.0,1158145500000.0,1778185800000.0,1664383700000.0,2051428700000.0
2279.0,1952262900000.0,825805960000.0,1154996400000.0,1787896500000.0,1652896200000.0,2056308000000.0
2280.0,1941484300000.0,826008800000.0,1154517700000.0,1786516500000.0,1646814000000.0,2052629300000.0
2281.0,1947176400000.0,818706250000.0,1153712800000.0,1797596000000.0,1634139400000.0,2052388800000.0
2282.0,1952698100000.0,813384000000.0,1152478000000.0,1791525500000.0,1634951400000.0,2031053000000.0
2283.0,1958221800000.0,811564700000.0,1150294600000.0,1800548100000.0,1630720400000.0,2023573200000.0
2284.0,1959954500000.0,808178200000.0,1154256500000.0,1800677100000.0,1630379700000.0,2016068500000.0
2285.0,1961034400000.0,811883300000.0,1151118200000.0,1798816900000.0,1635739000000.0,2017184700000.0
2286.0,1957877800000.0,810918300000.0,1156271700000.0,1804515700000.0,1627992200000.0,2029359000000.0
2287.0,1949589300000.0,807242240000.0,1156158800000.0,1812695500000.0,1611136400000.0,2038990500000.0
2288.0,1951281600000.0,800754760000.0,1155328100000.0,1799595600000.0,1602554200000.0,2030829700000.0
2289.0,1955588700000.0,802486350000.0,1150886000000.0,1805030500000.0,1600484400000.0,2027832200000.0
2290.0,1960377600000.0,791024400000.0,1143456400000.0,1806822900000.0,1601956500000.0,2024488200000.0
2291.0,1961843500000.0,786896450000.0,1137776500000.0,1801876700000.0,1593904300000.0,2020045100000.0
2292.0,1968949400000.0,776024900000.0,1138780100000.0,1795686500000.0,1588562400000.0,2028059800000.0
2293.0,1974241100000.0,770575400000.0,1137959500000.0,1799521400000.0,1582983300000.0,2020938700000.0
2294.0,1967732300000.0,769957360000.0,1131509800000.0,1794512700000.0,1566389000000.0,2022834800000.0
2295.0,1981214100000.0,767008300000.0,1129750000000.0,1788137800000.0,1575630000000.0,2016790600000.0
2296.0,1968837500000.0,766792600000.0,1128820900000.0,1798766700000.0,1576885400000.0,2017811600000.0
2297.0,1962746300000.0,766007200000.0,1131458600000.0,1801690300000.0,1572345900000.0,2018429500000.0
2298.0,1961262700000.0,754664700000.0,1131431000000.0,1808800500000.0,1562773400000.0,2005822100000.0
2299.0,1967324000000.0,745982700000.0,1131301800000.0,1812740300000.0,1570661100000.0,2005265400000.0
2300.0,1962637300000.0,739009200000.0,1136081900000.0,1812041300000.0,1568990400000.0,1997753800000.0
