time,CANESM5,ACCESS-ESM1-5,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR,ACCESS-CM2
2074.0,2153094400000.0,2593130300000.0,2693579100000.0,2096738000000.0,2388524500000.0,2127886200000.0
2075.0,2098534200000.0,2559509800000.0,2660164400000.0,2056488200000.0,2352120300000.0,2083856700000.0
2076.0,2034540100000.0,2533027200000.0,2604760000000.0,1986069700000.0,2311066700000.0,2031290500000.0
2077.0,1979264500000.0,2509268000000.0,2571867500000.0,1933044900000.0,2267780500000.0,1973777000000.0
2078.0,1920908000000.0,2470049200000.0,2540596600000.0,1871199500000.0,2227767300000.0,1934410900000.0
2079.0,1865388100000.0,2436513100000.0,2522223500000.0,1838078100000.0,2191195500000.0,1887677600000.0
2080.0,1815894300000.0,2403201700000.0,2483749400000.0,1788196400000.0,2153653600000.0,1843457300000.0
2081.0,1766096200000.0,2364841700000.0,2450803000000.0,1756540600000.0,2109096200000.0,1798470500000.0
2082.0,1722580700000.0,2327227400000.0,2417147200000.0,1694898600000.0,2072174500000.0,1763217600000.0
2083.0,1668715900000.0,2282881500000.0,2379748500000.0,1659065900000.0,2033277200000.0,1717864400000.0
2084.0,1615682300000.0,2257424200000.0,2353439200000.0,1619334800000.0,1990362500000.0,1671237500000.0
2085.0,1553835500000.0,2228159300000.0,2325529200000.0,1558067700000.0,1949100400000.0,1630991500000.0
2086.0,1506035400000.0,2200731000000.0,2282178500000.0,1504181700000.0,1912932000000.0,1584763100000.0
2087.0,1462795000000.0,2152690600000.0,2249746300000.0,1462546100000.0,1878892300000.0,1550449500000.0
2088.0,1415025900000.0,2113805600000.0,2223874000000.0,1406940200000.0,1842131900000.0,1516011500000.0
2089.0,1376011600000.0,2086513700000.0,2185180900000.0,1365757400000.0,1800339700000.0,1476303000000.0
2090.0,1325612500000.0,2061799100000.0,2162188600000.0,1315717800000.0,1751608200000.0,1432938700000.0
2091.0,1274064500000.0,2026870100000.0,2115463300000.0,1269254500000.0,1707770800000.0,1386975600000.0
2092.0,1229164000000.0,1980794700000.0,2078728500000.0,1219675600000.0,1669123800000.0,1341376000000.0
2093.0,1183289000000.0,1955731500000.0,2037290500000.0,1166230200000.0,1624212600000.0,1310412400000.0
2094.0,1141831800000.0,1926142600000.0,1997631700000.0,1133801100000.0,1583490500000.0,1267592200000.0
2095.0,1101428300000.0,1873266100000.0,1945341900000.0,1086663400000.0,1544758900000.0,1239844400000.0
2096.0,1065372160000.0,1841529100000.0,1909269500000.0,1049350900000.0,1508661500000.0,1199368400000.0
2097.0,1031209000000.0,1805873200000.0,1878707500000.0,1006470900000.0,1467575600000.0,1148747100000.0
2098.0,998850760000.0,1772128700000.0,1822397200000.0,976662950000.0,1432907200000.0,1116780800000.0
2099.0,961473700000.0,1753199500000.0,1783612400000.0,936098140000.0,1398997800000.0,1081403640000.0
2100.0,918021000000.0,1715352500000.0,1761767000000.0,906047200000.0,1362305600000.0,1041142700000.0
2101.0,878748700000.0,1687690100000.0,1720761000000.0,871826650000.0,1323373700000.0,1007387600000.0
2102.0,852867400000.0,1660065000000.0,1685530200000.0,840488600000.0,1285416800000.0,965197230000.0
2103.0,825735640000.0,1619941400000.0,1643968900000.0,801351200000.0,1256424700000.0,933291500000.0
2104.0,785703800000.0,1579118800000.0,1599972800000.0,764617600000.0,1221198100000.0,893246960000.0
2105.0,747012550000.0,1537611900000.0,1559880900000.0,737444900000.0,1181880500000.0,861599040000.0
2106.0,715412730000.0,1501529200000.0,1505757100000.0,708558800000.0,1150328200000.0,825316340000.0
2107.0,678708840000.0,1475629500000.0,1445953700000.0,671132300000.0,1111089100000.0,793084200000.0
2108.0,646016700000.0,1442000300000.0,1407068800000.0,642846950000.0,1078116100000.0,752647200000.0
2109.0,614308100000.0,1408987800000.0,1364919600000.0,616593360000.0,1045562600000.0,715983750000.0
2110.0,577671600000.0,1387523900000.0,1342624000000.0,590751000000.0,1015577100000.0,675726400000.0
2111.0,542706930000.0,1358783000000.0,1299734500000.0,556792100000.0,976601500000.0,633835300000.0
2112.0,515357870000.0,1318395800000.0,1252666100000.0,528120150000.0,940430500000.0,600499200000.0
2113.0,488412350000.0,1286832400000.0,1229167400000.0,498929900000.0,902901400000.0,561604850000.0
2114.0,457625270000.0,1255980100000.0,1192964700000.0,464825780000.0,875070700000.0,533480540000.0
2115.0,431073760000.0,1230575400000.0,1151354300000.0,430695500000.0,848994300000.0,505098140000.0
2116.0,401171000000.0,1204018600000.0,1126095800000.0,402293950000.0,811226700000.0,481722370000.0
2117.0,374239260000.0,1178645700000.0,1099672000000.0,376485540000.0,780297100000.0,453406260000.0
2118.0,347830580000.0,1156444300000.0,1075713900000.0,348471400000.0,749841200000.0,430200130000.0
2119.0,322230260000.0,1132453600000.0,1057992100000.0,324013950000.0,718435000000.0,408160760000.0
2120.0,299677900000.0,1101069800000.0,1037930000000.0,300860830000.0,691091340000.0,387590850000.0
2121.0,284078600000.0,1069569540000.0,1019544700000.0,285659500000.0,661568800000.0,367515000000.0
2122.0,267758300000.0,1036039400000.0,996252300000.0,264296640000.0,626440540000.0,348114800000.0
2123.0,243839010000.0,1011635400000.0,976860700000.0,249386470000.0,605254100000.0,326218780000.0
2124.0,224165220000.0,981063240000.0,956003450000.0,233413130000.0,575250600000.0,302693840000.0
2125.0,207686710000.0,954140070000.0,932193760000.0,216531660000.0,548515350000.0,283551600000.0
2126.0,190561390000.0,924359200000.0,912763400000.0,201161200000.0,521532700000.0,266561130000.0
2127.0,174595780000.0,905555700000.0,890609700000.0,186139160000.0,491181640000.0,251176480000.0
2128.0,161528200000.0,887368100000.0,862372000000.0,170312990000.0,466900160000.0,234748330000.0
2129.0,152528010000.0,854692270000.0,836898900000.0,159374200000.0,440472760000.0,220066460000.0
2130.0,141738700000.0,829079100000.0,810426300000.0,145676710000.0,419395530000.0,204855510000.0
2131.0,132995980000.0,794687300000.0,782855440000.0,130523830000.0,400364370000.0,190844980000.0
2132.0,124502000000.0,771728930000.0,765531460000.0,117594710000.0,375936220000.0,176613600000.0
2133.0,117015570000.0,754099400000.0,740419600000.0,106185370000.0,355097100000.0,164091540000.0
2134.0,111125030000.0,731150700000.0,716887160000.0,98995340000.0,335526230000.0,148975040000.0
2135.0,105292400000.0,710745200000.0,692657200000.0,91608430000.0,316518070000.0,138228070000.0
2136.0,99169920000.0,687106360000.0,668543750000.0,84970650000.0,292194700000.0,127421520000.0
2137.0,94195600000.0,661424050000.0,653440840000.0,77436140000.0,278458470000.0,118286290000.0
2138.0,89109140000.0,640675940000.0,631573900000.0,70870560000.0,263418690000.0,110790664000.0
2139.0,84957405000.0,617429400000.0,612111100000.0,64277365000.0,249456690000.0,102444990000.0
2140.0,81311450000.0,598215300000.0,590654200000.0,61183255000.0,237136230000.0,96565264000.0
2141.0,77348170000.0,577314000000.0,570012000000.0,56131160000.0,226428630000.0,90824840000.0
2142.0,73937070000.0,560372300000.0,553243500000.0,51707433000.0,216226000000.0,86649150000.0
2143.0,69489350000.0,540211740000.0,530315640000.0,48822930000.0,204731370000.0,81077756000.0
2144.0,66095730000.0,522828220000.0,500078000000.0,46190630000.0,195532200000.0,77465120000.0
2145.0,62699320000.0,505606600000.0,484820030000.0,42826770000.0,187061040000.0,72105705000.0
2146.0,60246385000.0,491020900000.0,456006930000.0,40029400000.0,179485080000.0,65901146000.0
2147.0,57354146000.0,471206230000.0,433172250000.0,37211718000.0,172592410000.0,62419720000.0
2148.0,54692350000.0,446496570000.0,413778870000.0,35172766000.0,167371900000.0,57695793000.0
2149.0,51704150000.0,432442180000.0,399343550000.0,32933003000.0,162472800000.0,54345368000.0
2150.0,49442095000.0,413900730000.0,386749240000.0,31068393000.0,156203900000.0,49854740000.0
2151.0,47197622000.0,400808020000.0,375761400000.0,29160421000.0,151361440000.0,46928450000.0
2152.0,44462730000.0,389386140000.0,356175740000.0,27410115000.0,146386420000.0,43362546000.0
2153.0,41561928000.0,374291300000.0,343671730000.0,25897574000.0,141638710000.0,40633913000.0
2154.0,39008590000.0,363745840000.0,327328270000.0,24561550000.0,135751830000.0,37979460000.0
2155.0,36931450000.0,347919650000.0,309998600000.0,22930252000.0,130304300000.0,35602227000.0
2156.0,34653745000.0,335720970000.0,302333330000.0,21256950000.0,125777486000.0,34115334000.0
2157.0,32970086000.0,325436600000.0,285524000000.0,19904322000.0,121043610000.0,32734600000.0
2158.0,30905833000.0,306836670000.0,269721400000.0,18841676000.0,117265850000.0,30910075000.0
2159.0,29758585000.0,295992330000.0,262543670000.0,17567078000.0,113399340000.0,29272095000.0
2160.0,29011972000.0,283527870000.0,250534130000.0,16262780000.0,109128020000.0,27873751000.0
2161.0,27238488000.0,267262950000.0,236983040000.0,15159677000.0,104717350000.0,26621485000.0
2162.0,25357337000.0,249461470000.0,226665990000.0,14203602000.0,101254455000.0,25192729000.0
2163.0,23844209000.0,233507640000.0,215449260000.0,13230350000.0,97512880000.0,23792482000.0
2164.0,22193644000.0,224421610000.0,209461990000.0,12437426000.0,92800660000.0,22542470000.0
2165.0,20150684000.0,216170950000.0,198546130000.0,11515582000.0,89590050000.0,21242933000.0
2166.0,18937639000.0,210200080000.0,188925350000.0,10859148000.0,87201374000.0,20519280000.0
2167.0,17152334000.0,200834170000.0,185419070000.0,10211367000.0,83295420000.0,19937022000.0
2168.0,16044867000.0,190846300000.0,178897240000.0,9447349000.0,79982010000.0,18504114000.0
2169.0,15064010000.0,182929980000.0,172895140000.0,9094643000.0,75874000000.0,17456896000.0
2170.0,14061282000.0,177278340000.0,168389700000.0,8574563300.0,72798650000.0,16693079000.0
2171.0,13278278000.0,169927880000.0,162616150000.0,8031691000.0,70345925000.0,15768264000.0
2172.0,12434790000.0,164155340000.0,160431640000.0,7400213500.0,68313657000.0,14859830000.0
2173.0,11327080000.0,159089400000.0,152935650000.0,6930811000.0,65928364000.0,14144940000.0
2174.0,10403732000.0,153321600000.0,149154820000.0,6580520000.0,63493337000.0,12914287000.0
2175.0,9623536000.0,148083470000.0,147075430000.0,6307799000.0,60644934000.0,11962625000.0
2176.0,8976775000.0,142969980000.0,141557270000.0,5869622300.0,58076820000.0,11034078000.0
2177.0,8366991400.0,138173460000.0,136860200000.0,5682445300.0,56033214000.0,10458949000.0
2178.0,7678313500.0,133610775000.0,132968490000.0,5369477600.0,54041140000.0,9707109000.0
2179.0,7163771400.0,130225120000.0,125740220000.0,5089011700.0,51955320000.0,9053628000.0
2180.0,6578873300.0,125254910000.0,121317090000.0,4835769300.0,50355503000.0,8464178700.0
2181.0,5998035500.0,121403980000.0,118503010000.0,4525711400.0,48128692000.0,7802952000.0
2182.0,5643949600.0,115356320000.0,113834280000.0,4424409000.0,46323050000.0,7455106600.0
2183.0,5220848000.0,111969160000.0,109998720000.0,4169923600.0,43763724000.0,7042317300.0
2184.0,4767600000.0,109649830000.0,106180110000.0,3991450600.0,41643434000.0,6840304600.0
2185.0,4355653600.0,104265330000.0,104188470000.0,3829904000.0,39745466000.0,6696398000.0
2186.0,4042421800.0,102373950000.0,100815100000.0,3674860800.0,37721764000.0,6275418000.0
2187.0,3693160000.0,100699190000.0,97325040000.0,3536384000.0,36320113000.0,6085550000.0
2188.0,3351519000.0,98796420000.0,92161070000.0,3431271700.0,35142582000.0,5816607000.0
2189.0,2996965400.0,95937405000.0,88206320000.0,3339694800.0,34214785000.0,5482275300.0
2190.0,2788925000.0,93348660000.0,85716280000.0,3252381000.0,33392286000.0,5159477000.0
2191.0,2609451300.0,91699225000.0,84291710000.0,3165128400.0,31969833000.0,4883093000.0
2192.0,2419945700.0,89536210000.0,82111685000.0,3120678000.0,30666488000.0,4671717400.0
2193.0,2224355600.0,88426560000.0,78486140000.0,2977476000.0,29420413000.0,4447545000.0
2194.0,2087483900.0,85551940000.0,76706505000.0,2811763200.0,28741220000.0,4229878500.0
2195.0,1949323100.0,83064360000.0,74510470000.0,2768299500.0,28005950000.0,4019758600.0
2196.0,1850429400.0,80407265000.0,73862540000.0,2671675600.0,27344423000.0,3844412700.0
2197.0,1812401800.0,78293510000.0,71459740000.0,2567673000.0,26594322000.0,3701758700.0
2198.0,1696517800.0,76548550000.0,69861850000.0,2488336400.0,25870789000.0,3541313300.0
2199.0,1621967400.0,74304370000.0,68765230000.0,2408121600.0,24986420000.0,3338335500.0
2200.0,1586931300.0,71768056000.0,66477730000.0,2336521200.0,24272603000.0,3197195500.0
2201.0,1538622100.0,68829630000.0,65903575000.0,2253090300.0,23461394000.0,3085611500.0
2202.0,1488375900.0,66628630000.0,65668723000.0,2150988800.0,22806490000.0,2939592700.0
2203.0,1440382000.0,65221054000.0,64168124000.0,2090647800.0,21983705000.0,2889238000.0
2204.0,1337796200.0,63481270000.0,62784578000.0,2030088700.0,21509190000.0,2723608600.0
2205.0,1240866400.0,63764200000.0,61318435000.0,1967296000.0,20606904000.0,2551588900.0
2206.0,1204344000.0,62420447000.0,59035120000.0,1892117000.0,20151216000.0,2508072700.0
2207.0,1169290200.0,61535550000.0,59213525000.0,1801296100.0,19635874000.0,2467721000.0
2208.0,1129283000.0,59319108000.0,56248390000.0,1742413800.0,19160270000.0,2425504000.0
2209.0,1109193900.0,56928395000.0,55567680000.0,1727760900.0,18263478000.0,2348784400.0
2210.0,1082031600.0,55366980000.0,53853380000.0,1670024200.0,17709103000.0,2229670100.0
2211.0,1046477000.0,54301102000.0,52789633000.0,1642374700.0,17090671000.0,2198318800.0
2212.0,1021091300.0,51765543000.0,51584810000.0,1606662700.0,16594586000.0,2124503800.0
2213.0,999934340.0,51740107000.0,51405193000.0,1532867800.0,16219187000.0,2019344300.0
2214.0,981029760.0,49881410000.0,51671667000.0,1507943300.0,15741012000.0,1910163100.0
2215.0,967863040.0,49105646000.0,50246530000.0,1489722600.0,15318668000.0,1857144800.0
2216.0,965079000.0,47725154000.0,49311793000.0,1447557000.0,14715166000.0,1826691200.0
2217.0,950510460.0,47217906000.0,48414070000.0,1419304700.0,14260033000.0,1800841000.0
2218.0,942833660.0,46254880000.0,48748577000.0,1405382300.0,13726388000.0,1789357700.0
2219.0,925316030.0,45068296000.0,49093906000.0,1379242600.0,13112370000.0,1786983600.0
2220.0,916488100.0,43758720000.0,47803020000.0,1368622300.0,12701367000.0,1774727400.0
2221.0,904184060.0,41961386000.0,46923993000.0,1337402000.0,12466849000.0,1738091000.0
2222.0,901267000.0,41124390000.0,45966213000.0,1314066400.0,12153686000.0,1682870900.0
2223.0,899529150.0,39227896000.0,44269634000.0,1284295800.0,11942211000.0,1657110800.0
2224.0,888885950.0,38397380000.0,43838345000.0,1273689100.0,11671579000.0,1595260300.0
2225.0,879608900.0,37717266000.0,42990450000.0,1272761900.0,11366440000.0,1555615600.0
2226.0,870521900.0,36926665000.0,42575397000.0,1262429000.0,10917859000.0,1500505100.0
2227.0,857195840.0,36475130000.0,41508102000.0,1251715700.0,10659965000.0,1465997200.0
2228.0,857135800.0,35308200000.0,41261840000.0,1221142800.0,10376713000.0,1437375000.0
2229.0,844272960.0,34811576000.0,40418865000.0,1214553300.0,10173671000.0,1427053700.0
2230.0,838775900.0,34540065000.0,39739113000.0,1217584600.0,9809671000.0,1415727600.0
2231.0,827725800.0,34081645000.0,38473000000.0,1198012400.0,9539427000.0,1403272400.0
2232.0,817680960.0,33543838000.0,37969457000.0,1171443800.0,9248096000.0,1401782000.0
2233.0,822570430.0,32835238000.0,36521116000.0,1155177700.0,8904209000.0,1393324000.0
2234.0,811736300.0,32286188000.0,35405644000.0,1169120800.0,8536001500.0,1384260200.0
2235.0,807480960.0,31509470000.0,34931024000.0,1154167000.0,8290964500.0,1387822100.0
2236.0,804796500.0,31045892000.0,34766787000.0,1149374800.0,8109965000.0,1347501000.0
2237.0,794164000.0,30080975000.0,34207535000.0,1144924000.0,7926604000.0,1323934500.0
2238.0,792720060.0,29333713000.0,34072980000.0,1141787400.0,7829875000.0,1290179600.0
2239.0,789695360.0,28228352000.0,33813377000.0,1129130500.0,7659297300.0,1272152300.0
2240.0,784693950.0,27553204000.0,33042733000.0,1117652900.0,7544985000.0,1255639900.0
2241.0,783832770.0,27004955000.0,32198270000.0,1108854300.0,7402426400.0,1240153200.0
2242.0,785501900.0,26245882000.0,32353235000.0,1103430400.0,7176369700.0,1243947900.0
2243.0,784419000.0,26017903000.0,31845950000.0,1087727500.0,7086867500.0,1225896600.0
2244.0,786152450.0,25519645000.0,31763243000.0,1067262340.0,6970410000.0,1204494200.0
2245.0,779254800.0,24911755000.0,31640350000.0,1053237800.0,6833682400.0,1209485700.0
2246.0,770182300.0,24590787000.0,30794056000.0,1054967900.0,6749695000.0,1197541900.0
2247.0,768965760.0,24270275000.0,30683308000.0,1050932350.0,6677988400.0,1184341800.0
2248.0,767117700.0,23666715000.0,30241217000.0,1043044100.0,6589162000.0,1160068600.0
2249.0,760706700.0,23315816000.0,30280100000.0,1025437600.0,6500288500.0,1151081100.0
2250.0,758126800.0,23026665000.0,29868386000.0,1014823400.0,6330046500.0,1144345300.0
2251.0,754134700.0,22573597000.0,29915656000.0,1006621800.0,6152152000.0,1132883300.0
2252.0,746924400.0,22109127000.0,29284745000.0,1003661440.0,6034831000.0,1110707000.0
2253.0,740852860.0,21672219000.0,28821471000.0,996801600.0,5950331000.0,1097867600.0
2254.0,736913500.0,21416055000.0,28712219000.0,989320450.0,5878870000.0,1083574300.0
2255.0,739834430.0,21154402000.0,28259320000.0,973300200.0,5815723500.0,1064757760.0
2256.0,736482300.0,20782710000.0,27709660000.0,972053570.0,5790769000.0,1038846900.0
2257.0,737565400.0,20467556000.0,27531428000.0,970398460.0,5720996000.0,1035921200.0
2258.0,737767040.0,19713368000.0,26933975000.0,964376500.0,5651275000.0,1020449000.0
2259.0,736271040.0,19325911000.0,27073780000.0,956495550.0,5554684000.0,1021253060.0
2260.0,737208400.0,19237417000.0,26886867000.0,952322240.0,5444423700.0,1007454500.0
2261.0,738290940.0,18972817000.0,26756170000.0,954069600.0,5310889500.0,998350100.0
2262.0,736283300.0,18995007000.0,26431576000.0,946730300.0,5215074300.0,996011600.0
2263.0,737256700.0,18764835000.0,26180604000.0,941446000.0,5171366400.0,986029200.0
2264.0,734951600.0,18536686000.0,26589078000.0,936016500.0,5072988700.0,982001340.0
2265.0,736122940.0,18332640000.0,26404240000.0,931743900.0,5004247600.0,973916860.0
2266.0,733906500.0,18309646000.0,26159300000.0,925761340.0,4872003000.0,957725950.0
2267.0,734904960.0,17784263000.0,26231966000.0,928551040.0,4859091000.0,961236860.0
2268.0,729896100.0,17329555000.0,25627826000.0,927804160.0,4769924600.0,958741200.0
2269.0,731439040.0,17070534000.0,25389791000.0,925854660.0,4653683000.0,951067100.0
2270.0,731208600.0,16808227000.0,25066568000.0,920688060.0,4552730600.0,953690240.0
2271.0,727505100.0,16625891000.0,24966961000.0,922257860.0,4471600600.0,947872700.0
2272.0,726742850.0,16477225000.0,24161167000.0,923484200.0,4390750700.0,943037630.0
2273.0,726094200.0,16280836000.0,23778202000.0,918867500.0,4291057200.0,939852600.0
2274.0,728622300.0,16051410000.0,23472572000.0,910592640.0,4266104300.0,940456770.0
2275.0,728136100.0,15858136000.0,23293104000.0,914618940.0,4246637000.0,942104770.0
2276.0,732625700.0,15978895000.0,22880207000.0,916446850.0,4182450000.0,942387840.0
2277.0,729480500.0,15812808000.0,22738516000.0,917353800.0,4145329400.0,945914000.0
2278.0,725448700.0,15299883000.0,22839908000.0,914032100.0,4090467600.0,944427200.0
2279.0,726246660.0,15171352000.0,22513426000.0,912436100.0,4001176600.0,933678340.0
2280.0,727707460.0,15261576000.0,22451620000.0,910435400.0,3915748000.0,935063300.0
2281.0,725718500.0,15027413000.0,22726267000.0,915911550.0,3788134100.0,934511100.0
2282.0,724054340.0,15080790000.0,22224150000.0,911239600.0,3733566000.0,932890800.0
