time,GFDL-CM3,CCSM4,GISS-E2-R,CESM1-CAM5,CANESM2,NORESM1-M,IPSL-CM5A-LR,MPI-ESM-LR,CNRM-CM5,GFDL-ESM2G,CSIRO-MK3-6-0
2075.0,42354393000.0,49017074000.0,50250363000.0,43683852000.0,46924526000.0,48079323000.0,47498560000.0,49386150000.0,45132116000.0,50147020000.0,49743622000.0
2076.0,41913975000.0,48919620000.0,50207810000.0,43282362000.0,46717575000.0,47957330000.0,47338836000.0,49286070000.0,44815553000.0,50078163000.0,49681138000.0
2077.0,41526465000.0,48865440000.0,50173720000.0,43036720000.0,46542330000.0,47845814000.0,47170535000.0,49198860000.0,44544630000.0,50044130000.0,49612296000.0
2078.0,41210687000.0,48711670000.0,50157030000.0,42766488000.0,46326410000.0,47677390000.0,46970440000.0,49084980000.0,44335300000.0,49994514000.0,49576935000.0
2079.0,40930060000.0,48573374000.0,50074366000.0,42417720000.0,46054920000.0,47524640000.0,46731686000.0,49019680000.0,44079790000.0,49916750000.0,49538572000.0
2080.0,40716610000.0,48373020000.0,49976870000.0,42208940000.0,45838483000.0,47426822000.0,46615036000.0,48943950000.0,43864380000.0,49803540000.0,49476542000.0
2081.0,40421822000.0,48168804000.0,49925150000.0,41968600000.0,45578875000.0,47334638000.0,46504050000.0,48893907000.0,43533280000.0,49756164000.0,49433514000.0
2082.0,40328937000.0,48054333000.0,49883963000.0,41748423000.0,45468960000.0,47223930000.0,46371560000.0,48829755000.0,43231785000.0,49724550000.0,49370513000.0
2083.0,40132616000.0,47940620000.0,49857188000.0,41468980000.0,45240920000.0,47119004000.0,46181278000.0,48752443000.0,42939765000.0,49692398000.0,49270170000.0
2084.0,39922290000.0,47833338000.0,49827308000.0,41161260000.0,45004915000.0,47028883000.0,46050992000.0,48645423000.0,42704572000.0,49646952000.0,49221010000.0
2085.0,39679623000.0,47745495000.0,49804034000.0,40892056000.0,44840387000.0,46925070000.0,45913340000.0,48583640000.0,42516865000.0,49595662000.0,49131490000.0
2086.0,39409250000.0,47636690000.0,49780090000.0,40667500000.0,44676674000.0,46727504000.0,45836460000.0,48461455000.0,42227425000.0,49527136000.0,49054634000.0
2087.0,39001575000.0,47547680000.0,49707655000.0,40402764000.0,44493836000.0,46557065000.0,45688580000.0,48421986000.0,41989230000.0,49396507000.0,48994490000.0
2088.0,38604816000.0,47455306000.0,49625514000.0,40138965000.0,44255977000.0,46423000000.0,45571138000.0,48326345000.0,41716790000.0,49323647000.0,48927625000.0
2089.0,38317860000.0,47310270000.0,49563083000.0,39954000000.0,44105933000.0,46262104000.0,45454850000.0,48233886000.0,41519250000.0,49271200000.0,48845100000.0
2090.0,38000840000.0,47197524000.0,49497727000.0,39633707000.0,43830010000.0,46112834000.0,45323080000.0,48124002000.0,41277456000.0,49215066000.0,48723677000.0
2091.0,37675733000.0,47073980000.0,49454990000.0,39371137000.0,43678680000.0,45889570000.0,45189984000.0,48026395000.0,41095356000.0,49176162000.0,48670155000.0
2092.0,37333705000.0,47002747000.0,49384740000.0,39071523000.0,43432660000.0,45708116000.0,45146270000.0,47954300000.0,40904884000.0,49120280000.0,48605364000.0
2093.0,37010964000.0,46916915000.0,49324310000.0,38800750000.0,43188388000.0,45532750000.0,45267775000.0,47887917000.0,40615610000.0,49050910000.0,48532070000.0
2094.0,36691530000.0,46838985000.0,49261674000.0,38521713000.0,42949010000.0,45308290000.0,44905087000.0,47827337000.0,40407826000.0,48984072000.0,48467325000.0
2095.0,36405682000.0,46695453000.0,49208460000.0,38181660000.0,42799130000.0,45132190000.0,44787050000.0,47696590000.0,40245797000.0,48953393000.0,48369350000.0
2096.0,36210532000.0,46562530000.0,49157173000.0,37878714000.0,42538350000.0,44929712000.0,44629033000.0,47611605000.0,39989772000.0,48896086000.0,48305996000.0
2097.0,35990240000.0,46436520000.0,49121243000.0,37629770000.0,42299930000.0,44768707000.0,44468703000.0,47510716000.0,39678067000.0,48821520000.0,48235086000.0
2098.0,35692884000.0,46255616000.0,49097855000.0,37423514000.0,42061967000.0,44521697000.0,44335340000.0,47406313000.0,39363138000.0,48780595000.0,48163340000.0
2099.0,35335234000.0,46137290000.0,49023620000.0,37166715000.0,41904386000.0,44340990000.0,44163944000.0,47317934000.0,39107994000.0,48718160000.0,48124293000.0
2100.0,35012714000.0,45990703000.0,48976500000.0,36909130000.0,41665720000.0,44096050000.0,44013683000.0,47241904000.0,38880834000.0,48670454000.0,48069710000.0
