time,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,ACCESS-ESM1-5,ACCESS-CM2
2068.0,28014787000.0,14997862000.0,19906927000.0,18589426000.0,19122690000.0,16038929000.0
2069.0,27610319000.0,14529165000.0,19590672000.0,18462992000.0,18203783000.0,15722421000.0
2070.0,26113520000.0,14315240000.0,19150957000.0,18587507000.0,17591214000.0,15501084000.0
2071.0,24838492000.0,13944226000.0,18892767000.0,18262575000.0,17279767000.0,15157001000.0
2072.0,23780788000.0,14155826000.0,18826568000.0,18092347000.0,16999318000.0,15032769000.0
2073.0,22524275000.0,14627549000.0,17966676000.0,17795654000.0,16046462000.0,14730835000.0
2074.0,22709033000.0,14727968000.0,17042763000.0,18215926000.0,16524151000.0,14139171000.0
2075.0,22262217000.0,15098868000.0,15983232000.0,18534218000.0,16256792000.0,13847136000.0
2076.0,21574607000.0,14645615000.0,16216086000.0,18303222000.0,16383118000.0,13803272000.0
2077.0,22230145000.0,14925745000.0,15699803000.0,18396070000.0,16412441000.0,14316196000.0
2078.0,22468360000.0,15032798000.0,15362986000.0,18558005000.0,16909358000.0,13899303000.0
2079.0,22251807000.0,14522585000.0,15155720000.0,18770067000.0,15807303000.0,13694599000.0
2080.0,22478148000.0,14551978000.0,15043152000.0,18260718000.0,14997436000.0,13223443000.0
2081.0,22241786000.0,14648581000.0,14751541000.0,17681738000.0,14341956000.0,12674890000.0
2082.0,21018474000.0,14836747000.0,14848904000.0,17266393000.0,14137435000.0,12624145000.0
2083.0,21370028000.0,14825913000.0,15131552000.0,17470716000.0,13686703000.0,12481695000.0
2084.0,21157208000.0,15112883000.0,15001141000.0,17347723000.0,13365146000.0,12394062000.0
2085.0,21042577000.0,14912923000.0,14441688000.0,17363239000.0,13099131000.0,12352999000.0
2086.0,21626143000.0,14831503000.0,14130702000.0,17559484000.0,13857235000.0,12544690000.0
2087.0,21560736000.0,15179235000.0,13781648000.0,17351094000.0,13081232000.0,12852507000.0
2088.0,22046410000.0,15484113000.0,13327203000.0,18061040000.0,13416700000.0,13092197000.0
2089.0,21743192000.0,15541153000.0,13241290000.0,17491984000.0,13299155000.0,13401047000.0
2090.0,22480142000.0,15889663000.0,12994417000.0,17221085000.0,12487126000.0,13212547000.0
2091.0,22354823000.0,16184943000.0,13135532000.0,17203053000.0,12202394000.0,12861695000.0
2092.0,22664397000.0,16150866000.0,13146993000.0,17066584000.0,12828594000.0,12679637000.0
2093.0,22403312000.0,16636716000.0,13334953000.0,16788148000.0,12170682000.0,12638779000.0
2094.0,23076905000.0,16899974000.0,13462456000.0,16491505000.0,12271583000.0,11936476000.0
2095.0,23595084000.0,16945847000.0,13727338000.0,15968497000.0,12082004000.0,11971882000.0
2096.0,24192883000.0,17632630000.0,13949770000.0,16443976000.0,11686974000.0,11990465000.0
2097.0,23554420000.0,17515565000.0,13716391000.0,17035182000.0,11787710000.0,11779053000.0
2098.0,22826131000.0,17148412000.0,13310849000.0,16901616000.0,11445714000.0,11531918000.0
2099.0,22150200000.0,16947278000.0,13511251000.0,17021251000.0,10995979000.0,11317030000.0
2100.0,22026020000.0,16613376000.0,13700902000.0,17806500000.0,10991942000.0,11040570000.0
2101.0,20743156000.0,16949606000.0,14286130000.0,18009770000.0,10818607000.0,10923474000.0
2102.0,20276541000.0,17528273000.0,14717621000.0,18110917000.0,10733834000.0,11077087000.0
2103.0,20053416000.0,17296245000.0,14815022000.0,17216545000.0,10899400000.0,10876378000.0
2104.0,19489382000.0,17329328000.0,14968556000.0,17264685000.0,11222198000.0,10874502000.0
2105.0,18818922000.0,17525225000.0,14670909000.0,16888408000.0,11332279000.0,10854967000.0
2106.0,18648515000.0,17592592000.0,14970284000.0,17300218000.0,11833876000.0,10894698000.0
2107.0,19007678000.0,17962562000.0,14629660000.0,17050922000.0,11338518000.0,10514558000.0
2108.0,19893527000.0,18889437000.0,15211432000.0,17490422000.0,11036404000.0,10342799000.0
2109.0,19749343000.0,18768075000.0,14995186000.0,17389265000.0,11095798000.0,9965360000.0
2110.0,20599603000.0,19789564000.0,15050619000.0,17199028000.0,11322310000.0,9883894000.0
2111.0,19956267000.0,19357647000.0,14355669000.0,16916918000.0,11452030000.0,9497118000.0
2112.0,20188870000.0,18762553000.0,14290024000.0,17069953000.0,11744004000.0,9821480000.0
2113.0,20956570000.0,19596698000.0,14208593000.0,16983409000.0,12298916000.0,9468662000.0
2114.0,20865552000.0,18939312000.0,14303858000.0,17893919000.0,12392241000.0,9393950000.0
2115.0,20722969000.0,18785550000.0,14441055000.0,18420765000.0,12308548000.0,9412321000.0
2116.0,20381770000.0,18789376000.0,14325663000.0,18581891000.0,12196265000.0,9449669000.0
2117.0,20364046000.0,19036158000.0,15459445000.0,18368060000.0,12032716000.0,9151520000.0
2118.0,20195828000.0,19771507000.0,15235756000.0,18376276000.0,12129897000.0,8999844000.0
2119.0,19893236000.0,19783418000.0,15684375000.0,18671090000.0,12118875000.0,8882143000.0
2120.0,19778910000.0,20290548000.0,15557633000.0,18847547000.0,11714427000.0,8517442600.0
2121.0,19591066000.0,20598979000.0,15268276000.0,18856040000.0,11592388000.0,8491201000.0
2122.0,20150667000.0,21219912000.0,15468374000.0,19997227000.0,12241168000.0,8216855000.0
2123.0,19507343000.0,21325746000.0,15522507000.0,19576758000.0,11882749000.0,8048237600.0
2124.0,21035756000.0,21158068000.0,15916281000.0,19855008000.0,11743998000.0,7833229300.0
2125.0,22132572000.0,22012980000.0,16101609000.0,19981009000.0,12117134000.0,7835208000.0
2126.0,21820082000.0,21708580000.0,16492721000.0,19934489000.0,12284715000.0,7584258000.0
2127.0,20694010000.0,22108318000.0,16412040000.0,20860475000.0,12690435000.0,7728035300.0
2128.0,20925262000.0,21868268000.0,16755938000.0,20347623000.0,12982577000.0,7626812400.0
2129.0,21524855000.0,21801669000.0,16565448000.0,20282014000.0,13374281000.0,7918017000.0
2130.0,21650987000.0,22753636000.0,16414083000.0,20741413000.0,13515974000.0,7923633000.0
2131.0,21843657000.0,22862680000.0,16425483000.0,21286035000.0,13178154000.0,7881331700.0
2132.0,22072190000.0,24785893000.0,16593715000.0,21493537000.0,13174947000.0,7899151400.0
2133.0,22162690000.0,24317805000.0,17392610000.0,21011466000.0,13302957000.0,7992675000.0
2134.0,22128420000.0,24306810000.0,18521530000.0,21014387000.0,13569952000.0,8031724000.0
2135.0,21612038000.0,25664813000.0,17898720000.0,21863973000.0,13270277000.0,8230687000.0
2136.0,22419730000.0,25509403000.0,18204488000.0,22947273000.0,13465115000.0,8014127600.0
2137.0,22611548000.0,25540080000.0,18418450000.0,22517551000.0,13056821000.0,8491894300.0
2138.0,23010693000.0,25522192000.0,18319448000.0,22817060000.0,13545142000.0,8587051500.0
2139.0,22773672000.0,26667899000.0,19071838000.0,23477895000.0,13618302000.0,8600443000.0
2140.0,23046965000.0,26574320000.0,19550610000.0,23749175000.0,12857371000.0,8499540500.0
2141.0,23213779000.0,28793176000.0,19944892000.0,24145541000.0,12614472000.0,8343907000.0
2142.0,23041305000.0,28924942000.0,19746160000.0,24445491000.0,12855288000.0,8294173700.0
2143.0,23285996000.0,27873053000.0,19724302000.0,24637911000.0,12885732000.0,8288156700.0
2144.0,23294228000.0,28331550000.0,19816096000.0,23839440000.0,12281661000.0,8015735000.0
2145.0,22847540000.0,28811395000.0,19904913000.0,23975393000.0,12672046000.0,8205261000.0
2146.0,22786218000.0,28683321000.0,19999248000.0,24458060000.0,13239598000.0,8806913000.0
2147.0,24021940000.0,30201370000.0,19857770000.0,24147587000.0,12990885000.0,8755796000.0
2148.0,23535432000.0,29547942000.0,19433510000.0,24156445000.0,12526527000.0,9085741000.0
2149.0,22541040000.0,30130455000.0,19201180000.0,24812390000.0,12754311000.0,9172380000.0
2150.0,22380083000.0,32155190000.0,19552301000.0,24881041000.0,12777341000.0,9039874000.0
2151.0,22555935000.0,32829385000.0,19893620000.0,25497810000.0,12310004000.0,8665960000.0
2152.0,22976390000.0,32307622000.0,20445307000.0,25904169000.0,12658698000.0,8531112400.0
2153.0,23561447000.0,33196880000.0,19899760000.0,25659673000.0,12544854000.0,8750179000.0
2154.0,24760216000.0,32140165000.0,19733709000.0,25515360000.0,12347188000.0,8838612000.0
2155.0,25309985000.0,31930063000.0,20076147000.0,25415860000.0,12341273000.0,8897702000.0
2156.0,25558335000.0,32317864000.0,19979598000.0,25491696000.0,12759319000.0,8869508000.0
2157.0,25603037000.0,32650592000.0,19771020000.0,25239110000.0,12454555000.0,9048306000.0
2158.0,26201283000.0,32959900000.0,19470432000.0,24646058000.0,14376998000.0,9427597000.0
2159.0,26632560000.0,33857325000.0,19276108000.0,24228020000.0,14310087000.0,9455593000.0
2160.0,26293250000.0,34078077000.0,19216396000.0,25181549000.0,14797781000.0,9544238000.0
2161.0,25528756000.0,34608170000.0,19216420000.0,25138297000.0,15412957000.0,9738992000.0
2162.0,25432620000.0,34674420000.0,19754110000.0,25504889000.0,15649788000.0,9944164000.0
2163.0,25965150000.0,34416595000.0,19494312000.0,25570441000.0,15086971000.0,10150612000.0
2164.0,26108380000.0,35195600000.0,19390677000.0,25681130000.0,15032895000.0,10466164000.0
2165.0,26148080000.0,36332134000.0,19488620000.0,26083367000.0,14591184000.0,10643151000.0
2166.0,26859751000.0,35913945000.0,19755661000.0,26763002000.0,14465894000.0,11003092000.0
2167.0,26256345000.0,35351980000.0,19835558000.0,27266560000.0,14378953000.0,10847032000.0
2168.0,25847345000.0,34718950000.0,20045765000.0,27489272000.0,14398330000.0,10928569000.0
2169.0,25931147000.0,35169570000.0,19815719000.0,26950797000.0,14559790000.0,10903854000.0
2170.0,25786550000.0,36400103000.0,20521712000.0,27334418000.0,14561812000.0,10999999000.0
2171.0,25076880000.0,35613106000.0,20909621000.0,27357878000.0,14456357000.0,10887602000.0
2172.0,26125588000.0,35765080000.0,20436333000.0,28113414000.0,14648813000.0,10934246000.0
2173.0,26949526000.0,35615097000.0,20527022000.0,27931466000.0,15121537000.0,11045166000.0
2174.0,26360865000.0,37050900000.0,20078221000.0,27796124000.0,15127432000.0,11004762000.0
2175.0,28864936000.0,36761510000.0,19808387000.0,27623594000.0,15299232000.0,11254309000.0
2176.0,28198205000.0,37587600000.0,20076562000.0,27634010000.0,15715666000.0,10993603000.0
2177.0,28945870000.0,37413597000.0,19930632000.0,28655145000.0,15991728000.0,11196258000.0
2178.0,28582701000.0,37415264000.0,19817177000.0,29309778000.0,16764510000.0,11139242000.0
2179.0,29235386000.0,38164010000.0,19859370000.0,29226463000.0,16161523000.0,11685965000.0
2180.0,28552114000.0,39553618000.0,19438324000.0,28532886000.0,16307970000.0,12122360000.0
2181.0,28115892000.0,39877145000.0,19532840000.0,29512434000.0,16055391000.0,12071052000.0
2182.0,28040415000.0,40319967000.0,19519349000.0,31114300000.0,17350427000.0,12279782000.0
2183.0,28508502000.0,40246840000.0,19435470000.0,32181480000.0,17316938000.0,12099432000.0
2184.0,28608430000.0,41002025000.0,19988791000.0,32232538000.0,17333432000.0,11897895000.0
2185.0,28317764000.0,41035200000.0,19889764000.0,32796633000.0,17662140000.0,12101183000.0
2186.0,29349296000.0,41298817000.0,20564340000.0,32291813000.0,18034538000.0,12092481000.0
2187.0,28662012000.0,42986050000.0,20687108000.0,31661940000.0,17516548000.0,12287881000.0
2188.0,28514527000.0,44150096000.0,20127680000.0,32070038000.0,17613711000.0,11878493000.0
2189.0,28836043000.0,46192878000.0,20554662000.0,31825830000.0,17475385000.0,11627856000.0
2190.0,28394109000.0,46384853000.0,20279030000.0,32097825000.0,17473960000.0,11271732000.0
2191.0,28267580000.0,45736145000.0,20594397000.0,30673551000.0,17229933000.0,10938564000.0
2192.0,28198138000.0,44465693000.0,20882782000.0,30767532000.0,17479676000.0,10912385000.0
2193.0,28377776000.0,44317766000.0,20819984000.0,31414604000.0,17411445000.0,11219738000.0
2194.0,28327838000.0,45323944000.0,20865220000.0,31547710000.0,17094889000.0,10914995000.0
2195.0,28215302000.0,45574280000.0,20773456000.0,31505110000.0,17007653000.0,10791788000.0
2196.0,28481090000.0,46074140000.0,21235188000.0,30747714000.0,16996414000.0,10404820000.0
2197.0,28229773000.0,46009913000.0,21679580000.0,30530214000.0,17114967000.0,10628108000.0
2198.0,27727820000.0,45689418000.0,21404266000.0,30410906000.0,17256407000.0,10785080000.0
2199.0,27425178000.0,46030350000.0,21538628000.0,30596983000.0,18178572000.0,10884430000.0
2200.0,26977696000.0,44905200000.0,21412810000.0,30942749000.0,18064835000.0,11157695000.0
2201.0,27603995000.0,44259130000.0,22053853000.0,32861454000.0,17997720000.0,11158515000.0
2202.0,28585298000.0,45420937000.0,21456392000.0,31871805000.0,18249933000.0,11065462000.0
2203.0,29466171000.0,45414960000.0,21819770000.0,32109080000.0,19070771000.0,11021209000.0
2204.0,30609610000.0,44631380000.0,21459425000.0,31894927000.0,19147630000.0,11142351000.0
2205.0,30632660000.0,45291164000.0,21593063000.0,31574088000.0,19151647000.0,11534963000.0
2206.0,31513040000.0,44620900000.0,20902040000.0,32077190000.0,18640417000.0,11463618000.0
2207.0,31248960000.0,42949513000.0,21124026000.0,31651903000.0,19368790000.0,11524483000.0
2208.0,31019390000.0,42879270000.0,21475068000.0,31488560000.0,19052268000.0,12001473000.0
2209.0,30665015000.0,42403578000.0,21213946000.0,31675662000.0,18166390000.0,11896006000.0
2210.0,30778253000.0,42080500000.0,21055207000.0,32362543000.0,17881008000.0,11393594000.0
2211.0,30292496000.0,42850193000.0,20820690000.0,32241200000.0,17478738000.0,11422056000.0
2212.0,30899583000.0,42965280000.0,20628031000.0,32206518000.0,17165728000.0,11919298000.0
2213.0,32211886000.0,42076004000.0,20678523000.0,31883315000.0,16900073000.0,11948349000.0
2214.0,32880407000.0,42306790000.0,20240644000.0,32259404000.0,17263096000.0,11876659000.0
2215.0,32738902000.0,41037373000.0,19965884000.0,33099565000.0,17250484000.0,11888296000.0
2216.0,32889526000.0,41507580000.0,19724691000.0,33384487000.0,17598720000.0,11839183000.0
2217.0,32132311000.0,42495070000.0,19846849000.0,34866720000.0,17078012000.0,11450144000.0
2218.0,31517458000.0,41226523000.0,19690744000.0,34454120000.0,16739548000.0,11602679000.0
2219.0,31348370000.0,41659093000.0,19476238000.0,35106190000.0,16407376000.0,11926255000.0
2220.0,31606657000.0,42301166000.0,19711222000.0,36517230000.0,16256388000.0,12189699000.0
2221.0,31901147000.0,42593220000.0,19520987000.0,36604500000.0,15998418000.0,11843841000.0
2222.0,31867785000.0,44182840000.0,19828042000.0,37379604000.0,15907646000.0,12058754000.0
2223.0,32514413000.0,45641822000.0,20278692000.0,38196523000.0,15854949000.0,12247888000.0
2224.0,32140225000.0,45460520000.0,20426895000.0,37893100000.0,15764326000.0,12429489000.0
2225.0,32976116000.0,44907377000.0,20868650000.0,37491660000.0,15299716000.0,12245943000.0
2226.0,34078302000.0,44763206000.0,20536158000.0,38657933000.0,15255102000.0,12078167000.0
2227.0,33781950000.0,46102204000.0,20897522000.0,38723200000.0,15762037000.0,12203035000.0
2228.0,34771540000.0,45364010000.0,20425169000.0,38518790000.0,15703709000.0,11988849000.0
2229.0,35017310000.0,45122953000.0,20215443000.0,38878487000.0,15977716000.0,11965243000.0
2230.0,36451336000.0,46077256000.0,20445676000.0,38370673000.0,15778746000.0,12037561000.0
2231.0,35255020000.0,45621700000.0,21133660000.0,38287790000.0,15543632000.0,12100847000.0
2232.0,35276000000.0,45559157000.0,20721170000.0,37920354000.0,15925819000.0,11969598000.0
2233.0,35306880000.0,46874595000.0,20452098000.0,38661910000.0,16657982000.0,11965767000.0
2234.0,34474170000.0,46502023000.0,20319525000.0,38720217000.0,16211361000.0,12120225000.0
2235.0,33712464000.0,47459836000.0,20159844000.0,38736400000.0,15984132000.0,12020552000.0
2236.0,35009196000.0,46444140000.0,20641436000.0,38428266000.0,15545506000.0,12047303000.0
2237.0,35300192000.0,45598937000.0,20860197000.0,37932765000.0,15161789000.0,12134242000.0
2238.0,35637973000.0,43653788000.0,21261507000.0,38415310000.0,14913826000.0,12113853000.0
2239.0,35881513000.0,44224550000.0,21188346000.0,39709700000.0,15302794000.0,12115342000.0
2240.0,36217770000.0,44868137000.0,21058734000.0,38736904000.0,15901167000.0,12018046000.0
2241.0,36221534000.0,45266846000.0,21043479000.0,38300353000.0,15015023000.0,11958329000.0
2242.0,37288972000.0,45968368000.0,21185770000.0,37700950000.0,14857521000.0,11989017000.0
2243.0,37266563000.0,45917848000.0,21587230000.0,37957296000.0,15155789000.0,12263414000.0
2244.0,36345980000.0,46203933000.0,21791283000.0,38210630000.0,15522949000.0,12143432000.0
2245.0,35697340000.0,45993693000.0,21270778000.0,38109053000.0,15242760000.0,12422624000.0
2246.0,35251100000.0,46071906000.0,21437424000.0,38461215000.0,15551220000.0,12777047000.0
2247.0,35933037000.0,47266740000.0,21853729000.0,38409376000.0,15274989000.0,12992800000.0
2248.0,36547408000.0,46663635000.0,22500905000.0,38136000000.0,14585314000.0,13387682000.0
2249.0,35081020000.0,46407877000.0,22547173000.0,39082000000.0,15174273000.0,13213925000.0
2250.0,34252132000.0,46947615000.0,22921270000.0,39360475000.0,15547427000.0,12849944000.0
2251.0,33517337000.0,47132365000.0,22718853000.0,40585600000.0,16077391000.0,12943503000.0
2252.0,35786230000.0,46874770000.0,23152812000.0,41304502000.0,16324739000.0,12867513000.0
2253.0,34627470000.0,46107720000.0,23551767000.0,41521430000.0,16609361000.0,12727453000.0
2254.0,35524325000.0,47422083000.0,23591498000.0,41646035000.0,16438536000.0,12799359000.0
2255.0,34957690000.0,48590983000.0,23527973000.0,41274380000.0,16427195000.0,12688606000.0
2256.0,35538297000.0,47786500000.0,23491967000.0,40143920000.0,16291995000.0,12555043000.0
2257.0,35516916000.0,47296926000.0,23926739000.0,39329804000.0,16237896000.0,12285964000.0
2258.0,36385268000.0,48265822000.0,25034168000.0,39584820000.0,16207034000.0,13004843000.0
2259.0,36925796000.0,48464384000.0,25291473000.0,39057764000.0,15800209000.0,13043428000.0
2260.0,39046304000.0,47904090000.0,25647458000.0,38821150000.0,15251379000.0,13147346000.0
2261.0,37974516000.0,48557826000.0,25700645000.0,38855430000.0,14821256000.0,13052206000.0
2262.0,37614550000.0,49846284000.0,25211757000.0,39096290000.0,14527207000.0,13247711000.0
2263.0,37746184000.0,51411640000.0,25679002000.0,39213430000.0,15168503000.0,13335000000.0
2264.0,37347960000.0,52113334000.0,25230207000.0,38944748000.0,15569865000.0,13746646000.0
2265.0,37586338000.0,51863794000.0,24694827000.0,38763127000.0,14878942000.0,13749793000.0
2266.0,37828930000.0,52717527000.0,24960252000.0,38123920000.0,15485310000.0,13469599000.0
2267.0,38520156000.0,52776874000.0,24861655000.0,37853350000.0,15972015000.0,13461631000.0
2268.0,39257596000.0,52010988000.0,24500020000.0,38579870000.0,15859730000.0,14432142000.0
2269.0,39242215000.0,51428225000.0,24962750000.0,38702526000.0,15234924000.0,14037514000.0
2270.0,38886400000.0,51705600000.0,25753727000.0,40335462000.0,16155035000.0,13462780000.0
2271.0,39032173000.0,51905920000.0,26404491000.0,39831015000.0,16043742000.0,13183413000.0
2272.0,38486696000.0,53123564000.0,26390542000.0,39000244000.0,16474906000.0,13321852000.0
2273.0,37168865000.0,51471520000.0,26610395000.0,39736476000.0,16930590000.0,13003720000.0
2274.0,39026820000.0,53148570000.0,26245405000.0,38833900000.0,16794753000.0,12363857000.0
2275.0,37473907000.0,53137640000.0,26733816000.0,38029373000.0,16619316000.0,12771927000.0
2276.0,37239430000.0,53606973000.0,27183200000.0,37152760000.0,16851866000.0,12235160000.0
2277.0,37851173000.0,52558197000.0,26203894000.0,36820386000.0,16823047000.0,11621578000.0
2278.0,36621603000.0,53770203000.0,26106292000.0,36279120000.0,17260567000.0,11521720000.0
2279.0,36858884000.0,53147410000.0,26064296000.0,36538540000.0,16785248000.0,11338486000.0
2280.0,36489638000.0,54560666000.0,27706348000.0,37106870000.0,17204883000.0,11442533000.0
2281.0,36593540000.0,54206400000.0,27867253000.0,37471236000.0,17367284000.0,11137436000.0
2282.0,35823320000.0,53754150000.0,27644960000.0,37340970000.0,17874358000.0,10899832000.0
2283.0,38310207000.0,54457127000.0,27467655000.0,38013174000.0,18032407000.0,11176519000.0
2284.0,38124490000.0,55061450000.0,28014354000.0,38133670000.0,17925610000.0,10923219000.0
2285.0,35311202000.0,53949743000.0,28597790000.0,37825466000.0,18076500000.0,11160992000.0
2286.0,36298826000.0,58230040000.0,29230710000.0,36546980000.0,18361053000.0,10401083000.0
2287.0,36162736000.0,58192010000.0,29246185000.0,37672055000.0,18494036000.0,9798817000.0
2288.0,38669926000.0,57001330000.0,28713165000.0,37672145000.0,18619530000.0,9482290000.0
2289.0,41841660000.0,57206650000.0,28417638000.0,36914536000.0,17921452000.0,9115680000.0
2290.0,40375830000.0,57634570000.0,28767578000.0,37837718000.0,18075113000.0,9058586000.0
2291.0,40586584000.0,57245315000.0,29078946000.0,36568797000.0,18480628000.0,8887758000.0
2292.0,39864574000.0,58404565000.0,28597119000.0,36690547000.0,19705084000.0,8710792000.0
2293.0,39583416000.0,57826410000.0,28782619000.0,35802722000.0,19705946000.0,8892439000.0
2294.0,39576300000.0,56866992000.0,28523823000.0,36016865000.0,19881828000.0,8934422000.0
